,allando_v_chirp_a1_v10,allando_v_chirp_a1_v100,allando_v_chirp_a1_v105,allando_v_chirp_a1_v110,allando_v_chirp_a1_v115,allando_v_chirp_a1_v120,allando_v_chirp_a1_v125,allando_v_chirp_a1_v130,allando_v_chirp_a1_v135,allando_v_chirp_a1_v140,allando_v_chirp_a1_v15,allando_v_chirp_a1_v20,allando_v_chirp_a1_v25,allando_v_chirp_a1_v30,allando_v_chirp_a1_v35,allando_v_chirp_a1_v40,allando_v_chirp_a1_v45,allando_v_chirp_a1_v5,allando_v_chirp_a1_v50,allando_v_chirp_a1_v55,allando_v_chirp_a1_v60,allando_v_chirp_a1_v65,allando_v_chirp_a1_v70,allando_v_chirp_a1_v75,allando_v_chirp_a1_v80,allando_v_chirp_a1_v85,allando_v_chirp_a1_v90,allando_v_chirp_a1_v95,allando_v_chirp_a3_v10,allando_v_chirp_a3_v100,allando_v_chirp_a3_v105,allando_v_chirp_a3_v110,allando_v_chirp_a3_v115,allando_v_chirp_a3_v120,allando_v_chirp_a3_v125,allando_v_chirp_a3_v130,allando_v_chirp_a3_v135,allando_v_chirp_a3_v140,allando_v_chirp_a3_v15,allando_v_chirp_a3_v20,allando_v_chirp_a3_v25,allando_v_chirp_a3_v30,allando_v_chirp_a3_v35,allando_v_chirp_a3_v40,allando_v_chirp_a3_v45,allando_v_chirp_a3_v5,allando_v_chirp_a3_v50,allando_v_chirp_a3_v55,allando_v_chirp_a3_v60,allando_v_chirp_a3_v65,allando_v_chirp_a3_v70,allando_v_chirp_a3_v75,allando_v_chirp_a3_v80,allando_v_chirp_a3_v85,allando_v_chirp_a3_v90,allando_v_chirp_a3_v95,allando_v_chirp_a5_v10,allando_v_chirp_a5_v100,allando_v_chirp_a5_v105,allando_v_chirp_a5_v110,allando_v_chirp_a5_v115,allando_v_chirp_a5_v120,allando_v_chirp_a5_v125,allando_v_chirp_a5_v130,allando_v_chirp_a5_v135,allando_v_chirp_a5_v140,allando_v_chirp_a5_v15,allando_v_chirp_a5_v20,allando_v_chirp_a5_v25,allando_v_chirp_a5_v30,allando_v_chirp_a5_v35,allando_v_chirp_a5_v40,allando_v_chirp_a5_v45,allando_v_chirp_a5_v5,allando_v_chirp_a5_v50,allando_v_chirp_a5_v55,allando_v_chirp_a5_v60,allando_v_chirp_a5_v65,allando_v_chirp_a5_v70,allando_v_chirp_a5_v75,allando_v_chirp_a5_v80,allando_v_chirp_a5_v85,allando_v_chirp_a5_v90,allando_v_chirp_a5_v95
allando_v_chirp_a5_v105,0.903942,0.949387,0.934728,0.938512,0.937073,0.934447,0.934586,0.934041,0.940585,0.940498,0.913925,0.918747,0.923104,0.919620,0.922459,0.922019,0.928075,0.867447,0.923834,0.923489,0.931358,0.930275,0.930712,0.930761,0.930755,0.935498,0.936605,0.950941,0.929518,0.962195,0.958976,0.947052,0.948925,0.948008,0.945356,0.946814,0.947009,0.951118,0.935904,0.939184,0.938970,0.940545,0.939604,0.941176,0.941009,0.891847,0.944352,0.940987,0.942396,0.944252,0.945427,0.945506,0.944278,0.944291,0.948517,0.949327,0.923148,0.951486,1.000000,0.961603,0.949959,0.951638,0.949572,0.948835,0.948509,0.947531,0.934659,0.941547,0.945124,0.945380,0.946314,0.946239,0.947413,0.893124,0.948176,0.947507,0.945940,0.948808,0.948840,0.948617,0.948056,0.947649,0.947341,0.951373
allando_v_chirp_a5_v110,0.902019,0.950075,0.932940,0.940326,0.933754,0.933866,0.932439,0.933337,0.938666,0.938934,0.911542,0.916257,0.921688,0.919786,0.921144,0.921781,0.925145,0.867709,0.924450,0.923938,0.934288,0.929122,0.931134,0.925173,0.929615,0.929473,0.934813,0.946644,0.930192,0.959489,0.960371,0.946102,0.951110,0.945489,0.945693,0.945774,0.947351,0.950359,0.934325,0.937791,0.937233,0.940422,0.939061,0.940500,0.939744,0.892854,0.942496,0.941959,0.943353,0.947469,0.944897,0.946311,0.940603,0.943720,0.944182,0.948697,0.923877,0.950048,0.961603,1.000000,0.948003,0.953850,0.947553,0.949339,0.947878,0.948226,0.934662,0.939860,0.943883,0.944279,0.946321,0.945914,0.947151,0.894806,0.947426,0.946915,0.946464,0.950423,0.950978,0.948145,0.948722,0.944809,0.947060,0.947423
allando_v_chirp_a5_v115,0.901617,0.935282,0.949834,0.940773,0.940258,0.936303,0.938276,0.937195,0.940190,0.942883,0.909555,0.916688,0.918036,0.914854,0.915964,0.915022,0.920972,0.863221,0.917403,0.917975,0.926217,0.925226,0.926149,0.928801,0.929217,0.925159,0.926864,0.932697,0.924289,0.947951,0.947915,0.959084,0.951203,0.951500,0.947854,0.949237,0.950236,0.952621,0.930863,0.936377,0.937121,0.936400,0.936575,0.935719,0.936934,0.888288,0.937760,0.935659,0.938563,0.940148,0.941272,0.942071,0.943000,0.943444,0.940113,0.941463,0.919006,0.945333,0.949959,0.948003,1.000000,0.953542,0.952487,0.950827,0.951624,0.950993,0.930065,0.935801,0.942523,0.942633,0.942345,0.942495,0.942933,0.889952,0.944250,0.942375,0.942266,0.943469,0.944963,0.944165,0.944759,0.945967,0.945925,0.944161
allando_v_chirp_a5_v120,0.904448,0.942154,0.939888,0.952311,0.941490,0.942862,0.938598,0.939953,0.939746,0.944076,0.914514,0.920059,0.922192,0.920262,0.921497,0.922256,0.926888,0.870069,0.926371,0.929698,0.939397,0.932534,0.933652,0.928727,0.932096,0.926842,0.931861,0.933875,0.931577,0.949934,0.954693,0.952703,0.961966,0.952959,0.954816,0.951169,0.953937,0.953903,0.934056,0.940249,0.940133,0.940585,0.939306,0.940459,0.940500,0.894360,0.942673,0.943251,0.948207,0.952267,0.947833,0.948553,0.943705,0.946251,0.942486,0.946722,0.925040,0.948521,0.951638,0.953850,0.953542,1.000000,0.955124,0.957783,0.953460,0.955492,0.934767,0.938614,0.946235,0.946333,0.946085,0.945720,0.947560,0.897191,0.948189,0.947592,0.948497,0.953092,0.954617,0.949859,0.950711,0.948474,0.949205,0.946497
allando_v_chirp_a5_v125,0.898935,0.934003,0.937569,0.941830,0.955179,0.949482,0.939665,0.938263,0.939458,0.942533,0.915274,0.917897,0.919607,0.914688,0.918018,0.916318,0.925091,0.865293,0.920882,0.923496,0.929818,0.927682,0.928975,0.927754,0.925712,0.925344,0.926020,0.930720,0.925909,0.946511,0.947337,0.950760,0.952932,0.965777,0.960823,0.952848,0.952120,0.953089,0.931452,0.938914,0.938401,0.937946,0.934948,0.937506,0.936753,0.890291,0.940286,0.938314,0.942535,0.943559,0.943730,0.944258,0.941621,0.941017,0.940727,0.941099,0.921336,0.944787,0.949572,0.947553,0.952487,0.955124,1.000000,0.963393,0.953793,0.952959,0.930764,0.935458,0.944309,0.943908,0.942970,0.941698,0.944663,0.893346,0.944632,0.943356,0.943717,0.947068,0.946897,0.945434,0.946457,0.945384,0.943531,0.944458
allando_v_chirp_a5_v130,0.898595,0.936831,0.936158,0.945607,0.950553,0.952919,0.939372,0.941810,0.940146,0.944537,0.914732,0.919239,0.919574,0.915109,0.918690,0.917023,0.925900,0.865132,0.921861,0.927667,0.933418,0.927817,0.927910,0.926669,0.925709,0.925184,0.927547,0.929336,0.926620,0.945911,0.949770,0.950166,0.956279,0.961788,0.964149,0.953012,0.955392,0.954265,0.930627,0.939313,0.939531,0.938120,0.935188,0.938036,0.936960,0.890771,0.940435,0.939219,0.945679,0.946848,0.943664,0.943474,0.941171,0.941206,0.941064,0.943010,0.921843,0.944925,0.948835,0.949339,0.950827,0.957783,0.963393,1.000000,0.953901,0.956899,0.930846,0.934879,0.944545,0.945023,0.943153,0.941956,0.944957,0.893645,0.945073,0.943819,0.945211,0.950251,0.949715,0.944843,0.945375,0.945624,0.943751,0.944877
allando_v_chirp_a5_v135,0.895242,0.933096,0.935663,0.938445,0.939689,0.937560,0.954775,0.949069,0.948458,0.945151,0.919222,0.916113,0.918263,0.915158,0.916090,0.916764,0.922087,0.861702,0.920012,0.918843,0.928400,0.927042,0.927185,0.922592,0.925456,0.923700,0.925551,0.928977,0.923386,0.945280,0.947068,0.948946,0.949942,0.951933,0.949774,0.963666,0.962216,0.960089,0.927580,0.942615,0.937140,0.938002,0.935430,0.937251,0.936129,0.886759,0.939932,0.937703,0.939343,0.942050,0.943225,0.943029,0.938867,0.940486,0.939488,0.940831,0.918526,0.945643,0.948509,0.947878,0.951624,0.953460,0.953793,0.953901,1.000000,0.962961,0.928422,0.932991,0.946697,0.943149,0.944010,0.942834,0.944317,0.888746,0.944560,0.945361,0.942840,0.946790,0.946698,0.946396,0.946132,0.942090,0.944135,0.944529
allando_v_chirp_a5_v140,0.894988,0.934760,0.936234,0.942393,0.938442,0.941233,0.949751,0.951788,0.946853,0.944064,0.917985,0.915970,0.917338,0.914251,0.915497,0.915185,0.921728,0.862218,0.919047,0.923829,0.930763,0.925795,0.925501,0.922153,0.924025,0.923285,0.926316,0.927304,0.923575,0.943960,0.948089,0.949722,0.953078,0.950801,0.953433,0.960124,0.963946,0.958970,0.926908,0.941395,0.936587,0.936869,0.934321,0.936281,0.934671,0.887613,0.938262,0.936878,0.942712,0.944165,0.941491,0.941146,0.938091,0.939195,0.939075,0.941584,0.918952,0.944395,0.947531,0.948226,0.950993,0.955492,0.952959,0.956899,0.962961,1.000000,0.928135,0.932339,0.945984,0.942891,0.942557,0.941462,0.943214,0.890138,0.943258,0.943355,0.943334,0.949488,0.948029,0.944054,0.943879,0.942009,0.942262,0.943626
allando_v_chirp_a5_v15,0.935857,0.932219,0.922349,0.930459,0.926880,0.924698,0.922220,0.922528,0.924714,0.931265,0.936057,0.937387,0.939975,0.938594,0.939582,0.938918,0.940593,0.910875,0.939332,0.935240,0.942234,0.937368,0.940461,0.937503,0.938466,0.930991,0.933176,0.927485,0.957835,0.938544,0.940277,0.931451,0.936784,0.933487,0.931253,0.929813,0.932140,0.932840,0.958134,0.955675,0.952466,0.953281,0.952868,0.952440,0.952279,0.934395,0.951207,0.950137,0.948588,0.948847,0.946629,0.948980,0.945211,0.945772,0.939880,0.941230,0.954822,0.940963,0.934659,0.934662,0.930065,0.934767,0.930764,0.930846,0.928422,0.928135,1.000000,0.957712,0.956417,0.953222,0.953827,0.953797,0.954416,0.935327,0.953829,0.951480,0.950576,0.949577,0.947525,0.944203,0.946506,0.943685,0.943911,0.939736
allando_v_chirp_a5_v20,0.936345,0.934475,0.923907,0.930515,0.928423,0.925618,0.923822,0.923481,0.926795,0.931863,0.936122,0.937455,0.939298,0.936494,0.938476,0.935990,0.937728,0.902303,0.934477,0.931798,0.940090,0.935655,0.939272,0.939191,0.940829,0.940221,0.941368,0.931976,0.955593,0.943754,0.943394,0.933883,0.938526,0.936723,0.933759,0.932818,0.934579,0.936019,0.960390,0.956591,0.953292,0.953406,0.953401,0.952659,0.951686,0.925157,0.950353,0.947622,0.947702,0.948949,0.946832,0.949965,0.948666,0.949946,0.949856,0.950347,0.948767,0.951189,0.941547,0.939860,0.935801,0.938614,0.935458,0.934879,0.932991,0.932339,0.957712,1.000000,0.959804,0.956391,0.956496,0.957296,0.956595,0.924474,0.955886,0.952661,0.951137,0.951040,0.950690,0.947919,0.949876,0.948977,0.949797,0.950721
allando_v_chirp_a5_v25,0.930131,0.935884,0.930625,0.937220,0.935977,0.933970,0.937685,0.936955,0.938786,0.941914,0.941212,0.941736,0.940649,0.937843,0.939285,0.937389,0.940447,0.900569,0.938021,0.935399,0.942459,0.939596,0.941156,0.937928,0.938447,0.934107,0.935676,0.931961,0.954532,0.945558,0.946616,0.942055,0.945966,0.945182,0.943080,0.946250,0.947955,0.948569,0.957240,0.963477,0.959188,0.956478,0.954979,0.955603,0.954094,0.923419,0.954454,0.952264,0.952183,0.952465,0.951863,0.953133,0.949093,0.949340,0.945874,0.946683,0.948478,0.949190,0.945124,0.943883,0.942523,0.946235,0.944309,0.944545,0.946697,0.945984,0.956417,0.959804,1.000000,0.962049,0.960045,0.959392,0.960480,0.922852,0.959180,0.957381,0.955057,0.956078,0.954142,0.952381,0.953465,0.950076,0.949896,0.948547
allando_v_chirp_a5_v30,0.926821,0.935982,0.930289,0.937232,0.935115,0.934328,0.933184,0.933066,0.935495,0.940421,0.934932,0.945377,0.942165,0.938279,0.939672,0.937046,0.941066,0.896228,0.938180,0.936519,0.941423,0.937664,0.939772,0.937125,0.936967,0.933225,0.935000,0.931707,0.951359,0.945239,0.946338,0.941799,0.945885,0.944302,0.943332,0.942440,0.944186,0.945724,0.953776,0.958313,0.963089,0.957024,0.955622,0.955253,0.954139,0.919536,0.954537,0.952306,0.952961,0.951351,0.949942,0.951517,0.947922,0.947802,0.944886,0.945876,0.945658,0.948305,0.945380,0.944279,0.942633,0.946333,0.943908,0.945023,0.943149,0.942891,0.953222,0.956391,0.962049,1.000000,0.960662,0.959962,0.960363,0.918874,0.959735,0.957365,0.955734,0.956379,0.953800,0.950837,0.952139,0.949638,0.948526,0.947636
allando_v_chirp_a5_v35,0.928537,0.938277,0.929970,0.936682,0.934594,0.932589,0.933308,0.932508,0.934937,0.939553,0.935016,0.938380,0.950071,0.947670,0.944859,0.942062,0.944409,0.896624,0.943285,0.938428,0.943710,0.939349,0.943907,0.939399,0.940538,0.935142,0.937352,0.933570,0.952650,0.947152,0.948571,0.941370,0.945483,0.943612,0.941062,0.942021,0.943870,0.944801,0.954674,0.957292,0.956973,0.965655,0.963450,0.959669,0.958172,0.920952,0.958606,0.956405,0.954757,0.953081,0.951315,0.955046,0.950659,0.950817,0.946647,0.948150,0.946239,0.950455,0.946314,0.946321,0.942345,0.946085,0.942970,0.943153,0.944010,0.942557,0.953827,0.956496,0.960045,0.960662,1.000000,0.966624,0.964119,0.919623,0.963055,0.962063,0.958568,0.959363,0.954707,0.952306,0.955063,0.950929,0.951239,0.949245
allando_v_chirp_a5_v40,0.928924,0.937954,0.929226,0.935799,0.932832,0.930812,0.931849,0.930908,0.934616,0.938995,0.933327,0.937554,0.947464,0.947293,0.946464,0.943828,0.943791,0.895835,0.942332,0.937749,0.943574,0.938464,0.942832,0.940586,0.941519,0.936587,0.938417,0.933901,0.951625,0.947312,0.948115,0.940327,0.944683,0.941998,0.939463,0.940671,0.942592,0.944466,0.954739,0.955919,0.955914,0.962824,0.964291,0.960471,0.959778,0.920909,0.957751,0.955843,0.954355,0.953043,0.950330,0.954268,0.951514,0.951787,0.947979,0.949197,0.946078,0.951537,0.946239,0.945914,0.942495,0.945720,0.941698,0.941956,0.942834,0.941462,0.953797,0.957296,0.959392,0.959962,0.966624,1.000000,0.964868,0.919490,0.964085,0.961315,0.958729,0.958697,0.955353,0.951855,0.954560,0.952057,0.952291,0.950708
allando_v_chirp_a5_v45,0.926452,0.938461,0.930179,0.937705,0.935694,0.933551,0.933242,0.932381,0.935711,0.940831,0.933475,0.937400,0.943624,0.943420,0.948213,0.946656,0.946113,0.895308,0.944642,0.940139,0.945237,0.940515,0.944258,0.938953,0.939994,0.935719,0.937712,0.934188,0.952666,0.947847,0.949181,0.942108,0.946736,0.944842,0.942493,0.942621,0.944232,0.946132,0.954349,0.956892,0.956160,0.960310,0.960333,0.964004,0.961898,0.920540,0.959897,0.958186,0.956258,0.954734,0.952613,0.955757,0.950080,0.950723,0.947719,0.948859,0.947152,0.951257,0.947413,0.947151,0.942933,0.947560,0.944663,0.944957,0.944317,0.943214,0.954416,0.956595,0.960480,0.960363,0.964119,0.964868,1.000000,0.919816,0.966266,0.963180,0.960189,0.960699,0.956342,0.953346,0.955827,0.951206,0.951762,0.950761
allando_v_chirp_a5_v5,0.926555,0.909735,0.900071,0.910613,0.906473,0.904746,0.898273,0.900241,0.901317,0.907745,0.927193,0.925316,0.927613,0.927815,0.927597,0.926860,0.926122,0.931943,0.926527,0.923974,0.927481,0.921832,0.924396,0.916335,0.917212,0.909098,0.911627,0.903952,0.938125,0.902621,0.905784,0.897715,0.904525,0.900854,0.899131,0.894941,0.898091,0.898041,0.932512,0.928435,0.924008,0.925721,0.924646,0.923716,0.921701,0.951513,0.920611,0.921324,0.920833,0.918979,0.915499,0.917764,0.909877,0.910732,0.904796,0.906499,0.946542,0.901025,0.893124,0.894806,0.889952,0.897191,0.893346,0.893645,0.888746,0.890138,0.935327,0.924474,0.922852,0.918874,0.919623,0.919490,0.919816,1.000000,0.917603,0.914964,0.915024,0.915294,0.909910,0.906147,0.909000,0.902929,0.902767,0.899522
allando_v_chirp_a5_v50,0.927800,0.938612,0.930402,0.938023,0.935080,0.933043,0.932798,0.932199,0.934957,0.941793,0.932049,0.936591,0.942422,0.941991,0.946037,0.946261,0.948033,0.894140,0.945832,0.940288,0.945258,0.939747,0.943056,0.941391,0.941930,0.935610,0.937342,0.934282,0.951919,0.948226,0.949360,0.942428,0.947074,0.944308,0.942069,0.942469,0.944296,0.945743,0.954192,0.955872,0.955841,0.959260,0.960140,0.961930,0.964347,0.917739,0.961866,0.959798,0.956667,0.955121,0.952622,0.955057,0.952347,0.952752,0.947856,0.948868,0.945828,0.951217,0.948176,0.947426,0.944250,0.948189,0.944632,0.945073,0.944560,0.943258,0.953829,0.955886,0.959180,0.959735,0.963055,0.964085,0.966266,0.917603,1.000000,0.964728,0.962737,0.960825,0.957600,0.953265,0.955446,0.953608,0.954365,0.951000
allando_v_chirp_a5_v55,0.923679,0.936948,0.928192,0.936791,0.932758,0.931113,0.932862,0.932015,0.933226,0.940585,0.930480,0.933440,0.941269,0.939303,0.940989,0.941910,0.947486,0.891798,0.945573,0.938332,0.944138,0.939005,0.941785,0.938111,0.938727,0.933162,0.934676,0.932272,0.950049,0.946574,0.948232,0.940887,0.945982,0.942362,0.940311,0.942407,0.944264,0.944255,0.951045,0.954572,0.953409,0.958699,0.956911,0.958495,0.960028,0.914864,0.963201,0.959477,0.954710,0.953983,0.952426,0.953786,0.949749,0.949803,0.945737,0.946490,0.943502,0.949567,0.947507,0.946915,0.942375,0.947592,0.943356,0.943819,0.945361,0.943355,0.951480,0.952661,0.957381,0.957365,0.962063,0.961315,0.963180,0.914964,0.964728,1.000000,0.961793,0.959980,0.956201,0.953116,0.954670,0.951397,0.952280,0.949224
allando_v_chirp_a5_v60,0.923864,0.936907,0.928043,0.937907,0.932449,0.932181,0.929871,0.931165,0.931106,0.939372,0.927886,0.931946,0.937860,0.936792,0.937789,0.938331,0.944689,0.890861,0.943900,0.939942,0.944126,0.937029,0.939256,0.938196,0.938431,0.930430,0.932527,0.930237,0.949097,0.945254,0.948345,0.940925,0.947121,0.942373,0.942016,0.940641,0.943701,0.942969,0.949846,0.951704,0.951727,0.955108,0.955482,0.955208,0.958573,0.914225,0.958808,0.959227,0.956398,0.954864,0.950936,0.952013,0.950019,0.950126,0.943716,0.945174,0.942824,0.947625,0.945940,0.946464,0.942266,0.948497,0.943717,0.945211,0.942840,0.943334,0.950576,0.951137,0.955057,0.955734,0.958568,0.958729,0.960189,0.915024,0.962737,0.961793,1.000000,0.960382,0.958002,0.951530,0.953073,0.952445,0.952310,0.946862
allando_v_chirp_a5_v65,0.922066,0.941515,0.931230,0.943767,0.936255,0.938430,0.934591,0.937314,0.935524,0.939680,0.930305,0.932736,0.939245,0.937606,0.939505,0.938426,0.943710,0.890366,0.942244,0.946024,0.949523,0.940864,0.941468,0.937741,0.938347,0.933988,0.936698,0.933139,0.949382,0.948125,0.952652,0.944379,0.952647,0.946253,0.948247,0.945527,0.949227,0.947251,0.948796,0.952397,0.951477,0.955787,0.953965,0.955688,0.954986,0.914717,0.956845,0.956573,0.961007,0.959582,0.953463,0.953686,0.950044,0.950092,0.947115,0.949127,0.942006,0.950107,0.948808,0.950423,0.943469,0.953092,0.947068,0.950251,0.946790,0.949488,0.949577,0.951040,0.956078,0.956379,0.959363,0.958697,0.960699,0.915294,0.960825,0.959980,0.960382,1.000000,0.960820,0.954034,0.954195,0.952630,0.951305,0.949768
allando_v_chirp_a5_v70,0.919314,0.939705,0.929622,0.941392,0.933085,0.934383,0.931404,0.932403,0.932325,0.937492,0.923426,0.927823,0.930747,0.930401,0.931436,0.932305,0.935154,0.883803,0.935433,0.937020,0.949171,0.939704,0.940772,0.937179,0.940634,0.931857,0.936174,0.931011,0.945803,0.948226,0.953203,0.943794,0.952568,0.945279,0.946837,0.944641,0.947444,0.946629,0.946641,0.948940,0.948408,0.949770,0.950305,0.950156,0.951783,0.907992,0.951604,0.952802,0.956298,0.962059,0.955038,0.955758,0.951921,0.954278,0.947508,0.950937,0.937630,0.952754,0.948840,0.950978,0.944963,0.954617,0.946897,0.949715,0.946698,0.948029,0.947525,0.950690,0.954142,0.953800,0.954707,0.955353,0.956342,0.909910,0.957600,0.956201,0.958002,0.960820,1.000000,0.957267,0.957525,0.955569,0.956362,0.950914
allando_v_chirp_a5_v75,0.915913,0.936785,0.931355,0.935625,0.932950,0.929976,0.932994,0.930100,0.932602,0.937438,0.922812,0.925750,0.929765,0.930604,0.929800,0.931544,0.934072,0.880113,0.936106,0.931915,0.943464,0.949715,0.946714,0.937851,0.942728,0.934131,0.936949,0.931192,0.944268,0.946645,0.950236,0.943524,0.946716,0.944271,0.941923,0.944161,0.944175,0.945343,0.943973,0.947198,0.945494,0.947647,0.946283,0.947318,0.946879,0.905265,0.949389,0.951294,0.950902,0.955646,0.962985,0.959742,0.950879,0.954664,0.947829,0.949308,0.934202,0.953814,0.948617,0.948145,0.944165,0.949859,0.945434,0.944843,0.946396,0.944054,0.944203,0.947919,0.952381,0.950837,0.952306,0.951855,0.953346,0.906147,0.953265,0.953116,0.951530,0.954034,0.957267,1.000000,0.961600,0.954420,0.956157,0.951367
allando_v_chirp_a5_v80,0.917488,0.937223,0.931034,0.936290,0.933973,0.930131,0.932032,0.929427,0.932351,0.937969,0.922697,0.926030,0.931534,0.932504,0.930841,0.933122,0.933592,0.882423,0.937008,0.930057,0.943758,0.945118,0.951170,0.936510,0.943453,0.932170,0.937259,0.931664,0.945133,0.947373,0.950767,0.943388,0.947496,0.945376,0.942168,0.943629,0.944063,0.945436,0.946014,0.948329,0.946723,0.950659,0.949427,0.949511,0.949471,0.907771,0.950254,0.952403,0.950039,0.956113,0.959376,0.963589,0.950268,0.955645,0.946591,0.950174,0.937035,0.954178,0.948056,0.948722,0.944759,0.950711,0.946457,0.945375,0.946132,0.943879,0.946506,0.949876,0.953465,0.952139,0.955063,0.954560,0.955827,0.909000,0.955446,0.954670,0.953073,0.954195,0.957525,0.961600,1.000000,0.953479,0.957551,0.950091
allando_v_chirp_a5_v85,0.921916,0.933698,0.929321,0.934931,0.932181,0.930969,0.927311,0.927126,0.928928,0.934853,0.918474,0.924585,0.928700,0.926441,0.927244,0.926106,0.934312,0.878282,0.928373,0.931668,0.937705,0.937354,0.936016,0.950747,0.942588,0.934133,0.931728,0.929389,0.940096,0.946197,0.947029,0.942122,0.946180,0.944208,0.942992,0.940104,0.941685,0.942972,0.945468,0.944755,0.945658,0.946182,0.948703,0.944888,0.949091,0.902426,0.948841,0.945844,0.951022,0.951297,0.952456,0.951400,0.961931,0.956001,0.948311,0.946063,0.931879,0.949317,0.947649,0.944809,0.945967,0.948474,0.945384,0.945624,0.942090,0.942009,0.943685,0.948977,0.950076,0.949638,0.950929,0.952057,0.951206,0.902929,0.953608,0.951397,0.952445,0.952630,0.955569,0.954420,0.953479,1.000000,0.957093,0.951908
allando_v_chirp_a5_v90,0.920397,0.934991,0.928893,0.933329,0.929113,0.926919,0.927993,0.926522,0.928965,0.936033,0.917724,0.922545,0.926839,0.927476,0.925844,0.928886,0.930534,0.877416,0.932170,0.925593,0.940114,0.937277,0.940061,0.939855,0.952114,0.932019,0.936490,0.929671,0.940269,0.946387,0.948878,0.941319,0.945141,0.941437,0.939563,0.940596,0.941958,0.943080,0.945316,0.944401,0.943152,0.945832,0.947542,0.945052,0.949051,0.901202,0.947401,0.948783,0.946981,0.953082,0.953095,0.954870,0.953751,0.963148,0.947000,0.950126,0.932050,0.954277,0.947341,0.947060,0.945925,0.949205,0.943531,0.943751,0.944135,0.942262,0.943911,0.949797,0.949896,0.948526,0.951239,0.952291,0.951762,0.902767,0.954365,0.952280,0.952310,0.951305,0.956362,0.956157,0.957551,0.957093,1.000000,0.950902
allando_v_chirp_a5_v95,0.909010,0.935586,0.927399,0.932139,0.931251,0.930000,0.930088,0.928941,0.931487,0.936463,0.917459,0.921575,0.925603,0.922297,0.927223,0.925118,0.931797,0.875709,0.924890,0.926198,0.933944,0.933225,0.932743,0.935506,0.934568,0.952477,0.946641,0.934400,0.934040,0.948574,0.947499,0.940415,0.943405,0.942817,0.941324,0.941691,0.942811,0.944079,0.941632,0.942488,0.941493,0.943484,0.942433,0.945132,0.942991,0.899194,0.946430,0.941776,0.944501,0.946544,0.947667,0.947543,0.948468,0.948342,0.964109,0.958613,0.928249,0.960957,0.951373,0.947423,0.944161,0.946497,0.944458,0.944877,0.944529,0.943626,0.939736,0.950721,0.948547,0.947636,0.949245,0.950708,0.950761,0.899522,0.951000,0.949224,0.946862,0.949768,0.950914,0.951367,0.950091,0.951908,0.950902,1.000000
