x,vy,signal,sideslipFR,pitchrate,FxFL,sideslipFL,ay,slip1,signal,steeringangel,longslipFR,FyFL,y,FyRR,sideslipRR,roll,sideslipRL,FxRR,FR,vx,longslipRR,FxRL,yawrate,gas,longslipRL,FyRL,RR,longslipFL,ax,FxFR,FyFR,pitch,brake,FL,RL,slip,rollrate,az,yaw
4564.071537769172,-0.001734355680987,1.734846451188034,6.328362988929354e-05,0.001791478047974,-93.98418581907534,-0.0003317664023856,0.0225966516252937,0.0,0.0,0.0,-0.0006092532913752,98.7228242242654,-4850.899110539818,202.47566859142904,-0.0011543501273627,0.0001688413370695,0.0009641757410377,1272.0650824420952,1.3497246817808777,0.4533315019930778,0.0071650847606156,1273.0117972967844,1.2490143638561276e-05,0.0309331266105825,0.0072155896004403,-187.35525873953404,1.5465144576336591,-0.0006101720271622,1.4799488377615957,-94.48429439263047,-80.70682877322864,-0.0057610646796932,0.0,1.3487610342904215,1.552295052725631,0.0,0.0031270402436511,0.0107472498686281,-0.0342922586321857
4564.076148442143,-0.0014988894641138,1.7824147201228708,-0.0005230748040537,0.0026975964722831,-94.34244264295118,0.0003075618198882,0.0246342679935792,0.0,0.0,0.0,-0.0006085731334883,34.03974120718485,-4850.899284795222,119.06878197585937,-0.0005338923865671,0.0001976680042136,0.0003111028432283,1260.5214868147473,1.3928513287142654,0.4680290091468532,0.0071196231242913,1261.307252434089,1.422168012908032e-05,0.0302875082402653,0.0071750925412309,-101.1155469401488,1.589471876170674,-0.0006100104607809,1.46253633627976,-94.83399224756322,-15.852545596688673,-0.0057378460137055,0.0,1.3919726861625432,1.5947388946360097,0.0,0.0026828754426929,0.0046045234757161,-0.0342921118364577
4564.080905110369,-0.0012544186622714,1.8255278805210424,-0.0009826825682986,0.0032715660238989,-94.47031486922488,0.000744509061192,0.0244299978277747,0.0,0.0,0.0,-0.0006073032739701,-15.211477273886915,-4850.899461639928,58.59287618349893,-7.453177434711832e-05,0.0002219959479445,-0.0001324574208153,1246.1757024853837,1.4359733051451498,0.4825457050358985,0.0070597401653452,1247.0051779593628,5.151278868309094e-06,0.0296657881921029,0.0071172663149904,-40.1565572919245,1.6314634880102103,-0.000608690635709,1.4427410631667583,-94.95426050242692,33.32048117321935,-0.0057074796680807,0.0,1.4352519668447756,1.6363614128548123,0.0,0.0022256332296191,-0.001698363293332,-0.0342920182366592
4564.085805916061,-0.0010059985654524,1.8640781719344528,-0.0013006102087399,0.0035993338130907,-94.51346240697518,0.0010670857574823,0.0249197482374027,0.0,0.0,0.0,-0.0006064192034387,-51.41146157689624,-4850.899640963448,15.541421472019836,0.0002352763889139,0.0002416918442961,-0.0004432420609091,1232.9457657806126,1.4789356699630876,0.4968791473157295,0.0070034055638381,1233.8482329797262,-4.917066823075886e-07,0.0290662371861549,0.0070608160334784,2.67479467460084,1.673030390577841,-0.0006075909398562,1.424872802329958,-95.0112390350836,70.25035935025772,-0.005672787749051,0.0,1.4783711320052313,1.6774421764610294,0.0,0.0017597555433086,-0.0080818681308875,-0.0342920013431281
4564.090849183497,-0.0007577380661604,1.8979692387111724,-0.0015166331762238,0.00374345507758,-94.77961672456556,0.0012952192448051,0.0246210011073465,0.0,0.0,0.0,-0.0006079467855314,-78.05064661647938,-4850.899822683887,-13.697540893765757,0.000426541795675,0.0002567225302492,-0.0006304870912893,1224.3050983077806,1.5218464284308166,0.5110637960309341,0.0069717868225561,1224.9869924367383,-4.783537487211115e-06,0.028424117100993,0.0070270305533253,31.592327360414465,1.7120904504973546,-0.0006092721101777,1.4126107609487335,-95.2713815100095,96.6052026487819,-0.0056358694464109,0.0,1.5214201695995206,1.7156676319424768,0.0,0.0012933826109855,-0.0143469842077547,-0.0342920314765052
4564.096033551747,-0.0005144842620386,1.927116370834386,-0.0016683203170284,0.0037622497038101,-94.53063663666356,0.0014519900626358,0.0239762100967677,0.0,0.0,0.0,-0.0006056879009842,-97.00519234374364,-4850.900006787297,-31.87684356208668,0.0005223524082995,0.0002671228211349,-0.0007172452021304,1210.5480081364717,1.5646902333874482,0.5251007919234147,0.006908984355017,1211.4176931452382,-8.719882621741072e-06,0.0277714023112559,0.0069619913719613,49.26348510621038,1.7496583849650842,-0.0006069450217831,1.3951570651147929,-95.01075191181904,115.17712542141436,-0.0055982523760777,0.0,1.5644072469766774,1.752566701443012,0.0,0.000834620142518,-0.0201403664633053,-0.0342921014471458
4564.101357418602,-0.0002787530162425,1.9514467156533184,-0.0017703306174947,0.0037031648976298,-94.39041130769424,0.001567454166,0.0231041233830232,0.0,0.0,0.0,-0.0006035881575367,-110.57237436733377,-4850.900193281241,-41.4805657916639,0.0005454276302292,0.0002730171081342,-0.0007297885791244,1198.693716061868,1.6071600596301796,0.5389820036623271,0.006845866109961,1199.6255555972734,-1.1339136863538358e-05,0.0271354687716569,0.0068974688097149,58.07011818222959,1.7869210667010966,-0.0006048245839651,1.3800640931061072,-94.85392535806773,128.1287156397833,-0.0055609062708399,0.0,1.6070099192273342,1.7891529408111777,0.0,0.0003916157069278,-0.0252337908008837,-0.034292203529731
4564.106819275772,-5.389409734212362e-05,1.9708994599769205,-0.0018430257431761,0.0036018276944488,-94.2196560892506,0.00165446448323,0.0219480304609398,0.0,0.0,0.0,-0.0006022502255251,-120.46521245529564,-4850.900382208143,-44.53860056360382,0.0005162352228743,0.0002745949715435,-0.0006892388777709,1186.6901436400897,1.6491985289226665,0.552711530959363,0.0067860003442345,1187.592481135324,-1.3480211113901867e-05,0.0265061164295976,0.0068350524650083,60.24611676999767,1.8239311125833324,-0.0006034491208077,1.364972607267965,-94.6595422015345,137.10556858957673,-0.0055244089064397,0.0,1.6491736200451683,1.8254650669726733,0.0,-2.985224898534096e-05,-0.0297790165787651,-0.0342923286039738
4564.112417626594,0.0001578056929827,1.985425982075177,-0.0018986650603549,0.0034838402072517,-94.0209652169616,0.0017255338995203,0.0205236784061698,0.0,0.0,0.0,-0.0006008415730204,-127.95205324235368,-4850.900573638224,-42.91563482304674,0.0004530802681764,0.0002721028323769,-0.0006110406921459,1174.8166693004782,1.690798017714257,0.5662938593281533,0.0067231573151956,1175.6613400194535,-1.5481498464659353e-05,0.0258786032176528,0.0067686621906104,57.56597051142997,1.8605435224289524,-0.0006019624983038,1.3501853174546494,-94.43232799171348,143.51973339216948,-0.0054890344915533,0.0,1.6908921065080047,1.8613845934110624,0.0,-0.0004243163221955,-0.0336076975465096,-0.0342924746480534
4564.118151006517,0.0003540419109137,1.994989973208109,-0.001945939427426,0.0033672500335942,-93.8129178265514,0.0017899394902501,0.0188903135738077,0.0,0.0,0.0,-0.0005994043875365,-134.04898198554298,-4850.900767665498,-38.083007117900586,0.0003677185759012,0.0002658332221843,-0.0005097525167305,1163.1324925737638,1.7319370627968769,0.5797308173971636,0.0066608925842901,1163.9130445701776,-1.71330544635706e-05,0.0252555087256912,0.0067023221082394,51.51642829843618,1.8968338698735263,-0.0006004436157491,1.33574151573659,-94.19125646739832,148.3817323134491,-0.0054548440504107,0.0,1.7321409551944196,1.897009644738094,0.0,-0.0007878601659757,-0.0367771566629736,-0.0342926388374091
