az,vy,FxFL,pitchrate,sideslipRL,FL,slip,sideslipFR,ax,yawrate,slip1,FyRL,roll,FxFR,longslipFL,x,y,longslipRL,FxRR,signal,ay,sideslipRR,FyFL,FyRR,RR,pitch,signal,steeringangel,FR,FxRL,brake,longslipRR,sideslipFL,longslipFR,RL,FyFR,yaw,gas,vx,rollrate
1.4877731725295662,0.0,0.0466599392730696,-2.3775753347224906e-08,0.0,1e-05,0.0,0.0,-0.3431306652622903,-3.1788466794528535e-07,0.0,0.0,-1.2512815238127624e-07,0.0466599402084196,2.808349639999672e-07,4564.018298359632,-4850.897164652041,2.808349639999672e-07,0.0466828417996954,0.0,-0.1072571782351639,0.0,0.0,0.0,1e-05,-3.9218157213248485e-05,0.0,0.0,1e-05,0.0466828441670549,0.0,2.808349639999672e-07,0.0,2.808349639999672e-07,1e-05,0.0,-0.0342957201195726,25.034722222222225,0.0,-0.0001080008855989
-0.0662153214831475,0.0002429550595765,-47.79490148057706,-0.0071726992989191,-0.0002269429815789,0.013959558540463,0.0,-0.0002758141952947,1.8496504524269235,-2.501513631808599e-06,0.0,5.691584911514616,-2.8295318894235186e-05,-45.75853934436751,-0.0006030459982721,4564.0183271195,-4850.897164546333,0.0125048836592421,1547.781042113167,0.5595427787002621,0.0512574097733815,-0.0007722126776018,19.28668992787782,17.234463926003237,1.0821492862600806,-7.268271119580988e-05,0.0,0.0,0.0135077235372194,1538.6319089146716,0.0,0.0126572463008556,-0.0008659359744629,-0.0005803651418275,1.0843085104833043,6.898517053658372,-0.0342957798154886,9.656160060648183,0.0084803266374004,-0.0049169070171574
-0.0529532694205198,0.0013421038778943,-142.67254785076796,-0.0177176592202564,-0.0003460450087117,0.0903487521819541,0.0,-0.000189873102941,2.5068722554189065,8.652054617366271e-05,0.0,22.925147714078676,-9.870035038110624e-05,-143.0097308411693,-0.0007883273147062,4564.018524940726,-4850.8971641373855,0.0151775112400291,2188.904238464928,1.116344917153892,0.226238497566293,-0.0035728718253729,141.68891405228186,130.04028188356273,1.6178782327934649,-0.0002007637381622,0.0,0.0,0.0875826896486228,2160.194660847929,0.0,0.0155116229479329,-0.0038202869473151,-0.0008115126330158,1.6597031312282764,22.3406198275947,-0.0342953813980694,3.9759577932155263,0.029948431608553,-0.0084076174639042
-0.0621409015719837,0.0040595536858499,-135.0452454907042,-0.0303478719267782,0.0032844182443548,0.1919924840802111,0.0,0.0045398710449359,3.365574223914715,9.938846600590508e-05,0.0,-66.09192863373893,-0.0001896500698494,-133.7160448131883,-0.0009892976383768,4564.018975598172,-4850.897152129177,0.0212438014522375,2866.258436408024,1.6676791987687964,0.3036920741805654,-0.0060462942861637,325.59850928723023,316.0594297066287,2.22799165023222,-0.0004456339924699,0.0,0.0,0.1902302754082313,2852.7343781518143,0.0,0.021505028245282,-0.0061654399758784,-0.0009771130165446,2.3213083074582053,-105.17060895902068,-0.0342942282855102,1.87292043034694,0.0585818407665621,-0.0094237940251302
-0.0571598930855985,0.0061987708933125,-151.66794221286358,-0.0450726348741584,0.0113929374904914,0.3347454140030965,0.0,0.0126884860808265,4.45499847458934,-0.0001333848364594,0.0,-444.1584232271037,-0.0002914964417351,-150.21951475229534,-0.000990561343961,4564.019764776292,-4850.8971250859295,0.0314722210419008,3757.2159839564847,2.21084518851291,0.0762114284338026,-0.0102461527971049,564.7974085227373,531.9159332351235,2.81166106631985,-0.000828483721826,0.0,0.0,0.3312386550137135,3755.628312343691,0.0,0.0315159869383478,-0.011639642195456,-0.0009944288494215,2.9138070389199364,-515.9087609877957,-0.0342944842242507,1.0811081842441164,0.0969583089040398,-0.0111916400883152
0.0057524181270075,0.0069475746042185,-163.89542237726826,-0.0608587400101279,0.0206900231095357,0.5035174364788415,0.0,0.0218594866180233,5.172904983998276,-0.0001352281610353,0.0,-989.2098621136448,-0.0004172035472204,-163.242720109033,-0.0011939743352613,4564.020995349983,-4850.897101103787,0.0459637192494131,4327.820700585036,2.743182459643611,0.1014441891085154,-0.0216675374903171,1129.0513997921337,1031.5078624684834,3.371064901763171,-0.001366214488407,0.0,0.0,0.4999995754605292,4384.695305468389,0.0,0.0462689655680193,-0.0236156562239666,-0.0011807720696475,3.432328713633866,-1035.9552657348013,-0.0342960681483069,0.770644944812476,0.1452840525338716,-0.0132419385374401
0.0363468322786251,0.0074978956740912,-158.43855260027627,-0.0749163469201882,0.0348941352711806,0.6856336754856203,0.0,0.036238215441751,5.291945510038666,-2.721915665248607e-05,0.0,-1663.4210502252156,-0.0005505529040946,-154.94301185350457,-0.0013414589585078,4564.022739195045,-4850.897087546605,0.0653720899844506,4414.335059229709,3.262083624476561,-0.0106145947122723,-0.0343661680086872,1756.5240556741967,1634.2953875839446,4.064169630107933,-0.0020546063553719,0.0,0.0,0.679838028982341,4468.495271568582,0.0,0.0677165106425213,-0.0335777550826143,-0.0014203335670501,4.001647180461046,-1749.0788655829986,-0.0342967745266403,0.64605413688989,0.1981578018865079,-0.0134271106296769
-0.0089114951459136,0.0071548755903011,-155.39137353265298,-0.0855006802998061,0.0435162223161168,0.8633580460260899,0.0,0.0339959358115617,5.183983845090611,4.365714982543813e-05,0.0,-2123.088134236324,-0.0006862734781303,-155.621002803302,-0.0013831859772619,4564.025011559051,-4850.897092148636,0.091323042393546,4286.425768454796,3.7650071053692646,-0.0506153242575159,-0.0445985683543392,2133.3001179271405,2045.7535061657736,4.932636100088918,-0.0028647268495125,0.0,0.0,0.8594715708451103,4373.468780076935,0.0,0.0974944436624197,-0.0339433287157366,-0.0014054544045197,4.722353558098448,-2122.6694476319285,-0.0342968252985617,0.59845700019256,0.2505712379429182,-0.0135930714102226
-0.0889594813909123,0.0067450305658079,-151.22509026802356,-0.0937556456650407,0.0418451862199777,1.0363642354681886,0.0,0.0349855159780955,5.432918776271156,0.0003242037693586,0.0,-2031.5745527791485,-0.0008203142897882,-148.22659168102777,-0.0014303211197627,4564.027807385395,-4850.897118729065,0.118715584897421,4460.612446227661,4.249489583367067,-0.0432700396072509,-0.0457060923087479,2181.7074427743546,1948.525431483387,5.741660894225966,-0.0037664094618861,0.0,0.0,1.0321761526873832,4557.899897429241,0.0,0.1312675506016157,-0.0331863531206659,-0.0015118129839448,5.341022618124863,-2173.237354925334,-0.0342947935944838,0.5776122312755442,0.3035268918410629,-0.0132064762937799
-0.1511412102369529,0.0061421108565594,-153.31832040895316,-0.1007453682579663,0.0421291847659733,1.214872938404424,0.0,0.0356794331823848,5.643561633570191,0.0004993432482061,0.0,-1777.417061610604,-0.0009497786919623,-151.76587364732444,-0.0014716625650293,4564.031146189717,-4850.897168946101,0.1431702007822235,4622.362094322157,4.713158063538156,-0.0644231760222142,-0.0479074008839377,2175.575556218193,1684.7008802649416,6.350296991458754,-0.0047433574619435,0.0,0.0,1.211574222961639,4729.16142276486,0.0,0.1643509462367847,-0.0338219401780958,-0.0015527264353905,5.732991560212374,-2188.680137257185,-0.0342905260798132,0.5631734485218473,0.3589459822877825,-0.0127173307255468
-0.1883103363171342,0.0054601565518798,-153.90098407294877,-0.1065697207448301,0.0415992219735343,1.3973085557088525,0.0,0.0354475251589619,5.7714207574920176,0.000614728335818,0.0,-1514.8539041045094,-0.0010725555121995,-151.95934052875285,-0.0015059770702641,4564.03504885836,-4850.897245175499,0.1661535474480472,4718.30976290667,5.153741497901529,-0.0680197569679904,-0.0483688192117231,2155.106207793371,1424.5519154875412,6.856302758205718,-0.0057838118449216,0.0,0.0,1.3945398192020722,4831.113904893835,0.0,0.1981973115832698,-0.0336728235853444,-0.0015964445282091,6.005325977281809,-2169.065927659583,-0.0342848801999828,0.5522534876801213,0.4160708757669633,-0.011838074597336
-0.2076353138924208,0.0047325563467278,-155.33339143456757,-0.1112014284366517,0.0396078585686505,1.5833620369303232,0.0,0.0346016634042743,5.863099612002399,0.0007323118324753,0.0,-1279.961505317422,-0.0011841818254609,-153.46236669690074,-0.0015194986128004,4564.039528646849,-4850.8973482236415,0.1886603959278187,4787.275266203608,5.569081909018854,-0.072593440025894,-0.0466429104224079,2100.5678149661544,1184.9778363056305,7.3162448542979694,-0.0068759745129041,0.0,0.0,1.581644117623552,4905.587672267079,0.0,0.234114207101161,-0.0325907467772408,-0.0016163972036461,6.22070385333009,-2118.798314288306,-0.0342780700740714,0.5436482431814976,0.4742738874482361,-0.0105620317633268
-0.2126199257817833,0.0039501214093119,-153.83594172374012,-0.1146557304259615,0.0368840346808239,1.7721635984092328,0.0,0.0332903508917386,5.952484874409645,0.0007988464642857,0.0,-1070.2290453810558,-0.0012813941452353,-151.75336919814842,-0.0014774082188194,4564.044595015965,-4850.897478995596,0.21085072080318,4850.682405576307,5.957144959766874,-0.0791570799207136,-0.0435012684563662,2015.2902076526543,975.839021737843,7.741703691522565,-0.0080079342869537,0.0,0.0,1.7715239420382336,4976.384542135217,0.0,0.2729339626428472,-0.0310883509781137,-0.0015759736823139,6.387387216324013,-2040.7883982624037,-0.0342703303152687,0.5361928139617147,0.5333603207986148,-0.0089957988355627
-0.2033816915675501,0.0030915996531897,-153.55009252464754,-0.1169824710708928,0.0339634213148022,1.9609722979322024,0.0,0.0317554106426282,6.043460171646792,0.0008337980840216,0.0,-900.082697503361,-0.0013618857355363,-151.43199463232182,-0.0014515935049841,4564.050256843035,-4850.89763839154,0.2313784639378493,4916.6021739088055,6.316029917519604,-0.0912720175624972,-0.039963660170564,1912.8567925833377,796.1146458089975,8.131139505123459,-0.0091682030087049,0.0,0.0,1.9611375812823053,5050.552532429801,0.0,0.3134216566252953,-0.0295034837001203,-0.0015547238018785,6.50150102356153,-1944.5555631456289,-0.0342621464837789,0.5291083707333352,0.5933376036233932,-0.0072597960777669
-0.1826046894170598,0.0021325912819522,-153.13102972848458,-0.1182176736454858,0.0310039850597813,2.1501487588248165,0.0,0.0301230550479251,6.138947765242552,0.000879343615697,0.0,-765.5563775596343,-0.0014245531875662,-150.9244962572968,-0.0014346121446303,4564.056523222332,-4850.8978276686685,0.2484722631766137,4985.875808317101,6.643978963935764,-0.1000805627736864,-0.0366955006166758,1805.544771498246,650.5554179787105,8.483651203208533,-0.0103457096154083,0.0,0.0,2.1512363072672884,5128.541021804552,0.0,0.3543864664453394,-0.0279370709302608,-0.0015348237418578,6.560460175869354,-1839.373667229876,-0.0342535756913371,0.5220526024226939,0.6542435380165728,-0.0054429845838666
-0.1515043825350324,0.0011016873643537,-152.70559823614445,-0.1183875795830785,0.0281767351793306,2.340024603926369,0.0,0.0284796292058915,6.2366452865702,0.0009446941106795,0.0,-660.1268273269003,-0.0014686629502723,-150.5490881998742,-0.0014175010244842,4564.063403640622,-4850.8980479936345,0.2611931380929175,5057.7790337009565,6.939385804752136,-0.1060038769056195,-0.0337873756323432,1696.9943862830871,536.7950396239582,8.799195998167612,-0.0115296972463914,0.0,0.0,2.342133246451215,5207.824538060235,0.0,0.3951733729098723,-0.0263653614069606,-0.0015121413082281,6.564970112295099,-1731.7059754618856,-0.0342444355162739,0.5149046231375369,0.716111769316294,-0.0035589708411631
-0.1154997840798561,1.8370984178445743e-05,-152.41643637545778,-0.117504128424297,0.0254975991504322,2.530648132384896,0.0,0.0268051234941326,6.335018787540461,0.0010251140714466,0.0,-578.363893397009,-0.0014937268909717,-150.3473496327421,-0.0014037121254204,4564.070907810149,-4850.898300284818,0.2685243093653744,5131.538789608679,7.200803537412041,-0.1102536083926637,-0.0311852578371565,1589.7495134426065,448.9179367150215,9.0714784791625,-0.0127095590976207,0.0,0.0,2.5338445760049626,5285.730489019419,0.0,0.434778957922975,-0.0248168573923606,-0.0014914310670988,6.51365957204589,-1624.5576226380788,-0.0342345610106148,0.5076493777621529,0.7789578423645543,-0.0016418029036382
-0.0738603347250292,-0.0010972110309181,-152.22057718099074,-0.1156284894460298,0.0229281153297323,2.7221135307369977,0.0,0.0251352537432914,6.431341005518133,0.0011255405387306,0.0,-514.6553133574879,-0.0014995412746182,-150.2591517349325,-0.0013930017797733,4564.079045449909,-4850.898585259612,0.2705674534591429,5205.031911445512,7.426951737993334,-0.1127662526582374,-0.0288243643680537,1484.7761106150097,380.5814395773757,9.309297890993337,-0.0138750780170278,0.0,0.0,2.726465751617684,5361.13127031568,0.0,0.4731461723373788,-0.0232833715172012,-0.0014740719817338,6.421650093659155,-1518.905687429689,-0.0342237732233438,0.5003223642251907,0.8427732753179374,0.0002847672732929
-0.0292137510945432,-0.0022343361423045,-152.07952630204915,-0.1128188895513166,0.0204251155278816,2.914479665962153,0.0,0.023465581623022,6.524436607540982,0.001244766166809,0.0,-463.9199497684661,-0.0014862158210728,-150.2736340039357,-0.00138521770836,4564.087826082855,-4850.89890347225,0.2673370361988221,5276.946015981365,7.616722732724126,-0.1142354956506545,-0.0266528641695451,1382.806350920462,326.48043857362524,9.518833182306189,-0.0150166572479237,0.0,0.0,2.9200547230687284,5433.167091588298,0.0,0.5101909538632348,-0.0217821814015006,-0.001459295403749,6.299020804798192,-1415.72750248407,-0.0342118791745275,0.4929638577656071,0.907534157601492,0.0021832425808618
0.016564396071234,-0.0033780370878002,-151.9882347905828,-0.1091339580583502,0.0179650295262656,3.1077541024867146,0.0,0.0218138101501323,6.613334955594633,0.0013871170248671,0.0,-422.4031850326932,-0.0014542026666411,-150.34214293104225,-0.001379713389347,4564.09725890031,-4850.899255335119,0.2587519136427025,5346.687135690432,7.769187023368357,-0.1142476415839363,-0.0246358913048464,1284.197521370732,282.80705261357974,9.70242161550772,-0.0161252752896282,0.0,0.0,3.1146255851445463,5500.791667338319,0.0,0.5456236893153851,-0.0203030280777275,-0.0014468001151348,6.152334879084608,-1315.0971998070822,-0.0341986683864983,0.4856129369747961,0.9732033335025456,0.0040227503691831
