sideslipFL,longslipFR,slip1,ax,pitchrate,FyRR,sideslipRL,vx,FyFL,slip,rollrate,longslipRL,yaw,FxRR,steeringangel,RR,signal,gas,signal,FL,x,roll,pitch,FyFR,FxFR,longslipFL,FxFL,longslipRR,brake,vy,sideslipRR,sideslipFR,az,ay,FxRL,FyRL,FR,yawrate,y,RL
0.0,2.808349639999672e-07,0.0,-0.3431306652622903,-2.3775753347224906e-08,0.0,0.0,0.0,0.0,0.0,-0.0001080008855989,2.808349639999672e-07,-0.0342957201195726,0.0466828417996954,0.0,1e-05,0.0,67.9513888888889,0.0,1e-05,4564.018298359632,-1.2512815238127624e-07,-3.9218157213248485e-05,0.0,0.0466599402084196,2.808349639999672e-07,0.0466599392730696,2.808349639999672e-07,0.0,0.0,0.0,0.0,1.4877731725295662,-0.1072571782351639,0.0466828441670549,0.0,1e-05,-3.1788466794528535e-07,-4850.897164652041,1e-05
-0.0008659359744629,-0.0005803651418275,0.0,1.8496504524269235,-0.0071726992989191,17.234463926003237,-0.0002269429815789,0.0084803266374004,19.28668992787782,0.0,-0.0049169070171574,0.0125048836592421,-0.0342957798154886,1547.781042113167,0.0,1.0821492862600806,0.0,26.234470154643628,0.0943217684027206,0.013959558540463,4564.0183271195,-2.8295318894235186e-05,-7.268271119580988e-05,6.898517053658372,-45.75853934436751,-0.0006030459982721,-47.79490148057706,0.0126572463008556,0.0,0.0002429550595765,-0.0007722126776018,-0.0002758141952947,-0.0662153214831475,0.0512574097733815,1538.6319089146716,5.691584911514616,0.0135077235372194,-2.501513631808599e-06,-4850.897164546333,1.0843085104833043
-0.0038202869473151,-0.0008115126330158,0.0,2.5068722554189065,-0.0177176592202564,130.04028188356273,-0.0003460450087117,0.029948431608553,141.68891405228186,0.0,-0.0084076174639042,0.0151775112400291,-0.0342953813980694,2188.904238464928,0.0,1.6178782327934649,0.0,10.86492796322957,0.1887289920967281,0.0903487521819541,4564.018524940726,-9.870035038110624e-05,-0.0002007637381622,22.3406198275947,-143.0097308411693,-0.0007883273147062,-142.67254785076796,0.0155116229479329,0.0,0.0013421038778943,-0.0035728718253729,-0.000189873102941,-0.0529532694205198,0.226238497566293,2160.194660847929,22.925147714078676,0.0875826896486228,8.652054617366271e-05,-4850.8971641373855,1.6597031312282764
-0.0061654399758784,-0.0009771130165446,0.0,3.365574223914715,-0.0303478719267782,316.0594297066287,0.0032844182443548,0.0585818407665621,325.59850928723023,0.0,-0.0094237940251302,0.0212438014522375,-0.0342942282855102,2866.258436408024,0.0,2.22799165023222,0.0,5.197381632091854,0.283127172025676,0.1919924840802111,4564.018975598172,-0.0001896500698494,-0.0004456339924699,-105.17060895902068,-133.7160448131883,-0.0009892976383768,-135.0452454907042,0.021505028245282,0.0,0.0040595536858499,-0.0060462942861637,0.0045398710449359,-0.0621409015719837,0.3036920741805654,2852.7343781518143,-66.09192863373893,0.1902302754082313,9.938846600590508e-05,-4850.897152129177,2.3213083074582053
-0.011639642195456,-0.0009944288494215,0.0,4.45499847458934,-0.0450726348741584,531.9159332351235,0.0113929374904914,0.0969583089040398,564.7974085227373,0.0,-0.0111916400883152,0.0314722210419008,-0.0342944842242507,3757.2159839564847,0.0,2.81166106631985,0.0,3.0942598143819646,0.3774209278070616,0.3347454140030965,4564.019764776292,-0.0002914964417351,-0.000828483721826,-515.9087609877957,-150.21951475229534,-0.000990561343961,-151.66794221286358,0.0315159869383478,0.0,0.0061987708933125,-0.0102461527971049,0.0126884860808265,-0.0571598930855985,0.0762114284338026,3755.628312343691,-444.1584232271037,0.3312386550137135,-0.0001333848364594,-4850.8971250859295,2.9138070389199364
-0.0242042113844486,-0.0011798270208603,0.0,5.178920820751954,-0.0609672993093753,1039.486036217684,0.0202644246861872,0.1452857373913867,1139.003829387609,0.0,-0.0138022911314341,0.0463311179332331,-0.0342960881859726,4324.111866946578,0.0,3.405921460542518,0.0,2.301390955758356,0.4715140908180685,0.503495608713931,4564.020995356358,-0.0004190908637137,-0.001366499290462,-1027.3916377865942,-163.4980920660197,-0.0012015930279786,-163.84016655637785,0.0467536471596229,0.0,0.0069977213080826,-0.0221796552554078,0.0213687864665752,-0.0131890766471641,0.1266553319044624,4393.39900034095,-980.840723581199,0.5000697709348905,-0.0001434581480277,-4850.89710098988,3.46327104875588
-0.0347299776339619,-0.001415329121164,0.0,5.289151197040251,-0.0757845222746017,1637.213674024706,0.0348862568164247,0.1981898695824135,1803.553339320423,0.0,-0.0150456744798396,0.0697849413618393,-0.0342970575648906,4394.548107186161,0.0,4.387170998807951,0.0,1.9992717296494211,0.5653097996990915,0.6861686570138249,4564.02273953736,-0.0005639067169827,-0.0020595364115576,-1726.8962934186875,-155.31949486756545,-0.0013820665370675,-159.34526711001055,0.0735981361711798,0.0,0.0081129720963427,-0.035326442737789,0.0361494056212147,0.0130109794452453,0.0569885053924851,4485.222985782345,-1621.3906166854097,0.6810193940389563,-6.083429364514564e-05,-4850.897084316071,4.261325267536617
-0.0352233758915762,-0.0014497446508742,0.0,5.22016495810103,-0.0878689512354917,1937.0912567608336,0.0443563595626502,0.2506266915809633,2188.012077424933,0.0,-0.0165868489527141,0.1074538951086181,-0.0342971261723923,4317.482839834702,0.0,5.801179865333233,0.0,1.8864105720515243,0.6587105982030211,0.8663823099023078,4564.025012505535,-0.0007230128323127,-0.0028859610482278,-2125.7090765958715,-157.2131348006164,-0.0014280380966343,-156.5387629415766,0.1171326250971855,0.0,0.0084119816345176,-0.0472288314642452,0.0344885797809724,-0.0562965161287765,0.0035704827526915,4406.746061088123,-1988.0111473083837,0.8617924392507458,7.978380119403962e-05,-4850.897079050247,5.474660706748972
-0.0349893442000525,-0.0015647153725511,0.0,5.513129852495052,-0.0982426585895953,1717.000447209092,0.0434692232028009,0.3042071031899576,2259.08988533986,0.0,-0.0175895119391139,0.1538386841884503,-0.0342942305434392,4521.766624111161,0.0,7.254414356270356,0.0,1.8405072432806944,0.7516185353137337,1.0438195914631307,4564.027812469872,-0.0008949228924171,-0.0038226438477648,-2191.5909707853643,-150.74967652383538,-0.0015157968566283,-154.36612063637256,0.1721026131838714,0.0,0.0085820477049069,-0.0504152496472653,0.0359212647704343,-0.1478258910720301,0.0317356138517409,4640.510043550532,-1759.124073102417,1.0398972897147305,0.0004404922017803,-4850.897090093038,6.710425226649892
-0.0358007937891003,-0.0016437019417013,0.0,5.710508760375754,-0.1075432663789498,1384.2488910089232,0.04569025586153,0.36038209181274,2264.4533560511863,0.0,-0.0181201516412713,0.2040986980112509,-0.0342890767983681,4676.787051686755,0.0,8.571935375889217,0.0,1.816574060152598,0.843935267552581,1.2290691066814206,4564.031163116904,-0.0010740240866353,-0.0048571887553162,-2235.1141591158857,-153.82500863331447,-0.0015568820307516,-156.09403132118544,0.2339113525460871,0.0,0.0086775547417052,-0.0527519775715283,0.037482572764491,-0.2055774291558514,0.0078676366144475,4802.86597705507,-1416.016701615168,1.2243960532179452,0.0005398783351947,-4850.897118508463,7.76604327456742
-0.0361108464018693,-0.0016865729959238,0.0,5.827299885074897,-0.1153599049920448,1097.7945357695742,0.0463545857379567,0.4181489734914455,2257.8375564234298,0.0,-0.0181293771284812,0.2582881676669564,-0.0342838211044211,4761.853960221517,0.0,9.749645437176538,0.0,1.802321041798426,0.935562163387038,1.4172924439133825,4564.035084867576,-0.0012557739440649,-0.0059769587409868,-2233.65949814759,-153.24249284130582,-0.0016023999950237,-156.04296626084815,0.3018200693216339,0.0,0.0086290734758801,-0.0524206072609591,0.0375313725904534,-0.2497813638710165,-0.0078575685972322,4892.449896656616,-1135.3717907518082,1.412606177177754,0.0005163817995849,-4850.897166483646,8.67257859741691
-0.0351254147379315,-0.0017216434622891,0.0,5.90998723526948,-0.1215865119213329,858.8209187576059,0.0448102688404224,0.4768818230752742,2213.924002437909,0.0,-0.0175986408102507,0.3167299644727446,-0.0342785792885599,4818.156666789017,0.0,10.840870969981196,0.0,1.7926547937841022,1.0264004096510335,1.6089129785188847,4564.039589813538,-0.0014345252052966,-0.007166085518928,-2193.2707422313047,-154.38097865870228,-0.0016102543943519,-157.28635210754047,0.3770194959734061,0.0,0.0084821604758098,-0.0497885665274794,0.0370843077690711,-0.2705705972595679,-0.0198814906578981,4961.580368277314,-911.616554520456,1.6040847532764644,0.0005340633042409,-4850.89723548992,9.475089811544937
-0.0336716025885451,-0.0016934982060627,0.0,5.996758560887867,-0.1262394490259854,664.534561012948,0.0421389190314035,0.5364383598646808,2132.757995497343,0.0,-0.0166956030342306,0.3789230346371114,-0.0342732162856292,4872.263597043457,0.0,11.86709992717376,0.0,1.7848892476034326,1.116351119881859,1.8017614046549244,4564.0446865257045,-0.0016057824895724,-0.0084089143112741,-2124.98460746789,-151.91671313186998,-0.0015708976726635,-155.06618015978012,0.4604894921474063,0.0,0.0081785720625377,-0.046011574005438,0.0360769062991226,-0.2685660987039318,-0.0361122022533547,5034.145096257717,-729.1512061298083,1.7973248550700025,0.0005299504955512,-4850.897327137911,10.178907245275314
-0.032122033202248,-0.001673273277769,0.0,6.0931634976714975,-0.1293395868005964,512.8937449678723,0.0392830401007122,0.5968930102913481,2033.1140346696327,0.0,-0.0154896718725551,0.4415943316598956,-0.0342682067589994,4934.273992502406,0.0,12.80886153211975,0.0,1.777658104512624,1.2053154444739722,1.9940356236742471,4564.050383655092,-0.0017663785994868,-0.0096895361308754,-2034.011466288548,-151.03648782222538,-0.0015407671705111,-154.41695506617316,0.54943392311776,0.0,0.0077282054386118,-0.0418852602276347,0.034671921579356,-0.2573945610390313,-0.0481608270361126,5116.179641194993,-585.7643566154129,1.9897610316371528,0.000469367135927,-4850.8974433174335,10.756993093645772
-0.030476593443284,-0.0016577587532039,0.0,6.197798829526505,-0.1310822991935783,397.4833734777375,0.0367242955153278,0.6583399671103305,1925.3731457632537,0.0,-0.0139490965820414,0.5045045772647576,-0.0342640616003413,5004.871687065522,0.0,13.711375588009188,0.0,1.7704172294671316,1.2931946825454308,2.1864725206238,4564.056690700757,-0.0019130721024462,-0.0109935921544523,-1932.0924229428872,-150.23479717942055,-0.0015190654505014,-153.97832075020207,0.6445318416679006,0.0,0.0071747176309661,-0.0378260358254392,0.0331828345698299,-0.2296460602946861,-0.0577116540801878,5205.20638746401,-477.26433706301975,2.182227495244072,0.0003634738058577,-4850.897585572616,11.254595222102868
-0.0288051640297231,-0.0016363549561916,0.0,6.307216494154471,-0.1315555822983539,310.19537595161387,0.0344897679917313,0.720849260196554,1813.526803416584,0.0,-0.0121104106954392,0.5674074687861196,-0.0342612138024811,5081.160370590915,0.0,14.587214572422036,0.0,1.763003230187245,1.3798903954081716,2.379658719436476,4564.063618009096,-0.002042673098241,-0.0123080406626897,-1827.158872910398,-149.64771233141082,-0.001496393072408,-153.59292138899494,0.7459178140543963,0.0,0.0065290009212912,-0.0339903562350442,0.0316194410659425,-0.190806771472992,-0.0673753199921092,5297.000620788342,-396.0683186740368,2.3753572458800507,0.0002137256367666,-4850.897755210249,11.689109161691771
-0.0271441610740302,-0.0016149046917067,0.0,6.418330463723212,-0.1308160665406567,243.8551750073716,0.0324747397552784,0.7844558397805889,1702.089662693867,0.0,-0.0100206890868518,0.629974338450123,-0.0342600880265558,5160.50456180469,0.0,15.438952660622856,0.0,1.7554135853952306,1.4653045215288636,2.573766092744146,4564.071176401833,-0.0021524766550227,-0.0136205071959916,-1720.907256155661,-149.29615739478334,-0.0014764235240142,-153.38197572019783,0.853485902620763,0.0,0.0057998198112513,-0.0303828808946757,0.0299700543546517,-0.1443719315493413,-0.0750854083945441,5388.905653601449,-334.63294505418924,2.5692949826828047,2.4726121484867285e-05,-4850.897953497941,12.069900118687295
-0.0254890069321627,-0.0015940192945018,0.0,6.527811044056454,-0.1289190618421648,192.7292180180815,0.0305855491991539,0.849162973750222,1591.9032475886718,0.0,-0.007720800384852,0.6918676706273872,-0.0342610309653754,5239.793594219746,0.0,16.267834228713845,0.0,1.747700493750219,1.5493394928626347,2.768899615263237,4564.079376852273,-0.0022401867180254,-0.0149191660442521,-1614.7457913453582,-149.08037974268677,-0.0014596714479775,-153.24912883602028,0.9671648328984238,0.0,0.0050082398554038,-0.0269510465455393,0.0282745847248033,-0.0927445633152812,-0.0809113798330288,5478.487834451277,-286.9846484317804,2.7641684157722843,-0.0001962664430317,-4850.89818153428,12.403359816362286
-0.0238606636211384,-0.0015741281253363,0.0,6.633621182269296,-0.1259547800717333,155.9095200661452,0.0287690630762082,0.9149431387150372,1484.3811555717075,0.0,-0.0052735333992064,0.7536030830284662,-0.0342643578409502,5317.4550642195845,0.0,17.085156513019456,0.0,1.7399366355832928,1.631898352437603,2.96512051646434,4564.088230165244,-0.0023040269628064,-0.0161928736056888,-1509.8931068033833,-148.97497549237187,-0.0014480767935275,-153.23718041879016,1.0876687869801058,0.0,0.0041773118667324,-0.0236541025671414,0.0265456574748487,-0.0395251045897494,-0.0818987979963557,5563.899654216959,-248.84225914543248,2.960039301190823,-0.0004508008639039,-4850.898440210467,12.70599735318147
-0.022268071077777,-0.0015560024661756,0.0,6.735182805243088,-0.1220116012804285,131.87120856748302,0.027068187649012,0.9817556649034872,1379.964188310553,0.0,-0.0027222306040593,0.8159908148936809,-0.034270513386682,5393.960570128907,0.0,17.90088317221173,0.0,1.7321735451173013,1.7128848730638475,3.162570601159401,4564.097746758824,-0.0023428023347828,-0.0174315237974583,-1407.0933937841698,-148.92755753176277,-0.0014391814317292,-153.29582664197935,1.2158035852246565,0.0,0.0033597727860299,-0.0204034455884285,0.024806096231857,0.0167881282575246,-0.0791678772879679,5644.401941512677,-217.4392160891993,3.1568996040240536,-0.0007589143957566,-4850.898730005513,12.994002557629903
-0.0207131012781091,-0.0015396792088383,0.0023758405933256,6.832382223094877,-0.1171462773629276,112.74238747908416,0.0254682549170718,1.0495618233276236,1279.2982881262149,0.0023758405933256,-0.0001144179520866,0.8786562211087139,-0.0342800346276401,5468.896036089715,0.0,18.705492852072528,0.0,1.7244286695990645,1.7922036770362253,3.361259500932815,4564.107936648578,-0.0023557019104782,-0.01862560961658,-1306.618897071151,-148.96994011705965,-0.0014326447547868,-153.37881088325136,1.3508290837858947,0.0,0.0025821035993091,-0.0172045519521326,0.023053528626015,0.0718452674168124,-0.0761060238781442,5719.483429391247,-191.18392843796613,3.3547235308483856,-0.0011158311050817,-4850.899050969583,13.266372032648682
-0.0191835170803568,-0.0015266804978239,0.001573779083717,6.9237570952356,-0.1114403494012588,95.51755487495409,0.0239133184415487,1.1183110398505829,1181.9446965276315,0.001573779083717,0.0024781299262013,0.941581052770407,-0.0342932896522442,5540.902198246998,0.0,19.495184903083743,0.0,1.7167304569615778,1.869760356696304,3.5611224770644854,4564.118809382738,-0.0023425398664698,-0.0197663471047965,-1208.8671223701313,-149.15512133010105,-0.001428197697309,-153.46193860377414,1.4922926588026824,0.0,0.0018483597496606,-0.0141327191637139,0.0213199211424118,0.1248268563880497,-0.0734598606414811,5788.517740668569,-168.81373832323433,3.55355343953342,-0.001499686781818,-4850.899403022979,13.526697267175036
-0.0176974030727506,-0.0015151504596342,0.0008977807781205,7.008187944497293,-0.1049832790363238,79.3096444232453,0.022356400496077,1.1879404669063445,1088.2961290836158,0.0008977807781205,0.0049756331749334,1.004884586415986,-0.0343104428853746,5608.860966941083,0.0,20.268252826867048,0.0,1.7091130162442862,1.9454615957146617,3.762098180317296,4564.130373913991,-0.0023039153909854,-0.0208458182936497,-1114.0211756034782,-149.41953445271125,-0.0014251653264421,-153.5736483849419,1.6398444781828514,0.0,0.0011525144170597,-0.0112537687412027,0.0196017300215475,0.1746559173555689,-0.0712665518998528,5850.905354009897,-149.36318667865606,3.753428978643548,-0.0018913417430894,-4850.899786104494,13.779337185518193
-0.0162625649678119,-0.0015054634380894,0.0003218497886309,7.084696974703982,-0.0978672632839465,64.00972391665726,0.0207539110347554,1.2583767778295358,998.3333858448318,0.0003218497886309,0.0072987160780731,1.0687759819682234,-0.0343314399402889,5671.959922549381,0.0,21.02368548762061,0.0,1.7016101751082555,2.0192152909508287,3.9640915713713194,4564.142638491855,-0.0022411995358418,-0.0218570188643115,-1022.1691620396756,-149.76098982283574,-0.0014227919221732,-153.65604093636003,1.7931559120082463,0.0,0.0004865719267785,-0.0086227426317122,0.0179069924403616,0.2207986302123911,-0.0713797187858085,5905.952116757982,-135.19422279966693,3.95434757131866,-0.0022649006380746,-4850.900200196111,14.028598268762106
-0.0148865019330522,-0.0014965082953258,6.283005576397814,7.152616597774962,-0.0901853444908628,49.83236239239535,0.0190606633580344,1.3295377437893283,912.781441531102,-0.000179730781772,0.0093726138915981,1.1335462423772438,-0.0343559270462198,5729.444865916919,0.0,21.760698390723963,0.0,1.6942533251065397,2.090930674744356,4.166965514726202,4564.155610568409,-0.002156582823974,-0.0227938683276022,-932.9391907648252,-150.17319888544077,-0.0014212495306605,-153.7057543705919,1.9518806762468248,0.0,-0.00016357809478,-0.0062929799599189,0.016241073478863,0.2621027777625054,-0.0706793167684955,5953.344233031669,-124.26408683190364,4.156305195764278,-0.0025902462543815,-4850.900645402761,14.278645597011806
-0.0135677166285632,-0.0014870625969948,6.282572959866228,7.211776583774603,-0.0820349726932483,36.97566583200964,0.0172910773893939,1.4013355866353006,831.451819688695,-0.0006123473133579,0.011160701985089,1.199507316372199,-0.0343833261031378,5780.738986090147,0.0,22.478983666746927,0.0,1.6870675980866618,2.1605184374867665,4.370603973018417,4564.169296738302,-0.0020527693829065,-0.0236512378056497,-846.7621186886539,-150.57784185295534,-0.0014218074195178,-153.77421790868675,2.1156519175066566,0.0,-0.0007902480904391,-0.0042619425960813,0.0146188603187196,0.2971707551858973,-0.0690126660570651,5992.981850079139,-114.09054732366866,4.359249792776105,-0.0028526259864794,-4850.901121820753,14.532935182338116
-0.0123853628666718,-0.001480429593792,6.282210975378582,7.260467659975356,-0.0735693282277795,25.55663523623718,0.0154889028952593,1.4736752220980645,755.9440500310291,-0.0009743318010036,0.0125243545812433,1.266956647347333,-0.0344129819104141,5825.388660001346,0.0,23.17845291043329,0.0,1.6800783615876385,2.227890850320589,4.575070266888355,4564.183702693219,-0.0019331808887985,-0.0244251870917087,-764.2545553279568,-151.13634235840254,-0.0014235503423367,-153.9560295153792,2.284108534885424,0.0,-0.0013764197984167,-0.0025414798841362,0.0130764501754318,0.3202245670974517,-0.0652831099742586,6023.626762480536,-103.83234799567715,4.562996048028198,-0.0030467987038375,-4850.901629393561,14.794810624038746
-0.0112655302754693,-0.0014718394669218,6.281929665527678,7.293113274655974,-0.0649787787863998,15.853857031019292,0.0137173464144387,1.5464277435439695,686.8353924285861,-0.0012556416519083,0.0133421896946294,1.3368616168561689,-0.0344441190696041,5862.351596094133,0.0,23.856560070209657,0.0,1.673357097345486,2.292961887808206,4.780242082973312,4564.198833054433,-0.0018031089145114,-0.0251136641971644,-686.5574240329806,-151.8322654220737,-0.0014232250858456,-153.9971259276572,2.456324717920965,0.0,-0.0018909422649133,-0.0011948563420858,0.0116113067404123,0.3259800911165563,-0.0561320749701102,6037.948595946019,-93.39776486616913,4.767760126527132,-0.0031535970861819,-4850.902167762845,15.072920291243376
-0.0101853509812827,-0.0014606397855915,6.2817253047036585,7.305729800005561,-0.0564146385708296,8.10006070161601,0.011950951869244,1.6194133241792756,621.8272351827824,-0.0014600024759275,0.0138534069642788,1.411254105604487,-0.0344757880567645,5884.629870284345,0.0,24.51100612810581,0.0,1.6670251085635543,2.355647350409998,4.985777515237009,4564.214690915408,-0.0016666596159882,-0.0257162897832349,-613.4348338295476,-152.36283202054457,-0.0014203888221904,-153.89254539217842,2.63081607419695,0.0,-0.002321792043302,-0.0001965098777749,0.0102546945134977,0.3272404625586225,-0.0468935847815059,6036.613211916888,-82.78255157059922,4.973406103665528,-0.0031646544743239,-4850.90273629767,15.37850038548306
-0.0091559077083578,-0.0014497021498869,6.281590572738357,7.301919064590602,-0.0479442753197629,1.9465951283169751,0.0101994986803237,1.6924459412350208,561.2437871164682,-0.0015947344412299,0.0140853649518835,1.4906632459020068,-0.0345071346233084,5891.799362846713,0.0,25.14727524388146,0.0,1.6611483210359412,2.415864986608093,5.191311056866302,4564.231277510858,-0.0015266103304406,-0.0262337498146844,-545.3134685682377,-152.6694373425142,-0.0014158146156164,-153.77375458460807,2.808329900098189,0.0,-0.002664151307713,0.0006175566937382,0.0090060758594565,0.3214631675585677,-0.0374892855497467,6024.647142399671,-72.07559745128299,5.179435276916147,-0.0031007576743919,-4850.903334225482,15.711697345857957
-0.0081389952023601,-0.0014364163964838,6.2815161626515215,7.287015493493799,-0.0395565033732127,-3.0921213661256752,0.0084881949874514,1.7653871986358334,503.57967230761705,-0.0016691445280647,0.0140050625614568,1.5713693131466129,-0.0345375445875027,5888.343391527576,0.0,25.746128979035905,0.0,1.65567824492604,2.473534614509074,5.396580489458674,4564.248592479883,-0.0013859034477619,-0.0266670911707643,-481.6276446623853,-152.67384757616475,-0.0014082644733371,-153.47120625806338,2.9857882870196506,0.0,-0.0029188017011345,0.0013132475994434,0.0078288711885563,0.3103145372883755,-0.0285727061791577,6005.4344505698855,-61.44369237416667,5.385388606853514,-0.0029860899589727,-4850.903960687503,16.04447444708463
-0.0071553761984751,-0.0014279626251332,6.28149230029044,7.26369049364923,-0.0312935567903975,-7.300409182996629,0.0068464281847396,1.8381398516305776,447.8989733548789,-0.0016930068891463,0.0136191912094019,1.6495924219489353,-0.034566611301939,5877.263417234251,0.0,26.289199504785408,0.0,1.6505308264692284,2.528578242756224,5.6013238347041066,4564.266634374507,-0.0012477618075184,-0.027016988163193,-420.8464604893071,-152.85698813696533,-0.0014043712669412,-153.3842498682312,3.1594884199326594,0.0,-0.003090202397908,0.0019035366964778,0.006711094451501,0.2874840516884204,-0.0199116793697318,5980.486103203411,-51.05455356547517,5.5908979612860765,-0.0028373912026182,-4850.9046148103225,16.352871270747258
-0.0062298025172981,-0.0014171255786747,6.281509755544922,7.232503843000274,-0.0233438775916866,-10.790543390813776,0.0053207719723722,1.9106161002080504,394.8385597184568,-0.001675551634664,0.0129907207325423,1.7312565289691313,-0.0345940509359024,5859.913968045902,0.0,26.81994820142768,0.0,1.6456636546559074,2.5809201905792083,5.805704358782704,4564.285400842884,-0.0011148344353115,-0.027285909757566,-363.6825062275056,-152.97803127637542,-0.0013975908738707,-153.27636874893153,3.335022721091798,0.0,-0.0031847386309621,0.0023887402177582,0.0056868752892607,0.2593951394233929,-0.0128347438479326,5950.436599005633,-41.17072629854367,5.796107182650516,-0.0026645379882375,-4850.905295737959,16.67717113403388
-0.0053861730686098,-0.001407767633479,6.281562507315421,7.191984498703276,-0.0158298737521406,-13.55378820724105,0.0039570163317303,1.9827375076337344,345.23167236707826,-0.0016227998641655,0.0120245538507042,1.8165368348895763,-0.0346196519330221,5836.983894452163,0.0,27.34131145391244,0.0,1.6410479913236256,2.6304872068067624,6.009722491043171,4564.304888766144,-0.0009899291132064,-0.0274776194305547,-310.1108841125255,-153.08486041924618,-0.0013911432477715,-153.19303536759506,3.512442517789454,0.0,-0.0032051856692223,0.0027381197769658,0.0047277125328289,0.2183611817492505,-0.0054480027216874,5912.842244425898,-32.040227015106936,6.000971568398268,-0.0024706460358931,-4850.906002632963,17.019663864422313
-0.0045915393862493,-0.0013934915923084,6.281647191497402,7.140172245167653,-0.0088458238675079,-15.43849078864169,0.0027232645602077,2.0544029119784915,299.3053261631917,-0.0015381156821834,0.0108275996170168,1.7776294671519466,-0.0346431295438124,5807.09224519115,0.0,27.85063448218423,0.0,1.6367155737876409,2.677208587665642,6.212785270108115,4564.325094173265,-0.0008762054953014,-0.0275970236611269,-259.9182591713801,-152.94250346141217,-0.0013767428739763,-152.782540986777,3.4684344233667024,0.0,-0.0031506708504009,0.0029149732694081,0.0038606206372872,0.165642176879991,0.0034476130026941,5864.233578835597,-23.778806670506903,6.20501075030961,-0.0022414958003356,-4850.906734613433,17.38659898340668
-0.003830134224039,-0.0013839232694286,6.281754919271285,7.076294123184454,-0.0024336484325402,-16.398294753286155,0.0016013705361385,2.125489881211003,255.6301824560656,-0.0014303879083014,0.0095356075059872,1.7459298002938757,-0.0346641571085909,5765.412875401601,0.0,28.350087329400825,0.0,1.6327220300644794,2.7210162931871307,6.414976028193856,4564.346011981503,-0.0007749444369284,-0.027649750133058,-214.3268383408554,-152.67159631545843,-0.0013720702139021,-152.45540448951033,3.395141066224158,0.0,-0.0030332677704632,0.0029640908976863,0.0030957260182013,0.1133613947632062,0.0098561236543601,5809.327877739821,-16.341699376876413,6.408308384437635,-0.0019878408827255,-4850.907490807712,17.77895582904747
-0.0031405668881967,-0.001375030629631,6.281876951391677,7.005845740328685,0.0034118437131653,-16.733474437576493,0.0005896619093343,2.19590459800711,214.7000100080884,-0.001308355787909,0.0081411232648323,1.7198701212201504,-0.0346826411638257,5715.532578611717,0.0,28.846700995007744,0.0,1.6290435859416623,2.7618450620405803,6.616241555843552,4564.367636007811,-0.0006871851227426,-0.0276414643989083,-172.56372041482533,-152.42450498371653,-0.0013644968134616,-152.2252204960971,3.327372635236483,0.0,-0.0028675146387288,0.0029661469316607,0.0023838718365621,0.0583127434150058,0.0152016752283448,5752.1860296050245,-9.682962651480802,6.610604704305891,-0.0017358538617021,-4850.90827044235,18.190333950833956
-0.002521001186304,-0.001363863391667,6.282010004113077,6.933007278877025,0.0086779819454729,-16.714223695672832,-0.0002965834567529,2.265601542388477,177.26354068536838,-0.0011753030665097,0.0066836156224403,1.6982315509737975,-0.0346986711987253,5661.8026910253,0.0,29.34533611949911,0.0,1.6255935495172098,2.799632524611902,6.816508380198354,4564.389959412772,-0.0006137595088112,-0.0275778985846388,-133.57776040658604,-152.10078432954327,-0.0013550137907035,-151.92122998335762,3.2653118107456973,0.0,-0.0026581691626368,0.0029432372219252,0.0017206786076536,0.0017472826007388,0.0203070422181933,5694.990440017145,-3.817185299250885,6.811771780840017,-0.001496388217786,-4850.909072809598,18.615098636444397
