vx,x,pitch,longslipFR,RL,longslipRR,FyFR,slip1,sideslipFL,vy,sideslipRL,FxRL,yaw,FyRR,gas,pitchrate,RR,FR,FxFR,roll,FyRL,brake,longslipFL,y,longslipRL,FxFL,rollrate,signal,yawrate,ay,FL,sideslipRR,FyFL,az,steeringangel,slip,signal,sideslipFR,ax,FxRR
0.0,9975.981220894291,-3.921815721326774e-05,2.808349639999672e-07,1e-05,2.808349639999672e-07,0.0,0.0,0.0,0.0,0.0,0.0466828441670547,-0.0130201565377619,0.0,35.76388888888889,-2.3775753347015152e-08,1e-05,1e-05,0.0466599402084195,-1.2512815238071413e-07,0.0,0.0,2.808349639999672e-07,-138.6472273329127,2.808349639999672e-07,0.0466599392730695,-0.0001080008855989,0.0,-3.1788466794521145e-07,-0.1072571782351647,1e-05,0.0,0.0,1.4877731725295706,0.0,0.0,0.0,0.0,-0.3431306652622907,0.0466828417996951
0.0084803266415314,9975.981249645403,-7.268270544982817e-05,-0.0005803651754477,1.0843085102226775,0.0126572462534902,6.898529018625194,0.0,-0.0008659353392535,0.0002429550209704,-0.0002269429029785,1538.6319078758793,-0.013020216233568,17.23445923968894,13.800737584776838,-0.0071726978455913,1.0821492871471718,0.0135077245638275,-45.75854227491614,-2.829531021062481e-05,5.691582182708809,0.0,-0.0006030460266187,-138.6472266153935,0.0125048836359712,-47.794902615775214,-0.0049169062123139,0.0,-2.501495390054726e-06,0.0512574088933185,0.0139595587173891,-0.0007722125224862,19.28667828772842,-0.0662155617865713,8.315864276690332e-12,0.0,0.0,-0.0002758147553805,1.849650456251019,1547.7810389653669
0.0299484315939139,9975.981447413158,-0.0002007637183987,-0.0008115126378487,1.6597031338777015,0.0155116228959405,22.340638009453773,0.0,-0.0038202863058845,0.0013421037123822,-0.0003460449907474,2160.194654011575,-0.0130198178159173,130.0402713417425,5.698200335979802,-0.0177176579778921,1.6178782395776128,0.0875826872970673,-143.0097267377067,-9.870033572941896e-05,22.92514364574704,0.0,-0.0007883273215758,-138.6472219980998,0.0151775111913369,-142.67254486668344,-0.0084076170302595,0.0,8.652055991586223e-05,0.2262384761736892,0.0903487500213525,-0.0035728716879911,141.68886754824734,-0.0529532388447757,-7.556367305484527e-08,0.0,0.0,-0.00018987288258,2.506872249945797,2188.9042315080733
0.0585818406946271,9975.981897713153,-0.0004456339607162,-0.0009771129991156,2.3213083152545844,0.0215050281980636,-105.17067768146,0.0,-0.0061654380239162,0.0040595531143336,0.003284417866587,2852.73437131276,-0.0130186647044879,316.05942907372986,2.7040357309791747,-0.0303478707367062,2.227991660958341,0.190230272153429,-133.71604421716137,-0.0001896500543841,-66.09191975655382,0.0,-0.0009892976355168,-138.64720040534385,0.0212438014128299,-135.04524636774855,-0.0094237943665125,0.0,9.938814077122172e-05,0.3036920225900856,0.1919924822090661,-0.0060462945127431,325.5984335580948,-0.0621409049365074,-4.0598920562991953e-07,0.0,0.0,0.004539873623637,3.3655742192379297,2866.258429106189
0.0969583087880346,9975.982686137351,-0.0008284836781348,-0.0009944288692431,2.913807040424216,0.0315159868992353,-515.9087844380061,0.0,-0.0116396474733788,0.0061987694703599,0.0113929369828039,3755.62831677272,-0.0130189206524596,531.915952595467,1.5843960919316429,-0.0450726336811087,2.8116610850352077,0.3312386492155473,-150.21951631865193,-0.0002914964377145,-444.1583899627471,0.0,-0.0009905613417022,-138.64715657928463,0.031472221025398,-151.66794242135873,-0.0111916416445016,0.0,-0.0001333862050289,0.0762113832027341,0.3347454136622581,-0.0102461530673105,564.7974043562868,-0.0571598961065557,-1.0865396895121087e-07,0.0,0.0,0.0126884809694882,4.45499846982819,3757.215973166128
0.1452857371659729,9975.9839159263,-0.0013664992261251,-0.0011798263049943,3.4632710642462494,0.0467536467566296,-1027.391518008704,0.0,-0.0242041801457266,0.0069977214846822,0.0202644260696753,4393.398963770239,-0.0130205246211511,1039.485967856971,1.1533301089510446,-0.0609672970424611,3.405921455042486,0.5000697922561507,-163.49805101356296,-0.0004190908600789,-980.8407558639474,0.0,-0.0012015926696697,-138.6471063093849,0.0463311179342785,-163.8401621211159,-0.0138022902986999,0.0,-0.0001434581404718,0.126655439512974,0.5034956156301291,-0.0221796530149318,1139.003557655221,-0.0131889753621849,-4.364647493180969e-07,0.0,0.0,0.0213688068501837,5.178920855760084,4324.111914461011
0.1981898696396046,9975.985659357846,-0.0020595361387928,-0.0014153316342721,4.261291666319832,0.0735975377348071,-1726.9007240589426,0.0,-0.0347297621727033,0.0081129530104173,0.0348862352283812,4485.2231641244325,-0.0130214940712483,1637.2150206130416,0.9843107222819656,-0.0757843306649185,4.387137613586643,0.6810192588943584,-155.31934630567457,-0.0005639032504329,-1621.3912562445105,0.0,-0.0013820641373885,-138.64705253378014,0.0697843613907663,-159.34542792497746,-0.0150421186308952,0.0,-6.08474106044618e-05,0.0589887587986674,0.6861687806459417,-0.0353264647808426,1803.5485140169524,0.01350851621775,-5.942649878528655e-06,0.0,0.0,0.0361496195830397,5.289043485934543,4394.547422061105
0.250626465846322,9975.987931700438,-0.0028856611528353,-0.0014535858567756,5.450344199650719,0.116477426520888,-2130.612704667572,0.0,-0.0349493685648476,0.0083663310873427,0.0445714479183262,4403.03174881141,-0.0130215528939989,1935.5925990377336,0.9204139095845824,-0.0877856938730443,5.772967146590059,0.8616194072419934,-157.040239465295,-0.0007217117992253,-1994.1807717201243,0.0,-0.0014189584662375,-138.64699905962328,0.1069478779172351,-156.54203547937388,-0.0163205005085837,0.0,8.142821830113226e-05,-0.0087091066980006,0.8664825569793467,-0.0469235553626857,2181.88356254957,-0.0494062900979678,-1.9667949752460925e-05,0.0,0.0,0.0346910804249643,5.217905268054205,4318.578618199495
0.3041869932456508,9975.990731156866,-0.0038200360394357,-0.0015601749945761,6.592983867888849,0.1685106424368648,-2196.168073854395,0.0,-0.034726109537227,0.0083668289175052,0.043505159542107,4634.385362110985,-0.0130186993359966,1724.345769160408,0.8925574673433503,-0.0978592300635788,7.122928197068521,1.0394492021468842,-150.54638010598885,-0.0008891331903754,-1778.3752016515775,0.0,-0.0015048718731976,-138.6469518669069,0.1508669699545418,-153.9637529803618,-0.0169824735994111,0.0,0.000430869058024,0.0129308415078138,1.0433916568705277,-0.0499348094536278,2247.558666074297,-0.1400965329792115,-4.964629466383297e-05,0.0,0.0,0.0358993340748052,5.50872179755502,4519.611228204712
0.3603207872170267,9975.99408119106,-0.0048482640320386,-0.0016338972458993,7.494599019951854,0.2246858126944032,-2234.2072461844823,0.0,-0.0353947984765884,0.0082776334656247,0.0455276085965277,4795.465223678428,-0.0130136712257712,1402.691535438691,0.87530152541283,-0.1066931267819561,8.279472058290718,1.223200101957291,-153.37511392353264,-0.0010599638494282,-1449.1122372512632,0.0,-0.0015395723180775,-138.64691215293016,0.1960424822632267,-155.6791616718551,-0.0171114103756413,0.0,0.0005284425132594,-0.0119319290636104,1.2278333715279384,-0.0520169008798448,2249.0010633813,-0.2096758894001972,-9.431696879015396e-05,0.0,0.0,0.0373501751779111,5.707813657493737,4672.434062180503
0.4180347685199454,9975.99800209677,-0.0059568970732064,-0.0016737031267571,8.231882805624943,0.2849492808556146,-2229.3432999773795,0.0,-0.0355944789930276,0.0080307420181294,0.0460199618647543,4884.5795807723625,-0.0130085179735027,1124.479042124965,0.8635273701245951,-0.1140222448942794,9.281236302102606,1.4105147183840654,-152.93404164064083,-0.0012293906411608,-1175.13159771166,0.0,-0.0015819576699267,-138.64688176106088,0.2431953609629595,-155.60252722615795,-0.0167167546892174,0.0,0.0005044115508119,-0.0279073025287568,1.415054713826221,-0.0515481450191345,2237.059505864506,-0.2405740332674865,-0.0001461928556435,0.0,0.0,0.0373050968999899,5.821788526794258,4757.634384256614
0.4767175846888146,9976.00250595678,-0.0071298285469446,-0.001702851662613,8.843555042319807,0.3498002078040927,-2184.7920958623736,0.0,-0.034543445727282,0.0076836185947945,0.0443413460549974,4953.297938471052,-0.0130034270926768,891.0601589866453,0.8547709779814991,-0.1197367354375288,10.172388790404746,1.6010328787728816,-154.07167211398252,-0.0013919363084915,-957.3066613972552,0.0,-0.0015881069643182,-138.6468619751905,0.2920610756438808,-156.8030806637784,-0.0158137606346562,0.0,0.0005177616076678,-0.0402713086111395,1.6055371633937716,-0.0488409378954788,2189.4204723995786,-0.2607045599257405,-0.0002077785870396,0.0,0.0,0.0366951009911475,5.905263897218495,4815.231099436095
0.5362250924929415,9976.007601405245,-0.0083516153801808,-0.0016718295463759,9.367741581172476,0.4211890634740128,-2112.242340365851,0.0,-0.0330328402093424,0.007183477112306,0.0415393928295237,5025.139857188342,-0.0129981992072172,698.9936053179558,0.8473404716142088,-0.1239620249861703,11.005799994165852,1.7934099897656934,-151.81668917018567,-0.0015434434820131,-777.3901801444083,0.0,-0.0015490461685387,-138.64685420819512,0.3432050092738382,-154.73920046871413,-0.0145631648265096,0.0,0.0005202324982071,-0.0557210527440088,1.7973403499534386,-0.0450935014414104,2104.795829464425,-0.2617936321251397,-0.0002783234901396,0.0,0.0,0.0355640855945085,5.992362326387774,4870.6041435741545
0.59662355154008,9976.013297078922,-0.0096077136174951,-0.0016459380904741,9.788140701284505,0.4969340753294155,-2018.660965657096,0.0,-0.03144291483487,0.0065398948072888,0.038585853322011,5105.589503886206,-0.0129932139638607,546.3082410032013,0.8402471843553609,-0.1267345408146512,11.772176052728762,1.985238862696123,-151.02232927832688,-0.0016808544298723,-632.8373143054471,0.0,-0.0015158980914507,-138.64686012780413,0.3939993734037439,-154.09466838335723,-0.0130289398815496,0.0,0.0004738224578214,-0.0676541048659133,1.9888061235266048,-0.0410585034925965,2002.98941893414,-0.2451812702534256,-0.000347202691851,0.0,0.0,0.0340733756933816,6.087019111865796,4933.31898093408
0.6580043630380827,9976.01960243079,-0.010883804002011,-0.001627432393401,10.104292480875952,0.5754081723522607,-1913.5486228483103,0.0,-0.0297604248112806,0.005801100828378,0.0358809991240122,5191.87408148743,-0.0129889046516896,428.89967381621136,0.8330766313180653,-0.1281319312568832,12.470330383999087,2.1769848137448644,-150.2907949467507,-0.0018014164041558,-522.2363874439334,0.0,-0.0014947870973894,-138.64688101367324,0.4420333312791105,-153.6597288854669,-0.0112197748933954,0.0,0.0003911081821207,-0.0763287107765815,2.180288233040979,-0.0371203459446804,1892.967375743352,-0.2186706789303546,-0.0004009073646662,0.0,0.0,0.0324742215346278,6.190052683292951,5003.812899640638
0.7204240738062834,9976.026527650123,-0.012166989635173,-0.0016029426144848,10.351231314712557,0.6572999994467852,-1805.7245499588932,0.0,-0.0280679425577608,0.0049789686875069,0.0334753307273779,5280.100402158963,-0.0129855991770988,339.4367733820055,0.825731801545288,-0.1282912358074855,13.129797214718131,2.3693853304507084,-149.7563030475081,-0.0019025017601293,-438.8785569328911,0.0,-0.0014726679649428,-138.64691786071575,0.4877114448904672,-153.27275557818862,-0.009166507355741,0.0,0.0002765007847042,-0.0849499383185605,2.372477310191503,-0.0334384040685118,1779.708338117914,-0.1803736193357895,-0.0004250196491185,0.0,0.0,0.0308161220606765,6.296684548321319,5079.4347183589225
0.7839094088459689,9976.034083299117,-0.0134452794500245,-0.0015789110067523,10.542859134948742,0.7425177003282778,-1696.884448647649,0.0,-0.0263901680532662,0.0040843133592253,0.0312738793339394,5367.661512615471,-0.0129835804974113,270.93893471401486,0.8182264539372781,-0.1272794051050748,13.75696280159672,2.562584743204932,-149.46934277171115,-0.0019819243355335,-375.34062577914966,0.0,-0.0014530876659953,-138.64697159306115,0.5308485175781733,-153.0198244999845,-0.0069139029116294,0.0,0.0001377712895694,-0.0916689595535398,2.5655347562573083,-0.0300146978810188,1666.8598447843406,-0.1344943280673872,-0.0004009633764734,0.0,0.0,0.0290983875827868,6.4042743344873765,5157.789691652078
0.8484592449865311,9976.042280024383,-0.0147072738210411,-0.0015566623616561,10.68648737266276,0.8308214331269964,-1588.8323037703817,0.0,-0.024732604808996,0.0031353505250467,0.0291878036646881,5452.780304439242,-0.0129830527689035,217.75219908433348,0.8106124369528367,-0.1251528144889054,14.35351333699053,2.7566932021599038,-149.3109740868433,-0.0020379329533283,-325.66874348539875,0.0,-0.0014377892048193,-138.6470429727731,0.5710814844789556,-152.88868523045647,-0.0045068274553249,0.0,-1.9088981449107905e-05,-0.0965339605830324,2.7595440876508848,-0.0267953285512837,1556.142903043629,-0.0837799983659822,-0.0003068712773249,0.0,0.0,0.0273414943659537,6.510032554909736,5235.9249902171205
0.9140458123194226,9976.05112828119,-0.015942144010798,-0.0015360922050224,10.788025625702808,0.9219124434774127,-1482.0586556646588,0.0,-0.0230938061080867,0.0021528793565063,0.0271606864951651,5533.58895176638,-0.0129841641115156,175.71021446632716,0.8029553094860931,-0.121970610144577,14.920130212628186,2.951756059420234,-149.24834346736844,-0.0020692344135116,-285.6163645098149,0.0,-0.0014255835715516,-138.6471325639825,0.6080485415261506,-152.7868411416959,-0.0019914818598548,0.0,-0.000187982980792,-0.0993639780145031,2.9545484735099548,-0.0237358161799147,1447.9792605530313,-0.0304630664353166,-0.0001229709451665,0.0,0.0,0.0255669519621982,6.612011035051734,5312.420574872377
0.9806280419190112,9976.060638135272,-0.0171397001302458,-0.0015181815254637,10.853091011765908,1.01535492323055,-1377.6128311088023,0.0,-0.0214884015966564,0.0011536837167314,0.0251619261011653,5609.283374538134,-0.0129870138634582,142.1368769652482,0.7953040924072011,-0.1178007662373187,15.456195734305425,3.147771253604603,-149.27497513013452,-0.0020750393368935,-252.3409330616092,0.0,-0.0014168696727722,-138.64724073618487,0.6414403222350774,-152.7395047891129,0.0005784614322219,0.0,-0.0003650297841596,-0.1003094327084655,3.1505441749660146,-0.0208199258860368,1343.0237287171933,0.0235960016184166,0.0001662716971984,0.0,0.0,0.0237797460466367,6.709641339006122,5387.262105540335
1.0481605850821936,9976.070819195167,-0.0182904817425018,-0.0015018078958284,10.887475289365195,1.1105524121625008,-1275.3889775024345,8.911768489595231e-05,-0.0199186684264712,0.000167254257673,0.0232098205470058,5679.401031655187,-0.0129916808347737,118.83462866418084,0.7876860093514497,-0.1127200059330893,15.95996373957582,3.344744944549416,-149.37586377300792,-0.0020550038242095,-224.0304624347147,0.0,-0.001410843300158,-138.6473676417976,0.6710506671558195,-152.78025829072433,0.003171971708074,0.0,-0.0005526701848458,-0.0966812292776918,3.347562406705744,-0.0180168380841094,1241.4885044661096,0.0773530444540002,0.0006014465164965,8.911768489595231e-05,0.0,0.021992704754288,6.8021918516325925,5459.853716962465
