FxRL,FyFR,longslipFR,FyRL,ay,sideslipFR,FL,brake,y,sideslipFL,RR,yawrate,roll,pitch,sideslipRL,FxFL,longslipRL,steeringangel,FR,FxRR,x,slip,longslipFL,FyFL,ax,az,gas,yaw,signal,vy,FxFR,pitchrate,longslipRR,FyRR,sideslipRR,slip1,signal,RL,rollrate,vx
4856.476162093222,-2194.338688876911,-0.001630234565404,-1351.6649883693842,-0.0513237510456722,0.0361951783315439,1.405140743579902,0.0,-4850.897216734666,-0.0344289950888073,7.805625704554581,0.0005679682055388,-0.0011357784925725,-0.0058590546746494,0.0435102033928989,-154.6571127384935,0.1963192376047967,0.0,1.4016210215686824,4738.3197499293965,4564.035066509832,0.0,-0.0015360157547776,2187.1494293861388,5.796802897172385,-0.2145674636454676,0.6557313208327232,-0.0342846018464152,0.1996668332936563,0.006404780379608,-152.48597225917942,-0.1096179053383727,0.2320704987590252,1275.518444011427,-0.0497081351952994,0.0,0.0,6.875528494037325,-0.0135910025692964,0.4170630637103089
4927.623502839371,-2147.379610313847,-0.0016516357318758,-1118.5351920747596,-0.0603990653163762,0.035503090601468,1.593274550797115,0.0,-4850.897309903534,-0.0333036314587615,8.438155569843374,0.000607793172955,-0.0012649713428077,-0.0069845022528098,0.041916130992499,-156.14080447322934,0.2293071463429448,0.0,1.590338320768843,4802.690134819714,4564.039557987662,0.0,-0.00154630073339,2134.3320545177357,5.883299617753812,-0.228383598603748,0.6471024902742691,-0.0342786734191293,0.2195566016743496,0.0058333257521627,-153.74304410021816,-0.1147317610309858,0.2794079212238244,1040.5611490728056,-0.0473169192926693,0.0,0.0,7.25052155865632,-0.0123141374852281,0.4755034280462669
4997.479339886642,-2071.3568593692394,-0.0016128453001404,-928.613754527463,-0.075941791265351,0.0341656287096589,1.7834136655983095,0.0,-4850.897429590939,-0.0318305977578511,8.992784616470066,0.0006246071685329,-0.0013799857495357,-0.0081533337275297,0.0391809697884155,-154.14866685881316,0.2616479374302887,0.0,1.78126203436805,4862.415769828443,4564.044638326983,0.0,-0.0015043543286235,2048.626009474103,5.971870412891276,-0.2339596454450553,0.6396754936705821,-0.0342724950074327,0.2394244145778387,0.0051414652436221,-151.8237968501871,-0.1184419025903356,0.3295727105255519,837.7429504970495,-0.0438200273523744,0.0,0.0,7.530060375751884,-0.0108137005571557,0.5347995557019972
5073.848359400582,-1973.267993149516,-0.0015882145158272,-772.536984369555,-0.0847360618538856,0.0325995593336569,1.973230930236637,0.0,-4850.897577435106,-0.0302433420583179,9.49334815661074,0.0006400615526205,-0.0014790786745684,-0.0093521524639442,0.0360715275104146,-153.73199418325405,0.2922492495382495,0.0,1.971785767102628,4925.991090747674,4564.0503162164205,0.0,-0.0014756421912384,1947.2346528149117,6.063759874888273,-0.2225529470292122,0.6326081742909814,-0.0342661636264349,0.2592682852393897,0.0043279478216355,-151.28945900060944,-0.1208777197167566,0.3818779064037586,671.5435523376492,-0.0401683702877314,0.0,0.0,7.73097979387937,-0.0091413571914418,0.5949774056217698
5155.0501551397,-1867.6473509300315,-0.0015684614064671,-648.7332532247287,-0.0921979407907649,0.0309906169961358,2.163289480700752,0.0,-4850.897754705445,-0.028603280490399,9.955493690477804,0.0006473387573083,-0.0015604721328402,-0.0105687941991878,0.0331273575758374,-153.316699057728,0.3198170987605948,0.0,2.1625806104499525,4995.198814507462,4564.05660079194,0.0,-0.0014567229400616,1837.9876751646384,6.16165897574527,-0.1982513067578908,0.6255260681917483,-0.0342597109940582,0.279086229288473,0.0034327208556771,-150.71288322819652,-0.1221355961047631,0.435765426512566,540.4790355872002,-0.0366840979520084,0.0,0.0,7.86663296478843,-0.0072963333494375,0.6560976695559513
5237.549897846527,-1759.511316461673,-0.0015445170816629,-552.8206732914896,-0.0984754178004188,0.0293276051296895,2.3540786002091973,0.0,-4850.897962465931,-0.0269793481530005,10.384185483378689,0.000641664142844,-0.0016226288896395,-0.0117917990209238,0.0304497909942563,-152.93847920762448,0.3437631567153004,0.0,2.3540985948000195,5068.512416843892,4564.063501762192,0.0,-0.0014378320765304,1727.0780245533117,6.262699308867074,-0.16423065151954,0.6183121942333448,-0.0342532609521884,0.2988762649471984,0.0024697575855915,-150.28885752332238,-0.1222702660230382,0.4908616323645604,438.7611695585978,-0.0334784055523189,0.0,0.0,7.945954530356343,-0.0053133697693187,0.7182069364837037
5318.649710456209,-1651.6547521477598,-0.001522080999123,-478.5622702840787,-0.1033548090000698,0.0276299291614626,2.5457050877166987,0.0,-4850.898201641107,-0.0253798193118051,10.780573839005813,0.0006298757972485,-0.0016643727884537,-0.0130101757453414,0.0279733906837986,-152.66914125421576,0.3636961975611095,0.0,2.546430504211911,5144.236174933355,4564.071029135801,0.0,-0.0014217730673521,1617.1911971087577,6.364200859596117,-0.1231218576577225,0.6109674384152325,-0.0342469071775039,0.3186364132284919,0.0014537437526991,-150.05442780125338,-0.1213248488539665,0.5467368654437808,359.90627651117524,-0.0305449323524683,0.0,0.0,7.977357537493217,-0.0032305408944073,0.7813252685407507
5397.471628898082,-1544.8303881633303,-0.0015026831798313,-420.0580832944358,-0.1061029761445933,0.0259222112643252,2.738225035360362,0.0,-4850.8984730007405,-0.0237957378727345,11.145274085724049,0.00061946726184,-0.0016849121743079,-0.0142133611478176,0.0256171260764494,-152.49627471467315,0.3793023593314936,0.0,2.7396592456695115,5219.727705687543,4564.079192959458,0.0,-0.0014097403085529,1509.9262716730436,6.464049876986471,-0.0773589118831115,0.603534106230745,-0.0342406686165202,0.338364698133992,0.0004020492615647,-149.95188127560837,-0.119343495983376,0.6029812064574169,298.15561362003893,-0.0278308018218888,0.0,0.0,7.967941112559927,-0.001084586404584,0.8454479292002514
5472.448733759736,-1440.3322670584655,-0.0014855599073846,-372.70969656112896,-0.1076824428464868,0.0242117298512662,2.931686445224846,0.0,-4850.898777128521,-0.0222379621367184,11.479587370007444,0.0006119007599315,-0.0016838427818866,-0.0153912758321476,0.0233282701106569,-152.3886451236468,0.3902682275023797,0.0,2.9338307385137954,5293.5800341108,4564.088003100459,0.0,-0.0014005360049693,1405.2297909539247,6.56041492612578,-0.028974763469743,0.5960627208900899,-0.0342345179713672,0.3580591468516483,-0.0006699656239584,-149.91285151856002,-0.1163783374796794,0.6592354604074758,248.99476473844732,-0.0252859968250923,0.0,0.0,7.923251573235341,0.0010813563957831,0.910550173152241
5542.713060673845,-1338.0070244347232,-0.0014713507401475,-333.2502973761636,-0.1073907993545079,0.0225077013609479,3.1260942596655727,0.0,-4850.899114453012,-0.0207072258308275,11.784042839500504,0.0006107871353151,-0.0016611973165954,-0.0165344083332784,0.0210808004449549,-152.3014663137914,0.3963655672568278,0.0,3.128940750648713,5365.449178234634,4564.097469069991,0.0,-0.0013935391223336,1304.0419033304534,6.652516844676934,0.0202448809843212,0.5885986984499124,-0.0342284132009674,0.3777177899530011,-0.0017466416962097,-149.96975129041596,-0.1124902816169206,0.7150702952075341,209.17891544691136,-0.0228828969657323,0.0,0.0,7.848859464118542,0.0032268109875876,0.9765927083934112
5607.777740589114,-1238.6881672683637,-0.0014587090575988,-299.44361448080105,-0.1059161241123193,0.0208153230971151,3.3214463904314373,0.0,-4850.899485218887,-0.019210387419915,12.057834514659705,0.0006198750243115,-0.0016173991113948,-0.0176339147778437,0.0188662196378615,-152.2776772325666,0.3974714797375628,0.0,3.3250100239247278,5435.209241706043,4564.107599941037,-0.0027466380534286,-0.0013890318232801,1205.9962488277868,6.7398863511236415,0.068934374032758,0.5811680632963303,-0.0342222643465329,0.3973386615901224,-0.0028130989622293,-150.10467656719783,-0.1077508072579767,0.7699163733660186,176.46475583257742,-0.0206135210520359,6.280438669126157,0.0,7.750430923700339,0.0053108443248865,1.0435318902389703
5667.264826197164,-1142.010871174623,-0.0014484145662963,-269.74363555688353,-0.1026134857268088,0.0191494393213455,3.5177402900392374,0.0,-4850.899889519281,-0.0177434969698018,12.30054339972184,0.000642830157025,-0.0015532688721451,-0.0186817114472211,0.0166889343163234,-152.29048615289312,0.3935400511703602,0.0,3.522029759317166,5501.707490102099,4564.118404296263,-0.0035148937290535,-0.0013857675298097,1111.7725094651016,6.821522529218011,0.1159279855301825,0.5737963404032022,-0.0342159525110816,0.4169197996921991,-0.0038547395103363,-150.32199466591624,-0.1022391282278138,0.8231863579803398,149.27985627331094,-0.0184773599967379,6.279670413450533,0.0,7.633246605617172,0.0072979298552341,1.1113160425912632
5720.62714448576,-1048.8343642873674,-0.0014392215060623,-243.07319809002536,-0.0984723773925425,0.0175210343121269,3.714944333529449,0.0,-4850.900327274823,-0.0163076040289768,12.512317763912693,0.000679980269356,-0.001469967558379,-0.0196705385645361,0.0145584279753104,-152.33547316035276,0.3845990507132834,0.0,3.7199961829742336,5564.227292223365,4564.129890140055,-0.0041591229358576,-0.0013833221099943,1020.6712936140748,6.896595759884805,0.1602004214995455,0.5665109671772273,-0.0342093301737433,0.4364592461617386,-0.0048588565009813,-150.60705934670167,-0.0960400043815934,0.8743099610665692,126.49520425371786,-0.0164761611400888,6.279026184243729,0.0,7.502155660356716,0.0091516217226636,1.1798844617072863
5767.372703364357,-958.6422719404976,-0.001430674654242,-218.60794984412163,-0.0929315262182721,0.015926858626696,3.913026946486433,0.0,-4850.900798286625,-0.0149195343185297,12.69347805153918,0.0007309083739849,-0.0013690252893822,-0.0205940073815852,0.0124844324981157,-152.39303965147766,0.3707800386181749,0.0,3.918857749187556,5622.135184554099,4564.142064817823,-0.0046910436825153,-0.0013817704400229,933.3565731894286,6.964387657056456,0.2008815591793185,0.5593388278474342,-0.0342022630419801,0.4559550470703768,-0.0058155524916911,-150.91186166074374,-0.0892422083237175,0.9227166389647532,107.2805308028774,-0.0146119149560239,6.278494263497071,0.0,7.361893177693383,0.0108387545938111,1.2491684913154564
5807.095911466519,-872.1338639192696,-0.0014230576338055,-195.66725628822567,-0.0866050510089912,0.0144063887131176,4.111930884375226,0.0,-4850.901302200436,-0.0135797199972137,12.844445286449828,0.0007968206320682,-0.0012522816022024,-0.0214466503172996,0.0104748033273187,-152.4824565925026,0.3523150085186355,0.0,4.118546074623478,5674.8887208711,4564.154934947945,-0.0051174491283179,-0.0013817567251224,849.8323498656466,7.024441159766805,0.2386944765167853,0.5523049469649991,-0.034194601558475,0.4754052528542691,-0.0067109330693176,-151.25579750538247,-0.0819445985783403,0.9678414254389937,90.99966051266972,-0.0128868115461524,6.278067858051268,0.0,7.217013000790327,0.0123178520171707,1.3190925614290774
5839.063460436318,-791.3464912401422,-0.0014161550118051,-173.51417659280256,-0.0799622872203306,0.0129818963609734,4.31166911797312,0.0,-4850.90183852949,-0.0123422459455696,12.96580501302376,0.0008705482263275,-0.0011224278939089,-0.0222241732001313,0.0085377842218087,-152.66258307356864,0.3295443057582302,0.0,4.3189805565749175,5721.858155604441,4564.1685063527775,-0.0054484767203564,-0.0013838384400107,771.1095976793314,7.075615914782678,0.2648047270301697,0.5454352166648158,-0.0341862322771077,0.4948079185090459,-0.0075370201013345,-151.77366976131924,-0.074280767595465,1.0091442447914052,77.3044501500871,-0.0113283999233846,6.277736830459229,0.0,7.071835852358053,0.0134654483562508,1.3895733200119362
5857.024310510666,-712.9276318896616,-0.0014060805068137,-151.84974366331326,-0.0659872063529278,0.0114995885302653,4.512321357800744,0.0,-4850.902406595052,-0.011256726042258,13.056582070525405,0.0009643366485556,-0.000983685607887,-0.0229238149730934,0.0067367845886485,-152.8026259204524,0.3034468212089508,0.0,4.5201768289109925,5762.485844339359,4564.182783926475,-0.0056782979683068,-0.0013847970113648,699.8032883544755,7.113330885235268,0.2781905715972285,0.5387873708222324,-0.0341770449550504,0.5141611037843102,-0.0082645892141132,-152.28215675442073,-0.0664094939564699,1.045882307845507,66.91025659724754,-0.0099867637206283,6.27750700921128,0.0,6.934261178248088,0.0141492496378121,1.4605014403225054
5860.26530682516,-637.2552149471105,-0.0013976289645078,-129.81178664798367,-0.0494787935206706,0.0101764705477658,4.71348790390973,0.0,-4850.903005233611,-0.0101736483586784,13.113774234651036,0.001108913707573,-0.0008394414213649,-0.0235443462689985,0.0050535184310723,-152.8093432226696,0.2757156581176261,0.0,4.72215612026924,5792.082283411311,4564.197771279083,-0.0057912522458704,-0.0013832382851783,633.92038490059,7.133595906721168,0.2846654240366723,0.5324601732842625,-0.0341666458639583,0.5334628733776623,-0.0088471575708678,-152.83702384405436,-0.058491252648876,1.0768530504483544,58.8295925438052,-0.0088726162958341,6.277394054933716,0.0,6.817028592531663,0.014632031872441,1.5317258942803622
5853.041352594556,-568.3489259590103,-0.0013882743015549,-106.6395574553629,-0.0338502311152666,0.0090068961838789,4.914885774561233,0.0,-4850.903632965015,-0.0090898315301103,13.142557956931215,0.0012791473072944,-0.0006911553153988,-0.0240858573793215,0.0034969894499433,-152.79840482710077,0.2471044543331665,0.0,4.924571944704263,5806.947285338367,4564.213470407926,-0.0058000736140572,-0.0013797305503858,570.8261303267783,7.137825053366987,0.284727873920424,0.5265311681702388,-0.0341546219944543,0.5527112971282275,-0.0092791516124599,-153.15854041737762,-0.0506092410394803,1.1021836529247626,52.068578906883246,-0.0078576955127208,6.277385233565529,0.0,6.723491473620763,0.0149620687702661,1.6030768856041524
5838.366319981918,-505.066057069648,-0.0013782725334889,-81.71736049203106,-0.0192508151938324,0.0079086724243233,5.116359987111512,0.0,-4850.90428833128,-0.0080398418395283,13.149009932280348,0.0014309113420479,-0.0005406192443907,-0.0245490115702497,0.0020866202895052,-152.79010982368197,0.2176196270831762,0.0,5.126971046429526,5810.7805455629305,4564.229881757213,-0.0057262352793323,-0.0013760076460367,509.860680428964,7.1303131010131615,0.277383640696302,0.5209889978674059,-0.0341409661743292,0.5719044502096711,-0.0095733816975529,-153.31778463585877,-0.0428217346590795,1.122237797258594,45.90365914410894,-0.0068622439720061,6.277459071900254,0.0,6.65063762835209,0.0150990351484105,1.6744128866830208
5817.680295778393,-445.5136741069138,-0.0013683598719591,-54.8608876905869,-0.0042970181808333,0.0068707807934693,5.317817369705833,0.0,-4850.904969908849,-0.0070511469604199,13.13595058315785,0.0015364327261423,-0.0003897531291237,-0.0249351450163947,0.0008564005723441,-152.77800474697193,0.18726956524319,0.0,5.329090641198801,5807.025737237191,4564.247004595628,-0.0055807408491393,-0.001372288571209,451.6714609429391,7.113982123615067,0.2633699248597806,0.5157702233794729,-0.0341260317060581,0.5910404133226791,-0.0097307666028529,-153.39942067004688,-0.0352004828163944,1.1369710176913783,39.95264260916913,-0.005865529194026,6.277604566330447,0.0,6.595712491571385,0.0150506915604731,1.745630305199326
5791.576874425342,-389.4362753732278,-0.0013587605662991,-25.158605749778765,0.0124534075734561,0.005907333897017,5.5191856219438185,0.0,-4850.9056761905,-0.0061237792578165,13.104424741484657,0.0015798722444642,-0.0002402377237455,-0.0252463104834918,-0.000165717389721,-152.76299861112844,0.1562872248812577,0.0,5.53079009473361,5797.499040266701,4564.264837321292,-0.0053663657724064,-0.0013684696238761,396.76836603697177,7.090309961030963,0.2432608879311453,0.5108162028155581,-0.0341103699126408,0.610117272886887,-0.0097406721921492,-153.4314400253358,-0.0278155061407285,1.1461424804609512,34.05813460489218,-0.0048629691217065,6.27781894140718,0.0,6.557767230327681,0.0148511498543228,1.8166484772190288
5760.190776213584,-337.14069446653644,-0.0013495724470103,9.844140763393677,0.0312305679694766,0.0050233552898299,5.720421581290145,0.0,-4850.906405488448,-0.0052538862790482,13.0549591864242,0.0015389697487854,-9.333765428941036e-05,-0.0254852316562505,-0.0009433628657809,-152.77497501665312,0.1251066693420075,0.0,5.731948918554476,5782.954607242168,4564.283377621116,-0.0050792388943873,-0.0013655286811671,345.1816225882914,7.060312654351063,0.2119160303953343,0.50609055646774,-0.0340947139621522,0.6291331212322355,-0.0095809729251793,-153.4183156352922,-0.020735267790971,1.149486755026306,28.129071751327256,-0.003837072201272,6.278106068285199,0.0,6.537165874916067,0.014538899739399,1.8873972456178756
5756.575098762449,-288.23752544509347,-0.0013441528020472,50.58242326528422,0.0660978634408019,0.0041911926671382,5.9216243431892135,0.0,-4850.907155799906,-0.0044711651917291,12.988785518732422,0.0013711535005046,4.947400121583922e-05,-0.0256555821626761,-0.0014009509180083,-153.08200281633708,0.0940403356358777,0.0,5.9325023860075445,5763.759399674626,4564.302622532603,-0.0047079921764004,-0.0013717821892824,297.35535775337087,7.044014617316313,0.1697961492067938,0.5015788454672627,-0.0340800839796555,0.6480860567897367,-0.0092141078402915,-153.4782984843241,-0.0140787345273749,1.1469032498333194,22.10997077586771,-0.0027849201429301,6.278477315003186,0.0,6.532404407807443,0.0140471354781846,1.9578181568631592
5578.609107851186,-235.56727199460164,-0.0013097853817189,95.12511348360287,-0.1048717453047881,0.0030555723557611,6.127771159696351,0.0,-4850.907924872785,-0.0042106636949461,13.017757148932027,0.0006828348886592,0.0001871252610708,-0.0257630062779938,-0.0012310201952843,-156.5633223587271,0.0212325840864667,0.0,6.134414832422771,5739.088881134491,4564.322572843997,-0.0042335927503291,-0.0013201118453933,261.5722852271118,6.894971227732698,0.1908008840159818,0.4953028822156643,-0.034069992534076,0.6669741842816288,-0.0085890899585902,-154.76441166131644,-0.0081307326906883,1.1139469303442875,15.359035792341125,-0.0013659161887314,6.278951714429257,0.0,6.304978967235385,0.0135721420471796,2.0288686196918664
5524.100557644941,-200.525773818565,-0.0012319909779294,123.3649948960571,0.0438010270007997,0.0030247401096728,6.325027237557972,0.0,-4850.908709422928,-0.0028122465104587,12.853831151903258,0.0007221516394029,0.0003206763102164,-0.0258119048177777,-0.00139841987598,-150.05637424677158,0.0284737420378238,0.0,6.332236448226508,5705.347607932128,4564.343219729848,-0.0036582407828604,-0.0011336482918202,213.8938165461616,6.854405024345201,0.0937374817619058,0.4935676610166605,-0.0340619703201514,0.6857956149109028,-0.0076743657176835,-152.05177240847638,-0.002340072957538,1.0188402390432414,8.987977442355154,-0.0005059057152181,6.279527066396725,0.0,6.563466677473007,0.0131377945587749,2.097544365869108
5466.668135069631,-173.4063816172879,-0.0012953166071317,140.76737083456717,0.0721687429573756,0.0024742549147361,6.520047040122634,0.0,-4850.909508046762,-0.0020510387677462,12.644716900073483,0.0005789558696967,0.0004479485245292,-0.0258053514721357,-0.0015295200885074,-149.68582812454247,0.0310961143309413,0.0,6.527468603417569,5664.481772940281,4564.364551162123,-0.0031346322447548,-0.0013046211306082,162.7532020196111,6.793020464004629,0.0320424566977944,0.4908387567274362,-0.0340551244660544,0.7045484665501799,-0.0067913110600417,-151.71189711463518,0.0030191839954384,0.9234475347898482,3.499860050538558,0.0002889830970323,6.280050674934832,0.0,6.794048221320879,0.0123354322689651,2.1656865877319342
5416.990460655691,-140.2614132696942,-0.0012946485150007,152.77378788806053,0.0825236584603452,0.0017940260014652,6.715610336205118,0.0,-4850.910321036764,-0.0015412416657492,12.420624677593446,0.0003158967669414,0.0005654161104772,-0.0257480439507972,-0.0016186626178655,-150.96829009093048,0.0320214486596771,0.0,6.7218689691125935,5619.706006535815,4564.386560758386,-0.0026574987124641,-0.001330566998876,122.90926343344556,6.730706390839999,-0.022745628111027,0.4876697319864757,-0.0340506351501173,0.723230863929924,-0.0059394516356538,-151.6761399893369,0.0078639521977618,0.832132509542207,-1.60802422905155,0.0009981792023175,6.280527808467122,0.0,7.012723713887588,0.0112332366791324,2.2332493322007005
5369.92560815609,-105.09388491198338,-0.0012838757186262,159.5834239514949,0.0884029914242894,0.001199583063607,6.9108395469971695,0.0,-4850.911148177093,-0.0010502507989794,12.19448177516626,2.0733128096342784e-05,0.0006709129040874,-0.0256453120916546,-0.0016479825324033,-150.52508496671058,0.0323159976886878,0.0,6.9154625541680605,5573.222717770092,4564.409242546138,-0.0021957145402763,-0.0013103898750402,90.55196825542149,6.669514371410724,-0.0741277064405361,0.4843482437826764,-0.0340490719775895,0.7418409388259654,-0.005057351542277,-151.2963852636279,0.0121602035002759,0.7463298079963746,-6.786077413180026,0.0016219893923239,6.28098959263931,0.0,7.225269144666296,0.009972370878644,2.300219766761681
5324.1789423225855,-72.2041748902247,-0.0012791359216086,161.38696356397614,0.0892282006704538,0.0006896677113417,7.105175320282302,0.0,-4850.911988995622,-0.0005708841896297,11.970738057931042,-0.0002613293687273,0.0007631862852239,-0.0255026671568613,-0.0016337388598937,-150.1543074503708,0.0323666871835837,0.0,7.10828163302886,5526.359895692133,4564.432590629405,-0.001748802588695,-0.0013074399104418,61.21056371164373,6.60848151251175,-0.1225971045083547,0.4809901437613797,-0.0340504329509638,0.7603768302463229,-0.0041477635509243,-151.17161213448625,0.0159037705414858,0.6661481136495894,-12.189614449943573,0.0021416176948004,6.281436504590891,0.0,7.433768474967019,0.0086021297636368,2.366593490255308
