brake,slip1,gas,sideslipFR,FxRR,az,RR,pitch,sideslipFL,longslipRR,FyFL,slip,longslipFL,FL,pitchrate,FR,FxRL,x,rollrate,longslipRL,RL,signal,FyRL,FxFR,FyFR,yaw,steeringangel,longslipFR,vy,yawrate,FxFL,ay,y,ax,roll,sideslipRL,sideslipRR,FyRR,signal,vx
0.0,0.0,0.7595281752030331,0.036825408780659,4750.367637118246,-0.2266973656932864,8.626960609909323,-0.0059166347097114,-0.0350764841803295,0.2614608295242583,2213.957350998191,0.0,-0.0015626107726348,1.4109360895956442,-0.1121071069366043,1.4068620365999027,4873.025193487188,9975.997996404089,-0.0152102499746955,0.2223808582949561,7.628564324133937,0.0,-1243.416765123398,-152.7496447672401,-2215.1832406612352,-0.0130087780268511,-0.0001410999112403,-0.0016540227640402,0.0072720914054142,0.0005198406436459,-155.2716309323906,-0.0400985284503532,-138.64689932431546,5.8113084806129525,-0.0011882193627267,0.0450400467148696,-0.0506830329529626,1182.248724046439,0.0,0.4176759856227373
0.0,0.0,0.7508440525001726,0.0361506985961149,4810.709401000026,-0.2481783472402644,9.37484838061088,-0.0070685347627496,-0.0339619213285972,0.3173832069361231,2164.1957974105458,0.0,-0.0015673748862421,1.600399455779505,-0.117485387918956,1.596527965813309,4942.368087918659,9976.002496002156,-0.0141074005410131,0.2631199483884864,8.10780659550131,0.0,-1022.5533014102364,-153.87401973895146,-2168.5951511103654,-0.0130034714067231,-0.0001973207382421,-0.0016790522962064,0.0068099973460635,0.0005426208909535,-156.43176043014944,-0.051370507747211,-138.64688771287527,5.897091336404199,-0.0013345550461409,0.0433678795941196,-0.0480663317593084,949.2972712922208,0.0,0.4762660255889078
0.0,0.0,0.7434273034992385,0.0349094288284587,4867.687007327191,-0.2500075814505824,10.06028851270754,-0.0082661965941259,-0.0324565722938638,0.3781118649518358,2078.2479062565817,0.0,-0.00152747171869,1.7913697275734215,-0.1214272624296429,1.7882158068666896,5013.2495581365365,9976.007586297002,-0.0127269217104985,0.3047478310489429,8.500140161478836,0.0,-839.827455870133,-151.81887029074534,-2093.703816054352,-0.0129979474374336,-0.0002578460911536,-0.0016439095333835,0.006204860498815,0.0005557640026629,-154.4529167376772,-0.0664764416400438,-138.64688918070857,5.984247314965388,-0.0014682269400672,0.0405237793424467,-0.0444466139666066,754.1771287262139,0.0,0.5356904204669068
0.0,0.0,0.736356176080235,0.033384186521345,4930.717669187444,-0.2361649095250111,10.702072806429666,-0.0094959408537169,-0.0308698436833421,0.4428428801841998,1976.5005511265863,0.0,-0.0014978427505773,1.9820669172121992,-0.1240487174009432,1.9794527906952872,5091.866979205323,9976.013275919566,-0.0111015580673355,0.3460132876885538,8.817119949660537,0.0,-690.4907666578148,-151.18853095647077,-1997.7072404354471,-0.0129924641124835,-0.0003125885944239,-0.0016196932936632,0.0054690960863552,0.0005381454849661,-153.9724915520565,-0.0763915919758951,-138.64690530032058,6.077403991938847,-0.0015867711303577,0.0374856551973802,-0.0405949053815311,596.5843926757077,0.0,0.5959978451529773
0.0,0.0,0.7292338388544252,0.0317993533456601,5000.7091043702885,-0.2093930285485485,11.305104553896436,-0.010745007224017,-0.0292074183325843,0.5106099148838341,1866.650952510605,0.0,-0.0014770143294795,2.173006373460003,-0.1254263618753326,2.1708645789206127,5175.766633839618,9976.019574155936,-0.0092304592343316,0.3852208583820718,9.063558745703064,0.0,-573.6989455373977,-150.540096772504,-1892.779094044068,-0.012987304335778,-0.0003487294288069,-0.0016004516835144,0.0046475225913411,0.0004935005541067,-153.55016792436865,-0.0846676874831709,-138.64693721660856,6.177775534363035,-0.0016876786573075,0.0347056676238576,-0.0368595740560077,473.28149052052,0.0,0.6572667924350868
0.0,0.0,0.7219484636815419,0.0301212294519287,5075.366040931805,-0.1720628584393081,11.856138219342986,-0.0120010783331803,-0.027551161850484,0.579971006752914,1754.610516366014,0.0,-0.0014555534242293,2.364614354785353,-0.1255688422887746,2.3629125987639266,5261.178331421049,9976.026490983382,-0.0071775097700284,0.4207099866326296,9.231433042920171,0.0,-484.5230873523408,-149.97924172435623,-1785.0160176252227,-0.0129827466953076,-0.000351322789306,-0.0015744494540737,0.0037487672568812,0.0004217873160489,-153.08505710946804,-0.0923303738651767,-138.64698585972417,6.282005686992072,-0.0017688150165634,0.0321938943625987,-0.0333829307307419,378.355897752491,0.0,0.7195535945246453
0.0,0.0,0.7145135649301009,0.0283914319544643,5152.571735751644,-0.1290018473614743,12.358826499562326,-0.0132520318574612,-0.0259063885100353,0.6504194188979464,1642.9906145328196,0.0,-0.0014379265289064,2.556974278782454,-0.1245406376613164,2.5556598460194846,5345.459162801506,9976.034036741994,-0.0049852163101807,0.4519552921733972,9.332074749026695,0.0,-416.4772168372712,-149.72484858983776,-1675.9671975759095,-0.0129789892629234,-0.0003031094135931,-0.0015509314678943,0.002790315254889,0.0003368010284426,-152.83562691352213,-0.0977713395161148,-138.6470520401673,6.386910705779598,-0.001828635030331,0.0298600498939976,-0.0301717373373803,305.5377860655604,0.0,0.7828815099656898
0.0,0.0,0.7069827904859147,0.0266432310375707,5229.532636270856,-0.0804772805362159,12.828752593265028,-0.0144867058921426,-0.0242806273803922,0.7223946750375125,1533.7963973555554,0.0,-0.0014239166014477,2.750247622979905,-0.1224322113078579,2.7493054441565845,5427.450118023571,9976.04222180489,-0.0026877035775108,0.4793752813114795,9.38702914465816,0.0,-363.2751196863287,-149.59562072397995,-1567.8410014710068,-0.0129761197924728,-0.0001849565074146,-0.0015297223405356,0.0017893817236998,0.0002457649084874,-152.67175394326142,-0.1012878932289756,-138.6471363879309,6.489872976345429,-0.0018659229720058,0.0276362559720977,-0.0271785322772447,248.9345540438224,0.0,0.8472450915703914
0.0,0.0,0.6994133309774279,0.0248898215840116,5304.849563448784,-0.0291718929957795,13.269909795328866,-0.0156946567392729,-0.0226761896413583,0.7957667050760551,1427.0437488362077,0.0,-0.001413526931876,2.944480625319637,-0.1193080076566392,2.9439081345802176,5505.344988910463,9976.051056347718,-0.0003270338023623,0.502831273458331,9.40498221196864,0.0,-320.2756193039022,-149.5585663406534,-1461.6341733618904,-0.0129741720820483,2.014583281239371e-05,-0.0015109538607532,0.0007647292135799,0.0001527062223128,-152.5659819935493,-0.1032452226018797,-138.6472393435406,6.589109205651434,-0.0018798469908069,0.0254740529610042,-0.0243547345840583,204.0750927750119,0.0,0.9126175945938964
0.0,0.0,0.6918514692659535,0.0231295900273755,5378.369239936427,0.0228270305123928,13.682607636610449,-0.0168660834804558,-0.0211060137429676,0.8701496915708127,1323.815052722974,0.0,-0.0014056759404607,3.139694460016341,-0.1152339416489817,3.139478068216828,5578.306733606673,9976.060550167662,0.0020485251056445,0.522108741974722,9.391906113838152,0.0,-284.38993929854627,-149.61398222908315,-1357.7216958225088,-0.0129731592496423,0.0003253092683155,-0.0014943348276724,-0.000268712284289,5.9976001239413096e-05,-152.52156171328642,-0.103506623783247,-138.6473611825286,6.684030614611981,-0.0018700478701516,0.0233469183150083,-0.0216775691694864,167.87413662983104,0.0,0.978958606105002
0.0,6.281889559794791,0.6843232585191698,0.0213759660652376,5449.705827850513,0.0742133865693613,14.06533060851418,-0.0179918938089869,-0.0195728072321808,0.944965501253387,1223.8999862684627,-0.0012957473847952,-0.001399915136833,3.3358944153949026,-0.1102853050959414,3.3360234526979404,5645.8540174486925,9976.070712611878,0.0043963354102058,0.5370641886585051,9.353437858330228,0.0,-253.5982722161486,-149.75456588474566,-1256.4307391502562,-0.0129730364305689,0.0007625215706623,-0.0014802344255357,-0.0012922076873425,-2.5431500933771237e-05,-152.5105263829929,-0.1020860682496859,-138.64750199768818,6.774038914343631,-0.0018366074367348,0.0212468894967655,-0.0191423160835349,138.2434510832208,0.0,1.0462236658708606
0.0,6.281075592174383,0.6768562126557186,0.0196385262270142,5517.743006817495,0.1237795025587201,14.417105325677513,-0.0190637897657593,-0.0180806584636412,1.0196093061222802,1128.0842015453416,-0.0021097150052034,-0.0013959738204731,3.533061256957844,-0.1045443015037919,3.5335545808440827,5707.4835635709815,9976.08155251681,0.006675492754333,0.5476122725446347,9.294684572356086,0.0,-226.56043754988795,-149.9987001406002,-1157.6051626865617,-0.0129737051957773,0.0014086854373113,-0.0014680813376789,-0.0022892042133374,-9.835542970243032e-05,-152.51824099990463,-0.098294612248527,-138.64766170848526,6.858065814867588,-0.001780039566149,0.0191774901721525,-0.0167520951998141,114.02448333012867,0.0,1.1143590512116155
0.0,6.280402357745575,0.6694795156122298,0.0179469917805692,5581.7937675521325,0.1706677337883849,14.737358483875148,-0.0200743191013297,-0.0166134178787594,1.0934587949335617,1035.6065116661707,-0.0027829494340112,-0.0013936495470634,3.73116091215862,-0.0980970215054108,3.732049453313064,5762.606520008795,9976.093078113408,0.0088600923854867,0.5537515134888316,9.22048843946251,0.0,-202.4337829668215,-150.27615827883352,-1062.1721680790113,-0.0129750407272978,0.002198602460529,-0.0014574914031499,-0.0032345658096097,-0.0001621233772189,-152.58682793810138,-0.0917801444869397,-138.64784001377473,6.935287641091099,-0.001701179832729,0.0171670900462104,-0.0144887409554665,96.59308538326748,0.0,1.183301558762196
0.0,6.279861787075586,0.6622194705870018,0.0162939552816473,5641.452409089578,0.2137016417430131,15.0254764936027,-0.0210169106825881,-0.0151925951475972,1.1658417693404166,946.6786306159912,-0.0033235201039999,-0.0013919250299704,3.930186903658546,-0.0910337074254958,3.9314382857703567,5810.714692434865,9976.10529694962,0.0109149922452553,0.5555918629867878,9.135685565723673,0.0,-180.741191987133,-150.61404191948475,-970.0504502896636,-0.0129770069248436,0.0030806785533876,-0.0014478705199923,-0.0041104869387377,-0.000224093501079,-152.6811045077271,-0.0848185493136785,-138.6480363778587,7.005096119472946,-0.0016011524824491,0.015239866241897,-0.0123405288164209,82.81842639931578,0.0,1.252980732368892
0.0,6.279439128876907,0.655100372489224,0.0147011058523601,5696.054380909515,0.2526934916651981,15.280873079978203,-0.0218859291675913,-0.0138218993157937,1.2360583929220543,861.6481524065194,-0.0037461783026787,-0.0013910771372422,4.130072274424632,-0.0834527870408103,4.131676373608226,5851.391372106473,9976.11821582904,0.0127862554731712,0.5533589610491106,9.045097533429956,0.0,-161.00455943964155,-150.97699021210488,-881.4348392316929,-0.0129795452417293,0.0040346410567324,-0.0014387392733063,-0.0049093726058419,-0.0002761124461805,-152.7657987758861,-0.0781119243107337,-138.6482501429063,7.067043481012386,-0.0014815131699462,0.0133840701180521,-0.0103335318648713,70.71519570523733,0.0,1.3233196444079098
0.0,6.2791154998614855,0.6481492678042554,0.0132307918896528,5744.773806848992,0.2819454592689661,15.503462665435954,-0.0226769045432824,-0.0125478914373831,1.3034585200404565,781.2301452748345,-0.0040698073181008,-0.0013924636583739,4.330789013396498,-0.0754892258724853,4.332673815219136,5884.130320357369,9976.131840737447,0.0143301685144523,0.5473618593487806,8.953186934196983,0.0,-142.6176939128644,-151.49357633154037,-798.5512903057145,-0.0129825290320968,0.0049741720835844,-0.0014311495407147,-0.0056328315497365,-0.0003143464051068,-152.9146504714759,-0.0723796997988632,-138.6484806185947,7.119994790498794,-0.0013448009948564,0.0115726452743907,-0.0085213868384073,59.697093546446446,0.0,1.39423281741521
0.0,6.27888548073138,0.6414211517222055,0.0116729206421462,5786.950229698105,0.2993841921177961,15.692174067451448,-0.0233869523962876,-0.0114737768657018,1.3672424873615596,708.8504089163886,-0.0042998264482066,-0.0013934155529202,4.532424156305919,-0.0673109403723483,4.534474126234007,5902.990449617325,9976.146176712373,0.0153535732096574,0.5383706211347641,8.867045707147572,0.0,-125.24325482308988,-152.08850586808967,-718.3544880640592,-0.0129857435428122,0.006196114168594,-0.0014205759565039,-0.0062672553800979,-0.0003173884071868,-153.05556336653427,-0.0612449003257099,-138.64872707792193,7.158965685765427,-0.0011954515128805,0.0098561356461817,-0.0069851507786707,49.83456339167967,0.0,1.4656105453307169
0.0,6.278765754500165,0.6350171461245,0.0102361697436258,5818.874613889877,0.3035360066635742,15.842689582988411,-0.024014717315109,-0.0104102381909247,1.4258801584921563,643.3519288515147,-0.0044195526794208,-0.0013918044236586,4.734519934637181,-0.059070355942219,4.737152694747297,5905.890450177059,9976.161227486951,0.0160661885957591,0.5281829655891394,8.799890912902843,0.0,-108.30635376534995,-152.7681590801527,-639.2871995117757,-0.0129885189859108,0.0078348748850612,-0.0014114513890735,-0.0067660488215664,-0.00022961937527,-152.97886311102164,-0.045257663577261,-138.6489884258629,7.18078525894263,-0.0010378602294428,0.008179871334583,-0.0057607323252759,41.377691144945054,0.0,1.537299484963751
0.0,6.278746067415191,0.6290242052230143,0.0090021021836365,5835.2392361399725,0.3041183158737073,15.958480122381976,-0.0245602950107394,-0.0093290986838409,1.479113470329774,580.7437482734314,-0.0044392397643951,-0.0013883064993193,4.936716677455356,-0.0508758580991221,4.940451690000353,5897.350887315111,9976.176995135464,0.0165752994287747,0.5177137162006554,8.756262500173525,0.0,-91.4532503114608,-153.2060710268144,-566.908193847523,-0.0129899206370411,0.0094098618127956,-0.0014014077551982,-0.0071210678037051,-5.766862389719464e-05,-152.88261231056526,-0.0310718287209901,-138.64926323580607,7.1850410829279365,-0.0008741957745419,0.0065553864917282,-0.004740488301815,34.28312803996651,0.0,1.609122631819306
0.0,6.278796966505535,0.6234427933455743,0.0078774654974178,5839.406027995589,0.2968677667036156,16.046239052059143,-0.025024423122955,-0.0082510824545473,1.527363150274276,519.5210619920769,-0.0043883406740513,-0.0013840457472702,5.138846428911171,-0.0427814029923367,5.143866871949718,5880.921547190117,9976.193480075235,0.0168103835703443,0.5069135662283316,8.73290218003369,0.0,-74.61532303312131,-153.456147608677,-501.5297004717095,-0.0129893534914325,0.0106201378710555,-0.0013909000142363,-0.0073594923162806,0.0001530185743144,-152.7913658729168,-0.0198998588316611,-138.64955019324287,7.176593496310344,-0.0007069063314579,0.0049922453106248,-0.0038307275214853,28.15526907346541,0.0,1.6809267302436293
0.0,6.278895519909168,0.6182076585867804,0.0068264166238195,5835.229075761929,0.2826928683649797,16.109805289824013,-0.0254084909166847,-0.0072205075955215,1.5706119512924253,460.211386155913,-0.004289787270419,-0.0013795632061801,5.340822146133213,-0.0348589513398198,5.34708750105912,5858.449002662546,9976.210681449702,0.0167473909104018,0.495679674803589,8.726494266528498,0.0,-57.9703490412816,-153.60755811517134,-440.9964933556952,-0.0129866294546667,0.0113320686694997,-0.001380438030937,-0.0075057521891539,0.0003694812523642,-152.70886043643048,-0.010616414885106,-138.64984823895372,7.158842651151413,-0.0005389046056515,0.0035177213621654,-0.0030116693252205,22.72208523739246,0.0,1.7526004266600774
0.0,6.279029327372528,0.6132521245297063,0.0058574595769318,5824.816596337705,0.2624028167212964,16.151185028329348,-0.0257146219121804,-0.006245905343432,1.6086236448376998,403.60296391156254,-0.0041559798070587,-0.0013748502475465,5.542574603138373,-0.0271809636705793,5.549955708590206,5830.806360337116,9976.22859747709,0.0163980367081271,0.4841308555555671,8.735555123399147,0.0,-41.7822961419857,-153.70409129018802,-384.5415674391816,-0.0129817838848814,0.0114599256971317,-0.0013705190548305,-0.0075718644129367,0.0005766362151941,-152.62960895724277,-0.002320727178242,-138.6501564679966,7.133596904374644,-0.0003731248627885,0.0021535194636952,-0.0022859632277266,17.881838784914834,0.0,1.8240597487538237
0.0,6.279190130872435,0.608532660017723,0.0049760448968657,5809.006659354552,0.2290457403175385,16.171880216065126,-0.0259456591066194,-0.005326214001177,1.6411602048145342,349.96518341311145,-0.0039951763071507,-0.001370751616025,5.7440520077473805,-0.0198273312691807,5.752386711475152,5798.095290718104,9976.24722564233,0.0157500325969557,0.4725835066488943,8.759839596754793,0.0,-26.30317554540132,-153.79696977363824,-332.29814822075826,-0.0129749563564552,0.0109147652396546,-0.0013618376014973,-0.0075657314101879,0.0007665933701913,-152.59946037243722,0.0040251140631928,-138.6504740561574,7.101708317670933,-0.0002123922310959,0.0009210677867397,-0.0016649458943672,13.624984736990845,0.0,1.895233591393799
0.0,6.27937311903339,0.60405567756103,0.0041691901849537,5788.107013545265,0.1920130201569768,16.171862950819527,-0.026105501459892,-0.0044747981893803,1.6678115186298812,299.7976621547064,-0.0038121881461962,-0.001363549913017,5.945260183353523,-0.0129064082540157,5.954368746017253,5755.636172329815,9976.266562719513,0.0147040770637843,0.4620716467729345,8.802947853118992,0.0,-11.907007869091071,-153.80787915144637,-283.9087718127057,-0.0129663150682322,0.0095972125419843,-0.0013520927147414,-0.0074909088185632,0.0009431307363153,-152.4865482400392,0.0112335908778116,-138.65080022524998,7.059375787235072,-6.034516782680949e-05,-0.0001620560560055,-0.0011919328992454,10.077302706676148,0.0,1.966039483295352
0.0,6.279571134774119,0.5998550679896318,0.0034832949177211,5760.190426444299,0.1409779985301663,16.148641722867993,-0.0261987836687414,-0.0036365157916588,1.611996141582682,252.08717733982127,-0.003614172405467,-0.0013612993902246,6.1456273564385215,-0.0064823566181362,6.155422503633534,5704.580467870818,9976.286604577972,0.0134268042813701,0.4318102334503395,8.872050015010457,0.0,1.6762936255048255,-153.62088479687637,-240.13842356504813,-0.0129559328185145,0.0073691153506439,-0.0013472700242984,-0.0073572133168576,0.0011138420551652,-152.12650575054485,0.0181588108684162,-138.6511342363039,7.0074406076352975,7.97717895331038e-05,-0.0011516292239891,-0.0008838940563466,7.370337132738991,0.0,2.036378989596435
0.0,6.279771708439137,0.5959581071031712,0.002885904458221,5721.161259040738,0.0907683159129015,16.107314916892562,-0.0262307758548669,-0.0028368240743851,1.518467665370301,205.82377551622537,-0.0034135987404492,-0.0013480915220753,6.345206438498823,-0.0005923561707491,6.355510512418918,5649.609146889399,9976.307346109026,0.0120024565789651,0.3991825693888338,8.965642203173235,0.0,15.157553194187171,-153.2372780393603,-201.8229150447987,-0.0129440076100168,0.0042440477587053,-0.0013278406324277,-0.0071879075056511,0.0012481829142697,-151.95904647152355,0.0219723052630797,-138.65147551811822,6.945489190441786,0.0002063367292683,-0.0020347537017311,-0.0006850760280142,5.494191683309198,0.0,2.1061486217550125
0.0,6.279969079111969,0.5923337029533061,0.0023096544744097,5674.781135835541,0.0384283597956122,16.05585187518378,-0.0262067877958636,-0.0021312736799748,1.4301158104563796,162.71525647980192,-0.0032162280676175,-0.0013408677273681,6.544019361987561,0.0047656957091712,6.554350529884802,5593.753908214605,9976.328781286042,0.0104404981734335,0.3715624564556945,9.076149027076951,0.0,28.58079687955925,-152.8131518753535,-166.8161118941716,-0.012931103813236,0.0005716867232858,-0.0013193027876253,-0.0069953411449604,0.001313395049389,-151.71835071418906,0.025317632478012,-138.6518236832215,6.878436612624197,0.0003178614729319,-0.0027954881418665,-0.0005142225833802,4.129436239798477,0.0,2.17527219670497
0.0,6.280166823482987,0.588901833452749,0.0017618320195177,5625.015797603521,-0.0149455929444615,15.998830945748663,-0.0261321881927804,-0.0015056943718373,1.347099705160879,123.68719027429248,-0.0030184836965988,-0.0013343485719059,6.742018108504302,0.0095824739736678,6.751926905359739,5538.453337681334,9976.35090356246,0.0088052651771622,0.347560661618803,9.196977379100847,0.0,41.52394963927653,-152.44417462720787,-133.73676362202005,-0.012917968474042,-0.0033275632311396,-0.0013102527978198,-0.0067726226792924,0.0013024696145548,-151.5412836646855,0.029224587953514,-138.65217835712184,6.809510842418447,0.0004133035732668,-0.0034116688488847,-0.0003443227012141,3.000886825569744,0.0,2.24371440208161
0.0,6.280368924181551,0.5855878978631776,0.0012584267822411,5574.16230878485,-0.06793893292552,15.938611903258264,-0.0260124328950859,-0.0009380607664004,1.269303895303179,88.32302642418914,-0.0028163829980353,-0.001326483977976,6.939175901775834,0.0138510667659257,6.948267411729773,5484.475021622187,9976.37370620729,0.0071635534384197,0.3262558005750262,9.323833965561148,0.0,53.458800532281856,-152.06343947094575,-102.64698461484213,-0.012905337942122,-0.0072592219259839,-0.0013010161001679,-0.0065109912483013,0.0012206317522202,-151.35032741461717,0.033288193359735,-138.6525390837866,6.740741566763203,0.0004923097157232,-0.0038738314988115,-0.000170006393396,1.9622254506022057,0.0,2.3114671890861764
0.0,6.280575455389229,0.5823382906434076,0.0008066268437445,5523.368919921788,-0.1193947805433048,15.876690569123877,-0.0258530078164942,-0.0004152705497374,1.196479308711654,55.92573329787695,-0.0026098517903572,-0.0013187354656706,7.135468971310524,0.0175719491078161,7.143428511336458,5432.330168581938,9976.397182499244,0.0055626400548579,0.3070057802023717,9.453813099430278,0.0,63.95467335653755,-151.7081789095565,-73.93129840250486,-0.0128938859258285,-0.011139588546441,-0.0012927365413908,-0.0062099168714846,0.001074126543402,-151.1622847830384,0.0366832722796067,-138.65290537831666,6.673174440619103,0.0005550931816492,-0.004185617438302,6.323338946018634e-06,0.9581520094445232,0.0,2.378537596825215
