FxRL,RR,longslipRR,sideslipFR,yaw,FL,FyRR,longslipFR,sideslipRL,brake,pitchrate,vy,pitch,sideslipRR,ay,longslipFL,y,slip1,signal,RL,FxFL,az,yawrate,signal,FxFR,FyRL,vx,steeringangel,roll,slip,x,FyFL,ax,longslipRL,gas,FR,sideslipFL,FyFR,FxRR,rollrate
5205.20638746401,13.711375588009188,0.6445318416679006,0.0331828345698299,-0.0342640616003413,2.1864725206238,397.4833734777375,-0.0016577587532039,0.0367242955153278,0.0,-0.1310822991935783,0.0071747176309661,-0.0109935921544523,-0.0378260358254392,-0.0577116540801878,-0.0015190654505014,-4850.897585572616,0.0,1.2931946825454308,11.254595222102868,-153.97832075020207,-0.2296460602946861,0.0003634738058577,0.0,-150.23479717942055,-477.26433706301975,0.6583399671103305,0.0,-0.0019130721024462,0.0,4564.056690700757,1925.3731457632537,6.197798829526505,0.5045045772647576,1.145399905951365,2.182227495244072,-0.030476593443284,-1932.0924229428872,5004.871687065522,-0.0139490965820414
5297.000620788342,14.587214572422036,0.7459178140543963,0.0316194410659425,-0.0342612138024811,2.379658719436476,310.19537595161387,-0.0016363549561916,0.0344897679917313,0.0,-0.1315555822983539,0.0065290009212912,-0.0123080406626897,-0.0339903562350442,-0.0673753199921092,-0.001496393072408,-4850.897755210249,0.0,1.3798903954081716,11.689109161691771,-153.59292138899494,-0.190806771472992,0.0002137256367666,0.0,-149.64771233141082,-396.0683186740368,0.720849260196554,0.0,-0.002042673098241,0.0,4564.063618009096,1813.526803416584,6.307216494154471,0.5674074687861196,1.1379968572219172,2.3753572458800507,-0.0288051640297231,-1827.158872910398,5081.160370590915,-0.0121104106954392
5388.905653601449,15.438952660622856,0.853485902620763,0.0299700543546517,-0.0342600880265558,2.573766092744146,243.8551750073716,-0.0016149046917067,0.0324747397552784,0.0,-0.1308160665406567,0.0057998198112513,-0.0136205071959916,-0.0303828808946757,-0.0750854083945441,-0.0014764235240142,-4850.897953497941,0.0,1.4653045215288636,12.069900118687295,-153.38197572019783,-0.1443719315493413,2.4726121484867285e-05,0.0,-149.29615739478334,-334.63294505418924,0.7844558397805889,0.0,-0.0021524766550227,0.0,4564.071176401833,1702.089662693867,6.418330463723212,0.629974338450123,1.1304112409123008,2.5692949826828047,-0.0271441610740302,-1720.907256155661,5160.50456180469,-0.0100206890868518
5478.487834451277,16.267834228713845,0.9671648328984238,0.0282745847248033,-0.0342610309653754,2.768899615263237,192.7292180180815,-0.0015940192945018,0.0305855491991539,0.0,-0.1289190618421648,0.0050082398554038,-0.0149191660442521,-0.0269510465455393,-0.0809113798330288,-0.0014596714479775,-4850.89818153428,0.0,1.5493394928626347,12.403359816362286,-153.24912883602028,-0.0927445633152812,-0.0001962664430317,0.0,-149.08037974268677,-286.9846484317804,0.849162973750222,0.0,-0.0022401867180254,0.0,4564.079376852273,1591.9032475886718,6.527811044056454,0.6918676706273872,1.1226996312631596,2.7641684157722843,-0.0254890069321627,-1614.7457913453582,5239.793594219746,-0.007720800384852
5563.899654216959,17.085156513019456,1.0876687869801058,0.0265456574748487,-0.0342643578409502,2.96512051646434,155.9095200661452,-0.0015741281253363,0.0287690630762082,0.0,-0.1259547800717333,0.0041773118667324,-0.0161928736056888,-0.0236541025671414,-0.0818987979963557,-0.0014480767935275,-4850.898440210467,0.0,1.631898352437603,12.70599735318147,-153.23718041879016,-0.0395251045897494,-0.0004508008639039,0.0,-148.97497549237187,-248.84225914543248,0.9149431387150372,0.0,-0.0023040269628064,0.0,4564.088230165244,1484.3811555717075,6.633621182269296,0.7536030830284662,1.1149363182920276,2.960039301190823,-0.0238606636211384,-1509.8931068033833,5317.4550642195845,-0.0052735333992064
5644.401941512677,17.90088317221173,1.2158035852246565,0.024806096231857,-0.034270513386682,3.162570601159401,131.87120856748302,-0.0015560024661756,0.027068187649012,0.0,-0.1220116012804285,0.0033597727860299,-0.0174315237974583,-0.0204034455884285,-0.0791678772879679,-0.0014391814317292,-4850.898730005513,0.0,1.7128848730638475,12.994002557629903,-153.29582664197935,0.0167881282575246,-0.0007589143957566,0.0,-148.92755753176277,-217.4392160891993,0.9817556649034872,0.0,-0.0023428023347828,0.0,4564.097746758824,1379.964188310553,6.735182805243088,0.8159908148936809,1.1071734283923604,3.1568996040240536,-0.022268071077777,-1407.0933937841698,5393.960570128907,-0.0027222306040593
5719.483429391247,18.705492852072528,1.3508290837858947,0.023053528626015,-0.0342800346276401,3.361259500932815,112.74238747908416,-0.0015396792088383,0.0254682549170718,0.0,-0.1171462773629276,0.0025821035993091,-0.01862560961658,-0.0172045519521326,-0.0761060238781442,-0.0014326447547868,-4850.899050969583,0.0023758405933256,1.7922036770362253,13.266372032648682,-153.37881088325136,0.0718452674168124,-0.0011158311050817,0.0,-148.96994011705965,-191.18392843796613,1.0495618233276236,0.0,-0.0023557019104782,0.0023758405933256,4564.107936648578,1279.2982881262149,6.832382223094877,0.8786562211087139,1.0994286266583635,3.3547235308483856,-0.0207131012781091,-1306.618897071151,5468.896036089715,-0.0001144179520866
5788.517740668569,19.495184903083743,1.4922926588026824,0.0213199211424118,-0.0342932896522442,3.5611224770644854,95.51755487495409,-0.0015266804978239,0.0239133184415487,0.0,-0.1114403494012588,0.0018483597496606,-0.0197663471047965,-0.0141327191637139,-0.0734598606414811,-0.001428197697309,-4850.899403022979,0.001573779083717,1.869760356696304,13.526697267175036,-153.46193860377414,0.1248268563880497,-0.001499686781818,0.0,-149.15512133010105,-168.81373832323433,1.1183110398505829,0.0,-0.0023425398664698,0.001573779083717,4564.118809382738,1181.9446965276315,6.9237570952356,0.941581052770407,1.0917304411645752,3.55355343953342,-0.0191835170803568,-1208.8671223701313,5540.902198246998,0.0024781299262013
5850.905354009897,20.268252826867048,1.6398444781828514,0.0196017300215475,-0.0343104428853746,3.762098180317296,79.3096444232453,-0.0015151504596342,0.022356400496077,0.0,-0.1049832790363238,0.0011525144170597,-0.0208458182936497,-0.0112537687412027,-0.0712665518998528,-0.0014251653264421,-4850.899786104494,0.0008977807781205,1.9454615957146617,13.779337185518193,-153.5736483849419,0.1746559173555689,-0.0018913417430894,0.0,-149.41953445271125,-149.36318667865606,1.1879404669063445,0.0,-0.0023039153909854,0.0008977807781205,4564.130373913991,1088.2961290836158,7.008187944497293,1.004884586415986,1.084113010432896,3.753428978643548,-0.0176974030727506,-1114.0211756034782,5608.860966941083,0.0049756331749334
5905.952116757982,21.02368548762061,1.7931559120082463,0.0179069924403616,-0.0343314399402889,3.9640915713713194,64.00972391665726,-0.0015054634380894,0.0207539110347554,0.0,-0.0978672632839465,0.0004865719267785,-0.0218570188643115,-0.0086227426317122,-0.0713797187858085,-0.0014227919221732,-4850.900200196111,0.0003218497886309,2.0192152909508287,14.028598268762106,-153.65604093636003,0.2207986302123911,-0.0022649006380746,0.0,-149.76098982283574,-135.19422279966693,1.2583767778295358,0.0,-0.0022411995358418,0.0003218497886309,4564.142638491855,998.3333858448318,7.084696974703982,1.0687759819682234,1.076610172970366,3.95434757131866,-0.0162625649678119,-1022.1691620396756,5671.959922549381,0.0072987160780731
5953.344233031669,21.760698390723963,1.9518806762468248,0.016241073478863,-0.0343559270462198,4.166965514726202,49.83236239239535,-0.0014965082953258,0.0190606633580344,0.0,-0.0901853444908628,-0.00016357809478,-0.0227938683276022,-0.0062929799599189,-0.0706793167684955,-0.0014212495306605,-4850.900645402761,6.283005576397814,2.090930674744356,14.278645597011806,-153.7057543705919,0.2621027777625054,-0.0025902462543815,0.0,-150.17319888544077,-124.26408683190364,1.3295377437893283,0.0,-0.002156582823974,-0.000179730781772,4564.155610568409,912.781441531102,7.152616597774962,1.1335462423772438,1.069253324320058,4.156305195764278,-0.0148865019330522,-932.9391907648252,5729.444865916919,0.0093726138915981
5992.981850079139,22.478983666746927,2.1156519175066566,0.0146188603187196,-0.0343833261031378,4.370603973018417,36.97566583200964,-0.0014870625969948,0.0172910773893939,0.0,-0.0820349726932483,-0.0007902480904391,-0.0236512378056497,-0.0042619425960813,-0.0690126660570651,-0.0014218074195178,-4850.901121820753,6.282572959866228,2.1605184374867665,14.532935182338116,-153.77421790868675,0.2971707551858973,-0.0028526259864794,0.0,-150.57784185295534,-114.09054732366866,1.4013355866353006,0.0,-0.0020527693829065,-0.0006123473133579,4564.169296738302,831.451819688695,7.211776583774603,1.199507316372199,1.0620675977973268,4.359249792776105,-0.0135677166285632,-846.7621186886539,5780.738986090147,0.011160701985089
6023.626762480536,23.17845291043329,2.284108534885424,0.0130764501754318,-0.0344129819104141,4.575070266888355,25.55663523623718,-0.001480429593792,0.0154889028952593,0.0,-0.0735693282277795,-0.0013764197984167,-0.0244251870917087,-0.0025414798841362,-0.0652831099742586,-0.0014235503423367,-4850.901629393561,6.282210975378582,2.227890850320589,14.794810624038746,-153.9560295153792,0.3202245670974517,-0.0030467987038375,0.0,-151.13634235840254,-103.83234799567715,1.4736752220980645,0.0,-0.0019331808887985,-0.0009743318010036,4564.183702693219,755.9440500310291,7.260467659975356,1.266956647347333,1.0550783614812071,4.562996048028198,-0.0123853628666718,-764.2545553279568,5825.388660001346,0.0125243545812433
6037.948595946019,23.856560070209657,2.456324717920965,0.0116113067404123,-0.0344441190696041,4.780242082973312,15.853857031019292,-0.0014718394669218,0.0137173464144387,0.0,-0.0649787787863998,-0.0018909422649133,-0.0251136641971644,-0.0011948563420858,-0.0561320749701102,-0.0014232250858456,-4850.902167762845,6.281929665527678,2.292961887808206,15.072920291243376,-153.9971259276572,0.3259800911165563,-0.0031535970861819,0.0,-151.8322654220737,-93.39776486616913,1.5464277435439695,0.0,-0.0018031089145114,-0.0012556416519083,4564.198833054433,686.8353924285861,7.293113274655974,1.3368616168561689,1.0483570973063452,4.767760126527132,-0.0112655302754693,-686.5574240329806,5862.351596094133,0.0133421896946294
6036.613211916888,24.51100612810581,2.63081607419695,0.0102546945134977,-0.0344757880567645,4.985777515237009,8.10006070161601,-0.0014606397855915,0.011950951869244,0.0,-0.0564146385708296,-0.002321792043302,-0.0257162897832349,-0.0001965098777749,-0.0468935847815059,-0.0014203888221904,-4850.90273629767,6.2817253047036585,2.355647350409998,15.37850038548306,-153.89254539217842,0.3272404625586225,-0.0031646544743239,0.0,-152.36283202054457,-82.78255157059922,1.6194133241792756,0.0,-0.0016666596159882,-0.0014600024759275,4564.214690915408,621.8272351827824,7.305729800005561,1.411254105604487,1.042025108549144,4.973406103665528,-0.0101853509812827,-613.4348338295476,5884.629870284345,0.0138534069642788
6024.647142399671,25.14727524388146,2.808329900098189,0.0090060758594565,-0.0345071346233084,5.191311056866302,1.9465951283169751,-0.0014497021498869,0.0101994986803237,0.0,-0.0479442753197629,-0.002664151307713,-0.0262337498146844,0.0006175566937382,-0.0374892855497467,-0.0014158146156164,-4850.903334225482,6.281590572738357,2.415864986608093,15.711697345857957,-153.77375458460807,0.3214631675585677,-0.0031007576743919,0.0,-152.6694373425142,-72.07559745128299,1.6924459412350208,0.0,-0.0015266103304406,-0.0015947344412299,4564.231277510858,561.2437871164682,7.301919064590602,1.4906632459020068,1.036148321030629,5.179435276916147,-0.0091559077083578,-545.3134685682377,5891.799362846713,0.0140853649518835
6005.4344505698855,25.746128979035905,2.9857882870196506,0.0078288711885563,-0.0345375445875027,5.396580489458674,-3.0921213661256752,-0.0014364163964838,0.0084881949874514,0.0,-0.0395565033732127,-0.0029188017011345,-0.0266670911707643,0.0013132475994434,-0.0285727061791577,-0.0014082644733371,-4850.903960687503,6.2815161626515215,2.473534614509074,16.04447444708463,-153.47120625806338,0.3103145372883755,-0.0029860899589727,0.0,-152.67384757616475,-61.44369237416667,1.7653871986358334,0.0,-0.0013859034477619,-0.0016691445280647,4564.248592479883,503.57967230761705,7.287015493493799,1.5713693131466129,1.030678244924103,5.385388606853514,-0.0081389952023601,-481.6276446623853,5888.343391527576,0.0140050625614568
5980.486103203411,26.289199504785408,3.1594884199326594,0.006711094451501,-0.034566611301939,5.6013238347041066,-7.300409182996629,-0.0014279626251332,0.0068464281847396,0.0,-0.0312935567903975,-0.003090202397908,-0.027016988163193,0.0019035366964778,-0.0199116793697318,-0.0014043712669412,-4850.9046148103225,6.28149230029044,2.528578242756224,16.352871270747258,-153.3842498682312,0.2874840516884204,-0.0028373912026182,0.0,-152.85698813696533,-51.05455356547517,1.8381398516305776,0.0,-0.0012477618075184,-0.0016930068891463,4564.266634374507,447.8989733548789,7.26369049364923,1.6495924219489353,1.0255308264685123,5.5908979612860765,-0.0071553761984751,-420.8464604893071,5877.263417234251,0.0136191912094019
5950.436599005633,26.81994820142768,3.335022721091798,0.0056868752892607,-0.0345940509359024,5.805704358782704,-10.790543390813776,-0.0014171255786747,0.0053207719723722,0.0,-0.0233438775916866,-0.0031847386309621,-0.027285909757566,0.0023887402177582,-0.0128347438479326,-0.0013975908738707,-4850.905295737959,6.281509755544922,2.5809201905792083,16.67717113403388,-153.27636874893153,0.2593951394233929,-0.0026645379882375,0.0,-152.97803127637542,-41.17072629854367,1.9106161002080504,0.0,-0.0011148344353115,-0.001675551634664,4564.285400842884,394.8385597184568,7.232503843000274,1.7312565289691313,1.0206636546556522,5.796107182650516,-0.0062298025172981,-363.6825062275056,5859.913968045902,0.0129907207325423
5912.842244425898,27.34131145391244,3.512442517789454,0.0047277125328289,-0.0346196519330221,6.009722491043171,-13.55378820724105,-0.001407767633479,0.0039570163317303,0.0,-0.0158298737521406,-0.0032051856692223,-0.0274776194305547,0.0027381197769658,-0.0054480027216874,-0.0013911432477715,-4850.906002632963,6.281562507315421,2.6304872068067624,17.019663864422313,-153.19303536759506,0.2183611817492505,-0.0024706460358931,0.0,-153.08486041924618,-32.040227015106936,1.9827375076337344,0.0,-0.0009899291132064,-0.0016227998641655,4564.304888766144,345.23167236707826,7.191984498703276,1.8165368348895763,1.0160479913235312,6.000971568398268,-0.0053861730686098,-310.1108841125255,5836.983894452163,0.0120245538507042
5864.233578835597,27.85063448218423,3.4684344233667024,0.0038606206372872,-0.0346431295438124,6.212785270108115,-15.43849078864169,-0.0013934915923084,0.0027232645602077,0.0,-0.0088458238675079,-0.0031506708504009,-0.0275970236611269,0.0029149732694081,0.0034476130026941,-0.0013767428739763,-4850.906734613433,6.281647191497402,2.677208587665642,17.38659898340668,-152.782540986777,0.165642176879991,-0.0022414958003356,0.0,-152.94250346141217,-23.778806670506903,2.0544029119784915,0.0,-0.0008762054953014,-0.0015381156821834,4564.325094173265,299.3053261631917,7.140172245167653,1.7776294671519466,1.0117155737875965,6.20501075030961,-0.0045915393862493,-259.9182591713801,5807.09224519115,0.0108275996170168
5809.327877739821,28.350087329400825,3.395141066224158,0.0030957260182013,-0.0346641571085909,6.414976028193856,-16.398294753286155,-0.0013839232694286,0.0016013705361385,0.0,-0.0024336484325402,-0.0030332677704632,-0.027649750133058,0.0029640908976863,0.0098561236543601,-0.0013720702139021,-4850.907490807712,6.281754919271285,2.7210162931871307,17.77895582904747,-152.45540448951033,0.1133613947632062,-0.0019878408827255,0.0,-152.67159631545843,-16.341699376876413,2.125489881211003,0.0,-0.0007749444369284,-0.0014303879083014,4564.346011981503,255.6301824560656,7.076294123184454,1.7459298002938757,1.0077220300644627,6.408308384437635,-0.003830134224039,-214.3268383408554,5765.412875401601,0.0095356075059872
5752.1860296050245,28.846700995007744,3.327372635236483,0.0023838718365621,-0.0346826411638257,6.616241555843552,-16.733474437576493,-0.001375030629631,0.0005896619093343,0.0,0.0034118437131653,-0.0028675146387288,-0.0276414643989083,0.0029661469316607,0.0152016752283448,-0.0013644968134616,-4850.90827044235,6.281876951391677,2.7618450620405803,18.190333950833956,-152.2252204960971,0.0583127434150058,-0.0017358538617021,0.0,-152.42450498371653,-9.682962651480802,2.19590459800711,0.0,-0.0006871851227426,-0.001308355787909,4564.367636007811,214.7000100080884,7.005845740328685,1.7198701212201504,1.0040435859416512,6.610604704305891,-0.0031405668881967,-172.56372041482533,5715.532578611717,0.0081411232648323
5694.990440017145,29.34533611949911,3.2653118107456973,0.0017206786076536,-0.0346986711987253,6.816508380198354,-16.714223695672832,-0.001363863391667,-0.0002965834567529,0.0,0.0086779819454729,-0.0026581691626368,-0.0275778985846388,0.0029432372219252,0.0203070422181933,-0.0013550137907035,-4850.909072809598,6.282010004113077,2.799632524611902,18.615098636444397,-151.92122998335762,0.0017472826007388,-0.001496388217786,0.0,-152.10078432954327,-3.817185299250885,2.265601542388477,0.0,-0.0006137595088112,-0.0011753030665097,4564.389959412772,177.26354068536838,6.933007278877025,1.6982315509737975,1.0005935495172156,6.811771780840017,-0.002521001186304,-133.57776040658604,5661.8026910253,0.0066836156224403
5638.872347499202,29.848105473750216,3.208886318651487,0.0011213940345231,-0.0347123857630557,7.015733085104701,-16.481934007840113,-0.001354242817644,-0.0010470027599108,0.0,0.0133558785560447,-0.0024067607980416,-0.0274649066560108,0.0028994491946781,0.0250303316755833,-0.001345976107128,-4850.909897206775,6.282152600815545,2.8343193141435528,19.048918967889243,-151.6338251851154,-0.0544591992092838,-0.0012715922819025,0.0,-151.7652867044898,1.2193384906272045,2.334568028484612,0.0,-0.0005550018563495,-0.0010327063640412,4564.412975102743,142.9225170806583,6.86000328824363,1.6800764189932154,0.9972844804154825,7.011785290741495,-0.00194968713883,-97.47336803760469,5606.849191163021,0.0052187631851006
5584.514353853851,30.353817700400928,3.157545486880824,0.0005878174473949,-0.0347239459293032,7.213918419377621,-16.105116436318944,-0.0013453298683641,-0.0016593717489258,0.0,0.0174503184375591,-0.0021204225558252,-0.0273083489026878,0.0028369909516656,0.0286182959809334,-0.0013375443011871,-4850.910742973111,6.282301121302582,2.865849175751509,19.486446144286173,-151.37536821622953,-0.1096287064097521,-0.0010644469341794,0.0,-151.44869407187372,5.4095273322087225,2.402810187675858,0.0,-0.0005106833057651,-0.0008841858770047,4564.436675969002,111.05344645580628,6.788238327395237,1.6643861104831168,0.9940516750153474,7.210677731422934,-0.0014167822173412,-64.5260988171682,5551.991173491946,0.0037962568565936
