rollrate,sideslipRR,sideslipFL,az,ax,slip1,brake,ay,FxRL,FxFR,gas,steeringangel,FyFR,yaw,y,sideslipRL,roll,longslipRL,x,signal,pitchrate,FL,FxFL,longslipFL,vy,pitch,FR,sideslipFR,FyRR,longslipRR,yawrate,RL,longslipFR,slip,FyFL,signal,FyRL,vx,FxRR,RR
-0.0001080008855989,0.0,0.0,1.4877731725295662,-0.3431306652622903,0.0,0.0,-0.1072571782351639,0.0466828441670549,0.0466599402084196,85.83333333333334,0.0,0.0,-0.0342957201195726,-4850.897164652041,0.0,-1.2512815238127624e-07,2.808349639999672e-07,4564.018298359632,0.0,-2.3775753347224906e-08,1e-05,0.0466599392730696,2.808349639999672e-07,0.0,-3.9218157213248485e-05,1e-05,0.0,0.0,2.808349639999672e-07,-3.1788466794528535e-07,1e-05,2.808349639999672e-07,0.0,0.0,0.0,0.0,0.0,0.0466828417996954,1e-05
-0.0049169070171574,-0.0007722126776018,-0.0008659359744629,-0.0662153214831475,1.8496504524269235,0.0,0.0,0.0512574097733815,1538.6319089146716,-45.75853934436751,33.14209936065253,0.0,6.898517053658372,-0.0342957798154886,-4850.897164546333,-0.0002269429815789,-2.8295318894235186e-05,0.0125048836592421,4564.0183271195,0.0,-0.0071726992989191,0.013959558540463,-47.79490148057706,-0.0006030459982721,0.0002429550595765,-7.268271119580988e-05,0.0135077235372194,-0.0002758141952947,17.234463926003237,0.0126572463008556,-2.501513631808599e-06,1.0843085104833043,-0.0005803651418275,0.0,19.28668992787782,0.1398856946750655,5.691584911514616,0.0084803266374004,1547.781042113167,1.0821492862600806
-0.0084076174639042,-0.0035728718253729,-0.0038202869473151,-0.0529532694205198,2.5068722554189065,0.0,0.0,0.226238497566293,2160.194660847929,-143.0097308411693,13.735332200800713,0.0,22.3406198275947,-0.0342953813980694,-4850.8971641373855,-0.0003460450087117,-9.870035038110624e-05,0.0151775112400291,4564.018524940726,0.0,-0.0177176592202564,0.0903487521819541,-142.67254785076796,-0.0007883273147062,0.0013421038778943,-0.0002007637381622,0.0875826896486228,-0.000189873102941,130.04028188356273,0.0155116229479329,8.652054617366271e-05,1.6597031312282764,-0.0008115126330158,0.0,141.68891405228186,0.279086229288473,22.925147714078676,0.029948431608553,2188.904238464928,1.6178782327934649
-0.0094237940251302,-0.0060462942861637,-0.0061654399758784,-0.0621409015719837,3.365574223914715,0.0,0.0,0.3036920741805654,2852.7343781518143,-133.7160448131883,6.582573799509565,0.0,-105.17060895902068,-0.0342942282855102,-4850.897152129177,0.0032844182443548,-0.0001896500698494,0.0212438014522375,4564.018975598172,0.0,-0.0303478719267782,0.1919924840802111,-135.0452454907042,-0.0009892976383768,0.0040595536858499,-0.0004456339924699,0.1902302754082313,0.0045398710449359,316.0594297066287,0.021505028245282,9.938846600590508e-05,2.3213083074582053,-0.0009771130165446,0.0,325.59850928723023,0.4169197996921991,-66.09192863373893,0.0585818407665621,2866.258436408024,2.22799165023222
-0.0111916400883152,-0.0102461527971049,-0.011639642195456,-0.0571598930855985,4.45499847458934,0.0,0.0,0.0762114284338026,3755.628312343691,-150.21951475229534,3.9330729936148834,0.0,-515.9087609877957,-0.0342944842242507,-4850.8971250859295,0.0113929374904914,-0.0002914964417351,0.0314722210419008,4564.019764776292,0.0,-0.0450726348741584,0.3347454140030965,-151.66794221286358,-0.000990561343961,0.0061987708933125,-0.000828483721826,0.3312386550137135,0.0126884860808265,531.9159332351235,0.0315159869383478,-0.0001333848364594,2.9138070389199364,-0.0009944288494215,0.0,564.7974085227373,0.5527112971282275,-444.1584232271037,0.0969583089040398,3757.2159839564847,2.81166106631985
-0.0138022911314341,-0.0221796552554078,-0.0242042113844486,-0.0131890766471641,5.178920820751954,0.0,0.0,0.1266553319044624,4393.39900034095,-163.4980920660197,2.9392025374894475,0.0,-1027.3916377865942,-0.0342960881859726,-4850.89710098988,0.0202644246861872,-0.0004190908637137,0.0463311179332331,4564.020995356358,0.0,-0.0609672993093753,0.503495608713931,-163.84016655637785,-0.0012015930279786,0.0069977213080826,-0.001366499290462,0.5000697709348905,0.0213687864665752,1039.486036217684,0.0467536471596229,-0.0001434581480277,3.46327104875588,-0.0011798270208603,0.0,1139.003829387609,0.6857956149109028,-980.840723581199,0.1452857373913867,4324.111866946578,3.405921460542518
-0.0150456744798396,-0.035326442737789,-0.0347299776339619,0.0130109794452453,5.289151197040251,0.0,0.0,0.0569885053924851,4485.222985782345,-155.31949486756545,2.5631389557739546,0.0,-1726.8962934186875,-0.0342970575648906,-4850.897084316071,0.0348862568164247,-0.0005639067169827,0.0697849413618393,4564.02273953736,0.0,-0.0757845222746017,0.6861686570138249,-159.34526711001055,-0.0013820665370675,0.0081129720963427,-0.0020595364115576,0.6810193940389563,0.0361494056212147,1637.213674024706,0.0735981361711798,-6.083429364514564e-05,4.261325267536617,-0.001415329121164,0.0,1803.553339320423,0.8155209061191403,-1621.3906166854097,0.1981898695824135,4394.548107186161,4.387170998807951
-0.0165868489527141,-0.0472288314642452,-0.0352233758915762,-0.0562965161287765,5.22016495810103,0.0,0.0,0.0035704827526915,4406.746061088123,-157.2131348006164,2.423075189868372,0.0,-2125.7090765958715,-0.0342971261723923,-4850.897079050247,0.0443563595626502,-0.0007230128323127,0.1074538951086181,4564.025012505535,0.0,-0.0878689512354917,0.8663823099023078,-156.5387629415766,-0.0014280380966343,0.0084119816345176,-0.0028859610482278,0.8617924392507458,0.0344885797809724,1937.0912567608336,0.1171326250971855,7.978380119403962e-05,5.474660706748972,-0.0014497446508742,0.0,2188.012077424933,0.9412517763423162,-1988.0111473083837,0.2506266915809633,4317.482839834702,5.801179865333233
-0.0175895119391139,-0.0504152496472653,-0.0349893442000525,-0.1478258910720301,5.513129852495052,0.0,0.0,0.0317356138517409,4640.510043550532,-150.74967652383538,2.367164580721963,0.0,-2191.5909707853643,-0.0342942305434392,-4850.897090093038,0.0434692232028009,-0.0008949228924171,0.1538386841884503,4564.027812469872,0.0,-0.0982426585895953,1.0438195914631307,-154.36612063637256,-0.0015157968566283,0.0085820477049069,-0.0038226438477648,1.0398972897147305,0.0359212647704343,1717.000447209092,0.1721026131838714,0.0004404922017803,6.710425226649892,-0.0015647153725511,0.0,2259.08988533986,1.0623723958417668,-1759.124073102417,0.3042071031899576,4521.766624111161,7.254414356270356
-0.0181201516412713,-0.0527519775715283,-0.0358007937891003,-0.2055774291558514,5.710508760375754,0.0,0.0,0.0078676366144475,4802.86597705507,-153.82500863331447,2.339549924869562,0.0,-2235.1141591158857,-0.0342890767983681,-4850.897118508463,0.04569025586153,-0.0010740240866353,0.2040986980112509,4564.031163116904,0.0,-0.1075432663789498,1.2290691066814206,-156.09403132118544,-0.0015568820307516,0.0086775547417052,-0.0048571887553162,1.2243960532179452,0.037482572764491,1384.2488910089232,0.2339113525460871,0.0005398783351947,7.76604327456742,-0.0016437019417013,0.0,2264.4533560511863,1.178289515884539,-1416.016701615168,0.36038209181274,4676.787051686755,8.571935375889217
-0.0181293771284812,-0.0524206072609591,-0.0361108464018693,-0.2497813638710165,5.827299885074897,0.0,0.0,-0.0078575685972322,4892.449896656616,-153.24249284130582,2.3239425683824715,0.0,-2233.65949814759,-0.0342838211044211,-4850.897166483646,0.0463545857379567,-0.0012557739440649,0.2582881676669564,4564.035084867576,0.0,-0.1153599049920448,1.4172924439133825,-156.04296626084815,-0.0016023999950237,0.0086290734758801,-0.0059769587409868,1.412606177177754,0.0375313725904534,1097.7945357695742,0.3018200693216339,0.0005163817995849,8.67257859741691,-0.0016865729959238,0.0,2257.8375564234298,1.2884353744753825,-1135.3717907518082,0.4181489734914455,4761.853960221517,9.749645437176538
-0.0175986408102507,-0.0497885665274794,-0.0351254147379315,-0.2705705972595679,5.90998723526948,0.0,0.0,-0.0198814906578981,4961.580368277314,-154.38097865870228,2.313778087210971,0.0,-2193.2707422313047,-0.0342785792885599,-4850.89723548992,0.0448102688404224,-0.0014345252052966,0.3167299644727446,4564.039589813538,0.0,-0.1215865119213329,1.6089129785188847,-157.28635210754047,-0.0016102543943519,0.0084821604758098,-0.007166085518928,1.6040847532764644,0.0370843077690711,858.8209187576059,0.3770194959734061,0.0005340633042409,9.475089811544937,-0.0017216434622891,0.0,2213.924002437909,1.3922704772547134,-911.616554520456,0.4768818230752742,4818.156666789017,10.840870969981196
-0.0166956030342306,-0.046011574005438,-0.0336716025885451,-0.2685660987039318,5.996758560887867,0.0,0.0,-0.0361122022533547,5034.145096257717,-151.91671313186998,2.305829251294268,0.0,-2124.98460746789,-0.0342732162856292,-4850.897327137911,0.0421389190314035,-0.0016057824895724,0.3789230346371114,4564.0446865257045,0.0,-0.1262394490259854,1.8017614046549244,-155.06618015978012,-0.0015708976726635,0.0081785720625377,-0.0084089143112741,1.7973248550700025,0.0360769062991226,664.534561012948,0.4604894921474063,0.0005299504955512,10.178907245275314,-0.0016934982060627,0.0,2132.757995497343,1.4892862399417186,-729.1512061298083,0.5364383598646808,4872.263597043457,11.86709992717376
-0.0154896718725551,-0.0418852602276347,-0.032122033202248,-0.2573945610390313,6.0931634976714975,0.0,0.0,-0.0481608270361126,5116.179641194993,-151.03648782222538,2.298530679677608,0.0,-2034.011466288548,-0.0342682067589994,-4850.8974433174335,0.0392830401007122,-0.0017663785994868,0.4415943316598956,4564.050383655092,0.0,-0.1293395868005964,1.9940356236742471,-154.41695506617316,-0.0015407671705111,0.0077282054386118,-0.0096895361308754,1.9897610316371528,0.034671921579356,512.8937449678723,0.54943392311776,0.000469367135927,10.756993093645772,-0.001673273277769,0.0,2033.1140346696327,1.579007479379901,-585.7643566154129,0.5968930102913481,4934.273992502406,12.80886153211975
-0.0139490965820414,-0.0378260358254392,-0.030476593443284,-0.2296460602946861,6.197798829526505,0.0,0.0,-0.0577116540801878,5205.20638746401,-150.23479717942055,2.2912649990636056,0.0,-1932.0924229428872,-0.0342640616003413,-4850.897585572616,0.0367242955153278,-0.0019130721024462,0.5045045772647576,4564.056690700757,0.0,-0.1310822991935783,2.1864725206238,-153.97832075020207,-0.0015190654505014,0.0071747176309661,-0.0109935921544523,2.182227495244072,0.0331828345698299,397.4833734777375,0.6445318416679006,0.0003634738058577,11.254595222102868,-0.0016577587532039,0.0,1925.3731457632537,1.660994740983941,-477.26433706301975,0.6583399671103305,5004.871687065522,13.711375588009188
-0.0121104106954392,-0.0339903562350442,-0.0288051640297231,-0.190806771472992,6.307216494154471,0.0,0.0,-0.0673753199921092,5297.000620788342,-149.64771233141082,2.283841874325008,0.0,-1827.158872910398,-0.0342612138024811,-4850.897755210249,0.0344897679917313,-0.002042673098241,0.5674074687861196,4564.063618009096,0.0,-0.1315555822983539,2.379658719436476,-153.59292138899494,-0.001496393072408,0.0065290009212912,-0.0123080406626897,2.3753572458800507,0.0316194410659425,310.19537595161387,0.7459178140543963,0.0002137256367666,11.689109161691771,-0.0016363549561916,0.0,1813.526803416584,1.734846451188034,-396.0683186740368,0.720849260196554,5081.160370590915,14.587214572422036
-0.0100206890868518,-0.0303828808946757,-0.0271441610740302,-0.1443719315493413,6.418330463723212,0.0,0.0,-0.0750854083945441,5388.905653601449,-149.29615739478334,2.276248872464337,0.0,-1720.907256155661,-0.0342600880265558,-4850.897953497941,0.0324747397552784,-0.0021524766550227,0.629974338450123,4564.071176401833,0.0,-0.1308160665406567,2.573766092744146,-153.38197572019783,-0.0014764235240142,0.0057998198112513,-0.0136205071959916,2.5692949826828047,0.0299700543546517,243.8551750073716,0.853485902620763,2.4726121484867285e-05,12.069900118687295,-0.0016149046917067,0.0,1702.089662693867,1.8002008843530102,-334.63294505418924,0.7844558397805889,5160.50456180469,15.438952660622856
-0.007720800384852,-0.0269510465455393,-0.0254890069321627,-0.0927445633152812,6.527811044056454,0.0,0.0,-0.0809113798330288,5478.487834451277,-149.08037974268677,2.268534545822799,0.0,-1614.7457913453582,-0.0342610309653754,-4850.89818153428,0.0305855491991539,-0.0022401867180254,0.6918676706273872,4564.079376852273,0.0,-0.1289190618421648,2.768899615263237,-153.24912883602028,-0.0014596714479775,0.0050082398554038,-0.0149191660442521,2.7641684157722843,0.0282745847248033,192.7292180180815,0.9671648328984238,-0.0001962664430317,12.403359816362286,-0.0015940192945018,0.0,1591.9032475886718,1.8567379344983332,-286.9846484317804,0.849162973750222,5239.793594219746,16.267834228713845
-0.0052735333992064,-0.0236541025671414,-0.0238606636211384,-0.0395251045897494,6.633621182269296,0.0,0.0,-0.0818987979963557,5563.899654216959,-148.97497549237187,2.2607702333260207,0.0,-1509.8931068033833,-0.0342643578409502,-4850.898440210467,0.0287690630762082,-0.0023040269628064,0.7536030830284662,4564.088230165244,0.0,-0.1259547800717333,2.96512051646434,-153.23718041879016,-0.0014480767935275,0.0041773118667324,-0.0161928736056888,2.960039301190823,0.0265456574748487,155.9095200661452,1.0876687869801058,-0.0004508008639039,12.70599735318147,-0.0015741281253363,0.0,1484.3811555717075,1.9041806831810315,-248.84225914543248,0.9149431387150372,5317.4550642195845,17.085156513019456
-0.0027222306040593,-0.0204034455884285,-0.022268071077777,0.0167881282575246,6.735182805243088,0.0,0.0,-0.0791678772879679,5644.401941512677,-148.92755753176277,2.253006975721404,0.0,-1407.0933937841698,-0.034270513386682,-4850.898730005513,0.027068187649012,-0.0023428023347828,0.8159908148936809,4564.097746758824,0.0,-0.1220116012804285,3.162570601159401,-153.29582664197935,-0.0014391814317292,0.0033597727860299,-0.0174315237974583,3.1568996040240536,0.024806096231857,131.87120856748302,1.2158035852246565,-0.0007589143957566,12.994002557629903,-0.0015560024661756,0.0,1379.964188310553,1.9422967558420887,-217.4392160891993,0.9817556649034872,5393.960570128907,17.90088317221173
-0.0001144179520866,-0.0172045519521326,-0.0207131012781091,0.0718452674168124,6.832382223094877,0.0023758405933256,0.0,-0.0761060238781442,5719.483429391247,-148.96994011705965,2.2452620387163176,0.0,-1306.618897071151,-0.0342800346276401,-4850.899050969583,0.0254682549170718,-0.0023557019104782,0.8786562211087139,4564.107936648578,0.0,-0.1171462773629276,3.361259500932815,-153.37881088325136,-0.0014326447547868,0.0025821035993091,-0.01862560961658,3.3547235308483856,0.023053528626015,112.74238747908416,1.3508290837858947,-0.0011158311050817,13.266372032648682,-0.0015396792088383,0.0023758405933256,1279.2982881262149,1.9708994599769205,-191.18392843796613,1.0495618233276236,5468.896036089715,18.705492852072528
0.0024781299262013,-0.0141327191637139,-0.0191835170803568,0.1248268563880497,6.9237570952356,0.001573779083717,0.0,-0.0734598606414811,5788.517740668569,-149.15512133010105,2.2375638034590923,0.0,-1208.8671223701313,-0.0342932896522442,-4850.899403022979,0.0239133184415487,-0.0023425398664698,0.941581052770407,4564.118809382738,0.0,-0.1114403494012588,3.5611224770644854,-153.46193860377414,-0.001428197697309,0.0018483597496606,-0.0197663471047965,3.55355343953342,0.0213199211424118,95.51755487495409,1.4922926588026824,-0.001499686781818,13.526697267175036,-0.0015266804978239,0.001573779083717,1181.9446965276315,1.9898486995551616,-168.81373832323433,1.1183110398505829,5540.902198246998,19.495184903083743
0.0049756331749334,-0.0112537687412027,-0.0176974030727506,0.1746559173555689,7.008187944497293,0.0008977807781205,0.0,-0.0712665518998528,5850.905354009897,-149.41953445271125,2.229946354420446,0.0,-1114.0211756034782,-0.0343104428853746,-4850.899786104494,0.022356400496077,-0.0023039153909854,1.004884586415986,4564.130373913991,0.0,-0.1049832790363238,3.762098180317296,-153.5736483849419,-0.0014251653264421,0.0011525144170597,-0.0208458182936497,3.753428978643548,0.0196017300215475,79.3096444232453,1.6398444781828514,-0.0018913417430894,13.779337185518193,-0.0015151504596342,0.0008977807781205,1088.2961290836158,1.999051661210958,-149.36318667865606,1.1879404669063445,5608.860966941083,20.268252826867048
0.0072987160780731,-0.0086227426317122,-0.0162625649678119,0.2207986302123911,7.084696974703982,0.0003218497886309,0.0,-0.0713797187858085,5905.952116757982,-149.76098982283574,2.222443510223153,0.0,-1022.1691620396756,-0.0343314399402889,-4850.900200196111,0.0207539110347554,-0.0022411995358418,1.0687759819682234,4564.142638491855,0.0,-0.0978672632839465,3.9640915713713194,-153.65604093636003,-0.0014227919221732,0.0004865719267785,-0.0218570188643115,3.95434757131866,0.0179069924403616,64.00972391665726,1.7931559120082463,-0.0022649006380746,14.028598268762106,-0.0015054634380894,0.0003218497886309,998.3333858448318,1.998463268842781,-135.19422279966693,1.2583767778295358,5671.959922549381,21.02368548762061
0.0093726138915981,-0.0062929799599189,-0.0148865019330522,0.2621027777625054,7.152616597774962,6.283005576397814,0.0,-0.0706793167684955,5953.344233031669,-150.17319888544077,2.2150866590952822,0.0,-932.9391907648252,-0.0343559270462198,-4850.900645402761,0.0190606633580344,-0.002156582823974,1.1335462423772438,4564.155610568409,0.0,-0.0901853444908628,4.166965514726202,-153.7057543705919,-0.0014212495306605,-0.00016357809478,-0.0227938683276022,4.156305195764278,0.016241073478863,49.83236239239535,1.9518806762468248,-0.0025902462543815,14.278645597011806,-0.0014965082953258,-0.000179730781772,912.781441531102,1.988086404396152,-124.26408683190364,1.3295377437893283,5729.444865916919,21.760698390723963
0.011160701985089,-0.0042619425960813,-0.0135677166285632,0.2971707551858973,7.211776583774603,6.282572959866228,0.0,-0.0690126660570651,5992.981850079139,-150.57784185295534,2.2079009316611136,0.0,-846.7621186886539,-0.0343833261031378,-4850.901121820753,0.0172910773893939,-0.0020527693829065,1.199507316372199,4564.169296738302,0.0,-0.0820349726932483,4.370603973018417,-153.77421790868675,-0.0014218074195178,-0.0007902480904391,-0.0236512378056497,4.359249792776105,0.0146188603187196,36.97566583200964,2.1156519175066566,-0.0028526259864794,14.532935182338116,-0.0014870625969948,-0.0006123473133579,831.451819688695,1.9679718937478736,-114.09054732366866,1.4013355866353006,5780.738986090147,22.478983666746927
0.0125243545812433,-0.0025414798841362,-0.0123853628666718,0.3202245670974517,7.260467659975356,6.282210975378582,0.0,-0.0652831099742586,6023.626762480536,-151.13634235840254,2.2009116950096788,0.0,-764.2545553279568,-0.0344129819104141,-4850.901629393561,0.0154889028952593,-0.0019331808887985,1.266956647347333,4564.183702693219,0.0,-0.0735693282277795,4.575070266888355,-153.9560295153792,-0.0014235503423367,-0.0013764197984167,-0.0244251870917087,4.562996048028198,0.0130764501754318,25.55663523623718,2.284108534885424,-0.0030467987038375,14.794810624038746,-0.001480429593792,-0.0009743318010036,755.9440500310291,1.9382182577609128,-103.83234799567715,1.4736752220980645,5825.388660001346,23.17845291043329
0.0133421896946294,-0.0011948563420858,-0.0112655302754693,0.3259800911165563,7.293113274655974,6.281929665527678,0.0,-0.0561320749701102,6037.948595946019,-151.8322654220737,2.19419043071146,0.0,-686.5574240329806,-0.0344441190696041,-4850.902167762845,0.0137173464144387,-0.0018031089145114,1.3368616168561689,4564.198833054433,0.0,-0.0649787787863998,4.780242082973312,-153.9971259276572,-0.0014232250858456,-0.0018909422649133,-0.0251136641971644,4.767760126527132,0.0116113067404123,15.853857031019292,2.456324717920965,-0.0031535970861819,15.072920291243376,-0.0014718394669218,-0.0012556416519083,686.8353924285861,1.898971229729261,-93.39776486616913,1.5464277435439695,5862.351596094133,23.856560070209657
0.0138534069642788,-0.0001965098777749,-0.0101853509812827,0.3272404625586225,7.305729800005561,6.2817253047036585,0.0,-0.0468935847815059,6036.613211916888,-152.36283202054457,2.1878584419088893,0.0,-613.4348338295476,-0.0344757880567645,-4850.90273629767,0.011950951869244,-0.0016666596159882,1.411254105604487,4564.214690915408,0.0,-0.0564146385708296,4.985777515237009,-153.89254539217842,-0.0014203888221904,-0.002321792043302,-0.0257162897832349,4.973406103665528,0.0102546945134977,8.10006070161601,2.63081607419695,-0.0031646544743239,15.37850038548306,-0.0014606397855915,-0.0014600024759275,621.8272351827824,1.8504230415763363,-82.78255157059922,1.6194133241792756,5884.629870284345,24.51100612810581
