RL,sideslipFR,yaw,RR,steeringangel,FR,longslipRL,sideslipRR,yawrate,rollrate,ay,FxFR,longslipFL,FxFL,FxRR,longslipFR,slip,FyRR,FyRL,brake,signal,FxRL,signal,x,ax,vx,FyFL,gas,slip1,FyFR,az,y,FL,roll,longslipRR,sideslipFL,pitch,pitchrate,sideslipRL,vy
1e-05,0.0,-0.0342957201195726,1e-05,0.0,1e-05,2.808349639999672e-07,0.0,-3.1788466794528535e-07,-0.0001080008855989,-0.1072571782351639,0.0466599402084196,2.808349639999672e-07,0.0466599392730696,0.0466828417996954,2.808349639999672e-07,0.0,0.0,0.0,0.0,0.0,0.0466828441670549,0.0,4564.018298359632,-0.3431306652622903,0.0,0.0,25.034722222222225,0.0,0.0,1.4877731725295662,-4850.897164652041,1e-05,-1.2512815238127624e-07,2.808349639999672e-07,0.0,-3.9218157213248485e-05,-2.3775753347224906e-08,0.0,0.0
1.0843085104833043,-0.0002758141952947,-0.0342957798154886,1.0821492862600806,0.0,0.0135077235372194,0.0125048836592421,-0.0007722126776018,-2.501513631808599e-06,-0.0049169070171574,0.0512574097733815,-45.75853934436751,-0.0006030459982721,-47.79490148057706,1547.781042113167,-0.0005803651418275,0.0,17.234463926003237,5.691584911514616,0.0,0.1398856946750655,1538.6319089146716,0.0,4564.0183271195,1.8496504524269235,0.0084803266374004,19.28668992787782,9.656160060648183,0.0,6.898517053658372,-0.0662153214831475,-4850.897164546333,0.013959558540463,-2.8295318894235186e-05,0.0126572463008556,-0.0008659359744629,-7.268271119580988e-05,-0.0071726992989191,-0.0002269429815789,0.0002429550595765
1.6597031312282764,-0.000189873102941,-0.0342953813980694,1.6178782327934649,0.0,0.0875826896486228,0.0151775112400291,-0.0035728718253729,8.652054617366271e-05,-0.0084076174639042,0.226238497566293,-143.0097308411693,-0.0007883273147062,-142.67254785076796,2188.904238464928,-0.0008115126330158,0.0,130.04028188356273,22.925147714078676,0.0,0.279086229288473,2160.194660847929,0.0,4564.018524940726,2.5068722554189065,0.029948431608553,141.68891405228186,3.9759577932155263,0.0,22.3406198275947,-0.0529532694205198,-4850.8971641373855,0.0903487521819541,-9.870035038110624e-05,0.0155116229479329,-0.0038202869473151,-0.0002007637381622,-0.0177176592202564,-0.0003460450087117,0.0013421038778943
2.3213083074582053,0.0045398710449359,-0.0342942282855102,2.22799165023222,0.0,0.1902302754082313,0.0212438014522375,-0.0060462942861637,9.938846600590508e-05,-0.0094237940251302,0.3036920741805654,-133.7160448131883,-0.0009892976383768,-135.0452454907042,2866.258436408024,-0.0009771130165446,0.0,316.0594297066287,-66.09192863373893,0.0,0.4169197996921991,2852.7343781518143,0.0,4564.018975598172,3.365574223914715,0.0585818407665621,325.59850928723023,1.87292043034694,0.0,-105.17060895902068,-0.0621409015719837,-4850.897152129177,0.1919924840802111,-0.0001896500698494,0.021505028245282,-0.0061654399758784,-0.0004456339924699,-0.0303478719267782,0.0032844182443548,0.0040595536858499
2.9138070389199364,0.0126884860808265,-0.0342944842242507,2.81166106631985,0.0,0.3312386550137135,0.0314722210419008,-0.0102461527971049,-0.0001333848364594,-0.0111916400883152,0.0762114284338026,-150.21951475229534,-0.000990561343961,-151.66794221286358,3757.2159839564847,-0.0009944288494215,0.0,531.9159332351235,-444.1584232271037,0.0,0.5527112971282275,3755.628312343691,0.0,4564.019764776292,4.45499847458934,0.0969583089040398,564.7974085227373,1.0811081842441164,0.0,-515.9087609877957,-0.0571598930855985,-4850.8971250859295,0.3347454140030965,-0.0002914964417351,0.0315159869383478,-0.011639642195456,-0.000828483721826,-0.0450726348741584,0.0113929374904914,0.0061987708933125
3.432328713633866,0.0218594866180233,-0.0342960681483069,3.371064901763171,0.0,0.4999995754605292,0.0459637192494131,-0.0216675374903171,-0.0001352281610353,-0.0132419385374401,0.1014441891085154,-163.242720109033,-0.0011939743352613,-163.89542237726826,4327.820700585036,-0.0011807720696475,0.0,1031.5078624684834,-989.2098621136448,0.0,0.6857956149109028,4384.695305468389,0.0,4564.020995349983,5.172904983998276,0.1452840525338716,1129.0513997921337,0.770644944812476,0.0,-1035.9552657348013,0.0057524181270075,-4850.897101103787,0.5035174364788415,-0.0004172035472204,0.0462689655680193,-0.0236156562239666,-0.001366214488407,-0.0608587400101279,0.0206900231095357,0.0069475746042185
4.001647180461046,0.036238215441751,-0.0342967745266403,4.064169630107933,0.0,0.679838028982341,0.0653720899844506,-0.0343661680086872,-2.721915665248607e-05,-0.0134271106296769,-0.0106145947122723,-154.94301185350457,-0.0013414589585078,-158.43855260027627,4414.335059229709,-0.0014203335670501,0.0,1634.2953875839446,-1663.4210502252156,0.0,0.8155209061191403,4468.495271568582,0.0,4564.022739195045,5.291945510038666,0.1981578018865079,1756.5240556741967,0.64605413688989,0.0,-1749.0788655829986,0.0363468322786251,-4850.897087546605,0.6856336754856203,-0.0005505529040946,0.0677165106425213,-0.0335777550826143,-0.0020546063553719,-0.0749163469201882,0.0348941352711806,0.0074978956740912
4.722353558098448,0.0339959358115617,-0.0342968252985617,4.932636100088918,0.0,0.8594715708451103,0.091323042393546,-0.0445985683543392,4.365714982543813e-05,-0.0135930714102226,-0.0506153242575159,-155.621002803302,-0.0013831859772619,-155.39137353265298,4286.425768454796,-0.0014054544045197,0.0,2045.7535061657736,-2123.088134236324,0.0,0.9412517763423162,4373.468780076935,0.0,4564.025011559051,5.183983845090611,0.2505712379429182,2133.3001179271405,0.59845700019256,0.0,-2122.6694476319285,-0.0089114951459136,-4850.897092148636,0.8633580460260899,-0.0006862734781303,0.0974944436624197,-0.0339433287157366,-0.0028647268495125,-0.0855006802998061,0.0435162223161168,0.0071548755903011
5.341022618124863,0.0349855159780955,-0.0342947935944838,5.741660894225966,0.0,1.0321761526873832,0.118715584897421,-0.0457060923087479,0.0003242037693586,-0.0132064762937799,-0.0432700396072509,-148.22659168102777,-0.0014303211197627,-151.22509026802356,4460.612446227661,-0.0015118129839448,0.0,1948.525431483387,-2031.5745527791485,0.0,1.0623723958417668,4557.899897429241,0.0,4564.027807385395,5.432918776271156,0.3035268918410629,2181.7074427743546,0.5776122312755442,0.0,-2173.237354925334,-0.0889594813909123,-4850.897118729065,1.0363642354681886,-0.0008203142897882,0.1312675506016157,-0.0331863531206659,-0.0037664094618861,-0.0937556456650407,0.0418451862199777,0.0067450305658079
5.732991560212374,0.0356794331823848,-0.0342905260798132,6.350296991458754,0.0,1.211574222961639,0.1431702007822235,-0.0479074008839377,0.0004993432482061,-0.0127173307255468,-0.0644231760222142,-151.76587364732444,-0.0014716625650293,-153.31832040895316,4622.362094322157,-0.0015527264353905,0.0,1684.7008802649416,-1777.417061610604,0.0,1.178289515884539,4729.16142276486,0.0,4564.031146189717,5.643561633570191,0.3589459822877825,2175.575556218193,0.5631734485218473,0.0,-2188.680137257185,-0.1511412102369529,-4850.897168946101,1.214872938404424,-0.0009497786919623,0.1643509462367847,-0.0338219401780958,-0.0047433574619435,-0.1007453682579663,0.0421291847659733,0.0061421108565594
6.005325977281809,0.0354475251589619,-0.0342848801999828,6.856302758205718,0.0,1.3945398192020722,0.1661535474480472,-0.0483688192117231,0.000614728335818,-0.011838074597336,-0.0680197569679904,-151.95934052875285,-0.0015059770702641,-153.90098407294877,4718.30976290667,-0.0015964445282091,0.0,1424.5519154875412,-1514.8539041045094,0.0,1.2884353744753825,4831.113904893835,0.0,4564.03504885836,5.7714207574920176,0.4160708757669633,2155.106207793371,0.5522534876801213,0.0,-2169.065927659583,-0.1883103363171342,-4850.897245175499,1.3973085557088525,-0.0010725555121995,0.1981973115832698,-0.0336728235853444,-0.0057838118449216,-0.1065697207448301,0.0415992219735343,0.0054601565518798
6.22070385333009,0.0346016634042743,-0.0342780700740714,7.3162448542979694,0.0,1.581644117623552,0.1886603959278187,-0.0466429104224079,0.0007323118324753,-0.0105620317633268,-0.072593440025894,-153.46236669690074,-0.0015194986128004,-155.33339143456757,4787.275266203608,-0.0016163972036461,0.0,1184.9778363056305,-1279.961505317422,0.0,1.3922704772547134,4905.587672267079,0.0,4564.039528646849,5.863099612002399,0.4742738874482361,2100.5678149661544,0.5436482431814976,0.0,-2118.798314288306,-0.2076353138924208,-4850.8973482236415,1.5833620369303232,-0.0011841818254609,0.234114207101161,-0.0325907467772408,-0.0068759745129041,-0.1112014284366517,0.0396078585686505,0.0047325563467278
6.387387216324013,0.0332903508917386,-0.0342703303152687,7.741703691522565,0.0,1.7715239420382336,0.21085072080318,-0.0435012684563662,0.0007988464642857,-0.0089957988355627,-0.0791570799207136,-151.75336919814842,-0.0014774082188194,-153.83594172374012,4850.682405576307,-0.0015759736823139,0.0,975.839021737843,-1070.2290453810558,0.0,1.4892862399417186,4976.384542135217,0.0,4564.044595015965,5.952484874409645,0.5333603207986148,2015.2902076526543,0.5361928139617147,0.0,-2040.7883982624037,-0.2126199257817833,-4850.897478995596,1.7721635984092328,-0.0012813941452353,0.2729339626428472,-0.0310883509781137,-0.0080079342869537,-0.1146557304259615,0.0368840346808239,0.0039501214093119
6.50150102356153,0.0317554106426282,-0.0342621464837789,8.131139505123459,0.0,1.9611375812823053,0.2313784639378493,-0.039963660170564,0.0008337980840216,-0.0072597960777669,-0.0912720175624972,-151.43199463232182,-0.0014515935049841,-153.55009252464754,4916.6021739088055,-0.0015547238018785,0.0,796.1146458089975,-900.082697503361,0.0,1.579007479379901,5050.552532429801,0.0,4564.050256843035,6.043460171646792,0.5933376036233932,1912.8567925833377,0.5291083707333352,0.0,-1944.5555631456289,-0.2033816915675501,-4850.89763839154,1.9609722979322024,-0.0013618857355363,0.3134216566252953,-0.0295034837001203,-0.0091682030087049,-0.1169824710708928,0.0339634213148022,0.0030915996531897
6.560460175869354,0.0301230550479251,-0.0342535756913371,8.483651203208533,0.0,2.1512363072672884,0.2484722631766137,-0.0366955006166758,0.000879343615697,-0.0054429845838666,-0.1000805627736864,-150.9244962572968,-0.0014346121446303,-153.13102972848458,4985.875808317101,-0.0015348237418578,0.0,650.5554179787105,-765.5563775596343,0.0,1.660994740983941,5128.541021804552,0.0,4564.056523222332,6.138947765242552,0.6542435380165728,1805.544771498246,0.5220526024226939,0.0,-1839.373667229876,-0.1826046894170598,-4850.8978276686685,2.1501487588248165,-0.0014245531875662,0.3543864664453394,-0.0279370709302608,-0.0103457096154083,-0.1182176736454858,0.0310039850597813,0.0021325912819522
6.564970112295099,0.0284796292058915,-0.0342444355162739,8.799195998167612,0.0,2.342133246451215,0.2611931380929175,-0.0337873756323432,0.0009446941106795,-0.0035589708411631,-0.1060038769056195,-150.5490881998742,-0.0014175010244842,-152.70559823614445,5057.7790337009565,-0.0015121413082281,0.0,536.7950396239582,-660.1268273269003,0.0,1.734846451188034,5207.824538060235,0.0,4564.063403640622,6.2366452865702,0.716111769316294,1696.9943862830871,0.5149046231375369,0.0,-1731.7059754618856,-0.1515043825350324,-4850.8980479936345,2.340024603926369,-0.0014686629502723,0.3951733729098723,-0.0263653614069606,-0.0115296972463914,-0.1183875795830785,0.0281767351793306,0.0011016873643537
6.51365957204589,0.0268051234941326,-0.0342345610106148,9.0714784791625,0.0,2.5338445760049626,0.2685243093653744,-0.0311852578371565,0.0010251140714466,-0.0016418029036382,-0.1102536083926637,-150.3473496327421,-0.0014037121254204,-152.41643637545778,5131.538789608679,-0.0014914310670988,0.0,448.9179367150215,-578.363893397009,0.0,1.8002008843530102,5285.730489019419,0.0,4564.070907810149,6.335018787540461,0.7789578423645543,1589.7495134426065,0.5076493777621529,0.0,-1624.5576226380788,-0.1154997840798561,-4850.898300284818,2.530648132384896,-0.0014937268909717,0.434778957922975,-0.0248168573923606,-0.0127095590976207,-0.117504128424297,0.0254975991504322,1.8370984178445743e-05
6.421650093659155,0.0251352537432914,-0.0342237732233438,9.309297890993337,0.0,2.726465751617684,0.2705674534591429,-0.0288243643680537,0.0011255405387306,0.0002847672732929,-0.1127662526582374,-150.2591517349325,-0.0013930017797733,-152.22057718099074,5205.031911445512,-0.0014740719817338,0.0,380.5814395773757,-514.6553133574879,0.0,1.8567379344983332,5361.13127031568,0.0,4564.079045449909,6.431341005518133,0.8427732753179374,1484.7761106150097,0.5003223642251907,0.0,-1518.905687429689,-0.0738603347250292,-4850.898585259612,2.7221135307369977,-0.0014995412746182,0.4731461723373788,-0.0232833715172012,-0.0138750780170278,-0.1156284894460298,0.0229281153297323,-0.0010972110309181
6.299020804798192,0.023465581623022,-0.0342118791745275,9.518833182306189,0.0,2.9200547230687284,0.2673370361988221,-0.0266528641695451,0.001244766166809,0.0021832425808618,-0.1142354956506545,-150.2736340039357,-0.00138521770836,-152.07952630204915,5276.946015981365,-0.001459295403749,0.0,326.48043857362524,-463.9199497684661,0.0,1.9041806831810315,5433.167091588298,0.0,4564.087826082855,6.524436607540982,0.907534157601492,1382.806350920462,0.4929638577656071,0.0,-1415.72750248407,-0.0292137510945432,-4850.89890347225,2.914479665962153,-0.0014862158210728,0.5101909538632348,-0.0217821814015006,-0.0150166572479237,-0.1128188895513166,0.0204251155278816,-0.0022343361423045
