longslipFR,longslipRR,ax,steeringangel,signal,sideslipFR,az,rollrate,FyRL,vy,y,FyFL,longslipRL,FL,pitch,roll,longslipFL,yawrate,sideslipRL,FxFR,RR,FxRL,FyRR,slip1,sideslipRR,FxRR,brake,FxFL,sideslipFL,FyFR,x,gas,RL,slip,FR,pitchrate,ay,yaw,vx,signal
-0.001552352890593,0.1599430011821987,5.722730561947857,0.0,0.311854054462346,0.0344867270640492,-0.1466588273433159,-0.0100265102959455,-1780.814036780794,0.0044036793335163,-4850.897278766561,2117.2303313860352,0.1318460513997885,1.3863792057325457,-0.0056873693793119,-0.0009977447863946,-0.0014676235890253,0.0006966985202387,0.0388262592952017,-151.19061842800755,5.780388965262802,4785.103087275728,1665.118857391815,0.0,-0.0467837668308255,4680.126334404865,0.0,-152.4709168271039,-0.0328670319139651,-2138.762026431863,4564.035017541432,0.4493701150011577,5.016552083016485,0.0,1.3845828586863067,-0.1028172298376478,-0.0860038085005474,-0.0342853176277981,0.4144192835354486,0.0
-0.0015721961954206,0.1840484283533211,5.823303498999742,0.0,0.3421334698836779,0.0335528368170351,-0.1661128642774242,-0.0087695549641413,-1553.3821797424157,0.0035268955654352,-4850.8973925954615,2063.186586415361,0.1434402921099234,1.5692339236397836,-0.0067383344398936,-0.0010914007529233,-0.0014874627691984,0.0009060966422131,0.0363978550502617,-152.60859433405344,6.07095788058368,4868.859421656111,1440.663800229686,0.0,-0.0457440997732846,4754.805604921104,0.0,-154.17569473221656,-0.0317779685338366,-2082.291156012558,4564.039477777927,0.4408130399915428,5.07393839115522,0.0,1.5690573265921386,-0.1068018285635964,-0.0857029295526444,-0.0342771789989985,0.4721727041517195,0.0
-0.0015316043372811,0.2095228925930879,5.9181989285351015,0.0,0.3721170399606197,0.0322245055397161,-0.1742895048013237,-0.0073059625719734,-1341.728697881265,0.002602420763514,-4850.897535297769,1976.694997053091,0.1533341514196279,1.7556691706460517,-0.0078234132215943,-0.0011711077493316,-0.0014409203159757,0.0011074689874773,0.0332824197264679,-151.50844428614843,6.334405656272719,4943.486649343125,1218.7826429689487,0.0,-0.0433909883433666,4824.826436764191,0.0,-152.8908902874035,-0.0302441072294104,-2003.106459568213,4564.0445204207645,0.4332729492776133,5.090880034578474,0.0,1.757055706239377,-0.1097543718150653,-0.0978624151397064,-0.0342670155773805,0.5308805447863265,0.0
-0.0015112927523166,0.2352784645455939,6.011144664444212,0.0,0.4017718148246574,0.0306314370247056,-0.1691101099196491,-0.0057524132797518,-1154.8114769121505,0.0015811395157523,-4850.897708098879,1875.142367490224,0.160509405875273,1.9422290122824304,-0.008932606745935,-0.0012357174724084,-0.0014214724033842,0.0012991208376325,0.029879126206013,-151.40101811252802,6.567589363180678,5019.061815420015,1027.718638376088,0.0,-0.0406885468325896,4894.030782095319,0.0,-152.91725051360984,-0.0286985692678998,-1905.732277648855,4564.05015488038,0.4260991132550743,5.06591422553589,0.0,1.945231793640824,-0.1117268893866468,-0.1034102863601491,-0.034254870683077,0.5905225161179096,0.0
-0.0014934644898522,0.260174086353953,6.104922194945105,0.0,0.4310648941818102,0.0290334298279903,-0.1530120857908374,-0.0041016501572969,-1005.0923605028134,0.0005114429457481,-4850.897911954627,1768.5167020370438,0.1633893836149818,2.1295432995014942,-0.0100562337173635,-0.0012842136245221,-0.0014059615256052,0.0014878755639647,0.0266411659812873,-150.9895143417274,6.769686454113424,5094.472934234893,871.2531351745803,0.0,-0.0379404840012731,4964.249523086868,0.0,-152.60961949234868,-0.0271171130280391,-1800.2276907220862,4564.056390472153,0.4190186812258188,4.997021901054508,0.0,2.1340953868500585,-0.1127404536400149,-0.1099446019100063,-0.0342408529276703,0.6510967702412709,0.0
-0.0014732170547488,0.2837122415081091,6.199028526455658,0.0,0.4599634651360572,0.0274153286216647,-0.1278743718109231,-0.0024379109296625,-891.6944383672875,-0.0006272782795203,-4850.898147719712,1660.786841854999,0.1614419309319896,2.3176981085091,-0.011184800168893,-0.0013160563182627,-0.0013901103073864,0.0017030529173338,0.0235242515210404,-150.71919138874102,6.942090894503377,5169.319131179183,746.2748550456503,0.0,-0.0354843179623793,5035.534821772061,0.0,-152.2298131877873,-0.0255797772865299,-1693.987957054909,4564.063236544121,0.4119230642374734,4.888991077110468,0.0,2.3238983992211755,-0.1128113435340348,-0.1191065896655095,-0.0342248236836645,0.7126064611950063,0.0
-0.0014559682047642,0.3054384739890229,6.292753900705431,0.0,0.4884348405096212,0.0257816613080022,-0.095659518276532,-0.0008208213163309,-808.6368748140846,-0.0018474287098428,-4850.898416465093,1555.989429573818,0.1542527155429937,2.5066230845532336,-0.0123089603422216,-0.0013314878314465,-0.0013778851611151,0.001974922236426,0.0204397334453071,-150.64779641039794,7.085783614654152,5242.991423028806,649.1494033848007,0.0,-0.0334344578988237,5107.451777488881,0.0,-151.9377860583629,-0.0240927352663549,-1587.883797213508,4564.0707024428,0.404774701545417,4.746477572435085,0.0,2.514690994349164,-0.1119548754166717,-0.1276233470098695,-0.0342063571076019,0.775053122320826,0.0
-0.0014420845552369,0.3249574740341553,6.384681493902971,0.0,0.5164464976208782,0.0241548392930029,-0.058102279853416,0.0006994767353518,-752.2109996148477,-0.0031522415065455,-4850.898719274932,1454.2090020042865,0.1415006216457385,2.696294155486784,-0.0134195512202273,-0.0013312266193149,-0.0013688699158746,0.0023304069591549,0.0173071442440817,-150.66237343056773,7.202113342266429,5314.737751260082,575.1228925725694,0.0,-0.0317894555650307,5178.334739690115,0.0,-151.68877722037553,-0.0226385260975475,-1483.9300667174546,4564.078797452446,0.397579387738728,4.574047100133017,0.0,2.7065705645413924,-0.1101921445682864,-0.1377151269476866,-0.0341847323920627,0.8384267442523092,0.0
-0.0014310519829368,0.3419493393292343,6.474068178301657,0.0,0.543966117479201,0.022536490147357,-0.0170349441785506,0.0020689220173478,-716.3110263225753,-0.0045537674195633,-4850.899057321353,1356.3875099461752,0.1228242547910468,2.886676499189792,-0.0145076644095004,-0.0013165646650788,-0.0013619751702215,0.0027940806402376,0.0140436427802513,-150.77665727044766,7.293200114771682,5384.475082501075,519.798431603628,0.0,-0.0305388702508139,5247.143396876233,0.0,-151.4701216555368,-0.021218458550159,-1382.0187514978077,4564.087530665101,0.3903588110608659,4.374596712826607,0.0,2.8996078835434465,-0.1075523577689616,-0.1465970089454318,-0.034158973420285,0.9027063144358156,0.0
-0.0014222742600366,0.3560095996275279,6.571327534797079,0.0,0.570961624354616,0.0209403051760696,0.0217744186582765,0.0032850873575835,-688.9463331718183,-0.0060345179238478,-4850.899431726396,1261.78005986951,0.0976685159264774,3.077761804417171,-0.0155647375846149,-0.0012890755879511,-0.0013587842016378,0.0033539756501774,0.0107008558201458,-150.9398492091911,7.359896802648363,5468.359942918874,479.2970629985328,0.0,-0.0295779106000713,5313.32395019749,0.0,-151.34505402826264,-0.0198201341879574,-1283.145663496511,4564.096910900294,0.3831376336747186,4.148007754760841,0.0,3.093810435070769,-0.104078758735956,-0.1431352123871674,-0.0341279946840883,0.9678658350271192,0.0
-0.001456007897773,0.3738059597063378,6.864538262508575,0.0,0.5974012256787418,0.0189678350167605,0.0544256798375549,0.0043385588118889,-692.975178936222,-0.0075847468752271,-4850.899843437866,1177.6425470704935,0.0483987984103659,3.272354931748972,-0.0165834982481852,-0.0012502287928846,-0.0014339672846128,0.0036081168157296,0.0077893726481225,-153.6609280415799,7.484623837793377,5874.213383349828,446.0424587256884,6.275821611824617,-0.0283624661519175,5377.609393662543,0.0,-155.56709238980224,-0.018914583698759,-1181.1588613454842,4564.106949529357,0.3745942596999604,3.698253458234491,-0.0073636953549693,3.290644768458439,-0.1000340124848472,-0.1536833920731614,-0.0340924611273733,1.034690500962045,0.0
