yaw,FxFR,x,RL,yawrate,FyFL,signal,FxFL,ay,FyFR,RR,signal,FxRL,FyRR,longslipFL,sideslipRR,gas,steeringangel,vx,ax,pitch,longslipRL,longslipFR,az,vy,y,FL,FxRR,sideslipFR,FR,longslipRR,sideslipRL,slip1,rollrate,brake,FyRL,roll,sideslipFL,slip,pitchrate
-0.0130087780268511,-152.7496447672401,9975.997996404089,7.628564324133937,0.0005198406436459,2213.957350998191,0.0,-155.2716309323906,-0.0400985284503532,-2215.1832406612352,8.626960609909323,0.0,4873.025193487188,1182.248724046439,-0.0015626107726348,-0.0506830329529626,0.7595281752030331,-0.0001410999112403,0.4176759856227373,5.8113084806129525,-0.0059166347097114,0.2223808582949561,-0.0016540227640402,-0.2266973656932864,0.0072720914054142,-138.64689932431546,1.4109360895956442,4750.367637118246,0.036825408780659,1.4068620365999027,0.2614608295242583,0.0450400467148696,0.0,-0.0152102499746955,0.0,-1243.416765123398,-0.0011882193627267,-0.0350764841803295,0.0,-0.1121071069366043
-0.0130034714067231,-153.87401973895146,9976.002496002156,8.10780659550131,0.0005426208909535,2164.1957974105458,0.0,-156.43176043014944,-0.051370507747211,-2168.5951511103654,9.37484838061088,0.0,4942.368087918659,949.2972712922208,-0.0015673748862421,-0.0480663317593084,0.7508440525001726,-0.0001973207382421,0.4762660255889078,5.897091336404199,-0.0070685347627496,0.2631199483884864,-0.0016790522962064,-0.2481783472402644,0.0068099973460635,-138.64688771287527,1.600399455779505,4810.709401000026,0.0361506985961149,1.596527965813309,0.3173832069361231,0.0433678795941196,0.0,-0.0141074005410131,0.0,-1022.5533014102364,-0.0013345550461409,-0.0339619213285972,0.0,-0.117485387918956
-0.0129979474374336,-151.81887029074534,9976.007586297002,8.500140161478836,0.0005557640026629,2078.2479062565817,0.0,-154.4529167376772,-0.0664764416400438,-2093.703816054352,10.06028851270754,0.0,5013.2495581365365,754.1771287262139,-0.00152747171869,-0.0444466139666066,0.7434273034992385,-0.0002578460911536,0.5356904204669068,5.984247314965388,-0.0082661965941259,0.3047478310489429,-0.0016439095333835,-0.2500075814505824,0.006204860498815,-138.64688918070857,1.7913697275734215,4867.687007327191,0.0349094288284587,1.7882158068666896,0.3781118649518358,0.0405237793424467,0.0,-0.0127269217104985,0.0,-839.827455870133,-0.0014682269400672,-0.0324565722938638,0.0,-0.1214272624296429
-0.0129924641124835,-151.18853095647077,9976.013275919566,8.817119949660537,0.0005381454849661,1976.5005511265863,0.0,-153.9724915520565,-0.0763915919758951,-1997.7072404354471,10.702072806429666,0.0,5091.866979205323,596.5843926757077,-0.0014978427505773,-0.0405949053815311,0.736356176080235,-0.0003125885944239,0.5959978451529773,6.077403991938847,-0.0094959408537169,0.3460132876885538,-0.0016196932936632,-0.2361649095250111,0.0054690960863552,-138.64690530032058,1.9820669172121992,4930.717669187444,0.033384186521345,1.9794527906952872,0.4428428801841998,0.0374856551973802,0.0,-0.0111015580673355,0.0,-690.4907666578148,-0.0015867711303577,-0.0308698436833421,0.0,-0.1240487174009432
-0.012987304335778,-150.540096772504,9976.019574155936,9.063558745703064,0.0004935005541067,1866.650952510605,0.0,-153.55016792436865,-0.0846676874831709,-1892.779094044068,11.305104553896436,0.0,5175.766633839618,473.28149052052,-0.0014770143294795,-0.0368595740560077,0.7292338388544252,-0.0003487294288069,0.6572667924350868,6.177775534363035,-0.010745007224017,0.3852208583820718,-0.0016004516835144,-0.2093930285485485,0.0046475225913411,-138.64693721660856,2.173006373460003,5000.7091043702885,0.0317993533456601,2.1708645789206127,0.5106099148838341,0.0347056676238576,0.0,-0.0092304592343316,0.0,-573.6989455373977,-0.0016876786573075,-0.0292074183325843,0.0,-0.1254263618753326
-0.0129827466953076,-149.97924172435623,9976.026490983382,9.231433042920171,0.0004217873160489,1754.610516366014,0.0,-153.08505710946804,-0.0923303738651767,-1785.0160176252227,11.856138219342986,0.0,5261.178331421049,378.355897752491,-0.0014555534242293,-0.0333829307307419,0.7219484636815419,-0.000351322789306,0.7195535945246453,6.282005686992072,-0.0120010783331803,0.4207099866326296,-0.0015744494540737,-0.1720628584393081,0.0037487672568812,-138.64698585972417,2.364614354785353,5075.366040931805,0.0301212294519287,2.3629125987639266,0.579971006752914,0.0321938943625987,0.0,-0.0071775097700284,0.0,-484.5230873523408,-0.0017688150165634,-0.027551161850484,0.0,-0.1255688422887746
-0.0129789892629234,-149.72484858983776,9976.034036741994,9.332074749026695,0.0003368010284426,1642.9906145328196,0.0,-152.83562691352213,-0.0977713395161148,-1675.9671975759095,12.358826499562326,0.0,5345.459162801506,305.5377860655604,-0.0014379265289064,-0.0301717373373803,0.7145135649301009,-0.0003031094135931,0.7828815099656898,6.386910705779598,-0.0132520318574612,0.4519552921733972,-0.0015509314678943,-0.1290018473614743,0.002790315254889,-138.6470520401673,2.556974278782454,5152.571735751644,0.0283914319544643,2.5556598460194846,0.6504194188979464,0.0298600498939976,0.0,-0.0049852163101807,0.0,-416.4772168372712,-0.001828635030331,-0.0259063885100353,0.0,-0.1245406376613164
-0.0129761197924728,-149.59562072397995,9976.04222180489,9.38702914465816,0.0002457649084874,1533.7963973555554,0.0,-152.67175394326142,-0.1012878932289756,-1567.8410014710068,12.828752593265028,0.0,5427.450118023571,248.9345540438224,-0.0014239166014477,-0.0271785322772447,0.7069827904859147,-0.0001849565074146,0.8472450915703914,6.489872976345429,-0.0144867058921426,0.4793752813114795,-0.0015297223405356,-0.0804772805362159,0.0017893817236998,-138.6471363879309,2.750247622979905,5229.532636270856,0.0266432310375707,2.7493054441565845,0.7223946750375125,0.0276362559720977,0.0,-0.0026877035775108,0.0,-363.2751196863287,-0.0018659229720058,-0.0242806273803922,0.0,-0.1224322113078579
-0.0129741720820483,-149.5585663406534,9976.051056347718,9.40498221196864,0.0001527062223128,1427.0437488362077,0.0,-152.5659819935493,-0.1032452226018797,-1461.6341733618904,13.269909795328866,0.0,5505.344988910463,204.0750927750119,-0.001413526931876,-0.0243547345840583,0.6994133309774279,2.014583281239371e-05,0.9126175945938964,6.589109205651434,-0.0156946567392729,0.502831273458331,-0.0015109538607532,-0.0291718929957795,0.0007647292135799,-138.6472393435406,2.944480625319637,5304.849563448784,0.0248898215840116,2.9439081345802176,0.7957667050760551,0.0254740529610042,0.0,-0.0003270338023623,0.0,-320.2756193039022,-0.0018798469908069,-0.0226761896413583,0.0,-0.1193080076566392
-0.0129731592496423,-149.61398222908315,9976.060550167662,9.391906113838152,5.9976001239413096e-05,1323.815052722974,0.0,-152.52156171328642,-0.103506623783247,-1357.7216958225088,13.682607636610449,0.0,5578.306733606673,167.87413662983104,-0.0014056759404607,-0.0216775691694864,0.6918514692659535,0.0003253092683155,0.978958606105002,6.684030614611981,-0.0168660834804558,0.522108741974722,-0.0014943348276724,0.0228270305123928,-0.000268712284289,-138.6473611825286,3.139694460016341,5378.369239936427,0.0231295900273755,3.139478068216828,0.8701496915708127,0.0233469183150083,0.0,0.0020485251056445,0.0,-284.38993929854627,-0.0018700478701516,-0.0211060137429676,0.0,-0.1152339416489817
