y,slip,ay,signal,FyRR,RL,brake,FL,gas,pitchrate,rollrate,FyFL,roll,FyRL,RR,FxRR,sideslipFR,longslipRR,longslipFL,x,yaw,FyFR,steeringangel,vx,sideslipRR,ax,longslipRL,sideslipFL,FxFR,FR,signal,pitch,longslipFR,az,sideslipRL,FxFL,FxRL,slip1,yawrate,vy
-4850.897690368048,0.0,-0.0845358790156552,0.0,473.27867325857056,9.06361534801358,0.0,2.1729859693677622,0.7292338305099552,-0.1254263466350634,-0.0092227077030255,1866.765852626252,-0.0016874545041888,-573.7014703671683,11.305048201726054,5000.720479584852,0.0317971782195595,0.5106088387927804,-0.0014770521137592,4564.056649118667,-0.0342626865923385,-1892.6697792827488,0.0,0.6572667984370733,-0.0368593468240248,6.177775910315549,0.3852225340529914,-0.0292094578323127,-150.5424649247832,2.1708853748717223,3.2620836244765616,-0.0107450068242855,-0.0016004050351205,-0.2093931487598576,0.0347058554764526,-153.5478529424689,5175.755012849269,0.0,0.0005002030498306,0.0046534571389951
-4850.897886081269,0.0,-0.0922333049700757,0.0,378.3563470347772,9.23151833938948,0.0,2.3645909968696643,0.7219484519893536,-0.1255688287259884,-0.0071689911853765,1754.6829976598262,-0.0017685083853379,-484.5208695924237,11.856053116158582,5075.38210335681,0.0301206158435924,0.5799684820908876,-0.0014555693675983,4564.063563348274,-0.0342580549838139,-1784.9449951776355,0.0,0.719553605419575,-0.0333831762077145,6.282006310471774,0.4207133924920819,-0.0275516437448932,-149.9807649565176,2.362936347334629,3.479724272889841,-0.012001077785694,-0.0015744267176241,-0.1720628654865268,0.0321936124874164,-153.08348948009623,5261.162237112793,0.0,0.0004296871640381,0.003755790800391
-4850.898112699154,0.0,-0.0977523907113574,0.0,305.54329947966863,9.3321990617516,0.0,2.5569500366661013,0.7145135489418816,-0.12454063157522,-0.0049771532224935,1642.9776485477412,-0.0018282444175783,-416.46718850648654,12.35870221460812,5152.592914503145,0.028393597215261,0.65041435958616,-0.0014379123033875,4564.071105993971,-0.034254214828473,-1675.9753250884312,0.0,0.7828815272887449,-0.0301727917272939,6.386911316692421,0.4519615297675612,-0.0259041248034276,-149.7247338009381,2.55568438901814,3.694233404331863,-0.0132520312100126,-0.0015509466266065,-0.1290018272397657,0.0298589710332158,-152.83557180522834,5345.437933981892,0.0,0.0003452425817956,0.0027977976891147
-4850.898371081235,0.0,-0.1014085552007216,0.0,248.94696455064363,9.38720326180168,0.0,2.750225975150442,0.706982776426329,-0.1224322193859776,-0.0026820788588547,1533.6395369405634,-0.0018654631308578,-363.2537269337834,12.82857852583867,5229.5584284100505,0.0266496314188171,0.7223856512457034,-0.0014238711625952,4564.0792874128165,-0.0342512632981004,-1567.9841591759575,0.0,0.847245113104769,-0.0271808086229838,6.489873240681735,0.4793857305204861,-0.0242741903688213,-149.59310768740443,2.749327139847843,3.90541797506326,-0.0144867052556552,-0.001529786818362,-0.0804773675165647,0.027633978036793,-152.67415824084205,5427.424167292923,0.0,0.00025354830351,0.0017961485645925
-4850.898661899818,0.0,-0.1035773272409853,0.0,204.09620624319496,9.405214635696108,0.0,2.944466859389867,0.6994133246336408,-0.1193080416132989,-0.000326696613395,1426.6767920087389,-0.0018793572787567,-320.2388826056846,13.269677461975007,5304.878248507634,0.0249019494724261,0.795752055144801,-0.0014134571834282,4564.088117768227,-0.0342492497994017,-1461.9721518652393,0.0,0.9126176160558036,-0.0243587019989373,6.589108794068796,0.5028473950616266,-0.0226641461713716,-149.55179934850227,2.9439216664726104,4.1130879332249055,-0.0156946563151618,-0.0015110602439402,-0.0291712516889362,0.0254701189257005,-152.5726105993515,5505.316057145925,0.0,0.0001579666664548,0.0007689207842734
-4850.898985661486,0.0,-0.1041269310360119,0.0,167.9054821396932,9.392200210791149,0.0,3.139696171230157,0.6918514745089778,-0.1152340089927158,0.0020399000413528,1323.169094778283,-0.0018696006735328,-284.333841587629,13.682313585425142,5378.39770973998,0.0231489247877131,0.8701277654944558,-0.0014055456388213,4564.09760684847,-0.0342482099510702,-1358.3271916856172,0.0,0.9789586216754737,-0.0216836816441046,6.68402969818739,0.5221317645700012,-0.0210868814311956,-149.60308322268537,3.139476063255477,4.317056389871754,-0.0168660835726125,-0.0014944970198396,0.0228258195662652,0.0233408849319963,-152.53289408421716,5578.278267089312,0.0,6.013605326362268e-05,-0.0002696839412748
-4850.899342688595,-0.0013048315984525,-0.1030827571112935,0.0,138.28605330658252,9.353787618917618,0.0,3.33592041400969,0.6843232830208466,-0.1102854276932006,0.0043742654080261,1222.8856964241522,-0.0018363163162735,-253.51918766056784,14.06498096795056,5449.727799967001,0.0214056175812768,0.944935139590464,-0.0013997893472251,4564.1077639955065,-0.034248128904055,-1257.3796221310106,0.0,1.046223669069257,-0.0191509678179214,6.774037742093706,0.5370945805010253,-0.0195435673205175,-149.735092595171,3.335996759070485,4.517139787160284,-0.0179918948583726,-0.0014804152884477,0.0742134102537367,0.021238371640944,-152.528827316592,5645.831701474387,6.281880475581134,-3.3734929649303135e-05,-0.0013017355655989
-4850.899733130878,-0.0021303935195938,-0.0999082023506428,0.0,114.07853790165044,9.295068761026666,0.0,3.533125597890796,0.6768562604226925,-0.1045444913102936,0.0066335121818512,1126.485037186842,-0.0017800718823413,-226.45468572423013,14.416721684168085,5517.749569564781,0.0196846424702,1.0195704564044636,-0.0013958172301499,4564.11859804394,-0.0342489493306818,-1159.1215863959994,0.0,1.1143590302966546,-0.016763869295667,6.8580616001950645,0.5476489542598292,-0.018035127451849,-149.97066356689453,3.533488868198968,4.713158063538156,-0.01906379240132,-0.0014683392218054,0.1237772463031699,0.0191659118186225,-152.54816265794847,5707.476051409556,6.281054913659992,-0.0001200719090291,-0.0023122817912316
-4850.90015692748,-0.0028199745405873,-0.0941626121631757,0.0,96.66259054150656,9.220863550993204,0.0,3.731282356216679,0.6694796069565531,-0.098097314190245,0.0087895053442663,1033.319004043627,-0.0017017822041805,-202.29549440471388,14.736984696077297,5581.771948275419,0.0180064027262901,1.093413405030303,-0.0013934186979846,4564.130117226885,-0.0342506074971006,-1064.3375132489432,0.0,1.183301494571772,-0.0145044933151214,6.93528158692252,0.5537907339844017,-0.0165549276623804,-150.23323843184565,3.731927181185577,4.90493481578747,-0.0200743241715477,-0.0014577374424277,0.1706688278631554,0.0171516031399192,-152.63102856371455,5762.626462758715,6.280365332638999,-0.000204086101623,-0.0032784261128326
-4850.900613779395,-0.0033806746640379,-0.0878750133137117,0.0,82.90813491145326,9.135976102024864,0.0,3.9303835249526298,0.6622196086446338,-0.0910341035764388,0.0108086127256371,943.8111763526242,-0.0016026527659291,-180.5665281020717,15.025188505469346,5641.384216088375,0.0163639009842517,1.1657957183102006,-0.0013916007962706,4564.1423290991925,-0.0342531364369414,-972.8010895547668,0.0,1.2529806122830305,-0.012360239574484,7.005090230847391,0.5556254145297959,-0.0151237390784949,-150.56070694746342,3.931240310839781,5.092297457775744,-0.0210169192649597,-0.0014482359268471,0.2136981166183423,0.0152204764717499,-152.73320860722933,5810.779728981341,6.279804632515549,-0.0002930294739583,-0.0041821648483301
-4850.901103242112,-0.0038258553927972,-0.0817945862924541,0.0,70.8246197806073,9.045185841782311,0.0,4.130359215512879,0.6551005515610036,-0.0834531672851475,0.0126396686075203,858.2280050717186,-0.0014842959933514,-160.7974541741993,15.28078896561635,5695.917821336798,0.0147808760843373,1.2360235608814647,-0.0013908030509707,4564.155240474415,-0.0342565410239952,-884.7125589257588,0.0,1.3233194550016625,-0.0103560919722951,7.067036973684411,0.5533721666296307,-0.0137428801858865,-150.91354232292483,4.131387974028746,5.275077375771785,-0.0218859419726158,-0.0014390361300025,0.2526576412309603,0.0133618468143554,-152.82709661398684,5851.523431295695,6.279359451786789,-0.0003781205783392,-0.0050148914466018
-4850.9016248156295,-0.0041735766351177,-0.0766158069000477,0.0,59.82032940443023,8.952904598717497,0.0,4.331178082083244,0.6481494441813442,-0.0754889927252974,0.0141421678590935,777.3631754887232,-0.0013492792281086,-142.39015690255238,15.503750187833582,5744.5445657481305,0.0133161017429455,1.3034547600480968,-0.0013922947780745,4564.168857349482,-0.0342607532318578,-802.2625621286539,0.0,1.3942325775560769,-0.0085447539107119,7.120002599986769,0.5473316190953692,-0.012462594091862,-151.41435440630858,4.332281347199404,5.453110080186673,-0.0226769189818833,-0.0014313574435324,0.2819990704699816,0.0115488845257631,-152.98607586649013,5884.365156546672,6.279011730544468,-0.0004549911899999,-0.0057776085183976
-4850.902177935604,-0.0044284756659507,-0.0659190896164928,0.0,49.9600319502137,8.866108885627643,0.0,4.532933298782197,0.6414207772153538,-0.0673096547639549,0.0151250784965712,704.3683832807225,-0.0012020315867295,-125.01283453548736,15.693084658695168,5786.6035706290695,0.0117835692798886,1.3673034866859637,-0.0013934405291791,4564.183184775751,-0.0342656097152846,-722.6603362141799,0.0,1.4656105774108896,-0.0070067171800077,7.159094494882828,0.5382558647823206,-0.0113624917352121,-151.99171580758406,4.533957064810347,5.626235353603281,-0.0233869581104653,-0.0014208729545145,0.2989553628885738,0.0098329923086382,-153.14773044415637,5903.419714078359,6.278756831513635,-0.0005018871541091,-0.0064559275739077
-4850.902761672408,-0.0045784177498445,-0.0518528946251252,0.0,41.49820704088455,8.797912639258556,0.0,4.735183871718744,0.6350161184995465,-0.059069541978736,0.0157905406538266,637.3680256526062,-0.0010469713052367,-108.10178969588095,15.844609349519269,5818.301233650046,0.0103866686678337,1.4260558497595408,-0.0013918107134369,4564.198226509458,-0.0342705229655795,-645.1251365357089,0.0,1.537300019650434,-0.0057809349406447,7.18081925336254,0.5279238058596105,-0.0102607519526803,-152.6529399172893,4.736485101593579,5.7942973949611405,-0.0240147126178975,-0.0014117340448257,0.3035410651894136,0.0081597062727555,-153.09957472197584,5906.529549700795,6.278606889429741,-0.0004698217032894,-0.0070104378089751
-4850.903374816263,-0.0046363995584513,-0.0393236404483587,0.0,34.395648142334984,8.752767013468688,0.0,4.937579784026055,0.6290232863789781,-0.0508752081212624,0.0162381485646936,573.5911090516458,-0.0008863943960559,-91.28764211116804,15.961928250961144,5834.396850523418,0.0091582543401794,1.479486453580427,-0.0013881406631555,4564.213984648401,-0.0342747071118369,-573.9959156244158,0.0,1.6091234532405143,-0.0047589523692141,7.185052863484321,0.5172307321070632,-0.0091739989678053,-153.06246706719344,4.939590830061442,5.957144959766875,-0.0245602833276274,-0.0014014494181186,0.3041051924987634,0.00653726868546,-153.02974417313294,5898.209843385996,6.278548907621135,-0.0003689599399534,-0.0074385565069301
-4850.90401620797,-0.0046252837640755,-0.028523087609743,0.0,28.253344762126414,8.727361607826593,0.0,5.139928474095602,0.6234422633773867,-0.0427807292303675,0.0164139717270579,512.3244498566676,-0.0007228131048019,-74.49871519973098,16.051753230128767,5838.288411690925,0.0080123725598976,1.5280268776653392,-0.0013837314300903,4564.230459630415,-0.034277681216225,-508.7274551296585,0.0,1.680927640159188,-0.0038447875273778,7.176591954620134,0.5061107234887806,-0.008116809933224,-153.29965468821285,5.142788814409822,6.11463149620404,-0.0250244049031256,-0.0013909921731456,0.2968512734576567,0.0049783447722964,-152.94970660959171,5882.027373055807,6.278560023415511,-0.0002363542853628,-0.0077580927362648
-4850.904684795224,-0.0045605252559101,-0.018503755977913,0.0,22.78627873345612,8.718330174456685,0.0,5.342109992755798,0.6182074105034074,-0.0348581990233565,0.0163129896018649,453.86373753990114,-0.000559007781567,-57.93514389452388,16.117956607980446,5833.826469308376,0.0069295866498046,1.5716760989662504,-0.0013790823938379,4564.247650619386,-0.0342792677545669,-447.3797280144432,0.0,1.7526013473393591,-0.0030155112064047,7.15883905334426,0.4944440132794289,-0.0071178065824469,-153.4592991698833,5.345802756005302,6.266615277019866,-0.0254084655429903,-0.0013808530047958,0.2826785096280625,0.0035137629217452,-152.857033482106,5859.832101898562,6.278624781923676,-9.452779380455593e-05,-0.0079806491909024
-4850.905379553864,-0.0044503854464687,-0.0087588778974982,0.0,17.881238782033783,8.724159221373059,0.0,5.544030772694834,0.6132519698515673,-0.0271801209890731,0.0159582609575284,398.7152165333628,-0.0003976313798263,-41.88133338532052,16.16257282112673,5823.132037806669,0.0059215424515428,1.6102145022803849,-0.0013741547790925,4564.265555855618,-0.0342794236474428,-389.4913758633632,0.0,1.824060680678784,-0.0022727554016213,7.133596141106804,0.4823352508269494,-0.0061823951660263,-153.5796348345907,5.548502619342123,6.412959527070217,-0.0257145885312557,-0.0013711621940125,0.2623924937914562,0.0021663881021461,-152.75394898050533,5832.475439090716,6.278734921733117,4.904071457688824e-05,-0.0081093629347011
-4850.906099452895,-0.0043010713815682,-0.0003972753602232,0.0,13.524129923824356,8.744617942824739,0.0,5.745618119228219,0.6085323472850476,-0.0198253445432699,0.0153455677412791,347.0647336698005,-0.00024114098632,-26.591491759581057,16.187086691923223,5807.06927465997,0.0049907056720977,1.6434135647535493,-0.0013699208676871,4564.284172847761,-0.0342781448154764,-335.26944446068904,0.0,1.895234657854525,-0.001627883984353,7.101757357075299,0.4700918893448987,-0.0053121965930982,-153.70918346278407,5.750820237447682,6.553532546407986,-0.0259456133560518,-0.0013627594332158,0.2291964988474701,0.0009562633672344,-152.6840208551042,5800.068596786046,6.278884235798018,0.0001923910223557,-0.0081460372440246
-4850.90684343168,-0.0041156451205114,0.0095318557571929,0.0,9.840676461152247,8.783256219965885,0.0,5.946865663863211,0.604054034695095,-0.0129032106787758,0.0143780255100249,299.49418161965133,-9.27431471861903e-05,-12.43157797453123,16.19145812873166,5785.975648199618,0.0041205193526631,1.6708726981817537,-0.0013624069943561,4564.303498398581,-0.0342753975297719,-284.262584712943,0.0,1.9660414160372608,-0.0011255472175858,7.059506068684557,0.458734618065823,-0.0045242591647016,-153.7744628173469,5.952763681571273,6.688207828804164,-0.0261054283794897,-0.0013533195887472,0.1921177466959003,-9.819780796360628e-05,-152.52494545364877,5757.953315920517,6.279069662059075,0.0003452710888675,-0.0080881451854583
-4850.907610376892,-0.003898965634824,0.0200510962342951,0.0,6.97244636762608,8.847417699043662,0.0,6.147179047070796,0.5998522177377543,-0.0064799092416087,0.0132285268439665,255.1833923350013,4.4777067754341134e-05,0.8564339720248451,16.173110299840282,5757.868875124702,0.0033533343889596,1.6165082620168965,-0.0013600145128188,4564.323528410924,-0.034270984175202,-237.04305497832223,0.0,2.0363821578128785,-0.0007850826854694,7.007528283737452,0.4275298155349677,-0.0037675732253563,-153.64582581601155,6.153880787586822,6.816864175594904,-0.026198683418206,-0.0013487187736074,0.1410049284819706,-0.0010531548306163,-152.10987239367682,5707.052267667252,6.279286341544762,0.0005230718991926,-0.0079378195526738
-4850.908399227928,-0.003660634267348,0.0284880717042146,0.0,4.913146766620504,8.935909128194341,0.0,6.346592279165185,0.5959556768842519,-0.000590117709488,0.011982377067829,213.11033908664325,0.0001702960600215,13.977469663675723,16.13690019277665,5718.815906899093,0.0026686894677735,1.523612119539206,-0.0013455394639552,4564.344257800709,-0.0342647429627389,-194.4453782066436,0.0,2.106152491286383,-0.0005498288688655,6.945528887572843,0.394253463716539,-0.0030551044397995,-153.36148447037974,6.354143282079396,6.939385804752136,-0.0262306525239149,-0.0013300040988287,0.0908175802619689,-0.0018994535426171,-151.83341494809508,5652.018019768013,6.279524672912238,0.0007048167984081,-0.0077088288180244
-4850.90920900126,-0.0034059620393643,0.03662258083396,0.0,3.353515904835977,9.041598582652664,0.0,6.54509680821603,0.5923321294099655,0.0047678627546968,0.0106463428811863,174.1898209707771,0.0002828281573963,27.00917863629241,16.09028218856003,5672.678652526494,0.0020225827755822,1.4357822388176302,-0.0013387510291899,4564.365680561661,-0.0342567980137181,-155.13468281195586,0.0,2.175276353251351,-0.000342526982076,6.878452870695386,0.3660816978388657,-0.0024191681406242,-153.02869720261788,6.553291117428055,7.05566245507958,-0.0262066424850019,-0.0013213801790758,0.0384882522737268,-0.0026239376215283,-151.5021565461836,5595.883018294191,6.279779345140222,0.0008632714644107,-0.0074085784982878
-4850.9100387090175,-0.003135256628975,0.0446439217622212,0.0,2.038340008178631,9.158386349820136,0.0,6.742672333274417,0.5889007480898368,0.0095845208947177,0.0092677672207341,138.66372152570435,0.0003817241681688,39.565637931052336,16.037309458634486,5623.413523155494,0.0014274191988496,1.35311593849335,-0.001332023835094,4564.387790170538,-0.0342474463969435,-118.4437644188966,0.0,2.243718736684604,-0.0001410064951165,6.809531437311278,0.3416885011762317,-0.0018407102477198,-152.73645142531822,6.751291778964849,7.165589485440381,-0.0261320217969381,-0.0013124245196318,-0.0148808438216075,-0.0032087255037235,-151.25139609456647,5540.087741793812,6.280050050550611,0.0009888225870476,-0.0070349429244637
-4850.910887348598,-0.0028501961468636,0.0519315659873337,0.0,0.8447358452736541,9.282461436012545,0.0,6.939313440777143,0.5855868118831243,0.0138528919313756,0.0078908032265829,106.00496836420628,0.0004668131570227,51.16014578983582,15.979861527342653,5573.27892019,0.0008903400131786,1.2754489812907046,-0.0013245019644645,4564.410579921711,-0.0342370296231166,-84.56085372900807,0.0,2.311471808243515,5.5623184907737504e-05,6.740779349601239,0.3202055987661427,-0.0013066346674524,-152.41797969956514,6.948148448092814,7.269067968927066,-0.0260122471697853,-0.0013029695031759,-0.0678677438688562,-0.003648707594642,-150.99632682142277,5485.410089209868,6.280335111032723,0.0010796744978002,-0.0065891864197437
-4850.911753975226,-0.0025552630485055,0.057894844429229,0.0,-0.2626715103077118,9.411336908318107,0.0,7.135020699227325,0.5823369012892018,0.0175734689691245,0.0065439820611918,75.70945992848353,0.0005382812864343,61.39888682426962,15.919024254922096,5523.379812745775,0.0004130821982349,1.2024979938876632,-0.0013168853123911,4564.434043118136,-0.0342258970452685,-53.68241179864763,0.0,2.378542664366783,0.0002421664788647,6.673229311549697,0.3010293366363787,-0.0008092853865189,-152.12468929810896,7.143895603910814,7.366004781889085,-0.0258528054628383,-0.0012946101546927,-0.1193200210858921,-0.0039503386585458,-150.7492720175684,5432.392795390876,6.2806300441310805,0.0011354102862313,-0.0060797670229166
