y,slip,ay,signal,FyRR,RL,brake,FL,gas,pitchrate,rollrate,FyFL,roll,FyRL,RR,FxRR,sideslipFR,longslipRR,longslipFL,x,yaw,FyFR,steeringangel,vx,sideslipRR,ax,longslipRL,sideslipFL,FxFR,FR,signal,pitch,longslipFR,az,sideslipRL,FxFL,FxRL,slip1,yawrate,vy
-4850.897164652041,0.0,-0.1072571782351639,0.0,0.0,1e-05,0.0,1e-05,32.1875,-2.3775753347224906e-08,-0.0001080008855989,0.0,-1.2512815238127624e-07,0.0,1e-05,0.0466828417996954,0.0,2.808349639999672e-07,2.808349639999672e-07,4564.018298359632,-0.0342957201195726,0.0,0.0,0.0,0.0,-0.3431306652622903,2.808349639999672e-07,0.0,0.0466599402084196,1e-05,0.0,-3.9218157213248485e-05,2.808349639999672e-07,1.4877731725295662,0.0,0.0466599392730696,0.0466828441670549,0.0,-3.1788466794528535e-07,0.0
-4850.897164546333,0.0,0.0512574097733815,0.0,17.234463926003237,1.0843085104833043,0.0,0.013959558540463,12.419211743377245,-0.0071726992989191,-0.0049169070171574,19.28668992787782,-2.8295318894235186e-05,5.691584911514616,1.0821492862600806,1547.781042113167,-0.0002758141952947,0.0126572463008556,-0.0006030459982721,4564.0183271195,-0.0342957798154886,6.898517053658372,0.0,0.0084803266374004,-0.0007722126776018,1.8496504524269235,0.0125048836592421,-0.0008659359744629,-45.75853934436751,0.0135077235372194,0.2399640016199652,-7.268271119580988e-05,-0.0005803651418275,-0.0662153214831475,-0.0002269429815789,-47.79490148057706,1538.6319089146716,0.0,-2.501513631808599e-06,0.0002429550595765
-4850.8971641373855,0.0,0.226238497566293,0.0,130.04028188356273,1.6597031312282764,0.0,0.0903487521819541,5.12411948836373,-0.0177176592202564,-0.0084076174639042,141.68891405228186,-9.870035038110624e-05,22.925147714078676,1.6178782327934649,2188.904238464928,-0.000189873102941,0.0155116229479329,-0.0007883273147062,4564.018524940726,-0.0342953813980694,22.3406198275947,0.0,0.029948431608553,-0.0035728718253729,2.5068722554189065,0.0151775112400291,-0.0038202869473151,-143.0097308411693,0.0875826896486228,0.4797120518355567,-0.0002007637381622,-0.0008115126330158,-0.0529532694205198,-0.0003460450087117,-142.67254785076796,2160.194660847929,0.0,8.652054617366271e-05,0.0013421038778943
-4850.897152129177,0.0,0.3036920741805654,0.0,316.0594297066287,2.3213083074582053,0.0,0.1919924840802111,2.4269972973580844,-0.0303478719267782,-0.0094237940251302,325.59850928723023,-0.0001896500698494,-66.09192863373893,2.22799165023222,2866.258436408024,0.0045398710449359,0.021505028245282,-0.0009892976383768,4564.018975598172,-0.0342942282855102,-105.17060895902068,0.0,0.0585818407665621,-0.0060462942861637,3.365574223914715,0.0212438014522375,-0.0061654399758784,-133.7160448131883,0.1902302754082313,0.7190283935840883,-0.0004456339924699,-0.0009771130165446,-0.0621409015719837,0.0032844182443548,-135.0452454907042,2852.7343781518143,0.0,9.938846600590508e-05,0.0040595536858499
-4850.8971250859295,0.0,0.0762114284338026,0.0,531.9159332351235,2.9138070389199364,0.0,0.3347454140030965,1.4166334559534974,-0.0450726348741584,-0.0111916400883152,564.7974085227373,-0.0002914964417351,-444.1584232271037,2.81166106631985,3757.2159839564847,0.0126884860808265,0.0315159869383478,-0.000990561343961,4564.019764776292,-0.0342944842242507,-515.9087609877957,0.0,0.0969583089040398,-0.0102461527971049,4.45499847458934,0.0314722210419008,-0.011639642195456,-150.21951475229534,0.3312386550137135,0.9576976583113548,-0.000828483721826,-0.0009944288494215,-0.0571598930855985,0.0113929374904914,-151.66794221286358,3755.628312343691,0.0,-0.0001333848364594,0.0061987708933125
-4850.89710098988,0.0,0.1266553319044624,0.0,1039.486036217684,3.46327104875588,0.0,0.503495608713931,1.0257677923099044,-0.0609672993093753,-0.0138022911314341,1139.003829387609,-0.0004190908637137,-980.840723581199,3.405921460542518,4324.111866946578,0.0213687864665752,0.0467536471596229,-0.0012015930279786,4564.020995356358,-0.0342960881859726,-1027.3916377865942,0.0,0.1452857373913867,-0.0221796552554078,5.178920820751954,0.0463311179332331,-0.0242042113844486,-163.4980920660197,0.5000697709348905,1.195505059788794,-0.001366499290462,-0.0011798270208603,-0.0131890766471641,0.0202644246861872,-163.84016655637785,4393.39900034095,0.0,-0.0001434581480277,0.0069977213080826
-4850.897084409306,0.0,0.0403432367034828,0.0,1633.2760146046196,4.239703841290336,0.0,0.6862645678654162,0.8715336807032795,-0.0757092730628749,-0.0147114013564416,1796.016199921621,-0.0005626686220094,-1627.8516140853862,4.361360975802891,4399.510599841011,0.0365159386611807,0.0731175816194859,-0.001374090344639,4564.022739539725,-0.0342970412023023,-1732.986727565296,0.0,0.1981923300933296,-0.0349320448826907,5.287715881904382,0.06942979589879,-0.0342741513157042,-155.01283425268127,0.6808926414421961,1.4322365874065934,-0.002059322287958,-0.0014187834170761,0.0237105598035571,0.0352028139784957,-159.5545489142462,4480.373738819036,0.0,-5.5074726233161886e-05,0.0080747461064401
-4850.897080990302,0.0,-0.0283907608616401,0.0,1947.7034728201231,5.317142219350621,0.0,0.8661129587720946,0.8130800294340524,-0.0873464835077765,-0.015670631941119,2166.7433614975694,-0.0007152983015186,-2018.1297065723995,5.611598340884672,4313.794447402129,0.0345101354579684,0.1128081241294047,-0.0014043070479337,4564.025012496504,-0.0342970385948628,-2136.295788039557,0.0,0.2506250387867474,-0.0465535476955467,5.209747313531379,0.1041136076627735,-0.0347688227689981,-157.1933805426281,0.8611888310699705,1.6676791987687969,-0.0028829001716213,-0.0014488879001501,-0.0399574565653571,0.0443363390194442,-155.69562685519364,4393.019122207425,0.0,7.930977101116935e-05,0.0080762336733913
-4850.897097127116,0.0,-0.0037013542304934,0.0,1765.3535915005668,6.297362790892397,0.0,1.041830019729264,0.7874134566560411,-0.0968933204452175,-0.0159411673971778,2232.198594590965,-0.0008740719935147,-1828.6162726942664,6.793147266410013,4508.158230606549,0.035689431786906,0.1595800860759663,-0.0014887829224396,4564.02781162621,-0.034294349889725,-2191.4081840209487,0.0,0.3040756357721812,-0.0489530732031735,5.495178008109157,0.1433103025940716,-0.0343126194091963,-149.65701873575597,1.0380067862230886,1.9016210114170768,-0.0038100524214982,-0.0015460048206455,-0.1293456807327324,0.0432029360904337,-153.6562200923184,4620.142046992765,0.0,0.0004088469008931,0.0079312737985921
-4850.897133799803,0.0,-0.0337082710488566,0.0,1456.0654627701624,7.025074777175058,0.0,1.2249554230081303,0.771007171976636,-0.105169503667442,-0.0158031384891941,2227.569412155163,-0.0010328946824854,-1517.8660992513842,7.768082445812269,4662.7906103665255,0.03698619898429,0.2086384934675292,-0.0015185424221381,4564.031159719567,-0.0342895167801781,-2225.243384420512,0.0,0.3600786900695958,-0.0508751036017381,5.695592941373424,0.1820023514149491,-0.0348914098187404,-153.0524989624372,1.2205205513580626,2.133851493510649,-0.004825538423103,-0.0016157359749415,-0.1971691116789925,0.0448890639264161,-154.9397668010104,4781.406870494231,0.0,0.0005135574633103,0.0076877967400043
-4850.897193580698,0.0,-0.0400323207307497,0.0,1182.2435942151048,7.628574024982439,0.0,1.410930637470981,0.7595281755261328,-0.1121071020983024,-0.0152081639014199,2214.025600745978,-0.0011881900039609,-1243.4225529742566,8.626950983621764,4750.36982030828,0.0368234767477047,0.2614608045729567,-0.0015626403324372,4564.035077051499,-0.0342843196779893,-2215.117128309532,0.0,0.4176759845389644,-0.0506826882763297,5.811308424648446,0.2223809289202421,-0.0350783921051369,-152.7513434819994,1.4068675917040605,2.364161653290717,-0.0059166347334098,-0.0016539906504885,-0.2266972780599821,0.0450403786024166,-155.26996339255768,4873.022874866965,0.0,0.0005214366556013,0.0072734445297571
-4850.897277678158,0.0,-0.05127945659681,0.0,949.2920457954403,8.107821799157447,0.0,1.6003906713717797,0.7508440528290683,-0.1174853809137865,-0.0141041502979658,2164.2877463181185,-0.0013344986842869,-1022.5591511158908,9.374833302230003,4810.71248089002,0.036148125402575,0.3173831776119852,-0.001567423169035,4564.039575878855,-0.0342789920422996,-2168.5080289799057,0.0,0.4762660243778762,-0.0480659579788784,5.897091313022326,0.2631200840753077,-0.0339644485089878,-153.87606821658684,1.5965368813541088,2.592344227158947,-0.0070685347280448,-0.0016790019107949,-0.2481783792879597,0.0433682319956911,-156.42977503024167,4942.36488709662,0.0,0.0005451769266104,0.0068121741296101
-4850.897387408503,0.0,-0.0663575914190176,0.0,754.1720791046653,8.500163601865967,0.0,1.79135740683934,0.7434273021218321,-0.1214272513974055,-0.0127222058639834,2078.3634259985306,-0.0014681302314895,-839.833048383494,10.060265211107144,4867.691901670285,0.034906423336742,0.3781117957143023,-0.0015275199164092,4564.044664991407,-0.0342734359378361,-2093.5956105627806,0.0,0.5356904201749477,-0.0444461824109089,5.984247555908883,0.3047481081866285,-0.0324594846232047,-151.8212434964261,1.7882284363816898,2.8181938662007195,-0.008266196467489,-0.0016438527015297,-0.2500078197785874,0.040524181650782,-154.4505101181354,5013.244533752538,0.0,0.0005595553233474,0.0062081357962082
-4850.897524524874,0.0,-0.0762547305133073,0.0,596.5799299881292,8.81715653067702,0.0,1.9820504955084983,0.7363561712258639,-0.1240487037803822,-0.0110952308591683,1976.6272635977307,-0.0015866184249883,-690.495571451204,10.702036423410346,4930.725340281074,0.0333812697519333,0.4428425244067086,-0.0014978900494769,4564.050352984777,-0.0342679068834506,-1997.5867366173225,0.0,0.5959978474543121,-0.0405944846157308,6.07740430292456,0.3460140138670148,-0.0308726433426739,-151.19105588956913,1.979469595870724,3.0415073209852914,-0.0094959406001804,-0.001619635253406,-0.2361649214158953,0.0374860399500517,-153.96992231248012,5091.859082249996,0.0,0.0005433805837827,0.0054736838133542
