FxFL,sideslipFL,vy,slip1,RL,sideslipFR,x,FyFR,longslipFL,slip,signal,FyRL,az,sideslipRR,roll,pitch,signal,FyRR,yaw,FL,vx,longslipFR,ax,y,yawrate,sideslipRL,FyFL,longslipRL,RR,FxFR,longslipRR,gas,rollrate,FxRL,FxRR,pitchrate,ay,brake,FR,steeringangel
-153.65604093636003,-0.0162625649678119,0.0004865719267785,0.0003218497886309,14.028598268762106,0.0179069924403616,4564.142638491855,-1022.1691620396756,-0.0014227919221732,0.0003218497886309,0.0,-135.19422279966693,0.2207986302123911,-0.0086227426317122,-0.0022411995358418,-0.0218570188643115,1.273074364443936,64.00972391665726,-0.0343314399402889,3.9640915713713194,1.2583767778295358,-0.0015054634380894,7.084696974703982,-4850.900200196111,-0.0022649006380746,0.0207539110347554,998.3333858448318,1.0687759819682234,21.02368548762061,-149.76098982283574,1.7931559120082463,2.3266101772461343,0.0072987160780731,5905.952116757982,5671.959922549381,-0.0978672632839465,-0.0713797187858085,0.0,3.95434757131866,0.0
-153.7057543705919,-0.0148865019330522,-0.00016357809478,6.283005576397814,14.278645597011806,0.016241073478863,4564.155610568409,-932.9391907648252,-0.0014212495306605,-0.000179730781772,0.0,-124.26408683190364,0.2621027777625054,-0.0062929799599189,-0.002156582823974,-0.0227938683276022,1.3187693439429462,49.83236239239535,-0.0343559270462198,4.166965514726202,1.3295377437893283,-0.0014965082953258,7.152616597774962,-4850.900645402761,-0.0025902462543815,0.0190606633580344,912.781441531102,1.1335462423772438,21.760698390723963,-150.17319888544077,1.9518806762468248,2.319253325893033,0.0093726138915981,5953.344233031669,5729.444865916919,-0.0901853444908628,-0.0706793167684955,0.0,4.156305195764278,0.0
-153.77421790868675,-0.0135677166285632,-0.0007902480904391,6.282572959866228,14.532935182338116,0.0146188603187196,4564.169296738302,-846.7621186886539,-0.0014218074195178,-0.0006123473133579,0.0,-114.09054732366866,0.2971707551858973,-0.0042619425960813,-0.0020527693829065,-0.0236512378056497,1.3632775200466682,36.97566583200964,-0.0343833261031378,4.370603973018417,1.4013355866353006,-0.0014870625969948,7.211776583774603,-4850.901121820753,-0.0028526259864794,0.0172910773893939,831.451819688695,1.199507316372199,22.478983666746927,-150.57784185295534,2.1156519175066566,2.312067598375985,0.011160701985089,5992.981850079139,5780.738986090147,-0.0820349726932483,-0.0690126660570651,0.0,4.359249792776105,0.0
-153.9560295153792,-0.0123853628666718,-0.0013764197984167,6.282210975378582,14.794810624038746,0.0130764501754318,4564.183702693219,-764.2545553279568,-0.0014235503423367,-0.0009743318010036,0.0,-103.83234799567715,0.3202245670974517,-0.0025414798841362,-0.0019331808887985,-0.0244251870917087,1.4065588384008203,25.55663523623718,-0.0344129819104141,4.575070266888355,1.4736752220980645,-0.001480429593792,7.260467659975356,-4850.901629393561,-0.0030467987038375,0.0154889028952593,755.9440500310291,1.266956647347333,23.17845291043329,-151.13634235840254,2.284108534885424,2.305078361694086,0.0125243545812433,6023.626762480536,5825.388660001346,-0.0735693282277795,-0.0652831099742586,0.0,4.562996048028198,0.0
-153.9971259276572,-0.0112655302754693,-0.0018909422649133,6.281929665527678,15.072920291243376,0.0116113067404123,4564.198833054433,-686.5574240329806,-0.0014232250858456,-0.0012556416519083,0.0,-93.39776486616913,0.3259800911165563,-0.0011948563420858,-0.0018031089145114,-0.0251136641971644,1.4485743487402851,15.853857031019292,-0.0344441190696041,4.780242082973312,1.5464277435439695,-0.0014718394669218,7.293113274655974,-4850.902167762845,-0.0031535970861819,0.0137173464144387,686.8353924285861,1.3368616168561689,23.856560070209657,-151.8322654220737,2.456324717920965,2.2983570973846548,0.0133421896946294,6037.948595946019,5862.351596094133,-0.0649787787863998,-0.0561320749701102,0.0,4.767760126527132,0.0
-153.89254539217842,-0.0101853509812827,-0.002321792043302,6.2817253047036585,15.37850038548306,0.0102546945134977,4564.214690915408,-613.4348338295476,-0.0014203888221904,-0.0014600024759275,0.0,-82.78255157059922,0.3272404625586225,-0.0001965098777749,-0.0016666596159882,-0.0257162897832349,1.4892862399417188,8.10006070161601,-0.0344757880567645,4.985777515237009,1.6194133241792756,-0.0014606397855915,7.305729800005561,-4850.90273629767,-0.0031646544743239,0.011950951869244,621.8272351827824,1.411254105604487,24.51100612810581,-152.36283202054457,2.63081607419695,2.292025108577943,0.0138534069642788,6036.613211916888,5884.629870284345,-0.0564146385708296,-0.0468935847815059,0.0,4.973406103665528,0.0
-153.77375458460807,-0.0091559077083578,-0.002664151307713,6.281590572738357,15.711697345857957,0.0090060758594565,4564.231277510858,-545.3134685682377,-0.0014158146156164,-0.0015947344412299,0.0,-72.07559745128299,0.3214631675585677,0.0006175566937382,-0.0015266103304406,-0.0262337498146844,1.52865787405101,1.9465951283169751,-0.0345071346233084,5.191311056866302,1.6924459412350208,-0.0014497021498869,7.301919064590602,-4850.903334225482,-0.0031007576743919,0.0101994986803237,561.2437871164682,1.4906632459020068,25.14727524388146,-152.6694373425142,2.808329900098189,2.286148321041226,0.0140853649518835,6024.647142399671,5891.799362846713,-0.0479442753197629,-0.0374892855497467,0.0,5.179435276916147,0.0
-153.47120625806338,-0.0081389952023601,-0.0029188017011345,6.2815161626515215,16.04447444708463,0.0078288711885563,4564.248592479883,-481.6276446623853,-0.0014082644733371,-0.0016691445280647,0.0,-61.44369237416667,0.3103145372883755,0.0013132475994434,-0.0013859034477619,-0.0266670911707643,1.5666538192549666,-3.0921213661256752,-0.0345375445875027,5.396580489458674,1.7653871986358334,-0.0014364163964838,7.287015493493799,-4850.903960687503,-0.0029860899589727,0.0084881949874514,503.57967230761705,1.5713693131466129,25.746128979035905,-152.67384757616475,2.9857882870196506,2.280678244927994,0.0140050625614568,6005.4344505698855,5888.343391527576,-0.0395565033732127,-0.0285727061791577,0.0,5.385388606853514,0.0
-153.3842498682312,-0.0071553761984751,-0.003090202397908,6.28149230029044,16.352871270747258,0.006711094451501,4564.266634374507,-420.8464604893071,-0.0014043712669412,-0.0016930068891463,0.0,-51.05455356547517,0.2874840516884204,0.0019035366964778,-0.0012477618075184,-0.027016988163193,1.6032398817675542,-7.300409182996629,-0.034566611301939,5.6013238347041066,1.8381398516305776,-0.0014279626251332,7.26369049364923,-4850.9046148103225,-0.0028373912026182,0.0068464281847396,447.8989733548789,1.6495924219489353,26.289199504785408,-152.85698813696533,3.1594884199326594,2.2755308264699723,0.0136191912094019,5980.486103203411,5877.263417234251,-0.0312935567903975,-0.0199116793697318,0.0,5.5908979612860765,0.0
-153.27636874893153,-0.0062298025172981,-0.0031847386309621,6.281509755544922,16.67717113403388,0.0056868752892607,4564.285400842884,-363.6825062275056,-0.0013975908738707,-0.001675551634664,0.0,-41.17072629854367,0.2593951394233929,0.0023887402177582,-0.0011148344353115,-0.027285909757566,1.6383831366019963,-10.790543390813776,-0.0345940509359024,5.805704358782704,1.9106161002080504,-0.0014171255786747,7.232503843000274,-4850.905295737959,-0.0026645379882375,0.0053207719723722,394.8385597184568,1.7312565289691313,26.81994820142768,-152.97803127637542,3.335022721091798,2.2706636546561847,0.0129907207325423,5950.436599005633,5859.913968045902,-0.0233438775916866,-0.0128347438479326,0.0,5.796107182650516,0.0
-153.19303536759506,-0.0053861730686098,-0.0032051856692223,6.281562507315421,17.019663864422313,0.0047277125328289,4564.304888766144,-310.1108841125255,-0.0013911432477715,-0.0016227998641655,0.0,-32.040227015106936,0.2183611817492505,0.0027381197769658,-0.0009899291132064,-0.0274776194305547,1.672051957201041,-13.55378820724105,-0.0346196519330221,6.009722491043171,1.9827375076337344,-0.001407767633479,7.191984498703276,-4850.906002632963,-0.0024706460358931,0.0039570163317303,345.23167236707826,1.8165368348895763,27.34131145391244,-153.08486041924618,3.512442517789454,2.266047991323737,0.0120245538507042,5912.842244425898,5836.983894452163,-0.0158298737521406,-0.0054480027216874,0.0,6.000971568398268,0.0
-152.782540986777,-0.0045915393862493,-0.0031506708504009,6.281647191497402,17.38659898340668,0.0038606206372872,4564.325094173265,-259.9182591713801,-0.0013767428739763,-0.0015381156821834,0.0,-23.778806670506903,0.165642176879991,0.0029149732694081,-0.0008762054953014,-0.0275970236611269,1.704216043898726,-15.43849078864169,-0.0346431295438124,6.212785270108115,2.0544029119784915,-0.0013934915923084,7.140172245167653,-4850.906734613433,-0.0022414958003356,0.0027232645602077,299.3053261631917,1.7776294671519466,27.85063448218423,-152.94250346141217,3.4684344233667024,2.261715573787663,0.0108275996170168,5864.233578835597,5807.09224519115,-0.0088458238675079,0.0034476130026941,0.0,6.20501075030961,0.0
-152.45540448951033,-0.003830134224039,-0.0030332677704632,6.281754919271285,17.77895582904747,0.0030957260182013,4564.346011981503,-214.3268383408554,-0.0013720702139021,-0.0014303879083014,0.0,-16.341699376876413,0.1133613947632062,0.0029640908976863,-0.0007749444369284,-0.027649750133058,1.734846451188034,-16.398294753286155,-0.0346641571085909,6.414976028193856,2.125489881211003,-0.0013839232694286,7.076294123184454,-4850.907490807712,-0.0019878408827255,0.0016013705361385,255.6301824560656,1.7459298002938757,28.350087329400825,-152.67159631545843,3.395141066224158,2.2577220300645124,0.0095356075059872,5809.327877739821,5765.412875401601,-0.0024336484325402,0.0098561236543601,0.0,6.408308384437635,0.0
-152.2252204960971,-0.0031405668881967,-0.0028675146387288,6.281876951391677,18.190333950833956,0.0023838718365621,4564.367636007811,-172.56372041482533,-0.0013644968134616,-0.001308355787909,0.0,-9.682962651480802,0.0583127434150058,0.0029661469316607,-0.0006871851227426,-0.0276414643989083,1.763915613769895,-16.733474437576493,-0.0346826411638257,6.616241555843552,2.19590459800711,-0.001375030629631,7.005845740328685,-4850.90827044235,-0.0017358538617021,0.0005896619093343,214.7000100080884,1.7198701212201504,28.846700995007744,-152.42450498371653,3.327372635236483,2.254043585941673,0.0081411232648323,5752.1860296050245,5715.532578611717,0.0034118437131653,0.0152016752283448,0.0,6.610604704305891,0.0
-151.92122998335762,-0.002521001186304,-0.0026581691626368,6.282010004113077,18.615098636444397,0.0017206786076536,4564.389959412772,-133.57776040658604,-0.0013550137907035,-0.0011753030665097,0.0,-3.817185299250885,0.0017472826007388,0.0029432372219252,-0.0006137595088112,-0.0275778985846388,1.7913973713600952,-16.714223695672832,-0.0346986711987253,6.816508380198354,2.265601542388477,-0.001363863391667,6.933007278877025,-4850.909072809598,-0.001496388217786,-0.0002965834567529,177.26354068536838,1.6982315509737975,29.34533611949911,-152.10078432954327,3.2653118107456973,2.2505935495172102,0.0066836156224403,5694.990440017145,5661.8026910253,0.0086779819454729,0.0203070422181933,0.0,6.811771780840017,0.0
-151.63993544774596,-0.0019508735996475,-0.0024065576687398,6.282152687726332,19.04962824811683,0.0011207325379905,4564.412975102583,-97.4646024951195,-0.0013460769746839,-0.0010326194532548,0.0,1.2205157990087785,-0.0547390375062646,0.0028983003289295,-0.0005550236170059,-0.027464912921666,1.8172669922317664,-16.48049050691642,-0.0347123857585876,7.015735754767365,2.334567954345564,-0.0013543193313948,6.860038234287751,-4850.909897206222,-0.0012715820850661,-0.0010479182752945,142.93745423615076,1.680177927435193,29.848815023715098,-151.76909775067244,3.208983665200895,2.2472845952259712,0.0052118710864284,5638.873290414225,5606.848835902125,0.0133536472527826,0.0249740676528703,0.0,7.011786576042045,0.0
-151.39069861418673,-0.001423122538154,-0.0021187182558666,6.282301829177077,19.491475672175365,0.0005850043266738,4564.43667596602,-64.45582284988565,-0.0013377262966,-0.0008834780025095,0.0,5.42099137741781,-0.1098835116688084,0.0028305199987317,-0.0005109026349465,-0.027308434964867,1.8415011954722715,-16.090252175148276,-0.0347239442162314,7.213941264277135,2.4028096196931434,-0.0013454610449407,6.788230411944061,-4850.910742963755,-0.0010640282318711,-0.0016642709600609,111.20359936853032,1.665081441057102,30.358870529804587,-151.45903634367463,3.158222940500356,2.244052562887731,0.0037634197659277,5584.541379320179,5551.985762184607,0.0174360819334655,0.0287701581193845,0.0,7.210693677679845,0.0
