FxFR,yaw,ay,brake,FxRL,rollrate,sideslipFR,yawrate,gas,RR,sideslipFL,longslipFL,steeringangel,FR,x,FyFR,RL,FyRR,sideslipRR,roll,signal,slip1,FxFL,slip,FyRL,longslipRL,y,pitch,ax,longslipRR,az,sideslipRL,FL,signal,pitchrate,vx,FyFL,longslipFR,FxRR,vy
-147.95624780965247,-0.0130133614365689,-0.1010879123593941,0.0,4638.36180549193,-0.0054565535283135,0.0320880597079885,0.000532434894876,0.2440888707551107,3.226599037103293,-0.0307394688294988,-0.001366136282818,-7.909241390423645e-05,1.3506831446195704,9975.99774211106,-2051.5431641080145,2.560776004704076,2597.295904183126,-0.0392066030992753,-0.0008010629948312,0.0,0.0,-149.24498518364743,0.0,-2724.392686728614,0.0469071937575901,-138.64707323861657,-0.0053998582744973,5.554276906581338,0.0699852945467425,0.0197940144822968,0.0332276651146036,1.351548871470951,0.0,-0.0927981966334942,0.4078401092407304,2028.9197267313089,-0.001428518177752,4545.333081640276,0.0022744204650878
-146.6175180960529,-0.0130060321949747,-0.0716394641660454,0.0,4546.2043492991015,-0.0040456932685858,0.031495689023786,0.0008975207340179,0.2377083870326476,3.1417096884510944,-0.0290670806681521,-0.0013385939971294,-0.0001076933164329,1.5244453075331723,9976.002126234243,-1998.117995953875,2.402121722101575,2623.363427357222,-0.0383658540211877,-0.000848182943153,0.0,0.0,-147.14652251963776,0.0,-2699.707419434164,0.0389197482016976,-138.64711278756926,-0.006338309289132,5.533016078458597,0.0676875559327092,0.0312238417830236,0.0299874741412261,1.5234464185627237,0.0,-0.0944880089503197,0.4633785802701146,1952.6991562344867,-0.0014214824133989,4593.046162074951,0.0013454134966928
-144.88350262245794,-0.0129960470342863,-0.0300831878762836,0.0,4496.373761390237,-0.0021328674243629,0.030528734114208,0.0010174427684731,0.2328626453222775,2.9150052748517803,-0.0269604179725067,-0.0012897828071312,-0.0001262352312846,1.6975489837770656,9976.007064823963,-1935.7578603542383,2.415781700615972,2646.7593912794773,-0.0349332966829833,-0.000878581536021,0.0,0.0,-146.24659025202158,0.0,-2610.878619884722,0.0360531872938419,-138.64716750921713,-0.0072861788769878,5.570949660829184,0.0576578995540429,0.0362094362944092,0.0279051540881772,1.695043282164894,0.0,-0.094855509436595,0.5188517289718221,1838.5707447778957,-0.0013832621271572,4692.29685558744,0.0006836017393032
-143.48382022194247,-0.0129876565827791,-0.0318520511532848,0.0,4510.9510284565895,0.0001393883250195,0.0287965268692526,0.000597495986454,0.227598009968351,2.570344312093626,-0.0252957669065122,-0.0012648364992985,-0.000101739387776,1.8685373569246149,9976.012560820856,-1851.100499666417,2.487224498197859,2634.0096825008195,-0.029213374244944,-0.0008874389361856,0.0,0.0,-146.15940126808658,0.0,-2546.4826580004246,0.0351571137945878,-138.64723433432,-0.0082317149636009,5.556734913973894,0.0389996572614006,0.062956078173966,0.0275701136625524,1.866469511215156,0.0,-0.0941383443780701,0.5747960803961092,1714.8735829320412,-0.0013395587075486,4651.914322428506,0.0002966362943263
-137.14680390064834,-0.0129853600445145,-0.1291858290485006,0.0,4384.847080490333,0.0018452495395665,0.025906630502358,4.622900990423068e-06,0.2253200414566012,2.493266931091076,-0.0246195217583462,-0.0011918853757935,-1.1013025872092078e-05,2.0328059256996784,9976.018610792547,-1720.9805354024584,2.512141963986781,2479.427564609745,-0.0244236209930395,-0.0008758100256437,0.0,0.0,-139.57912164966248,0.0,-2526.5115481659177,0.0309499939354026,-138.64731304063363,-0.0091629803091769,5.310421399784215,0.0300205932420522,0.0794989750628833,0.0264885051501856,2.0328491531070267,0.0,-0.0920695647124267,0.6293725612111243,1623.3146142108344,-0.0012367816566035,4365.083797658524,-0.0003484306957112
-134.63374671306022,-0.0129849817799254,-0.077703941737345,0.0,4276.760170359888,0.0029641334146469,0.0238637292432937,0.0001305641283654,0.2253959215228455,2.577999211795365,-0.0229548238156632,-0.0011650257843414,9.212105958374566e-05,2.188512138259972,9976.02519415048,-1577.4659202594476,2.571658165346938,2306.0493727289168,-0.0228240833507983,-0.0008512767402136,0.0,0.0,-135.35018926915353,0.0,-2392.5846261274937,0.0277913730157312,-138.64740755767988,-0.0100657413528351,5.193430955028469,0.0284051049938437,0.07653341453472,0.0228101039486361,2.187953806286934,0.0,-0.0886353584131235,0.6819409464095986,1536.0270238040089,-0.0012009521324957,4270.105106450287,-0.0013363978750843
-131.0156026044949,-0.0129829328200488,-0.0486129000605153,0.0,4156.981045463588,0.0044065207487634,0.0223412794390465,0.0002270957673585,0.2249180886980397,2.657663920353097,-0.0207102312449464,-0.0011154353959414,0.0001857635948063,2.3390723139324905,9976.03229683939,-1462.018502948157,2.6511413315882053,2152.467832736036,-0.0205598431877601,-0.000813894866161,0.0,0.0,-131.97461451554403,0.0,-2184.497331965133,0.0252584180006591,-138.64751713816716,-0.0109281111092857,5.061741706818501,0.0260162400074089,0.0801212813473592,0.0202569912748556,2.337518229906196,0.0,-0.0841180291460151,0.7333647263754259,1416.3754234504063,-0.001150115362571,4166.893666398805,-0.0020043054794876
-128.13058793187392,-0.0129810377450337,-0.0690884365814514,0.0,4059.979311646696,0.0057046534632273,0.020249774693765,0.0001591936161584,0.2245376918586434,2.7510178447147093,-0.0189529787421462,-0.0010819492235203,0.0003157950670369,2.4832186402929164,9976.039906358354,-1348.74627557449,2.7524695181082013,1955.732767760612,-0.0179251347758745,-0.0007623527708187,0.0,0.0,-129.14634031076056,0.0,-1995.741734739692,0.0237449245726201,-138.64763911310837,-0.0117398659534741,4.943784903746854,0.0241224625418226,0.0812108370464855,0.0182934665001005,2.4813844515487102,0.0,-0.0786364797048103,0.7834983228325704,1293.2722934668293,-0.0011099022359428,4064.1669534989546,-0.002584396842212
-125.3286614406949,-0.0129794948086596,-0.058629023909055,0.0,3951.43133180469,0.0066576056769057,0.0180522214245838,0.0001607299813967,0.224140390500611,2.8528044755042656,-0.0172707550316741,-0.0010480783239216,0.0004829653825872,2.622102246359028,9976.048010386136,-1223.8772023270117,2.856146077641542,1754.6101411319803,-0.0158226578117541,-0.0006998193912159,0.0,0.0,-126.17383759574436,0.0,-1797.8983959227787,0.0222132515035876,-138.6477737016775,-0.012492215725492,4.813272131992278,0.022552681248138,0.0799715057629637,0.0159579309539036,2.6198614596673995,0.0,-0.0723443679190208,0.8324060346883618,1181.7500712438991,-0.0010663396923414,3953.349661066926,-0.0032131091345096
-123.07573564678256,-0.0129778018477138,-0.0380167156398831,0.0,3848.718903753235,0.007389613715061,0.0160882112581024,0.0001698109886718,0.223931340354855,2.96139688990151,-0.0154532293661831,-0.0010203239851497,0.0006749302204082,2.7555639122466653,9976.056596049506,-1102.6155689832503,2.96601925709108,1563.4784444343186,-0.013848894596537,-0.0006291468124643,0.0,0.0,-123.73913351483094,0.0,-1589.5698850979402,0.0210991680421803,-138.647920116891,-0.0131781708565645,4.690449562693166,0.021368019812935,0.0722682679197324,0.0138211284271515,2.7530855036618926,0.0,-0.0654598256905658,0.8800111807347303,1070.7706236767356,-0.001033366247071,3850.949403903701,-0.0036975946793282
-121.22706278291447,-0.012976241112611,-0.0302952898281095,0.0,3751.5773208275855,0.0080391321059571,0.0141632130633457,0.0001420408404585,0.2237164526218591,3.0721018637599817,-0.0137154884466067,-0.000994611985821,0.0008935708370428,2.884422649657709,9976.065650807335,-987.5809631052456,3.0792590175986767,1375.4753925780394,-0.0119272154119677,-0.000551561116055,0.0,0.0,-121.68468804901836,0.0,-1392.1728578548148,0.0202248096003568,-138.6480765898887,-0.0137931813140595,4.572264386696771,0.0203952183074467,0.0673619281342422,0.0119726676654388,2.8818241548904298,0.0,-0.0582205201638129,0.9263939453241592,961.5149839097608,-0.0010030849786045,3753.529363788825,-0.0040378938147804
-119.7403239476547,-0.0129749640653712,-0.0223881919801626,0.0,3660.032825645617,0.0085124846254924,0.0122285897279409,0.0001186951839698,0.2234512840281295,3.1846033853504907,-0.0120075264892241,-0.0009711498942525,0.0011326308670015,3.0092427439904674,9976.07516276148,-874.1363643338348,3.1940107000166997,1192.3337206556453,-0.0101465557976928,-0.000468411641124,0.0,0.0,-119.98491438232146,0.0,-1205.3260820029536,0.0194918841704128,-138.64824189484403,-0.0143345633054202,4.460032600221759,0.0196011173615877,0.0621164974891046,0.0101866704789544,3.00655130443087,0.0,-0.0507790821852544,0.971615073282913,855.9934309906519,-0.0009761521256244,3661.5678408157423,-0.0042932511677112
-118.54924359612768,-0.0129738375357291,-0.0126080452144434,0.0,3573.989063863924,0.0088118443358988,0.0103633225268883,0.0001086308492261,0.2231202624800614,3.298249789251368,-0.0102934819479716,-0.0009499889025534,0.0013771793554071,3.1304961375253777,9976.085120624846,-762.2054956981546,3.309337069633414,1018.1842153505252,-0.0084904637321197,-0.0003815060973227,0.0,6.278790752643192,-118.6094241747676,-0.0043945545363941,-1025.3528905133498,0.0188793857184103,-138.64841505731806,-0.0148011153578717,4.353657516514283,0.0189439681065333,0.0567817680522523,0.0084760724607101,3.1277094094623323,0.0,-0.0432837767519172,1.0157332351302335,751.9840507365236,-0.0009524397520724,3574.942452951063,-0.0044617742838038
-117.59156837740557,-0.0129727993215828,-0.0047517799824462,0.0,3493.0209032491234,0.0089473376256805,0.0085952608427649,9.975295005386384e-05,0.2227177174958888,3.41223729323673,-0.008625293336552,-0.0009315097023231,0.0015790729174468,3.2485804150934823,9976.095513698405,-653.1581585854361,3.424454986964915,853.102677005804,-0.0069408813860713,-0.0002925042333939,0.0,6.278893304184131,-117.50083852661908,-0.0042920029954553,-854.6461234649705,0.0183629337288714,-138.64859504497213,-0.0151930572145872,4.2528282562667785,0.0183892077341153,0.0516062767151426,0.0068982874215078,3.245734839694524,0.0,-0.0358693152377233,1.058806336541115,648.9641066256983,-0.000931736638148,3493.4810754323858,-0.0045428556823044
-116.86741609347852,-0.012971852641796,0.0020522916438185,0.0,3416.814774902104,0.0089164608713772,0.0069222200697268,9.070703470519215e-05,0.2222450844880471,3.525976197648244,-0.0070528271167633,-0.0009155105664981,0.0017217171270412,3.363855675442044,9976.106331839386,-547.7492463201912,3.538822750097983,698.9713607494172,-0.0055259007217307,-0.0002030674088921,0.0,6.279050142506815,-116.63581815682522,-0.0041351646727715,-695.8943399092708,0.0179214674298243,-138.64878093397044,-0.0155118260203999,4.157332597495373,0.0179161646368823,0.0464427135205195,0.0054515409197374,3.3610102933187638,0.0,-0.0286464383731032,1.1008884223944992,548.9253644801809,-0.0009139823284883,3416.962652677581,-0.004551173638306
-116.31496807918488,-0.0129709891519965,0.0089269594570268,0.0,3346.0775847824466,0.0087346190000974,0.0053679167383822,8.288834708263776e-05,0.2217075305629705,3.639414223249564,-0.0055824897451604,-0.0009016415275572,0.0017969765228616,3.476655675314077,9976.11756542802,-446.7064898658668,3.652536848008344,557.7721053542598,-0.0042528283864095,-0.0001147877308454,0.0,6.279251349867212,-115.95746954139084,-0.0039339573123745,-550.0773897382118,0.0175802570259156,-138.64897190877986,-0.0157598446343907,4.068280123836197,0.0175439351565333,0.0402683285474504,0.0041365556903071,3.473854122492227,0.0,-0.0217054016600165,1.1420298449557016,453.15426301659306,-0.0008987968734469,3345.928418532977,-0.0044918493474367
-116.01332803473892,-0.012970203101657,0.0151619879060766,0.0,3282.9287097771635,0.0084227678328053,0.0039492656072061,7.499614248505872e-05,0.2210184482486619,3.751850754816122,-0.004221957445691,-0.0008896047297904,0.0017979223408582,3.587452309169969,9976.129205573015,-351.32480782591483,3.764956000922881,430.0565855245198,-0.0031148990559214,-2.9055779862590093e-05,0.0,6.279490784117235,-115.53310914261957,-0.0036945230623514,-417.95953987158686,0.0172727287928433,-138.64916718971438,-0.0159404359526413,3.9878284244293023,0.0172084106983141,0.034734740293779,0.0029604827227177,3.584737088093338,0.0,-0.0151360882767231,1.1823296737829727,362.4762155693933,-0.0008859331096294,3282.511273654239,-0.0043675919576767
-115.80693427049664,-0.0129695012815412,0.0204704993503248,0.0,3222.2555466841304,0.0079936776818064,0.0026650288577682,6.602061139672319e-05,0.2202360308067745,3.8632673256451,-0.0029786503509241,-0.0008794747764325,0.0017220698891184,3.6964859329852646,9976.141244170343,-262.3140725845345,3.876138021307391,315.9607483178651,-0.0021083406018639,5.290458235111194e-05,0.0,6.279759241195213,-115.21518970930232,-0.0034260659843727,-300.00850108922,0.0170077744779784,-138.6493660607968,-0.0160576219057578,3.910247140610923,0.0169163673166742,0.0281520812236008,0.0019184893770471,3.6938951934473816,0.0,-0.0089885527320046,1.2218318679835911,277.40227123505565,-0.0008750638925019,3221.5878464010666,-0.0041857741375721
-115.70615716468592,-0.0129688966932703,0.0253551943133647,0.0,3164.436875967423,0.0073842991679031,0.0014933476124916,5.623621749014568e-05,0.2194036532060618,3.973420136706912,-0.0018785934861481,-0.0008707831901046,0.0015690961973209,3.803968146468037,9976.153673431923,-179.70933634061183,3.985282365607961,216.2085294794028,-0.0012584490667573,0.0001296646470116,0.0,6.280050580724536,-115.03495888802507,-0.0031347264550504,-196.97153467293575,0.0167832861448845,-138.6495678817627,-0.0161159555777979,3.835597110760967,0.0166486096002275,0.013681767047364,0.001036835409015,3.801556893815953,0.0,-0.0033300357967048,1.2605673395438737,198.99246156763604,-0.0008657392483658,3163.0546121444854,-0.0039514381799831
-115.67742121003316,-0.0129683646869451,0.0326674138093621,0.0,3108.2312676630413,0.006665227816469,0.0004637874948074,5.109092586135966e-05,0.2185439477044857,4.0818584502020245,-0.0008896015764371,-0.000863244986414,0.0013363821784067,3.9101182637261584,9976.166485867723,-103.608435515298,4.092578103211189,132.90358993118352,-0.0005869989364973,0.0001995545821702,0.0,6.280366752213623,-114.9197532559989,-0.0028185549659633,-109.37004829809229,0.0165860796053775,-138.64977201150384,-0.0161206449466942,3.76312420797068,0.0164173689586987,-0.005073332253618,0.000294239771094,3.907896658286448,0.0,0.0017860294505701,1.2985622229515057,127.82893212357952,-0.0008573329705859,3106.9660523559555,-0.0036601487111649
-115.60378055276156,-0.0129679145222554,0.0371600838341701,0.0,3053.4142509101503,0.0059297609343576,-0.0004086663984901,3.755250967488834e-05,0.2176716867741844,4.1883666640615465,1.3487984135805846e-05,-0.000856107298033,0.001025582839194,4.01504324086533,9976.179674229888,-35.97991369514995,4.198626708628738,65.03667653924909,-2.5701883313889623e-05,0.0002621891406512,0.0,6.280705133155836,-114.82641521384674,-0.0024801740237499,-36.47684383344395,0.0163998064128352,-138.6499777799663,-0.0160772715065542,3.692040055150125,0.016215137224543,-0.0218937296599234,-0.0003132676058164,4.013046374646601,0.0,0.0063424325466596,1.33583808116195,62.23357621744568,-0.0008494443545888,3052.2267374699463,-0.0033133788640924
-115.52528588918902,-0.0129676839780887,0.0386808561515096,0.0,3000.358318950977,0.0051495771476663,-0.0011759126771979,9.80649141375978e-06,0.2167959375292426,4.293542113999286,0.0007948584691786,-0.0008491254301694,0.0006501239055021,4.118744944615813,9976.19323146345,23.927762285521137,4.303358475004443,7.551671154060298,0.0004770891293561,0.0003172387853626,0.0,6.281048145605013,-114.73773784136368,-0.0021371615745733,23.27417236355211,0.0162204659605931,-138.65018465379333,-0.0159913289644298,3.6231224015591033,0.0160231931861088,-0.0392840505607405,-0.0008150111098331,4.117062441989974,0.0,0.0103562328797645,1.3724139589715167,2.8029134317383475,-0.0008425213343525,2999.034906826804,-0.0029335663850053
-115.47878608909704,-0.0129677576127768,0.0391813769009251,0.0,2949.01118207758,0.0043215214204514,-0.0018304596899137,-2.14258192577e-05,0.2159143282996586,4.397408377669678,0.0014781769801144,-0.0008422866697372,0.0001589240281333,4.221308180132614,9976.207150719996,76.98574756161753,4.406505621894705,-41.33665839889465,0.0009003023534646,0.0003642147955302,0.0,6.281381097577703,-114.60872309033417,-0.0018042096018836,72.34701883334088,0.0160411935337572,-138.65039234284674,-0.0158681652018544,3.556388047727283,0.0158383020462022,-0.0569234703659721,-0.0012358650552177,4.219947084572227,0.0,0.0138424579500488,1.408311687207678,-50.00424367751791,-0.0008366410844774,2947.5068801050784,-0.0025416555963849
-115.3514343716698,-0.0129681627288413,0.0386593958199213,0.0,2898.6186157261445,0.0034601431548192,-0.0023696382546858,-5.779489355000774e-05,0.21502442048741,4.499660858131491,0.0020911464490382,-0.0008359870849221,-0.0007283958970738,4.322789785193961,9976.221425370157,122.45484424515736,4.507791244981568,-81.50165772119675,0.0012361229677569,0.0004027028286279,0.0,6.281695013151217,-114.51649813454986,-0.0014902940283691,112.52308101785562,0.0158442987752089,-138.6506007232039,-0.0157129325953675,3.4907945179440287,0.015640938091333,-0.0740210150132375,-0.0015799543040151,4.321713339591653,0.0,0.0168268686656131,1.4435531713060954,-97.5600442783593,-0.000830408625693,2897.044314640895,-0.0021524113023784
-115.0600272367988,-0.0129689936344679,0.0362965107729255,0.0,2845.805117891784,0.0026133175955054,-0.0028675373769214,-0.0001052588780979,0.2141861622076156,4.600035736481181,0.0026346224523768,-0.0008294801144746,-0.0020040463467627,4.423043047129107,9976.23604884653,162.63153085183563,4.607125920981609,-113.60765899896673,0.0015031252889037,0.0004326335889469,0.0,6.281983667023473,-114.29092348952751,-0.0012016401561128,144.22026724510755,0.015634633829844,-138.6508098153226,-0.015530322393478,3.422818599593853,0.0154337801109943,-0.0927686796094093,-0.0018368199191781,4.422266286586852,0.0,0.019372049258895,1.478124404405847,-140.2051235294354,-0.0008239439585159,2844.224475881924,-0.0017776707755992
-114.658491776237,-0.0129703621377692,0.0337683152529335,0.0,2795.433841253623,0.0017467120282897,-0.0032882219740034,-0.0001654957314457,0.2133796816051312,4.698599673272508,0.0031560062315383,-0.0008236849468888,-0.0036502359842946,4.521954932664786,9976.251014484456,197.9848501265892,4.7046098880093545,-138.21779635422067,0.0016915378568522,0.0004540261406891,0.0,6.282243523182086,-114.0615713427359,-0.0009417839975001,168.16369710811833,0.0154330420389099,-138.65101972691173,-0.0153244385426189,3.358363445533937,0.0152345187658209,-0.1126952857372583,-0.0020293486546302,4.521600585708845,0.0,0.0215276402613025,1.512036959460725,-179.69570822858657,-0.000817022646085,2793.855177202546,-0.0014260009221432
-114.26833735056616,-0.0129724513467066,0.0312074445877238,0.0,2747.1128236078057,0.0008675622563912,-0.0036606048622725,-0.0002477991979671,0.2125662058334516,4.795357087643476,0.0035700942830038,-0.0008180571193827,-0.0054847474425071,4.619481031488288,9976.266315886343,228.9997872379777,4.800267457814588,-155.49666608964318,0.001812268529337,0.0004666510649704,0.0,6.282472607041718,-113.78427256970409,-0.0007127001378689,185.65930173997012,0.0152325906681348,-138.65123066362287,-0.0150990076507921,3.29661366768894,0.0150446650953747,-0.1301057715076821,-0.0021609442598927,4.619756519817651,0.0,0.0233215324746082,1.5453197289476983,-215.09607647388617,-0.0008114941404512,2745.5928075506195,-0.0011039206210917
-113.9178672323188,-0.0129754602940091,0.0293789272787018,0.0,2700.592642931186,1.6831644664696356e-05,-0.0039758505335401,-0.000345541601082,0.2117357769823123,4.890304578490294,0.003888462520381,-0.0008127365251844,-0.0073388119481102,4.715702738002691,9976.281946919557,256.20720714943354,4.894208821691828,-166.86378985719765,0.0018879033215293,0.0004706107846538,0.0,6.282679610875868,-113.4861160538345,-0.0005056963037186,196.8560280010869,0.0150359397728315,-138.65144280637946,-0.0148575014056904,3.237282137613753,0.0148607117134918,-0.1456936439399773,-0.0022243394446299,4.7167049182207625,0.0,0.0247810427551151,1.5779982650737263,-244.4068328416776,-0.0008062282019885,2699.2033197920146,-0.0008012025538342
-113.59080360639156,-0.0129794658458868,0.0273367387825245,0.0,2655.76092189046,-0.0007826306123673,-0.004224175948088,-0.0004452264229468,0.2108871342911116,4.983470687464859,0.004160275963042,-0.0008071220345772,-0.0091848601855935,4.810704795055171,9976.297901690525,279.2369291712252,4.9864590112670575,-173.60038892583748,0.0019234082440889,0.0004663373877291,0.0,6.282869228783157,-113.17099011699064,-0.0003160783964298,202.07182861989648,0.0148396013594567,-138.65165624881476,-0.0146031012518943,3.180184286886419,0.0146777304670787,-0.1594208465958372,-0.0022295501718933,4.812423288237178,0.0,0.0259355627508763,1.6100959932420775,-268.7559596164889,-0.0008012017708778,2654.463978012896,-0.0005127900281794
