steeringangel,slip1,longslipRR,sideslipFR,FxFR,roll,pitchrate,FyFR,FyRR,sideslipRR,pitch,y,sideslipFL,FyFL,FxRR,FxRL,signal,longslipRL,yawrate,slip,vx,vy,brake,signal,gas,FyRL,RR,az,ax,longslipFR,yaw,sideslipRL,FR,ay,RL,rollrate,FL,x,longslipFL,FxFL
0.0,0.0,0.0112530921725208,0.0237905320480977,-96.37023572865724,-0.0002771276737881,-0.046925667762734,-1740.0670377511883,2484.533042889721,-0.0266146655148832,-0.0039114943500079,-4850.897487218907,-0.0229161691558544,1697.5714493139055,1843.2341200325425,1847.289074730237,3.835404308833624,0.0112478834566858,3.8422789853040577e-05,0.0,0.2677362307381611,-0.0010939393576375,0.0,0.0,0.0207933062580364,-2523.105900383817,1.153533310345822,0.07974794661591,2.215167106580308,-0.0007543069471877,-0.0342938844124563,0.0268682126983211,0.8661844588306769,-0.054538445801811,1.155611790660029,0.0022229384888734,0.8660185916270275,4564.031148895404,-0.0007377030948047,-96.3360739533003
0.0,0.0,0.0101139379734229,0.0212460377681721,-92.58829373630527,-0.000250224788684,-0.0409918611788648,-1619.413233430542,2368.952081439491,-0.0241815306510916,-0.0043486984361694,-4850.897596800804,-0.0208008221762278,1588.0800075895163,1704.0929505798304,1701.958199503394,4.181497831445274,0.0100922750218477,2.726192229612939e-05,0.0,0.2891152180026386,-0.0015734505507852,0.0,0.0,0.023738773640627,-2395.9303261309165,1.171520484684103,0.0712022032392927,2.046467509166946,-0.0007021759969983,-0.0342935757902918,0.0243076638751021,0.9220550927563116,-0.0401542663569688,1.1745430561276626,0.0030684037451325,0.9213407917583072,4564.0339431953535,-0.0006984121460398,-92.96308518032389
0.0,0.0,0.0091592680947084,0.0183877120035257,-91.29515449823649,-0.0002154496921707,-0.0345928975143535,-1466.5581051557735,2181.322615477194,-0.0213906027392302,-0.0047236286952776,-4850.897717549044,-0.0180006898072922,1439.298309483466,1594.7028768973437,1593.878485927289,4.517139787160283,0.0091437627360997,2.432777368062516e-05,0.0,0.3090064447325649,-0.0019519689364154,0.0,0.0,0.0263928761057235,-2207.2155657569288,1.192704021162902,0.0667316925901753,1.913953225957452,-0.0006719600984488,-0.0342933300804317,0.0215562027309003,0.9721558719088816,-0.036417517303795,1.197142647639603,0.0037795849395187,0.9712561607407496,4564.036942464956,-0.0006679972897047,-91.32182026292402
0.0,0.0,0.0083779832266294,0.0153261037496732,-89.88018778842293,-0.0001744778275353,-0.028122148721579,-1286.010637618629,1944.3072976535416,-0.0182836381163496,-0.0050338849518258,-4850.897848329791,-0.015099893062093,1265.7753326800373,1493.5308847503236,1492.4478138789923,4.841491245888316,0.008361856064043,2.027723489843392e-05,0.0,0.3275652675101271,-0.0022623406285616,0.0,0.0,0.0287366607881435,-1962.1210869078143,1.21784195123714,0.060755422782141,1.7887188056854106,-0.0006463159975122,-0.0342931042800075,0.0183918403861059,1.018041690782612,-0.026748249168417,1.2232685825553244,0.0043418371829058,1.0169418509139911,4564.040132996234,-0.0006440385416258,-89.90108522680748
0.0,0.0,0.0077351136314748,0.0123680629684257,-89.16831507940482,-0.0001285996972484,-0.0218938151632907,-1093.9152145515704,1669.9730853315143,-0.0150600831186874,-0.0052805476881264,-4850.89798787265,-0.0122391090266682,1078.6322003783246,1404.694944314721,1404.3705110237606,5.153741497901529,0.0077330435352652,1.801247760894426e-05,0.0,0.3449234833142465,-0.0024947749748979,0.0,0.0,0.0308018922333784,-1684.496352984375,1.2458737338699262,0.0538322183206689,1.6770180176492056,-0.0006247078425351,-0.034292917868672,0.0151586966291794,1.0606307244911397,-0.0208881483695548,1.252480650445977,0.0047650360192834,1.0593809042055995,4564.04350215227,-0.0006235380465655,-89.0650483796532
0.0,0.0,0.0075036304845935,0.0094208528292618,-89.03804157846426,-8.038132722839532e-05,-0.0161676263645986,-895.1417491018523,1391.464546390003,-0.0121814417641423,-0.0054674302578628,-4850.898135016095,-0.009767706570558,895.5383668234955,1345.2410504792213,1345.6664693493408,5.453110080186673,0.007494760009626,1.1352949937313002e-05,0.0,0.3612428117757644,-0.0026176711640354,0.0,0.0,0.0325546088439075,-1388.3880702393417,1.28423740010682,0.0400054406530102,1.601295544861066,-0.0006131846004284,-0.0342927583842367,0.0118777230224811,1.1006196526603351,0.0030441352142396,1.2908247867258866,0.004805873049191,1.099301896984924,4564.047038735794,-0.0006147643206942,-88.9289599147211
0.0,0.0,0.0074093881309448,0.0071820526190379,-90.49684335287051,-3.263009580376422e-05,-0.0112549517157868,-709.9585460986251,1116.0686228918491,-0.0092493349654558,-0.0056013591873256,-4850.8982876171685,-0.0072529116768429,717.1191428207463,1334.6406822421625,1334.8033032306828,5.738848727196182,0.0074325812916832,5.74784611308935e-06,0.0,0.3771220664201414,-0.0025321299092445,0.0,0.0,0.0332002714785289,-1110.048933101627,1.3265186759498109,0.0342372616119573,1.5813964860724006,-0.0006139532688085,-0.0342926933838106,0.0092901263144819,1.1403365898373532,0.0070728677919434,1.3339105831072344,0.0047296761485439,1.1391236832525329,4564.050735407366,-0.0006135007332832,-90.20624715491212
0.0,0.0,0.007344374552525,0.0050594339161796,-91.4559957534473,1.3481978419399913e-05,-0.0072035192398555,-543.0504417389479,866.2144265395394,-0.0069735459896763,-0.0056909322485259,-4850.898444706272,-0.0052965616171111,552.4638679191977,1319.7907279258748,1319.9425466769974,6.010243241122342,0.0073627193618196,9.69716968963479e-06,0.0,0.3927663198736774,-0.0024429125597225,0.0,0.0,0.0330940095640681,-857.355740545418,1.3700470544860106,0.0298019889479095,1.5569142696507725,-0.0006113449232531,-0.0342926097015916,0.0067931182807317,1.1809907575086311,0.0129128697426662,1.377190688226946,0.0045067787640498,1.179738651204942,4564.054589533363,-0.0006122542787178,-91.12424302042254
0.0,0.0,0.0072835171719519,0.0033895537194349,-92.47166039254606,5.725503599436499e-05,-0.0039623923302095,-395.35922343743977,648.6752279967916,-0.0049207055242863,-0.0057445043650391,-4850.898605904596,-0.0035638101260852,407.4254628201199,1307.6447378593691,1307.993641841941,6.266615277019866,0.0073121663986012,7.405161806044985e-06,0.0,0.4081974991264853,-0.0022939227144972,0.0,0.0,0.0326825547377635,-637.3802411555527,1.4139292420307026,0.0263408039023761,1.5361973177723518,-0.0006099544227309,-0.0342925269686624,0.00483726871862,1.2223696934282693,0.0148281559489644,1.4211382501069465,0.0042618558408137,1.2211686316305532,4564.05859880598,-0.0006107136476726,-92.0869979450958
0.0,0.0,0.007241691916266,0.0019886128577854,-93.30889684177072,9.81322554932072e-05,-0.001445551884793,-269.5710982715676,465.46063510326553,-0.0033310611460044,-0.0057697279755399,-4850.898770787804,-0.0022148613342221,283.0438921485759,1295.4361914781484,1295.948181981486,6.50732403831499,0.007275760194252,9.144388938348998e-06,0.0,0.4234264320927451,-0.0021341337139502,0.0,0.0,0.0321500608867,-453.1849313008564,1.4583228216982325,0.0229585077904793,1.5161826470938256,-0.0006096113251026,-0.0342924437225976,0.0031667620732875,1.2643667178986198,0.0174552863522413,1.4653054803103855,0.0039371221406629,1.2632131460098046,4564.062761205812,-0.0006107060526607,-92.88426636586264
0.0,0.0,0.0072032464530985,0.0009087621219138,-93.96644479424738,0.0001355440537171,0.0004427301781063,-165.11530095962712,317.30827901212234,-0.0020539494634088,-0.0057733118853736,-4850.89893910851,-0.0011349073784575,180.49850167386225,1283.5201684322103,1284.3003638850537,6.731767878463172,0.0072466309444303,8.11036632487015e-06,0.0,0.4384667635783058,-0.0019445892710254,0.0,0.0,0.0315592475484911,-302.9336571666443,1.502591542668889,0.0172407463628837,1.497486445217593,-0.0006094068587132,-0.0342923563305832,0.0019024957062621,1.3068530684979898,0.0193978672499653,1.5092289049784438,0.0035699093906325,1.3057860578581155,4564.067074793939,-0.0006106417993497,-93.51528745544236
0.0,0.0,0.0071650847606156,6.328362988929354e-05,-94.48429439263047,0.0001688413370695,0.001791478047974,-80.70682877322864,202.47566859142904,-0.0011543501273627,-0.0057610646796932,-4850.899110539818,-0.0003317664023856,98.7228242242654,1272.0650824420952,1273.0117972967844,6.939385804752136,0.0072155896004403,1.2490143638561276e-05,0.0,0.4533315019930778,-0.001734355680987,0.0,0.0,0.0309331266105825,-187.35525873953404,1.5465144576336591,0.0107472498686281,1.4799488377615957,-0.0006092532913752,-0.0342922586321857,0.0009641757410377,1.3497246817808777,0.0225966516252937,1.552295052725631,0.0031270402436511,1.3487610342904215,4564.071537769172,-0.0006101720271622,-93.98418581907534
0.0,0.0,0.0071196231242913,-0.0005230748040537,-94.83399224756322,0.0001976680042136,0.0026975964722831,-15.852545596688673,119.06878197585937,-0.0005338923865671,-0.0057378460137055,-4850.899284795222,0.0003075618198882,34.03974120718485,1260.5214868147473,1261.307252434089,7.129658880491483,0.0071750925412309,1.422168012908032e-05,0.0,0.4680290091468532,-0.0014988894641138,0.0,0.0,0.0302875082402653,-101.1155469401488,1.589471876170674,0.0046045234757161,1.46253633627976,-0.0006085731334883,-0.0342921118364577,0.0003111028432283,1.3928513287142654,0.0246342679935792,1.5947388946360097,0.0026828754426929,1.3919726861625432,4564.076148442143,-0.0006100104607809,-94.34244264295118
0.0,0.0,0.0070597401653452,-0.0009826825682986,-94.95426050242692,0.0002219959479445,0.0032715660238989,33.32048117321935,58.59287618349893,-7.453177434711832e-05,-0.0057074796680807,-4850.899461639928,0.000744509061192,-15.211477273886915,1246.1757024853837,1247.0051779593628,7.302111522084169,0.0071172663149904,5.151278868309094e-06,0.0,0.4825457050358985,-0.0012544186622714,0.0,0.0,0.0296657881921029,-40.1565572919245,1.6314634880102103,-0.001698363293332,1.4427410631667583,-0.0006073032739701,-0.0342920182366592,-0.0001324574208153,1.4359733051451498,0.0244299978277747,1.6363614128548123,0.0022256332296191,1.4352519668447756,4564.080905110369,-0.000608690635709,-94.47031486922488
0.0,0.0,0.0070034055638381,-0.0013006102087399,-95.0112390350836,0.0002416918442961,0.0035993338130907,70.25035935025772,15.541421472019836,0.0002352763889139,-0.005672787749051,-4850.899640963448,0.0010670857574823,-51.41146157689624,1232.9457657806126,1233.8482329797262,7.45631268773781,0.0070608160334784,-4.917066823075886e-07,0.0,0.4968791473157295,-0.0010059985654524,0.0,0.0,0.0290662371861549,2.67479467460084,1.673030390577841,-0.0080818681308875,1.424872802329958,-0.0006064192034387,-0.0342920013431281,-0.0004432420609091,1.4789356699630876,0.0249197482374027,1.6774421764610294,0.0017597555433086,1.4783711320052313,4564.085805916061,-0.0006075909398562,-94.51346240697518
0.0,0.0,0.0069717868225561,-0.0015166331762238,-95.2713815100095,0.0002567225302492,0.00374345507758,96.6052026487819,-13.697540893765757,0.000426541795675,-0.0056358694464109,-4850.899822683887,0.0012952192448051,-78.05064661647938,1224.3050983077806,1224.9869924367383,7.59187695484469,0.0070270305533253,-4.783537487211115e-06,0.0,0.5110637960309341,-0.0007577380661604,0.0,0.0,0.028424117100993,31.592327360414465,1.7120904504973546,-0.0143469842077547,1.4126107609487335,-0.0006079467855314,-0.0342920314765052,-0.0006304870912893,1.5218464284308166,0.0246210011073465,1.7156676319424768,0.0012933826109855,1.5214201695995206,4564.090849183497,-0.0006092721101777,-94.77961672456556
0.0,0.0,0.006908984355017,-0.0016683203170284,-95.01075191181904,0.0002671228211349,0.0037622497038101,115.17712542141436,-31.87684356208668,0.0005223524082995,-0.0055982523760777,-4850.900006787297,0.0014519900626358,-97.00519234374364,1210.5480081364717,1211.4176931452382,7.708465483337544,0.0069619913719613,-8.719882621741072e-06,0.0,0.5251007919234147,-0.0005144842620386,0.0,0.0,0.0277714023112559,49.26348510621038,1.7496583849650842,-0.0201403664633053,1.3951570651147929,-0.0006056879009842,-0.0342921014471458,-0.0007172452021304,1.5646902333874482,0.0239762100967677,1.752566701443012,0.000834620142518,1.5644072469766774,4564.096033551747,-0.0006069450217831,-94.53063663666356
0.0,0.0,0.006845866109961,-0.0017703306174947,-94.85392535806773,0.0002730171081342,0.0037031648976298,128.1287156397833,-41.4805657916639,0.0005454276302292,-0.0055609062708399,-4850.900193281241,0.001567454166,-110.57237436733377,1198.693716061868,1199.6255555972734,7.805786862613273,0.0068974688097149,-1.1339136863538358e-05,0.0,0.5389820036623271,-0.0002787530162425,0.0,0.0,0.0271354687716569,58.07011818222959,1.7869210667010966,-0.0252337908008837,1.3800640931061072,-0.0006035881575367,-0.034292203529731,-0.0007297885791244,1.6071600596301796,0.0231041233830232,1.7891529408111777,0.0003916157069278,1.6070099192273342,4564.101357418602,-0.0006048245839651,-94.39041130769424
0.0,0.0,0.0067860003442345,-0.0018430257431761,-94.6595422015345,0.0002745949715435,0.0036018276944488,137.10556858957673,-44.53860056360382,0.0005162352228743,-0.0055244089064397,-4850.900382208143,0.00165446448323,-120.46521245529564,1186.6901436400897,1187.592481135324,7.883597839907682,0.0068350524650083,-1.3480211113901867e-05,0.0,0.552711530959363,-5.389409734212362e-05,0.0,0.0,0.0265061164295976,60.24611676999767,1.8239311125833324,-0.0297790165787651,1.364972607267965,-0.0006022502255251,-0.0342923286039738,-0.0006892388777709,1.6491985289226665,0.0219480304609398,1.8254650669726733,-2.985224898534096e-05,1.6491736200451683,4564.106819275772,-0.0006034491208077,-94.2196560892506
0.0,0.0,0.0067231573151956,-0.0018986650603549,-94.43232799171348,0.0002721028323769,0.0034838402072517,143.51973339216948,-42.91563482304674,0.0004530802681764,-0.0054890344915533,-4850.900573638224,0.0017255338995203,-127.95205324235368,1174.8166693004782,1175.6613400194535,7.941703928300708,0.0067686621906104,-1.5481498464659353e-05,0.0,0.5662938593281533,0.0001578056929827,0.0,0.0,0.0258786032176528,57.56597051142997,1.8605435224289524,-0.0336076975465096,1.3501853174546494,-0.0006008415730204,-0.0342924746480534,-0.0006110406921459,1.690798017714257,0.0205236784061698,1.8613845934110624,-0.0004243163221955,1.6908921065080047,4564.112417626594,-0.0006019624983038,-94.0209652169616
0.0,0.0,0.0066608925842901,-0.001945939427426,-94.19125646739832,0.0002658332221843,0.0033672500335942,148.3817323134491,-38.083007117900586,0.0003677185759012,-0.0054548440504107,-4850.900767665498,0.0017899394902501,-134.04898198554298,1163.1324925737638,1163.9130445701776,7.979959892832436,0.0067023221082394,-1.71330544635706e-05,0.0,0.5797308173971636,0.0003540419109137,0.0,0.0,0.0252555087256912,51.51642829843618,1.8968338698735263,-0.0367771566629736,1.33574151573659,-0.0005994043875365,-0.0342926388374091,-0.0005097525167305,1.7319370627968769,0.0188903135738077,1.897009644738094,-0.0007878601659757,1.7321409551944196,4564.118151006517,-0.0006004436157491,-93.8129178265514
0.0,0.0,0.0065986365690132,-0.0019910259112576,-93.94428721974184,0.0002561142946641,0.0032635938146783,152.4358397432833,-31.169742867999695,0.0002700830367397,-0.0054217557208707,-4850.900964405739,0.0018531228098118,-139.46512083682853,1151.5613909526803,1152.2727873464212,7.998270113514856,0.0066356801651626,-1.850207039115376e-05,0.0,0.5930248152003922,0.0005329920766603,0.0,0.0,0.0246367776146314,43.28899081638337,1.9327944126026924,-0.0393008895160271,1.321505348381568,-0.0005979389722111,-0.0342928179186059,-0.000395165373791,1.772606930075086,0.0170956202981579,1.9323450430935407,-0.00111709292324,1.772910659850225,4564.124017973325,-0.0005988929657444,-93.60270939569656
0.0,0.0,0.0065366200605591,-0.002037504835219,-93.69931322027942,0.0002433044117972,0.0031795353055394,156.18777974227314,-23.060883770302823,0.0001673651209217,-0.0053895999943313,-4850.901163991138,0.0019184789672565,-144.6765131114604,1140.1272640478169,1140.764726490087,7.996588824332041,0.0065690826490595,-1.957165482595863e-05,0.0,0.6061777557090516,0.0006932183532023,0.0,0.0,0.0240231233908009,33.76229225100337,1.9684357791004088,-0.0412145456402663,1.3074733955013187,-0.0005964826307348,-0.0342930091116078,-0.0002744635154502,1.8128043917869288,0.0151601677218175,1.967409414849491,-0.0014093926225439,1.813197306515044,4564.130017103634,-0.0005973432168102,-93.3968405244422
0.0,0.0,0.0064751057127745,-0.0020873051890047,-93.45978209495324,0.0002277834558446,0.003118127569108,159.9563965763849,-14.387436869539188,6.417194118405794e-05,-0.0053581615876681,-4850.901366567622,0.0019876071443002,-149.97460928116757,1128.8261391809456,1129.3853181517395,7.974920227631351,0.0065028717818343,-2.0276744782456825e-05,0.0,0.6191913211740736,0.0008335569937423,0.0,0.0,0.0234151055960547,23.603147504730487,2.003769420274511,-0.0425690153030535,1.2936197123509576,-0.0005950519985714,-0.0342932090103194,-0.0001531209238291,1.8525317421657783,0.0131322828652606,2.0022195294562675,-0.001662924868988,1.8530022296064903,4564.136146991312,-0.0005958135721247,-93.1981592481044
0.0,0.0,0.0064141576976253,-0.0021410920084565,-93.22778356032948,0.0002099465594115,0.0030798620294013,163.91911754892143,-5.595247583778911,-3.616769818360334e-05,-0.0053272095672184,-4850.901572290991,0.0020609267186812,-155.51338877227542,1117.655226373804,1118.132774742309,7.933318483619749,0.006437188150571,-2.0623428108849774e-05,0.0,0.6320670806749007,0.0009532637623322,0.0,0.0,0.0228130498384104,13.287377953742352,2.038802132876302,-0.0434188323507318,1.279926220563196,-0.0005936466579757,-0.0342934139745099,-3.454523122239441e-05,1.8917949151360491,0.0110434953186682,2.03678651309066,-0.0018764333451471,1.8923309367500647,4564.1424062457,-0.0005943053083693,-93.0082144547343
0.0,0.0,0.006353859066068,-0.0022011260526168,-93.0021578663088,0.00019018825983,0.0030646480080213,168.20115650189862,3.0411803513023883,-0.0001328985639227,-0.0052965139456598,-4850.901781323103,0.0021420977947325,-161.43552690683072,1106.61530860813,1107.012652902414,7.8718875749914945,0.0063722080236896,-2.080555603153368e-05,0.0,0.644806525491481,0.0010519597442318,0.0,0.0,0.0222171401376437,3.169838881038225,2.0735404085339466,-0.0440094996054989,1.2663791630231125,-0.0005922384946951,-0.0342936209868441,7.767892502157699e-05,1.9306005058727551,0.0089531198411313,2.071117655463881,-0.0020518971911199,1.9311940091541373,4564.148793490797,-0.0005928353142626,-92.82892094472064
0.0,0.0,0.0062959152661713,-0.0022692571707284,-92.78651810134134,0.000168873486287,0.0030709768762,173.0129015129554,11.373443601822286,-0.0002237594447755,-0.0052658485536832,-4850.901993825907,0.0022268012455906,-167.84033891052204,1095.7714002672162,1096.083132049822,7.790781047025562,0.006309641070926,-2.169973575105673e-05,0.0,0.6574112117903431,0.0011301733904607,0.0,0.0,0.0216272951028194,-6.487648808871491,2.108017528620877,-0.044338030157157,1.2530997504235617,-0.0005908817130221,-0.0342938333723074,0.0001834217986782,1.968952589803589,0.0069753489684846,2.1052477356042942,-0.0021909021583867,1.969601962577356,4564.15530736564,-0.0005913766877742,-92.65064403976604
0.0,0.0,0.0062447548927641,-0.0023374075109474,-92.61117753715897,0.0001463790320333,0.003092144137422,178.1896444243797,19.17446557831439,-0.000307093002949,-0.00523503197612,-4850.902209951991,0.0023097084267603,-174.39075963890716,1086.1315940517134,1086.3610913168104,7.690201623802399,0.006254043377901,-2.24426818349111e-05,0.0,0.6698895694173153,0.0011891798355725,0.0,0.0,0.0210317162991941,-15.717048676550492,2.1423351926885124,-0.0441993035252485,1.241230815399508,-0.0005898341169722,-0.0342940552576393,0.0002846731144065,2.006885528638225,0.0050376386976952,2.139283747588142,-0.0022916658811993,2.007579730391812,4564.161946550807,-0.0005901691907397,-92.50513842457576
0.0,0.0,0.0061920255648135,-0.0024038557956103,-92.4348029803316,0.0001230812867378,0.0031243836315179,183.42832216590708,26.47038361722192,-0.0003858397312053,-0.0052039415056583,-4850.902429849426,0.0023922552686589,-180.96683770042603,1076.3411440473606,1076.491273895656,7.570400701499316,0.0061970375042144,-2.2062473747949663e-05,0.0,0.6822477200488071,0.0012293517245222,0.0,0.0,0.0204292444153036,-24.44109763809231,2.176360300666813,-0.0437745708885478,1.229169642396564,-0.0005886977441183,-0.0342942784330052,0.0003784630863424,2.04443676439988,0.003181013106553,2.1730858836877074,-0.002355558825851,2.04515619253219,4564.168709826696,-0.0005889516817943,-92.35760794551972
0.0,0.0,0.0061391007380461,-0.0024698719485063,-92.26759697469434,9.933979531439184e-05,0.0031653668761911,188.6627661930719,33.312111053248614,-0.0004593855764065,-0.0051724785562469,-4850.902653662615,0.0024737577473714,-187.5306930114632,1066.6953337501602,1066.7678027667755,7.431677720030954,0.0061400502966989,-2.1015820893003805e-05,0.0,0.6944863329002939,0.001251301503292,0.0,0.0,0.0198286580440459,-32.58012001817984,2.2101188772397387,-0.0430895028671098,1.217267190840306,-0.0005875372220504,-0.0342944936164558,0.0004655129633931,2.081610339403786,0.0014082576823046,2.206678596536501,-0.0023841847286368,2.0823397387045404,4564.17559598452,-0.0005877198894562,-92.22060245807212
