sideslipRR,vx,slip1,sideslipRL,longslipFL,y,FxFR,FyFR,sideslipFR,FL,x,pitchrate,pitch,signal,ax,gas,vy,FR,roll,longslipRR,signal,FxFL,RR,yawrate,RL,slip,FyFL,ay,brake,longslipRL,FxRL,sideslipFL,yaw,rollrate,az,FyRL,FyRR,steeringangel,longslipFR,FxRR
0.0006175566937382,1.6924459412350208,6.281590572738357,0.0101994986803237,-0.0014158146156164,-4850.903334225482,-152.6694373425142,-545.3134685682377,0.0090060758594565,5.191311056866302,4564.231277510858,-0.0479442753197629,-0.0262337498146844,2.2876178008386843,7.301919064590602,1.8694816543710289,-0.002664151307713,5.179435276916147,-0.0015266103304406,2.808329900098189,0.0,-153.77375458460807,25.14727524388146,-0.0031007576743919,15.711697345857957,-0.0015947344412299,561.2437871164682,-0.0374892855497467,0.0,1.4906632459020068,6024.647142399671,-0.0091559077083578,-0.0345071346233084,0.0140853649518835,0.3214631675585677,-72.07559745128299,1.9465951283169751,0.0,-0.0014497021498869,5891.799362846713
0.0013132475994434,1.7653871986358334,6.2815161626515215,0.0084881949874514,-0.0014082644733371,-4850.903960687503,-152.67384757616475,-481.6276446623853,0.0078288711885563,5.396580489458674,4564.248592479883,-0.0395565033732127,-0.0266670911707643,2.3641616532907164,7.287015493493799,1.8640115782600173,-0.0029188017011345,5.385388606853514,-0.0013859034477619,2.9857882870196506,0.0,-153.47120625806338,25.746128979035905,-0.0029860899589727,16.04447444708463,-0.0016691445280647,503.57967230761705,-0.0285727061791577,0.0,1.5713693131466129,6005.4344505698855,-0.0081389952023601,-0.0345375445875027,0.0140050625614568,0.3103145372883755,-61.44369237416667,-3.0921213661256752,0.0,-0.0014364163964838,5888.343391527576
0.0019035366964778,1.8381398516305776,6.28149230029044,0.0068464281847396,-0.0014043712669412,-4850.9046148103225,-152.85698813696533,-420.8464604893071,0.006711094451501,5.6013238347041066,4564.266634374507,-0.0312935567903975,-0.027016988163193,2.440469091547548,7.26369049364923,1.8588641598028064,-0.003090202397908,5.5908979612860765,-0.0012477618075184,3.1594884199326594,0.0,-153.3842498682312,26.289199504785408,-0.0028373912026182,16.352871270747258,-0.0016930068891463,447.8989733548789,-0.0199116793697318,0.0,1.6495924219489353,5980.486103203411,-0.0071553761984751,-0.034566611301939,0.0136191912094019,0.2874840516884204,-51.05455356547517,-7.300409182996629,0.0,-0.0014279626251332,5877.263417234251
0.0023887402177582,1.9106161002080504,6.281509755544922,0.0053207719723722,-0.0013975908738707,-4850.905295737959,-152.97803127637542,-363.6825062275056,0.0056868752892607,5.805704358782704,4564.285400842884,-0.0233438775916866,-0.027285909757566,2.516532484928942,7.232503843000274,1.8539969879893403,-0.0031847386309621,5.796107182650516,-0.0011148344353115,3.335022721091798,0.0,-153.27636874893153,26.81994820142768,-0.0026645379882375,16.67717113403388,-0.001675551634664,394.8385597184568,-0.0128347438479326,0.0,1.7312565289691313,5950.436599005633,-0.0062298025172981,-0.0345940509359024,0.0129907207325423,0.2593951394233929,-41.17072629854367,-10.790543390813776,0.0,-0.0014171255786747,5859.913968045902
0.0027381197769658,1.9827375076337344,6.281562507315421,0.0039570163317303,-0.0013911432477715,-4850.906002632963,-153.08486041924618,-310.1108841125255,0.0047277125328289,6.009722491043171,4564.304888766144,-0.0158298737521406,-0.0274776194305547,2.592344227158947,7.191984498703276,1.849381324656992,-0.0032051856692223,6.000971568398268,-0.0009899291132064,3.512442517789454,0.0,-153.19303536759506,27.34131145391244,-0.0024706460358931,17.019663864422313,-0.0016227998641655,345.23167236707826,-0.0054480027216874,0.0,1.8165368348895763,5912.842244425898,-0.0053861730686098,-0.0346196519330221,0.0120245538507042,0.2183611817492505,-32.040227015106936,-13.55378820724105,0.0,-0.001407767633479,5836.983894452163
0.0029149732694081,2.0544029119784915,6.281647191497402,0.0027232645602077,-0.0013767428739763,-4850.906734613433,-152.94250346141217,-259.9182591713801,0.0038606206372872,6.212785270108115,4564.325094173265,-0.0088458238675079,-0.0275970236611269,2.667896737126515,7.140172245167653,1.845048907120974,-0.0031506708504009,6.20501075030961,-0.0008762054953014,3.4684344233667024,0.0,-152.782540986777,27.85063448218423,-0.0022414958003356,17.38659898340668,-0.0015381156821834,299.3053261631917,0.0034476130026941,0.0,1.7776294671519466,5864.233578835597,-0.0045915393862493,-0.0346431295438124,0.0108275996170168,0.165642176879991,-23.778806670506903,-15.43849078864169,0.0,-0.0013934915923084,5807.09224519115
0.0029640908976863,2.125489881211003,6.281754919271285,0.0016013705361385,-0.0013720702139021,-4850.907490807712,-152.67159631545843,-214.3268383408554,0.0030957260182013,6.414976028193856,4564.346011981503,-0.0024336484325402,-0.027649750133058,2.743182459643611,7.076294123184454,1.841055363397824,-0.0030332677704632,6.408308384437635,-0.0007749444369284,3.395141066224158,0.0,-152.45540448951033,28.350087329400825,-0.0019878408827255,17.77895582904747,-0.0014303879083014,255.6301824560656,0.0098561236543601,0.0,1.7459298002938757,5809.327877739821,-0.003830134224039,-0.0346641571085909,0.0095356075059872,0.1133613947632062,-16.341699376876413,-16.398294753286155,0.0,-0.0013839232694286,5765.412875401601
0.0029661469316607,2.19590459800711,6.281876951391677,0.0005896619093343,-0.0013644968134616,-4850.90827044235,-152.42450498371653,-172.56372041482533,0.0023838718365621,6.616241555843552,4564.367636007811,0.0034118437131653,-0.0276414643989083,2.8181938662007195,7.005845740328685,1.837376919274996,-0.0028675146387288,6.610604704305891,-0.0006871851227426,3.327372635236483,0.0,-152.2252204960971,28.846700995007744,-0.0017358538617021,18.190333950833956,-0.001308355787909,214.7000100080884,0.0152016752283448,0.0,1.7198701212201504,5752.1860296050245,-0.0031405668881967,-0.0346826411638257,0.0081411232648323,0.0583127434150058,-9.682962651480802,-16.733474437576493,0.0,-0.001375030629631,5715.532578611717
0.0029432372219252,2.265601542388477,6.282010004113077,-0.0002965834567529,-0.0013550137907035,-4850.909072809598,-152.10078432954327,-133.57776040658604,0.0017206786076536,6.816508380198354,4564.389959412772,0.0086779819454729,-0.0275778985846388,2.892923455719696,6.933007278877025,1.8339268828505435,-0.0026581691626368,6.811771780840017,-0.0006137595088112,3.2653118107456973,0.0,-151.92122998335762,29.34533611949911,-0.001496388217786,18.615098636444397,-0.0011753030665097,177.26354068536838,0.0203070422181933,0.0,1.6982315509737975,5694.990440017145,-0.002521001186304,-0.0346986711987253,0.0066836156224403,0.0017472826007388,-3.817185299250885,-16.714223695672832,0.0,-0.001363863391667,5661.8026910253
0.0028983003289295,2.334567954345564,6.282152687726332,-0.0010479182752945,-0.0013460769746839,-4850.909897206222,-151.76909775067244,-97.4646024951195,0.0011207325379905,7.015735754767365,4564.412975102583,0.0133536472527826,-0.027464912921666,2.967363755303861,6.860038234287751,1.8306179285593165,-0.0024065576687398,7.011786576042045,-0.0005550236170059,3.208983665200895,0.0,-151.63993544774596,29.848815023715098,-0.0012715820850661,19.04962824811683,-0.0010326194532548,142.93745423615076,0.0249740676528703,0.0,1.680177927435193,5638.873290414225,-0.0019508735996475,-0.0347123857585876,0.0052118710864284,-0.0547390375062646,1.2205157990087785,-16.48049050691642,0.0,-0.0013543193313948,5606.848835902125
0.0028305199987317,2.4028096196931434,6.282301829177077,-0.0016642709600609,-0.0013377262966,-4850.910742963755,-151.45903634367463,-64.45582284988565,0.0005850043266738,7.213941264277135,4564.43667596602,0.0174360819334655,-0.027308434964867,3.0415073209852914,6.788230411944061,1.827385896221076,-0.0021187182558666,7.210693677679845,-0.0005109026349465,3.158222940500356,0.0,-151.39069861418673,30.358870529804587,-0.0010640282318711,19.491475672175365,-0.0008834780025095,111.20359936853032,0.0287701581193845,0.0,1.665081441057102,5584.541379320179,-0.001423122538154,-0.0347239442162314,0.0037634197659277,-0.1098835116688084,5.42099137741781,-16.090252175148276,0.0,-0.0013454610449407,5551.985762184607
