sideslipRR,vx,slip1,sideslipRL,longslipFL,y,FxFR,FyFR,sideslipFR,FL,x,pitchrate,pitch,signal,ax,gas,vy,FR,roll,longslipRR,signal,FxFL,RR,yawrate,RL,slip,FyFL,ay,brake,longslipRL,FxRL,sideslipFL,yaw,rollrate,az,FyRL,FyRR,steeringangel,longslipFR,FxRR
0.0,0.0,0.0,0.0,2.808349639999672e-07,-4850.897164652041,0.0466599402084196,0.0,0.0,1e-05,4564.018298359632,-2.3775753347224906e-08,-3.9218157213248485e-05,0.0,-0.3431306652622903,75.10416666666667,0.0,1e-05,-1.2512815238127624e-07,2.808349639999672e-07,0.0,0.0466599392730696,1e-05,-3.1788466794528535e-07,1e-05,0.0,0.0,-0.1072571782351639,0.0,2.808349639999672e-07,0.0466828441670549,0.0,-0.0342957201195726,-0.0001080008855989,1.4877731725295662,0.0,0.0,0.0,2.808349639999672e-07,0.0466828417996954
-0.0007722126776018,0.0084803266374004,0.0,-0.0002269429815789,-0.0006030459982721,-4850.897164546333,-45.75853934436751,6.898517053658372,-0.0002758141952947,0.013959558540463,4564.0183271195,-0.0071726992989191,-7.268271119580988e-05,0.0799986666733333,1.8496504524269235,28.9975218370142,0.0002429550595765,0.0135077235372194,-2.8295318894235186e-05,0.0126572463008556,0.0,-47.79490148057706,1.0821492862600806,-2.501513631808599e-06,1.0843085104833043,0.0,19.28668992787782,0.0512574097733815,0.0,0.0125048836592421,1538.6319089146716,-0.0008659359744629,-0.0342957798154886,-0.0049169070171574,-0.0662153214831475,5.691584911514616,17.234463926003237,0.0,-0.0005803651418275,1547.781042113167
-0.0035728718253729,0.029948431608553,0.0,-0.0003460450087117,-0.0007883273147062,-4850.8971641373855,-143.0097308411693,22.3406198275947,-0.000189873102941,0.0903487521819541,4564.018524940726,-0.0177176592202564,-0.0002007637381622,0.1599893335466646,2.5068722554189065,12.013089658245876,0.0013421038778943,0.0875826896486228,-9.870035038110624e-05,0.0155116229479329,0.0,-142.67254785076796,1.6178782327934649,8.652054617366271e-05,1.6597031312282764,0.0,141.68891405228186,0.226238497566293,0.0,0.0151775112400291,2160.194660847929,-0.0038202869473151,-0.0342953813980694,-0.0084076174639042,-0.0529532694205198,22.925147714078676,130.04028188356273,0.0,-0.0008115126330158,2188.904238464928
-0.0060462942861637,0.0585818407665621,0.0,0.0032844182443548,-0.0009892976383768,-4850.897152129177,-133.7160448131883,-105.17060895902068,0.0045398710449359,0.1919924840802111,4564.018975598172,-0.0303478719267782,-0.0004456339924699,0.2399640016199652,3.365574223914715,5.75145849905446,0.0040595536858499,0.1902302754082313,-0.0001896500698494,0.021505028245282,0.0,-135.0452454907042,2.22799165023222,9.938846600590508e-05,2.3213083074582053,0.0,325.59850928723023,0.3036920741805654,0.0,0.0212438014522375,2852.7343781518143,-0.0061654399758784,-0.0342942282855102,-0.0094237940251302,-0.0621409015719837,-66.09192863373893,316.0594297066287,0.0,-0.0009771130165446,2866.258436408024
-0.0102461527971049,0.0969583089040398,0.0,0.0113929374904914,-0.000990561343961,-4850.8971250859295,-150.21951475229534,-515.9087609877957,0.0126884860808265,0.3347454140030965,4564.019764776292,-0.0450726348741584,-0.000828483721826,0.3199146734930733,4.45499847458934,3.4297850860735046,0.0061987708933125,0.3312386550137135,-0.0002914964417351,0.0315159869383478,0.0,-151.66794221286358,2.81166106631985,-0.0001333848364594,2.9138070389199364,0.0,564.7974085227373,0.0762114284338026,0.0,0.0314722210419008,3755.628312343691,-0.011639642195456,-0.0342944842242507,-0.0111916400883152,-0.0571598930855985,-444.1584232271037,531.9159332351235,0.0,-0.0009944288494215,3757.2159839564847
-0.0221796552554078,0.1452857373913867,0.0,0.0202644246861872,-0.0012015930279786,-4850.89710098988,-163.4980920660197,-1027.3916377865942,0.0213687864665752,0.503495608713931,4564.020995356358,-0.0609672993093753,-0.001366499290462,0.3998333541654266,5.178920820751954,2.556515588450195,0.0069977213080826,0.5000697709348905,-0.0004190908637137,0.0467536471596229,0.0,-163.84016655637785,3.405921460542518,-0.0001434581480277,3.46327104875588,0.0,1139.003829387609,0.1266553319044624,0.0,0.0463311179332331,4393.39900034095,-0.0242042113844486,-0.0342960881859726,-0.0138022911314341,-0.0131890766471641,-980.840723581199,1039.486036217684,0.0,-0.0011798270208603,4324.111866946578
-0.035326442737789,0.1981898695824135,0.0,0.0348862568164247,-0.0013820665370675,-4850.897084316071,-155.31949486756545,-1726.8962934186875,0.0361494056212147,0.6861686570138249,4564.02273953736,-0.0757845222746017,-0.0020595364115576,0.4797120518355567,5.289151197040251,2.2248186200990347,0.0081129720963427,0.6810193940389563,-0.0005639067169827,0.0735981361711798,0.0,-159.34526711001055,4.387170998807951,-6.083429364514564e-05,4.261325267536617,0.0,1803.553339320423,0.0569885053924851,0.0,0.0697849413618393,4485.222985782345,-0.0347299776339619,-0.0342970575648906,-0.0150456744798396,0.0130109794452453,-1621.3906166854097,1637.213674024706,0.0,-0.001415329121164,4394.548107186161
-0.0472288314642452,0.2506266915809633,0.0,0.0443563595626502,-0.0014280380966343,-4850.897079050247,-157.2131348006164,-2125.7090765958715,0.0344885797809724,0.8663823099023078,4564.025012505535,-0.0878689512354917,-0.0028859610482278,0.5595427787002621,5.22016495810103,2.101076419178185,0.0084119816345176,0.8617924392507458,-0.0007230128323127,0.1171326250971855,0.0,-156.5387629415766,5.801179865333233,7.978380119403962e-05,5.474660706748972,0.0,2188.012077424933,0.0035704827526915,0.0,0.1074538951086181,4406.746061088123,-0.0352233758915762,-0.0342971261723923,-0.0165868489527141,-0.0562965161287765,-1988.0111473083837,1937.0912567608336,0.0,-0.0014497446508742,4317.482839834702
-0.0504152496472653,0.3042071031899576,0.0,0.0434692232028009,-0.0015157968566283,-4850.897090093038,-150.74967652383538,-2191.5909707853643,0.0359212647704343,1.0438195914631307,4564.027812469872,-0.0982426585895953,-0.0038226438477648,0.6393175517533816,5.513129852495052,2.051170178257175,0.0085820477049069,1.0398972897147305,-0.0008949228924171,0.1721026131838714,0.0,-154.36612063637256,7.254414356270356,0.0004404922017803,6.710425226649892,0.0,2259.08988533986,0.0317356138517409,0.0,0.1538386841884503,4640.510043550532,-0.0349893442000525,-0.0342942305434392,-0.0175895119391139,-0.1478258910720301,-1759.124073102417,1717.000447209092,0.0,-0.0015647153725511,4521.766624111161
-0.0527519775715283,0.36038209181274,0.0,0.04569025586153,-0.0015568820307516,-4850.897118508463,-153.82500863331447,-2235.1141591158857,0.037482572764491,1.2290691066814206,4564.031163116904,-0.1075432663789498,-0.0048571887553162,0.7190283935840883,5.710508760375754,2.0257644060393885,0.0086775547417052,1.2243960532179452,-0.0010740240866353,0.2339113525460871,0.0,-156.09403132118544,8.571935375889217,0.0005398783351947,7.76604327456742,0.0,2264.4533560511863,0.0078676366144475,0.0,0.2040986980112509,4802.86597705507,-0.0358007937891003,-0.0342890767983681,-0.0181201516412713,-0.2055774291558514,-1416.016701615168,1384.2488910089232,0.0,-0.0016437019417013,4676.787051686755
-0.0524206072609591,0.4181489734914455,0.0,0.0463545857379567,-0.0016023999950237,-4850.897166483646,-153.24249284130582,-2233.65949814759,0.0375313725904534,1.4172924439133825,4564.035084867576,-0.1153599049920448,-0.0059769587409868,0.7986673331746252,5.827299885074897,2.0109696524320264,0.0086290734758801,1.412606177177754,-0.0012557739440649,0.3018200693216339,0.0,-156.04296626084815,9.749645437176538,0.0005163817995849,8.67257859741691,0.0,2257.8375564234298,-0.0078575685972322,0.0,0.2582881676669564,4892.449896656616,-0.0361108464018693,-0.0342838211044211,-0.0181293771284812,-0.2497813638710165,-1135.3717907518082,1097.7945357695742,0.0,-0.0016865729959238,4761.853960221517
-0.0497885665274794,0.4768818230752742,0.0,0.0448102688404224,-0.0016102543943519,-4850.89723548992,-154.38097865870228,-2193.2707422313047,0.0370843077690711,1.6089129785188847,4564.039589813538,-0.1215865119213329,-0.007166085518928,0.8782264066973985,5.90998723526948,2.0011041111548438,0.0084821604758098,1.6040847532764644,-0.0014345252052966,0.3770194959734061,0.0,-157.28635210754047,10.840870969981196,0.0005340633042409,9.475089811544937,0.0,2213.924002437909,-0.0198814906578981,0.0,0.3167299644727446,4961.580368277314,-0.0351254147379315,-0.0342785792885599,-0.0175986408102507,-0.2705705972595679,-911.616554520456,858.8209187576059,0.0,-0.0017216434622891,4818.156666789017
-0.046011574005438,0.5364383598646808,0.0,0.0421389190314035,-0.0015708976726635,-4850.897327137911,-151.91671313186998,-2124.98460746789,0.0360769062991226,1.8017614046549244,4564.0446865257045,-0.1262394490259854,-0.0084089143112741,0.9576976583113548,5.996758560887867,1.9932652490797735,0.0081785720625377,1.7973248550700025,-0.0016057824895724,0.4604894921474063,0.0,-155.06618015978012,11.86709992717376,0.0005299504955512,10.178907245275314,0.0,2132.757995497343,-0.0361122022533547,0.0,0.3789230346371114,5034.145096257717,-0.0336716025885451,-0.0342732162856292,-0.0166956030342306,-0.2685660987039318,-729.1512061298083,664.534561012948,0.0,-0.0016934982060627,4872.263597043457
-0.0418852602276347,0.5968930102913481,0.0,0.0392830401007122,-0.0015407671705111,-4850.8974433174335,-151.03648782222538,-2034.011466288548,0.034671921579356,1.9940356236742471,4564.050383655092,-0.1293395868005964,-0.0096895361308754,1.0370731409575589,6.0931634976714975,1.9860071345786376,0.0077282054386118,1.9897610316371528,-0.0017663785994868,0.54943392311776,0.0,-154.41695506617316,12.80886153211975,0.000469367135927,10.756993093645772,0.0,2033.1140346696327,-0.0481608270361126,0.0,0.4415943316598956,5116.179641194993,-0.032122033202248,-0.0342682067589994,-0.0154896718725551,-0.2573945610390313,-585.7643566154129,512.8937449678723,0.0,-0.001673273277769,4934.273992502406
-0.0378260358254392,0.6583399671103305,0.0,0.0367242955153278,-0.0015190654505014,-4850.897585572616,-150.23479717942055,-1932.0924229428872,0.0331828345698299,2.1864725206238,4564.056690700757,-0.1310822991935783,-0.0109935921544523,1.116344917153892,6.197798829526505,1.978756337305739,0.0071747176309661,2.182227495244072,-0.0019130721024462,0.6445318416679006,0.0,-153.97832075020207,13.711375588009188,0.0003634738058577,11.254595222102868,0.0,1925.3731457632537,-0.0577116540801878,0.0,0.5045045772647576,5205.20638746401,-0.030476593443284,-0.0342640616003413,-0.0139490965820414,-0.2296460602946861,-477.26433706301975,397.4833734777375,0.0,-0.0016577587532039,5004.871687065522
-0.0339903562350442,0.720849260196554,0.0,0.0344897679917313,-0.001496393072408,-4850.897755210249,-149.64771233141082,-1827.158872910398,0.0316194410659425,2.379658719436476,4564.063618009096,-0.1315555822983539,-0.0123080406626897,1.1955050597887935,6.307216494154471,1.971338687842352,0.0065290009212912,2.3753572458800507,-0.002042673098241,0.7459178140543963,0.0,-153.59292138899494,14.587214572422036,0.0002137256367666,11.689109161691771,0.0,1813.526803416584,-0.0673753199921092,0.0,0.5674074687861196,5297.000620788342,-0.0288051640297231,-0.0342612138024811,-0.0121104106954392,-0.190806771472992,-396.0683186740368,310.19537595161387,0.0,-0.0016363549561916,5081.160370590915
-0.0303828808946757,0.7844558397805889,0.0,0.0324747397552784,-0.0014764235240142,-4850.897953497941,-149.29615739478334,-1720.907256155661,0.0299700543546517,2.573766092744146,4564.071176401833,-0.1308160665406567,-0.0136205071959916,1.2745456529139678,6.418330463723212,1.9637477002228776,0.0057998198112513,2.5692949826828047,-0.0021524766550227,0.853485902620763,0.0,-153.38197572019783,15.438952660622856,2.4726121484867285e-05,12.069900118687295,0.0,1702.089662693867,-0.0750854083945441,0.0,0.629974338450123,5388.905653601449,-0.0271441610740302,-0.0342600880265558,-0.0100206890868518,-0.1443719315493413,-334.63294505418924,243.8551750073716,0.0,-0.0016149046917067,5160.50456180469
-0.0269510465455393,0.849162973750222,0.0,0.0305855491991539,-0.0014596714479775,-4850.89818153428,-149.08037974268677,-1614.7457913453582,0.0282745847248033,2.768899615263237,4564.079376852273,-0.1289190618421648,-0.0149191660442521,1.3534587925359682,6.527811044056454,1.9560341145792464,0.0050082398554038,2.7641684157722843,-0.0022401867180254,0.9671648328984238,0.0,-153.24912883602028,16.267834228713845,-0.0001962664430317,12.403359816362286,0.0,1591.9032475886718,-0.0809113798330288,0.0,0.6918676706273872,5478.487834451277,-0.0254890069321627,-0.0342610309653754,-0.007720800384852,-0.0927445633152812,-286.9846484317804,192.7292180180815,0.0,-0.0015940192945018,5239.793594219746
-0.0236541025671414,0.9149431387150372,0.0,0.0287690630762082,-0.0014480767935275,-4850.898440210467,-148.97497549237187,-1509.8931068033833,0.0265456574748487,2.96512051646434,4564.088230165244,-0.1259547800717333,-0.0161928736056888,1.4322365874065934,6.633621182269296,1.9482700746803685,0.0041773118667324,2.960039301190823,-0.0023040269628064,1.0876687869801058,0.0,-153.23718041879016,17.085156513019456,-0.0004508008639039,12.70599735318147,0.0,1484.3811555717075,-0.0818987979963557,0.0,0.7536030830284662,5563.899654216959,-0.0238606636211384,-0.0342643578409502,-0.0052735333992064,-0.0395251045897494,-248.84225914543248,155.9095200661452,0.0,-0.0015741281253363,5317.4550642195845
-0.0204034455884285,0.9817556649034872,0.0,0.027068187649012,-0.0014391814317292,-4850.898730005513,-148.92755753176277,-1407.0933937841698,0.024806096231857,3.162570601159401,4564.097746758824,-0.1220116012804285,-0.0174315237974583,1.5108711598120046,6.735182805243088,1.9405069173589444,0.0033597727860299,3.1568996040240536,-0.0023428023347828,1.2158035852246565,0.0,-153.29582664197935,17.90088317221173,-0.0007589143957566,12.994002557629903,0.0,1379.964188310553,-0.0791678772879679,0.0,0.8159908148936809,5644.401941512677,-0.022268071077777,-0.034270513386682,-0.0027222306040593,0.0167881282575246,-217.4392160891993,131.87120856748302,0.0,-0.0015560024661756,5393.960570128907
-0.0172045519521326,1.0495618233276236,0.0023758405933256,0.0254682549170718,-0.0014326447547868,-4850.899050969583,-148.96994011705965,-1306.618897071151,0.023053528626015,3.361259500932815,4564.107936648578,-0.1171462773629276,-0.01862560961658,1.5893546463604895,6.832382223094877,1.9327620172459592,0.0025821035993091,3.3547235308483856,-0.0023557019104782,1.3508290837858947,0.0,-153.37881088325136,18.705492852072528,-0.0011158311050817,13.266372032648682,0.0023758405933256,1279.2982881262149,-0.0761060238781442,0.0,0.8786562211087139,5719.483429391247,-0.0207131012781091,-0.0342800346276401,-0.0001144179520866,0.0718452674168124,-191.18392843796613,112.74238747908416,0.0,-0.0015396792088383,5468.896036089715
-0.0141327191637139,1.1183110398505829,0.001573779083717,0.0239133184415487,-0.001428197697309,-4850.899403022979,-149.15512133010105,-1208.8671223701313,0.0213199211424118,3.5611224770644854,4564.118809382738,-0.1114403494012588,-0.0197663471047965,1.6676791987687964,6.9237570952356,1.9250637955605767,0.0018483597496606,3.55355343953342,-0.0023425398664698,1.4922926588026824,0.0,-153.46193860377414,19.495184903083743,-0.001499686781818,13.526697267175036,0.001573779083717,1181.9446965276315,-0.0734598606414811,0.0,0.941581052770407,5788.517740668569,-0.0191835170803568,-0.0342932896522442,0.0024781299262013,0.1248268563880497,-168.81373832323433,95.51755487495409,0.0,-0.0015266804978239,5540.902198246998
-0.0112537687412027,1.1879404669063445,0.0008977807781205,0.022356400496077,-0.0014251653264421,-4850.899786104494,-149.41953445271125,-1114.0211756034782,0.0196017300215475,3.762098180317296,4564.130373913991,-0.1049832790363238,-0.0208458182936497,1.7458369846469546,7.008187944497293,1.917446351514759,0.0011525144170597,3.753428978643548,-0.0023039153909854,1.6398444781828514,0.0,-153.5736483849419,20.268252826867048,-0.0018913417430894,13.779337185518193,0.0008977807781205,1088.2961290836158,-0.0712665518998528,0.0,1.004884586415986,5850.905354009897,-0.0176974030727506,-0.0343104428853746,0.0049756331749334,0.1746559173555689,-149.36318667865606,79.3096444232453,0.0,-0.0015151504596342,5608.860966941083
-0.0086227426317122,1.2583767778295358,0.0003218497886309,0.0207539110347554,-0.0014227919221732,-4850.900200196111,-149.76098982283574,-1022.1691620396756,0.0179069924403616,3.9640915713713194,4564.142638491855,-0.0978672632839465,-0.0218570188643115,1.8238201882815075,7.084696974703982,1.909943509154219,0.0004865719267785,3.95434757131866,-0.0022411995358418,1.7931559120082463,0.0,-153.65604093636003,21.02368548762061,-0.0022649006380746,14.028598268762106,0.0003218497886309,998.3333858448318,-0.0713797187858085,0.0,1.0687759819682234,5905.952116757982,-0.0162625649678119,-0.0343314399402889,0.0072987160780731,0.2207986302123911,-135.19422279966693,64.00972391665726,0.0,-0.0015054634380894,5671.959922549381
-0.0062929799599189,1.3295377437893283,6.283005576397814,0.0190606633580344,-0.0014212495306605,-4850.900645402761,-150.17319888544077,-932.9391907648252,0.016241073478863,4.166965514726202,4564.155610568409,-0.0901853444908628,-0.0227938683276022,1.9016210114170768,7.152616597774962,1.90258665870203,-0.00016357809478,4.156305195764278,-0.002156582823974,1.9518806762468248,0.0,-153.7057543705919,21.760698390723963,-0.0025902462543815,14.278645597011806,-0.000179730781772,912.781441531102,-0.0706793167684955,0.0,1.1335462423772438,5953.344233031669,-0.0148865019330522,-0.0343559270462198,0.0093726138915981,0.2621027777625054,-124.26408683190364,49.83236239239535,0.0,-0.0014965082953258,5729.444865916919
-0.0042619425960813,1.4013355866353006,6.282572959866228,0.0172910773893939,-0.0014218074195178,-4850.901121820753,-150.57784185295534,-846.7621186886539,0.0146188603187196,4.370603973018417,4564.169296738302,-0.0820349726932483,-0.0236512378056497,1.9792316740361835,7.211776583774603,1.8954009315164293,-0.0007902480904391,4.359249792776105,-0.0020527693829065,2.1156519175066566,0.0,-153.77421790868675,22.478983666746927,-0.0028526259864794,14.532935182338116,-0.0006123473133579,831.451819688695,-0.0690126660570651,0.0,1.199507316372199,5992.981850079139,-0.0135677166285632,-0.0343833261031378,0.011160701985089,0.2971707551858973,-114.09054732366866,36.97566583200964,0.0,-0.0014870625969948,5780.738986090147
-0.0025414798841362,1.4736752220980645,6.282210975378582,0.0154889028952593,-0.0014235503423367,-4850.901629393561,-151.13634235840254,-764.2545553279568,0.0130764501754318,4.575070266888355,4564.183702693219,-0.0735693282277795,-0.0244251870917087,2.056644415137241,7.260467659975356,1.888411694956455,-0.0013764197984167,4.562996048028198,-0.0019331808887985,2.284108534885424,0.0,-153.9560295153792,23.17845291043329,-0.0030467987038375,14.794810624038746,-0.0009743318010036,755.9440500310291,-0.0652831099742586,0.0,1.266956647347333,6023.626762480536,-0.0123853628666718,-0.0344129819104141,0.0125243545812433,0.3202245670974517,-103.83234799567715,25.55663523623718,0.0,-0.001480429593792,5825.388660001346
-0.0011948563420858,1.5464277435439695,6.281929665527678,0.0137173464144387,-0.0014232250858456,-4850.902167762845,-151.8322654220737,-686.5574240329806,0.0116113067404123,4.780242082973312,4564.198833054433,-0.0649787787863998,-0.0251136641971644,2.133851493510649,7.293113274655974,1.881690430691887,-0.0018909422649133,4.767760126527132,-0.0018031089145114,2.456324717920965,0.0,-153.9971259276572,23.856560070209657,-0.0031535970861819,15.072920291243376,-0.0012556416519083,686.8353924285861,-0.0561320749701102,0.0,1.3368616168561689,6037.948595946019,-0.0112655302754693,-0.0344441190696041,0.0133421896946294,0.3259800911165563,-93.39776486616913,15.853857031019292,0.0,-0.0014718394669218,5862.351596094133
-0.0001965098777749,1.6194133241792756,6.2817253047036585,0.011950951869244,-0.0014203888221904,-4850.90273629767,-152.36283202054457,-613.4348338295476,0.0102546945134977,4.985777515237009,4564.214690915408,-0.0564146385708296,-0.0257162897832349,2.21084518851291,7.305729800005561,1.875358441901684,-0.002321792043302,4.973406103665528,-0.0016666596159882,2.63081607419695,0.0,-153.89254539217842,24.51100612810581,-0.0031646544743239,15.37850038548306,-0.0014600024759275,621.8272351827824,-0.0468935847815059,0.0,1.411254105604487,6036.613211916888,-0.0101853509812827,-0.0344757880567645,0.0138534069642788,0.3272404625586225,-82.78255157059922,8.10006070161601,0.0,-0.0014606397855915,5884.629870284345
