signal,FxRL,longslipFL,FyRR,RL,vx,az,x,gas,yawrate,slip,FxFR,rollrate,ax,pitch,pitchrate,sideslipFR,FR,brake,yaw,sideslipRL,RR,FyRL,FL,longslipRR,longslipFR,slip1,FxFL,signal,steeringangel,sideslipFL,roll,y,vy,ay,FyFR,longslipRL,sideslipRR,FxRR,FyFL
0.0,0.0466828441670549,2.808349639999672e-07,0.0,1e-05,0.0,1.4877731725295662,4564.018298359632,14.305555555555555,-3.1788466794528535e-07,0.0,0.0466599402084196,-0.0001080008855989,-0.3431306652622903,-3.9218157213248485e-05,-2.3775753347224906e-08,0.0,1e-05,0.0,-0.0342957201195726,0.0,1e-05,0.0,1e-05,2.808349639999672e-07,2.808349639999672e-07,0.0,0.0466599392730696,0.0,0.0,0.0,-1.2512815238127624e-07,-4850.897164652041,0.0,-0.1072571782351639,0.0,2.808349639999672e-07,0.0,0.0466828417996954,0.0
0.0999583385413566,1538.6319089146716,-0.0006030459982721,17.234463926003237,1.0843085104833043,0.0084803266374004,-0.0662153214831475,4564.0183271195,5.511582536864257,-2.501513631808599e-06,0.0,-45.75853934436751,-0.0049169070171574,1.8496504524269235,-7.268271119580988e-05,-0.0071726992989191,-0.0002758141952947,0.0135077235372194,0.0,-0.0342957798154886,-0.0002269429815789,1.0821492862600806,5.691584911514616,0.013959558540463,0.0126572463008556,-0.0005803651418275,0.0,-47.79490148057706,0.0,0.0,-0.0008659359744629,-2.8295318894235186e-05,-4850.897164546333,0.0002429550595765,0.0512574097733815,6.898517053658372,0.0125048836592421,-0.0007722126776018,1547.781042113167,19.28668992787782
0.1996668332936563,2160.194660847929,-0.0007883273147062,130.04028188356273,1.6597031312282764,0.029948431608553,-0.0529532694205198,4564.018524940726,2.253715250607147,8.652054617366271e-05,0.0,-143.0097308411693,-0.0084076174639042,2.5068722554189065,-0.0002007637381622,-0.0177176592202564,-0.000189873102941,0.0875826896486228,0.0,-0.0342953813980694,-0.0003460450087117,1.6178782327934649,22.925147714078676,0.0903487521819541,0.0155116229479329,-0.0008115126330158,0.0,-142.67254785076796,0.0,0.0,-0.0038202869473151,-9.870035038110624e-05,-4850.8971641373855,0.0013421038778943,0.226238497566293,22.3406198275947,0.0151775112400291,-0.0035728718253729,2188.904238464928,141.68891405228186
0.2988762649471984,2852.7343781518143,-0.0009892976383768,316.0594297066287,2.3213083074582053,0.0585818407665621,-0.0621409015719837,4564.018975598172,1.041805129872139,9.938846600590508e-05,0.0,-133.7160448131883,-0.0094237940251302,3.365574223914715,-0.0004456339924699,-0.0303478719267782,0.0045398710449359,0.1902302754082313,0.0,-0.0342942282855102,0.0032844182443548,2.22799165023222,-66.09192863373893,0.1919924840802111,0.021505028245282,-0.0009771130165446,0.0,-135.0452454907042,0.0,0.0,-0.0061654399758784,-0.0001896500698494,-4850.897152129177,0.0040595536858499,0.3036920741805654,-105.17060895902068,0.0212438014522375,-0.0060462942861637,2866.258436408024,325.59850928723023
0.3973386615901224,3734.129249311012,-0.000978763904854,514.7396468149605,2.8399725055644685,0.0969309451807668,-0.0225823723237304,4564.019764711822,0.5778564171615101,-0.0001271561229647,0.0,-149.82744065263074,-0.0099506500859193,4.428743017206584,-0.0008277346348515,-0.0448171435070023,0.0134386327942562,0.3311452376343282,0.0,-0.0342944658686536,0.0120761709512499,2.73535706035784,-459.4249215034895,0.3345697615946458,0.0307856301486781,-0.0009908694146799,0.0,-151.1695350606136,0.0,0.0,-0.010721294181053,-0.0002866980638043,-4850.897125388209,0.0060821970704514,0.0274864555250412,-531.8102849033569,0.0308970556649192,-0.0094161980973991,3744.1500678876455,545.8790099138855
0.4948079185090459,4274.785893325168,-0.0011428159657122,983.0024404204236,2.9788648751441493,0.144653733113484,0.0275057059832671,4564.020992311074,0.3889875013085898,-8.998133841974324e-05,0.0,-160.74882662205326,-0.0107331476217994,5.054838851318179,-0.0013561092898531,-0.059199016102745,0.0214203020719312,0.4969573412310099,0.0,-0.0342957542647388,0.0202991569235304,2.865750675167276,-1030.1219255537578,0.500180232455182,0.0394052069810692,-0.0011538608999376,0.0,-160.73361152060855,0.0,0.0,-0.022357459003994,-0.0003914646875174,-4850.897107250394,0.0058217173188767,-0.0145371677850137,-1064.386643174907,0.0402159755201956,-0.0206585086337811,4238.2914321459775,1055.232619113395
0.5910404133226791,4313.810415832406,-0.0012691858440216,1676.0979832276375,2.9706125341843475,0.1959719210161233,0.0576782593644452,4564.022721432983,0.3108315947291879,-2.2589003494310205e-05,0.0,-151.0878280342729,-0.0097544928583216,5.118144906815257,-0.0020166949432054,-0.0711701053637866,0.0338987370428201,0.6708422413756701,0.0,-0.0342963139961179,0.0329346322958948,2.9896138472844065,-1725.472522630835,0.674556136647539,0.0481492227856283,-0.0013089249341751,0.0,-155.17044870546584,0.0,0.0,-0.0312859576046464,-0.0004940442014141,-4850.897109256712,0.0056666805198185,-0.0511398295045262,-1682.8398620503208,0.0473223932493024,-0.0316310572247816,4270.884495350855,1673.8924039988765
0.6857956149109028,4213.563171027652,-0.0012865353713015,2333.912880264437,3.0894304012601723,0.246828933017925,0.0560478477045047,4564.024962582443,0.2803983271809772,5.708539004183454e-05,0.0,-152.47983476767635,-0.009000471153628,5.026321349550347,-0.0027772403573409,-0.0795182550075936,0.0328426709286461,0.8398694367739881,0.0,-0.0342960239698164,0.0402352239640231,3.171188427259706,-2417.088769523422,0.8440670259856271,0.0576652239017197,-0.0013643970584327,0.0,-150.9099836716354,0.0,0.0,-0.0318051790106459,-0.0005874040846881,-4850.897133183264,0.0049077711361585,-0.0857684768441676,-2075.054780291308,0.0554491671058616,-0.0404741429335172,4176.987138659145,2023.2058856983224
0.778836684617301,4442.842593628127,-0.0013521745480592,2540.1176825247894,3.067965662811425,0.2984107763579213,0.0320156131714788,4564.027712303986,0.2656273135177321,0.000126649383565,0.0,-145.03364889933067,-0.0077244937324252,5.303107446218012,-0.0036058763853998,-0.0853544199865763,0.0326614662028541,1.0058567596601045,0.0,-0.0342950833585174,0.0374253716226415,3.292911911730703,-2623.184561993471,1.008490765798564,0.0656168208214335,-0.0013930405745702,0.0,-148.4775797970896,0.0,0.0,-0.0311573135464613,-0.0006708354390856,-4850.897182671266,0.0041718502881192,-0.0762176083830562,-2100.3436892709374,0.0594338774845988,-0.0383343658056953,4353.325094672452,2077.786481223023
0.8699310682224604,4599.308502034009,-0.0013511539006777,2565.4965630187057,2.8402964578008976,0.3524647845967321,0.0144091000037321,4564.030991619697,0.2534601985252018,0.0002848225862227,0.0,-149.02274605785482,-0.0065611616108841,5.491146002837883,-0.0044845946964152,-0.0897291377799821,0.032757233273377,1.176816836764001,0.0,-0.034293026220691,0.0357998085764144,3.268392940267663,-2690.1111892174117,1.1792616715028224,0.0688532112246792,-0.0014226932599693,0.0,-149.16063422348967,0.0,0.0,-0.0312613103042057,-0.000741324676296,-4850.897258022803,0.0032888113348165,-0.1044231649407926,-2094.734394524681,0.0557052257800724,-0.0386046395712167,4490.430888288276,2061.9033195356674
0.958851077208406,4638.3628911038895,-0.0013661496221167,2597.295109578512,2.560786695169513,0.4078401278089614,0.0197939602265252,4564.034819116102,0.2440888444680544,0.0005333151086056,0.0,-147.9570785178918,-0.005455415876713,5.554280009680707,-0.0053998583782268,-0.0927981974491994,0.032087098331452,1.350686103822887,0.0,-0.0342889112956398,0.0332278353899498,3.226586244132315,-2724.395513659505,1.3515460522705156,0.0699848625092091,-0.0014285048567612,0.0,-149.2442402716221,0.0,0.0,-0.0307404049196336,-0.0008010452604138,-4850.89736205284,0.0022751737491919,-0.1010525368619427,-2051.508737556449,0.0469075694006068,-0.0392064192155981,4545.336844860448,2028.955424253416
1.0453744578613184,4546.209004405716,-0.001338607085367,2623.363630824422,2.402131071914967,0.4633786466679323,0.0312240974850321,4564.039201406484,0.2377082948473587,0.0008988879854354,0.0,-146.6186848467175,-0.0040439597777947,5.533022765886022,-0.0063383094438961,-0.0944880183475775,0.0314945255491006,1.5244498723364177,0.0,-0.0342815706781351,0.0299876758071171,3.141692524143013,-2699.7139314404526,1.523442317794936,0.0676868818768486,-0.0014214703175077,0.0,-147.1456079258408,0.0,0.0,-0.0290682086086386,-0.0008481506427615,-4850.897494850614,0.0013465973115625,-0.0715937332619305,-1998.0736644363528,0.0389201436917328,-0.0383656216307361,4593.052033069445,1952.7450131412925
1.1292849467900707,4496.380885777512,-0.0012897926213269,2646.762442125943,2.4157882148243344,0.5188518795139436,0.0362103919882146,4564.044137715979,0.2328624628056004,0.0010193769466868,0.0,-144.8842409082925,-0.0021304973714728,5.570958607180113,-0.0072861792077889,-0.0948555348241665,0.0305281980770203,1.6975554370957682,0.0,-0.0342715687125932,0.027905320211278,2.914982580838927,-2610.887166088804,1.6950379465646668,0.0576568825415028,-0.0013832508068769,0.0,-146.246126500924,0.0,0.0,-0.0269609075789549,-0.0008785283225089,-4850.897654608498,0.0006852934177823,-0.0300318429689952,-1935.7148264059765,0.0360535154537973,-0.0349330809792695,4692.303460885123,1838.614416230894
1.210372811472079,4510.954106997342,-0.0012648231303128,2634.015027484733,2.487223697800571,0.5747962563264614,0.062957680075228,4564.04963104984,0.2275978878384771,0.0005996777230285,0.0,-143.48332615429365,0.0001418710786092,5.556728151042323,-0.0082317155965257,-0.0941383736678442,0.0287982276333037,1.8685441911456404,0.0,-0.0342631570232538,0.0275701163577062,2.570333138691152,-2546.4879560608683,1.8664639597670292,0.038999012242576,-0.0013395704621421,0.0,-146.1595601437334,0.0,0.0,-0.0252940386118225,-0.000887360566866,-4850.8978383210615,0.0002985882804637,-0.0318471540821415,-1851.1092817335532,0.0351571537111061,-0.0292133326994264,4651.899170166878,1714.8625466288702
1.2884353744753825,4384.845867627961,-0.0011918545509276,2479.445513149651,2.5121351961939142,0.6293726663264597,0.0794986686130676,4564.055677979861,0.2253201128325509,6.093192034242394e-06,0.0,-137.1446685149177,0.0018464078450315,5.31041989690445,-0.0091629811486565,-0.0920695794447408,0.0259113726989959,2.032810076150136,0.0,-0.0342608415105708,0.0264880154855374,2.493275495744109,-2526.498119012191,2.032845522768314,0.0300209142445517,-0.0012368225329352,0.0,-139.5809361814429,0.0,0.0,-0.0246147965231808,-0.000875712644096,-4850.898045698945,-0.0003470927997419,-0.1292780488354723,-1721.0995945656252,0.030949740564001,-0.0244241056140001,4365.081781415068,1623.1899156231757
1.3632775200466682,4276.756515189425,-0.0011650072351059,2306.0925565169337,2.5716515846203767,0.6819410534437944,0.0765341542181474,4564.062257838361,0.2253959395116848,0.0001300139517238,0.0,-134.63021137436752,0.0029625369838256,5.193429614681567,-0.0100657423488976,-0.0886353747728467,0.0238678253400047,2.1885111708188103,0.0,-0.0342604588186457,0.0228094708652402,2.5780053265138143,-2392.543565680774,2.1879553856526845,0.0284053944542201,-0.0012009708043933,0.0,-135.35358054955248,0.0,0.0,-0.0229508002489789,-0.0008511823036186,-4850.898280243241,-0.0013366979159405,-0.0778776524807735,-1577.6596744810638,0.0277910297569242,-0.0228247297985879,4270.106832069163,1535.827174902449
1.4347121817990456,4156.97868454219,-0.0011154304492085,2152.506629727897,2.6511435057493893,0.733364816424942,0.0801210839716428,4564.069356589157,0.2249181200879657,0.0002242538521993,0.0,-131.01155202017796,0.0044022305592587,5.0617411074960525,-0.0109281122437468,-0.0841180406152954,0.0223450102505203,2.3390646936415465,0.0,-0.0342584281476662,0.0202568116450118,2.6576625460376446,-2184.4598364832477,2.337526247644184,0.0260162651925278,-0.0011501273785891,0.0,-131.97859881944797,0.0,0.0,-0.0207065737137492,-0.0008138315610394,-4850.898540913377,-0.0020063264503738,-0.0487808594340331,-1462.1956998596074,0.0252584159046264,-0.0205600386641905,4166.8955978281565,1416.194355794066
1.5025608102805854,4059.978173547832,-0.0010819334396389,1955.757910236134,2.7524742930798567,0.7834984033506287,0.0812104143409166,4564.076961790901,0.2245377154729141,0.0001539503402005,0.0,-128.1256934681827,0.0056973193767559,4.943783152452213,-0.0117398671727163,-0.0786364846494852,0.0202567806856238,2.4832039124829457,0.0,-0.0342565741562758,0.0182932256465043,2.751013332496986,-1995.7175679919528,2.4813995729456795,0.0241225080027231,-0.0011099228065126,0.0,-129.15125803115745,0.0,0.0,-0.0189460396916323,-0.0007623480783621,-4850.898824775312,-0.0025884025964236,-0.0693270872106953,-1348.9913147902996,0.0237448677375285,-0.0179253830767333,4064.166680316129,1293.0228561031286
1.5666538192549666,3951.4281093318914,-0.0010480664373182,1754.6504512835015,2.856153397834309,0.8324061012170353,0.0799748782171486,4564.085061120153,0.2241404196207005,0.0001519325383134,0.0,-125.3218265958912,0.006645808363814,4.813271052613515,-0.0124922167901414,-0.0723443206679546,0.0180615156676527,2.622077971149928,0.0,-0.0342551019742844,0.0159571877445258,2.852797517746936,-1797.8562431816815,2.619886001472373,0.0225528788193072,-0.0010663525925142,0.0,-126.18037262487012,0.0,0.0,-0.017261462716976,-0.000699911523207,-4850.899131794818,-0.0032203262995065,-0.0589901860890625,-1224.2474303958877,0.0222130105582187,-0.0158233087605366,3953.3520852520815,1181.3707784505143
1.6268310095787477,3848.713418056677,-0.0010203228655487,1563.5311411570235,2.9660337168835658,0.8800112344256349,0.072268025196818,4564.093641722908,0.2239313699398076,0.0001561310382589,0.0,-123.06696954558852,0.0073724334753253,4.6904480579025405,-0.0131781711862034,-0.0654597531612018,0.0160988000992352,2.755526558703128,0.0,-0.0342535229325679,0.0138204422656006,2.9613828375112443,-1589.510497678205,2.753122794814977,0.0213682648844865,-0.001033373994512,0.0,-123.74814676150577,0.0,0.0,-0.0154426904834854,-0.0006293861602917,-4850.899460923988,-0.00370915494533,-0.0384896277864765,-1103.082436059081,0.0210989079527128,-0.0138495257111394,3850.954768596843,1070.2940457997993
1.682941969615793,3751.571733935893,-0.0009946118208317,1375.524034463657,3.0792823379767524,0.9263939875946272,0.0673613327483248,4564.102691098149,0.2237164815055027,0.0001225202530555,0.0,-121.2160785678482,0.0080158678263344,4.572262931157271,-0.0137931809624449,-0.0582204527205805,0.0141758879234125,2.8843697416918106,0.0,-0.0342521303355631,0.0119721791889197,3.072078559205361,-1392.1217039426035,2.8818769722725146,0.0203955004231999,-0.0010030855489686,0.0,-121.6952036105046,0.0,0.0,-0.0137029444343728,-0.0005520049227097,-4850.899810138287,-0.0040548194736031,-0.0308936531590205,-988.148007619894,0.0202245304885112,-0.0119277249600386,3753.534222262324,960.9417821558424
1.734846451188034,3660.0257307526,-0.0009711608581387,1192.3809132338315,3.1940440417347737,0.971615103442682,0.0621152071389872,4564.112197376068,0.2234513130926211,9.23265273375634e-05,0.0,-119.72769107311352,0.0084822228892601,4.460031280939157,-0.0143345622430604,-0.0507790075578768,0.0122430418190094,3.009171844908876,0.0,-0.0342510852687922,0.010186076096382,3.1845701255199264,-1205.2789616518194,3.0066219981754205,0.0196014791711372,-0.0009761453547612,0.0,-119.99781748157594,0.0,0.0,-0.0119931763059617,-0.0004691259328371,-4850.90017797156,-0.0043168403338964,-0.0231183402242631,-874.8148015395185,0.0194915359257094,-0.0101471668751434,3661.5747524101394,855.3131193980181
1.7824147201228708,3573.9811010248945,-0.0009500020091022,1018.2325923021522,3.30938266070178,1.0157332557429644,0.0567802052297922,4564.1221492924105,0.2231202892158219,7.440095733797832e-05,-0.0044254814782609,-118.53472987206575,0.0087741222706664,4.353656868884927,-0.0148011135151914,-0.0432836963773862,0.0103784727452056,3.130404862516372,0.0,-0.0342502648944365,0.0084754807975781,3.2982043741014326,-1025.304542588077,3.127800530746065,0.018944388657417,-0.0009524238926047,6.278759825701325,-118.62395030858733,0.0,0.0,-0.0102784085548155,-0.0003825638644354,-4850.900563222987,-0.0044932175192323,-0.0134567631955712,-762.9777072457753,0.0188789805754889,-0.0084910523898031,3574.950543838057,751.2115185139879
1.8255278805210424,3493.0123900583258,-0.0009315303153842,853.1387017865949,3.4245145340221623,1.058806352365096,0.0516044525299929,4564.132536172185,0.2227177354938153,5.723554862475978e-05,-0.0043297383939057,-117.5764728488918,0.0089027049167471,4.252827942143648,-0.0151930545519179,-0.0358692323085087,0.0086079707640973,3.248467545492331,0.0,-0.0342496147375508,0.0068979922979395,3.412177923056005,-854.6090869231135,3.245847550806336,0.01838968678641,-0.0009317158107727,6.278855568785681,-117.51593371264046,0.0,0.0,-0.0086126425525945,-0.0002939784219775,-4850.900964643655,-0.004582847974166,-0.0056474046551501,-653.9305134534549,0.018362465884246,-0.0069411576095556,3493.489694588167,648.1939280590155
