brake,longslipFR,yaw,signal,FxRL,yawrate,FxFL,sideslipFL,sideslipRR,rollrate,FL,FyRL,az,slip,x,longslipFL,vx,longslipRL,pitch,steeringangel,sideslipFR,signal,RL,gas,ax,vy,sideslipRL,ay,y,RR,FyRR,FyFR,roll,pitchrate,slip1,FyFL,FR,longslipRR,FxFR,FxRR
0.0,2.808349639999672e-07,-0.0342957201195726,0.0,0.0466828441670549,-3.1788466794528535e-07,0.0466599392730696,0.0,0.0,-0.0001080008855989,1e-05,0.0,1.4877731725295662,0.0,4564.018298359632,2.808349639999672e-07,0.0,2.808349639999672e-07,-3.9218157213248485e-05,0.0,0.0,0.0,1e-05,46.49305555555556,-0.3431306652622903,0.0,0.0,-0.1072571782351639,-4850.897164652041,1e-05,0.0,0.0,-1.2512815238127624e-07,-2.3775753347224906e-08,0.0,0.0,1e-05,2.808349639999672e-07,0.0466599402084196,0.0466828417996954
0.0,-0.0005803651418275,-0.0342957798154886,0.0,1538.6319089146716,-2.501513631808599e-06,-47.79490148057706,-0.0008659359744629,-0.0007722126776018,-0.0049169070171574,0.013959558540463,5.691584911514616,-0.0662153214831475,0.0,4564.0183271195,-0.0006030459982721,0.0084803266374004,0.0125048836592421,-7.268271119580988e-05,0.0,-0.0002758141952947,0.0599910004049913,1.0843085104833043,17.945315107412664,1.8496504524269235,0.0002429550595765,-0.0002269429815789,0.0512574097733815,-4850.897164546333,1.0821492862600806,17.234463926003237,6.898517053658372,-2.8295318894235186e-05,-0.0071726992989191,0.0,19.28668992787782,0.0135077235372194,0.0126572463008556,-45.75853934436751,1547.781042113167
0.0,-0.0008115126330158,-0.0342953813980694,0.0,2160.194660847929,8.652054617366271e-05,-142.67254785076796,-0.0038202869473151,-0.0035728718253729,-0.0084076174639042,0.0903487521819541,22.925147714078676,-0.0529532694205198,0.0,4564.018524940726,-0.0007883273147062,0.029948431608553,0.0151775112400291,-0.0002007637381622,0.0,-0.000189873102941,0.1199280129588891,1.6597031312282764,7.420442878136734,2.5068722554189065,0.0013421038778943,-0.0003460450087117,0.226238497566293,-4850.8971641373855,1.6178782327934649,130.04028188356273,22.3406198275947,-9.870035038110624e-05,-0.0177176592202564,0.0,141.68891405228186,0.0875826896486228,0.0155116229479329,-143.0097308411693,2188.904238464928
0.0,-0.0009771130165446,-0.0342942282855102,0.0,2852.7343781518143,9.938846600590508e-05,-135.0452454907042,-0.0061654399758784,-0.0060462942861637,-0.0094237940251302,0.1919924840802111,-66.09192863373893,-0.0621409015719837,0.0,4564.018975598172,-0.0009892976383768,0.0585818407665621,0.0212438014522375,-0.0004456339924699,0.0,0.0045398710449359,0.179757098396022,2.3213083074582053,3.5351510311878167,3.365574223914715,0.0040595536858499,0.0032844182443548,0.3036920741805654,-4850.897152129177,2.22799165023222,316.0594297066287,-105.17060895902068,-0.0001896500698494,-0.0303478719267782,0.0,325.59850928723023,0.1902302754082313,0.021505028245282,-133.7160448131883,2866.258436408024
0.0,-0.0009944288494215,-0.0342944842242507,0.0,3755.628312343691,-0.0001333848364594,-151.66794221286358,-0.011639642195456,-0.0102461527971049,-0.0111916400883152,0.3347454140030965,-444.1584232271037,-0.0571598930855985,0.0,4564.019764776292,-0.000990561343961,0.0969583089040398,0.0314722210419008,-0.000828483721826,0.0,0.0126884860808265,0.2394244145778387,2.9138070389199364,2.0876839993014165,4.45499847458934,0.0061987708933125,0.0113929374904914,0.0762114284338026,-4850.8971250859295,2.81166106631985,531.9159332351235,-515.9087609877957,-0.0002914964417351,-0.0450726348741584,0.0,564.7974085227373,0.3312386550137135,0.0315159869383478,-150.21951475229534,3757.2159839564847
0.0,-0.0011798270208603,-0.0342960881859726,0.0,4393.39900034095,-0.0001434581480277,-163.84016655637785,-0.0242042113844486,-0.0221796552554078,-0.0138022911314341,0.503495608713931,-980.840723581199,-0.0131890766471641,0.0,4564.020995356358,-0.0012015930279786,0.1452857373913867,0.0463311179332331,-0.001366499290462,0.0,0.0213687864665752,0.2988762649471985,3.46327104875588,1.536017057680644,5.178920820751954,0.0069977213080826,0.0202644246861872,0.1266553319044624,-4850.89710098988,3.405921460542518,1039.486036217684,-1027.3916377865942,-0.0004190908637137,-0.0609672993093753,0.0,1139.003829387609,0.5000697709348905,0.0467536471596229,-163.4980920660197,4324.111866946578
0.0,-0.001415329121164,-0.0342970575648906,0.0,4485.222985782345,-6.083429364514564e-05,-159.34526711001055,-0.0347299776339619,-0.035326442737789,-0.0150456744798396,0.6861686570138249,-1621.3906166854097,0.0130109794452453,0.0,4564.02273953736,-0.0013820665370675,0.1981898695824135,0.0697849413618393,-0.0020595364115576,0.0,0.0361494056212147,0.3580591468516483,4.261325267536617,1.3226310582998149,5.289151197040251,0.0081129720963427,0.0348862568164247,0.0569885053924851,-4850.897084316071,4.387170998807951,1637.213674024706,-1726.8962934186875,-0.0005639067169827,-0.0757845222746017,0.0,1803.553339320423,0.6810193940389563,0.0735981361711798,-155.31949486756545,4394.548107186161
0.0,-0.0014497446508742,-0.0342971261723923,0.0,4406.746061088123,7.978380119403962e-05,-156.5387629415766,-0.0352233758915762,-0.0472288314642452,-0.0165868489527141,0.8663823099023078,-1988.0111473083837,-0.0562965161287765,0.0,4564.025012505535,-0.0014280380966343,0.2506266915809633,0.1074538951086181,-0.0028859610482278,0.0,0.0344885797809724,0.4169197996921991,5.474660706748972,1.24241303067128,5.22016495810103,0.0084119816345176,0.0443563595626502,0.0035704827526915,-4850.897079050247,5.801179865333233,1937.0912567608336,-2125.7090765958715,-0.0007230128323127,-0.0878689512354917,0.0,2188.012077424933,0.8617924392507458,0.1171326250971855,-157.2131348006164,4317.482839834702
0.0,-0.0015647153725511,-0.0342942305434392,0.0,4640.510043550532,0.0004404922017803,-154.36612063637256,-0.0349893442000525,-0.0504152496472653,-0.0175895119391139,1.0438195914631307,-1759.124073102417,-0.1478258910720301,0.0,4564.027812469872,-0.0015157968566283,0.3042071031899576,0.1538386841884503,-0.0038226438477648,0.0,0.0359212647704343,0.4754052528542691,6.710425226649892,1.2085184383511305,5.513129852495052,0.0085820477049069,0.0434692232028009,0.0317356138517409,-4850.897090093038,7.254414356270356,1717.000447209092,-2191.5909707853643,-0.0008949228924171,-0.0982426585895953,0.0,2259.08988533986,1.0398972897147305,0.1721026131838714,-150.74967652383538,4521.766624111161
0.0,-0.0016437019417013,-0.0342890767983681,0.0,4802.86597705507,0.0005398783351947,-156.09403132118544,-0.0358007937891003,-0.0527519775715283,-0.0181201516412713,1.2290691066814206,-1416.016701615168,-0.2055774291558514,0.0,4564.031163116904,-0.0015568820307516,0.36038209181274,0.2040986980112509,-0.0048571887553162,0.0,0.037482572764491,0.5334628733776623,7.76604327456742,1.1890030224922112,5.710508760375754,0.0086775547417052,0.04569025586153,0.0078676366144475,-4850.897118508463,8.571935375889217,1384.2488910089232,-2235.1141591158857,-0.0010740240866353,-0.1075432663789498,0.0,2264.4533560511863,1.2243960532179452,0.2339113525460871,-153.82500863331447,4676.787051686755
0.0,-0.0016865729959238,-0.0342838211044211,0.0,4892.449896656616,0.0005163817995849,-156.04296626084815,-0.0361108464018693,-0.0524206072609591,-0.0181293771284812,1.4172924439133825,-1135.3717907518082,-0.2497813638710165,0.0,4564.035084867576,-0.0016023999950237,0.4181489734914455,0.2582881676669564,-0.0059769587409868,0.0,0.0375313725904534,0.5910404133226792,8.67257859741691,1.1763752098975817,5.827299885074897,0.0086290734758801,0.0463545857379567,-0.0078575685972322,-4850.897166483646,9.749645437176538,1097.7945357695742,-2233.65949814759,-0.0012557739440649,-0.1153599049920448,0.0,2257.8375564234298,1.412606177177754,0.3018200693216339,-153.24249284130582,4761.853960221517
0.0,-0.0017216434622891,-0.0342785792885599,0.0,4961.580368277314,0.0005340633042409,-157.28635210754047,-0.0351254147379315,-0.0497885665274794,-0.0175986408102507,1.6089129785188847,-911.616554520456,-0.2705705972595679,0.0,4564.039589813538,-0.0016102543943519,0.4768818230752742,0.3167299644727446,-0.007166085518928,0.0,0.0370843077690711,0.6480860567897367,9.475089811544937,1.1673068416718295,5.90998723526948,0.0084821604758098,0.0448102688404224,-0.0198814906578981,-4850.89723548992,10.840870969981196,858.8209187576059,-2193.2707422313047,-0.0014345252052966,-0.1215865119213329,0.0,2213.924002437909,1.6040847532764644,0.3770194959734061,-154.38097865870228,4818.156666789017
0.0,-0.0016934982060627,-0.0342732162856292,0.0,5034.145096257717,0.0005299504955512,-155.06618015978012,-0.0336716025885451,-0.046011574005438,-0.0166956030342306,1.8017614046549244,-729.1512061298083,-0.2685660987039318,0.0,4564.0446865257045,-0.0015708976726635,0.5364383598646808,0.3789230346371114,-0.0084089143112741,0.0,0.0360769062991226,0.7045484665501799,10.178907245275314,1.159761243174393,5.996758560887867,0.0081785720625377,0.0421389190314035,-0.0361122022533547,-4850.897327137911,11.86709992717376,664.534561012948,-2124.98460746789,-0.0016057824895724,-0.1262394490259854,0.0,2132.757995497343,1.7973248550700025,0.4604894921474063,-151.91671313186998,4872.263597043457
0.0,-0.001673273277769,-0.0342682067589994,0.0,5116.179641194993,0.000469367135927,-154.41695506617316,-0.032122033202248,-0.0418852602276347,-0.0154896718725551,1.9940356236742471,-585.7643566154129,-0.2573945610390313,0.0,4564.050383655092,-0.0015407671705111,0.5968930102913481,0.4415943316598956,-0.0096895361308754,0.0,0.034671921579356,0.7603768302463229,10.756993093645772,1.1526110143146553,6.0931634976714975,0.0077282054386118,0.0392830401007122,-0.0481608270361126,-4850.8974433174335,12.80886153211975,512.8937449678723,-2034.011466288548,-0.0017663785994868,-0.1293395868005964,0.0,2033.1140346696327,1.9897610316371528,0.54943392311776,-151.03648782222538,4934.273992502406
0.0,-0.0016577587532039,-0.0342640616003413,0.0,5205.20638746401,0.0003634738058577,-153.97832075020207,-0.030476593443284,-0.0378260358254392,-0.0139490965820414,2.1864725206238,-477.26433706301975,-0.2296460602946861,0.0,4564.056690700757,-0.0015190654505014,0.6583399671103305,0.5045045772647576,-0.0109935921544523,0.0,0.0331828345698299,0.8155209061191404,11.254595222102868,1.145399905951365,6.197798829526505,0.0071747176309661,0.0367242955153278,-0.0577116540801878,-4850.897585572616,13.711375588009188,397.4833734777375,-1932.0924229428872,-0.0019130721024462,-0.1310822991935783,0.0,1925.3731457632537,2.182227495244072,0.6445318416679006,-150.23479717942055,5004.871687065522
0.0,-0.0016363549561916,-0.0342612138024811,0.0,5297.000620788342,0.0002137256367666,-153.59292138899494,-0.0288051640297231,-0.0339903562350442,-0.0121104106954392,2.379658719436476,-396.0683186740368,-0.190806771472992,0.0,4564.063618009096,-0.001496393072408,0.720849260196554,0.5674074687861196,-0.0123080406626897,0.0,0.0316194410659425,0.8699310682224604,11.689109161691771,1.1379968572219172,6.307216494154471,0.0065290009212912,0.0344897679917313,-0.0673753199921092,-4850.897755210249,14.587214572422036,310.19537595161387,-1827.158872910398,-0.002042673098241,-0.1315555822983539,0.0,1813.526803416584,2.3753572458800507,0.7459178140543963,-149.64771233141082,5081.160370590915
0.0,-0.0016149046917067,-0.0342600880265558,0.0,5388.905653601449,2.4726121484867285e-05,-153.38197572019783,-0.0271441610740302,-0.0303828808946757,-0.0100206890868518,2.573766092744146,-334.63294505418924,-0.1443719315493413,0.0,4564.071176401833,-0.0014764235240142,0.7844558397805889,0.629974338450123,-0.0136205071959916,0.0,0.0299700543546517,0.9235583510829656,12.069900118687295,1.1304112409123008,6.418330463723212,0.0057998198112513,0.0324747397552784,-0.0750854083945441,-4850.897953497941,15.438952660622856,243.8551750073716,-1720.907256155661,-0.0021524766550227,-0.1308160665406567,0.0,1702.089662693867,2.5692949826828047,0.853485902620763,-149.29615739478334,5160.50456180469
0.0,-0.0015940192945018,-0.0342610309653754,0.0,5478.487834451277,-0.0001962664430317,-153.24912883602028,-0.0254890069321627,-0.0269510465455393,-0.007720800384852,2.768899615263237,-286.9846484317804,-0.0927445633152812,0.0,4564.079376852273,-0.0014596714479775,0.849162973750222,0.6918676706273872,-0.0149191660442521,0.0,0.0282745847248033,0.9763544937658152,12.403359816362286,1.1226996312631596,6.527811044056454,0.0050082398554038,0.0305855491991539,-0.0809113798330288,-4850.89818153428,16.267834228713845,192.7292180180815,-1614.7457913453582,-0.0022401867180254,-0.1289190618421648,0.0,1591.9032475886718,2.7641684157722843,0.9671648328984238,-149.08037974268677,5239.793594219746
0.0,-0.0015741281253363,-0.0342643578409502,0.0,5563.899654216959,-0.0004508008639039,-153.23718041879016,-0.0238606636211384,-0.0236541025671414,-0.0052735333992064,2.96512051646434,-248.84225914543248,-0.0395251045897494,0.0,4564.088230165244,-0.0014480767935275,0.9149431387150372,0.7536030830284662,-0.0161928736056888,0.0,0.0265456574748487,1.0282719833062264,12.70599735318147,1.1149363182920276,6.633621182269296,0.0041773118667324,0.0287690630762082,-0.0818987979963557,-4850.898440210467,17.085156513019456,155.9095200661452,-1509.8931068033833,-0.0023040269628064,-0.1259547800717333,0.0,1484.3811555717075,2.960039301190823,1.0876687869801058,-148.97497549237187,5317.4550642195845
0.0,-0.0015560024661756,-0.034270513386682,0.0,5644.401941512677,-0.0007589143957566,-153.29582664197935,-0.022268071077777,-0.0204034455884285,-0.0027222306040593,3.162570601159401,-217.4392160891993,0.0167881282575246,0.0,4564.097746758824,-0.0014391814317292,0.9817556649034872,0.8159908148936809,-0.0174315237974583,0.0,0.024806096231857,1.0792640974679386,12.994002557629903,1.1071734283923604,6.735182805243088,0.0033597727860299,0.027068187649012,-0.0791678772879679,-4850.898730005513,17.90088317221173,131.87120856748302,-1407.0933937841698,-0.0023428023347828,-0.1220116012804285,0.0,1379.964188310553,3.1568996040240536,1.2158035852246565,-148.92755753176277,5393.960570128907
0.0,-0.0015396792088383,-0.0342800346276401,0.0,5719.483429391247,-0.0011158311050817,-153.37881088325136,-0.0207131012781091,-0.0172045519521326,-0.0001144179520866,3.361259500932815,-191.18392843796613,0.0718452674168124,0.0023758405933256,4564.107936648578,-0.0014326447547868,1.0495618233276236,0.8786562211087139,-0.01862560961658,0.0,0.023053528626015,1.129284946790071,13.266372032648682,1.0994286266583635,6.832382223094877,0.0025821035993091,0.0254682549170718,-0.0761060238781442,-4850.899050969583,18.705492852072528,112.74238747908416,-1306.618897071151,-0.0023557019104782,-0.1171462773629276,0.0023758405933256,1279.2982881262149,3.3547235308483856,1.3508290837858947,-148.96994011705965,5468.896036089715
0.0,-0.0015266804978239,-0.0342932896522442,0.0,5788.517740668569,-0.001499686781818,-153.46193860377414,-0.0191835170803568,-0.0141327191637139,0.0024781299262013,3.5611224770644854,-168.81373832323433,0.1248268563880497,0.001573779083717,4564.118809382738,-0.001428197697309,1.1183110398505829,0.941581052770407,-0.0197663471047965,0.0,0.0213199211424118,1.178289515884539,13.526697267175036,1.0917304411645752,6.9237570952356,0.0018483597496606,0.0239133184415487,-0.0734598606414811,-4850.899403022979,19.495184903083743,95.51755487495409,-1208.8671223701313,-0.0023425398664698,-0.1114403494012588,0.001573779083717,1181.9446965276315,3.55355343953342,1.4922926588026824,-149.15512133010105,5540.902198246998
0.0,-0.0015151504596342,-0.0343104428853746,0.0,5850.905354009897,-0.0018913417430894,-153.5736483849419,-0.0176974030727506,-0.0112537687412027,0.0049756331749334,3.762098180317296,-149.36318667865606,0.1746559173555689,0.0008977807781205,4564.130373913991,-0.0014251653264421,1.1879404669063445,1.004884586415986,-0.0208458182936497,0.0,0.0196017300215475,1.2262337039468676,13.779337185518193,1.084113010432896,7.008187944497293,0.0011525144170597,0.022356400496077,-0.0712665518998528,-4850.899786104494,20.268252826867048,79.3096444232453,-1114.0211756034782,-0.0023039153909854,-0.1049832790363238,0.0008977807781205,1088.2961290836158,3.753428978643548,1.6398444781828514,-149.41953445271125,5608.860966941083
0.0,-0.0015054634380894,-0.0343314399402889,0.0,5905.952116757982,-0.0022649006380746,-153.65604093636003,-0.0162625649678119,-0.0086227426317122,0.0072987160780731,3.9640915713713194,-135.19422279966693,0.2207986302123911,0.0003218497886309,4564.142638491855,-0.0014227919221732,1.2583767778295358,1.0687759819682234,-0.0218570188643115,0.0,0.0179069924403616,1.273074364443936,14.028598268762106,1.076610172970366,7.084696974703982,0.0004865719267785,0.0207539110347554,-0.0713797187858085,-4850.900200196111,21.02368548762061,64.00972391665726,-1022.1691620396756,-0.0022411995358418,-0.0978672632839465,0.0003218497886309,998.3333858448318,3.95434757131866,1.7931559120082463,-149.76098982283574,5671.959922549381
0.0,-0.0014965082953258,-0.0343559270462198,0.0,5953.344233031669,-0.0025902462543815,-153.7057543705919,-0.0148865019330522,-0.0062929799599189,0.0093726138915981,4.166965514726202,-124.26408683190364,0.2621027777625054,-0.000179730781772,4564.155610568409,-0.0014212495306605,1.3295377437893283,1.1335462423772438,-0.0227938683276022,0.0,0.016241073478863,1.3187693439429462,14.278645597011806,1.069253324320058,7.152616597774962,-0.00016357809478,0.0190606633580344,-0.0706793167684955,-4850.900645402761,21.760698390723963,49.83236239239535,-932.9391907648252,-0.002156582823974,-0.0901853444908628,6.283005576397814,912.781441531102,4.156305195764278,1.9518806762468248,-150.17319888544077,5729.444865916919
0.0,-0.0014870625969948,-0.0343833261031378,0.0,5992.981850079139,-0.0028526259864794,-153.77421790868675,-0.0135677166285632,-0.0042619425960813,0.011160701985089,4.370603973018417,-114.09054732366866,0.2971707551858973,-0.0006123473133579,4564.169296738302,-0.0014218074195178,1.4013355866353006,1.199507316372199,-0.0236512378056497,0.0,0.0146188603187196,1.3632775200466682,14.532935182338116,1.0620675977973268,7.211776583774603,-0.0007902480904391,0.0172910773893939,-0.0690126660570651,-4850.901121820753,22.478983666746927,36.97566583200964,-846.7621186886539,-0.0020527693829065,-0.0820349726932483,6.282572959866228,831.451819688695,4.359249792776105,2.1156519175066566,-150.57784185295534,5780.738986090147
