brake,longslipFR,yaw,signal,FxRL,yawrate,FxFL,sideslipFL,sideslipRR,rollrate,FL,FyRL,az,slip,x,longslipFL,vx,longslipRL,pitch,steeringangel,sideslipFR,signal,RL,gas,ax,vy,sideslipRL,ay,y,RR,FyRR,FyFR,roll,pitchrate,slip1,FyFL,FR,longslipRR,FxFR,FxRR
0.0,-0.001480429593792,-0.0344129819104141,0.0,6023.626762480536,-0.0030467987038375,-153.9560295153792,-0.0123853628666718,-0.0025414798841362,0.0125243545812433,4.575070266888355,-103.83234799567715,0.3202245670974517,-0.0009743318010036,4564.183702693219,-0.0014235503423367,1.4736752220980645,1.266956647347333,-0.0244251870917087,0.0,0.0130764501754318,1.4065588384008203,14.794810624038746,1.0550783614812071,7.260467659975356,-0.0013764197984167,0.0154889028952593,-0.0652831099742586,-4850.901629393561,23.17845291043329,25.55663523623718,-764.2545553279568,-0.0019331808887985,-0.0735693282277795,6.282210975378582,755.9440500310291,4.562996048028198,2.284108534885424,-151.13634235840254,5825.388660001346
0.0,-0.0014718394669218,-0.0344441190696041,0.0,6037.948595946019,-0.0031535970861819,-153.9971259276572,-0.0112655302754693,-0.0011948563420858,0.0133421896946294,4.780242082973312,-93.39776486616913,0.3259800911165563,-0.0012556416519083,4564.198833054433,-0.0014232250858456,1.5464277435439695,1.3368616168561689,-0.0251136641971644,0.0,0.0116113067404123,1.4485743487402851,15.072920291243376,1.0483570973063452,7.293113274655974,-0.0018909422649133,0.0137173464144387,-0.0561320749701102,-4850.902167762845,23.856560070209657,15.853857031019292,-686.5574240329806,-0.0018031089145114,-0.0649787787863998,6.281929665527678,686.8353924285861,4.767760126527132,2.456324717920965,-151.8322654220737,5862.351596094133
0.0,-0.0014606397855915,-0.0344757880567645,0.0,6036.613211916888,-0.0031646544743239,-153.89254539217842,-0.0101853509812827,-0.0001965098777749,0.0138534069642788,4.985777515237009,-82.78255157059922,0.3272404625586225,-0.0014600024759275,4564.214690915408,-0.0014203888221904,1.6194133241792756,1.411254105604487,-0.0257162897832349,0.0,0.0102546945134977,1.4892862399417188,15.37850038548306,1.042025108549144,7.305729800005561,-0.002321792043302,0.011950951869244,-0.0468935847815059,-4850.90273629767,24.51100612810581,8.10006070161601,-613.4348338295476,-0.0016666596159882,-0.0564146385708296,6.2817253047036585,621.8272351827824,4.973406103665528,2.63081607419695,-152.36283202054457,5884.629870284345
0.0,-0.0014497021498869,-0.0345071346233084,0.0,6024.647142399671,-0.0031007576743919,-153.77375458460807,-0.0091559077083578,0.0006175566937382,0.0140853649518835,5.191311056866302,-72.07559745128299,0.3214631675585677,-0.0015947344412299,4564.231277510858,-0.0014158146156164,1.6924459412350208,1.4906632459020068,-0.0262337498146844,0.0,0.0090060758594565,1.52865787405101,15.711697345857957,1.036148321030629,7.301919064590602,-0.002664151307713,0.0101994986803237,-0.0374892855497467,-4850.903334225482,25.14727524388146,1.9465951283169751,-545.3134685682377,-0.0015266103304406,-0.0479442753197629,6.281590572738357,561.2437871164682,5.179435276916147,2.808329900098189,-152.6694373425142,5891.799362846713
0.0,-0.0014364163964838,-0.0345375445875027,0.0,6005.4344505698855,-0.0029860899589727,-153.47120625806338,-0.0081389952023601,0.0013132475994434,0.0140050625614568,5.396580489458674,-61.44369237416667,0.3103145372883755,-0.0016691445280647,4564.248592479883,-0.0014082644733371,1.7653871986358334,1.5713693131466129,-0.0266670911707643,0.0,0.0078288711885563,1.5666538192549666,16.04447444708463,1.030678244924103,7.287015493493799,-0.0029188017011345,0.0084881949874514,-0.0285727061791577,-4850.903960687503,25.746128979035905,-3.0921213661256752,-481.6276446623853,-0.0013859034477619,-0.0395565033732127,6.2815161626515215,503.57967230761705,5.385388606853514,2.9857882870196506,-152.67384757616475,5888.343391527576
0.0,-0.0014279626251332,-0.034566611301939,0.0,5980.486103203411,-0.0028373912026182,-153.3842498682312,-0.0071553761984751,0.0019035366964778,0.0136191912094019,5.6013238347041066,-51.05455356547517,0.2874840516884204,-0.0016930068891463,4564.266634374507,-0.0014043712669412,1.8381398516305776,1.6495924219489353,-0.027016988163193,0.0,0.006711094451501,1.6032398817675542,16.352871270747258,1.0255308264685123,7.26369049364923,-0.003090202397908,0.0068464281847396,-0.0199116793697318,-4850.9046148103225,26.289199504785408,-7.300409182996629,-420.8464604893071,-0.0012477618075184,-0.0312935567903975,6.28149230029044,447.8989733548789,5.5908979612860765,3.1594884199326594,-152.85698813696533,5877.263417234251
0.0,-0.0014171255786747,-0.0345940509359024,0.0,5950.436599005633,-0.0026645379882375,-153.27636874893153,-0.0062298025172981,0.0023887402177582,0.0129907207325423,5.805704358782704,-41.17072629854367,0.2593951394233929,-0.001675551634664,4564.285400842884,-0.0013975908738707,1.9106161002080504,1.7312565289691313,-0.027285909757566,0.0,0.0056868752892607,1.6383831366019963,16.67717113403388,1.0206636546556522,7.232503843000274,-0.0031847386309621,0.0053207719723722,-0.0128347438479326,-4850.905295737959,26.81994820142768,-10.790543390813776,-363.6825062275056,-0.0011148344353115,-0.0233438775916866,6.281509755544922,394.8385597184568,5.796107182650516,3.335022721091798,-152.97803127637542,5859.913968045902
0.0,-0.001407767633479,-0.0346196519330221,0.0,5912.842244425898,-0.0024706460358931,-153.19303536759506,-0.0053861730686098,0.0027381197769658,0.0120245538507042,6.009722491043171,-32.040227015106936,0.2183611817492505,-0.0016227998641655,4564.304888766144,-0.0013911432477715,1.9827375076337344,1.8165368348895763,-0.0274776194305547,0.0,0.0047277125328289,1.672051957201041,17.019663864422313,1.0160479913235312,7.191984498703276,-0.0032051856692223,0.0039570163317303,-0.0054480027216874,-4850.906002632963,27.34131145391244,-13.55378820724105,-310.1108841125255,-0.0009899291132064,-0.0158298737521406,6.281562507315421,345.23167236707826,6.000971568398268,3.512442517789454,-153.08486041924618,5836.983894452163
0.0,-0.0013934915923084,-0.0346431295438124,0.0,5864.233578835597,-0.0022414958003356,-152.782540986777,-0.0045915393862493,0.0029149732694081,0.0108275996170168,6.212785270108115,-23.778806670506903,0.165642176879991,-0.0015381156821834,4564.325094173265,-0.0013767428739763,2.0544029119784915,1.7776294671519466,-0.0275970236611269,0.0,0.0038606206372872,1.704216043898726,17.38659898340668,1.0117155737875965,7.140172245167653,-0.0031506708504009,0.0027232645602077,0.0034476130026941,-4850.906734613433,27.85063448218423,-15.43849078864169,-259.9182591713801,-0.0008762054953014,-0.0088458238675079,6.281647191497402,299.3053261631917,6.20501075030961,3.4684344233667024,-152.94250346141217,5807.09224519115
0.0,-0.0013839232694286,-0.0346641571085909,0.0,5809.327877739821,-0.0019878408827255,-152.45540448951033,-0.003830134224039,0.0029640908976863,0.0095356075059872,6.414976028193856,-16.341699376876413,0.1133613947632062,-0.0014303879083014,4564.346011981503,-0.0013720702139021,2.125489881211003,1.7459298002938757,-0.027649750133058,0.0,0.0030957260182013,1.734846451188034,17.77895582904747,1.0077220300644627,7.076294123184454,-0.0030332677704632,0.0016013705361385,0.0098561236543601,-4850.907490807712,28.350087329400825,-16.398294753286155,-214.3268383408554,-0.0007749444369284,-0.0024336484325402,6.281754919271285,255.6301824560656,6.408308384437635,3.395141066224158,-152.67159631545843,5765.412875401601
0.0,-0.001375030629631,-0.0346826411638257,0.0,5752.1860296050245,-0.0017358538617021,-152.2252204960971,-0.0031405668881967,0.0029661469316607,0.0081411232648323,6.616241555843552,-9.682962651480802,0.0583127434150058,-0.001308355787909,4564.367636007811,-0.0013644968134616,2.19590459800711,1.7198701212201504,-0.0276414643989083,0.0,0.0023838718365621,1.763915613769895,18.190333950833956,1.0040435859416512,7.005845740328685,-0.0028675146387288,0.0005896619093343,0.0152016752283448,-4850.90827044235,28.846700995007744,-16.733474437576493,-172.56372041482533,-0.0006871851227426,0.0034118437131653,6.281876951391677,214.7000100080884,6.610604704305891,3.327372635236483,-152.42450498371653,5715.532578611717
0.0,-0.001363863391667,-0.0346986711987253,0.0,5694.990440017145,-0.001496388217786,-151.92122998335762,-0.002521001186304,0.0029432372219252,0.0066836156224403,6.816508380198354,-3.817185299250885,0.0017472826007388,-0.0011753030665097,4564.389959412772,-0.0013550137907035,2.265601542388477,1.6982315509737975,-0.0275778985846388,0.0,0.0017206786076536,1.7913973713600952,18.615098636444397,1.0005935495172156,6.933007278877025,-0.0026581691626368,-0.0002965834567529,0.0203070422181933,-4850.909072809598,29.34533611949911,-16.714223695672832,-133.57776040658604,-0.0006137595088112,0.0086779819454729,6.282010004113077,177.26354068536838,6.811771780840017,3.2653118107456973,-152.10078432954327,5661.8026910253
0.0,-0.001354242817644,-0.0347123857630557,0.0,5638.872347499202,-0.0012715922819025,-151.6338251851154,-0.00194968713883,0.0028994491946781,0.0052187631851006,7.015733085104701,1.2193384906272045,-0.0544591992092838,-0.0010327063640412,4564.412975102743,-0.001345976107128,2.334568028484612,1.6800764189932154,-0.0274649066560108,0.0,0.0011213940345231,1.8172669922317664,19.048918967889243,0.9972844804154825,6.86000328824363,-0.0024067607980416,-0.0010470027599108,0.0250303316755833,-4850.909897206775,29.848105473750216,-16.481934007840113,-97.47336803760469,-0.0005550018563495,0.0133558785560447,6.282152600815545,142.9225170806583,7.011785290741495,3.208886318651487,-151.7652867044898,5606.849191163021
0.0,-0.0013453298683641,-0.0347239459293032,0.0,5584.514353853851,-0.0010644469341794,-151.37536821622953,-0.0014167822173412,0.0028369909516656,0.0037962568565936,7.213918419377621,5.4095273322087225,-0.1096287064097521,-0.0008841858770047,4564.436675969002,-0.0013375443011871,2.402810187675858,1.6643861104831168,-0.0273083489026878,0.0,0.0005878174473949,1.8415011954722715,19.486446144286173,0.9940516750153474,6.788238327395237,-0.0021204225558252,-0.0016593717489258,0.0286182959809334,-4850.910742973111,30.353817700400928,-16.105116436318944,-64.5260988171682,-0.0005106833057651,0.0174503184375591,6.282301121302582,111.05344645580628,7.210677731422934,3.157545486880824,-151.44869407187372,5551.991173491946
