signal,FyRR,FR,FyFR,slip1,longslipFR,sideslipRL,FyRL,slip,FxRR,sideslipFL,vy,vx,longslipRR,x,ay,longslipRL,y,FxFL,yawrate,ax,pitch,sideslipRR,steeringangel,FL,az,longslipFL,FxFR,sideslipFR,RR,yaw,pitchrate,gas,signal,brake,FyFL,rollrate,RL,roll,FxRL
0.0,1665.1227298600666,1.3845783729819008,-2138.817260212205,0.0,-0.001552379357304,0.0388260175059724,-1780.8096761222414,0.0,4680.124050451202,-0.0328654464972897,0.0044025822157909,0.4144192825958213,0.1599432430068128,9975.99793871974,-0.0860593458727256,0.1318457806139929,-138.64698575384125,-152.47224364107657,0.0006953991772353,5.722730461685466,-0.0056873693284361,-0.0467840225760381,-0.0001166336113409,1.3863835579058217,-0.146658724501739,-0.0014676008628311,-151.18924547196903,0.0344883486120254,5.780399588318093,-0.0130097724562618,-0.102817233817355,0.4493701167894044,0.0,0.0,2117.1726965266844,-0.0100281974305915,5.016541393178299,-0.0009977690822997,4785.1054485129325
0.0,1440.6680148992896,1.5690503474270692,-2082.3618189087206,0.0,-0.0015722269039629,0.0363975564286938,-1553.3778255989896,0.0,4754.802465906577,-0.0317762146912008,0.003525105674646,0.4721727018287267,0.1840488529195452,9976.002400368194,-0.0857774263385793,0.1434397987541802,-138.64700468484784,-154.1772403993298,0.0009040058881689,5.823303374735436,-0.006738334431645,-0.0457444220228965,-0.000160813850994,1.5692408098211044,-0.1661129381342885,-0.0014874330421602,-152.6070217625409,0.0335546368267099,6.070974110537806,-0.0130016510238589,-0.1068018328410236,0.4408130431305059,0.0,0.0,2063.1144972900147,-0.0087722149675761,5.073922068162866,-0.0010914471176188,4868.86263324479
0.0,1218.786440265276,1.7570461655112726,-2003.1804102651392,0.0,-0.0015316315461218,0.0332821261676323,-1341.7255363580643,0.0,4824.821983559608,-0.0302425410976206,0.0025998185587711,0.5308805407452086,0.2095236088032545,9976.00744490532,-0.0979452780593658,0.153333302731967,-138.6470401004453,-152.89242755292162,0.0011044699407206,5.918198643792981,-0.0078234132545924,-0.0433913156733409,-0.0001986196442085,1.7556785084742346,-0.1742894252654946,-0.0014408977603545,-151.50691116441982,0.0322261399077653,6.334429781869482,-0.0129915134602307,-0.1097543758113118,0.4332729535925889,0.0,0.0,1976.6187580245264,-0.0073096684773087,5.090855829588919,-0.0011711864940111,4943.491132669764
0.0,1027.7204370309094,1.9452198209252929,-1905.795965289652,0.0,-0.0015113151593912,0.0298789477096719,-1154.8120926097404,0.0,4894.024643332201,-0.028697596673194,0.0015777410083876,0.5905225086769996,0.2352797333207276,9976.013081765474,-0.1034882564400588,0.1605079194660497,-138.64709302610885,-152.91852019696506,0.0012952491892101,6.011144198884084,-0.0089326068114939,-0.0406887663369998,-0.000220616272918,1.942240723265572,-0.1691099517421857,-0.0014214560272369,-151.3997442567453,0.0306324996227155,6.567624518745714,-0.0129794034594504,-0.1117268914741558,0.4260991208834641,0.0,0.0,1875.0780249318907,-0.0057569996602681,5.06587907239559,-0.0012358383566891,5019.06782567499
0.0,871.2508030266073,2.134081984813693,-1800.25759911839,0.0,-0.0014934685247608,0.0266411991909754,-1005.1006134685464,0.0,4964.24121359188,-0.0271174342535093,0.0005074481096647,0.6510967574619908,0.2601762653380558,9976.019320282248,-0.1099955519086321,0.163386897080575,-138.64716421827612,-152.61022289844897,0.0014833939754702,6.104921528407742,-0.0100562337726678,-0.0379404915383757,-0.0002142686511239,2.1295564544788705,-0.1530117788333362,-0.001405960169255,-150.9889112894056,0.029033195810031,6.769736550367272,-0.012965428117972,-0.1127404493893431,0.4190186934734319,0.0,0.0,1768.488594558428,-0.0041066447901604,4.996972070633396,-0.0012843831776748,5094.480756161882
0.0,746.2664232838101,2.323885317812792,-1693.9532979894475,0.0,-0.001473197643464,0.0235246072517698,-891.7152480307273,0.0,5035.523931845085,-0.0255820925479007,-0.0006313782326288,0.7126064407742382,0.2837158295201792,9976.026169819776,-0.119098885379119,0.1614379773405492,-138.64725432914062,-152.22921712131193,0.0016985535697412,6.199027458552698,-0.0111848001192332,-0.035483991283871,-0.0001680999969689,2.317710970135444,-0.1278736408734928,-0.0013901267368638,-150.719894553861,0.0274130789363348,6.942160613590532,-0.0129494444303634,-0.112811326808638,0.4119230822977497,0.0,0.0,1660.8265726650925,-0.0024424055726567,4.888922154355101,-0.001316274012928,5169.328841657031
0.0,649.133092453213,2.514681022972617,-1587.7512175429283,0.0,-0.0014559214109849,0.0204404998803706,-808.677345616913,0.0,5107.438560080638,-0.0240977904820801,-0.0018508051005871,0.7750530903266808,0.3054440842779551,9976.033639745305,-0.127523001632529,0.1542467813645832,-138.64736422388987,-151.93520582168617,0.0019713785045519,6.292752548700116,-0.0123089600163385,-0.0334336919039622,-7.177101000565593e-05,2.5066329110793464,-0.0956579561789482,-0.0013779169337423,-150.65028188268454,0.025776627797034,7.085877792338142,-0.0129310185723324,-0.111954836831265,0.4047747291153449,0.0,0.0,1556.1323406375852,-0.0008234518979287,4.7463851792599865,-0.0013317415406242,5243.002518290989
0.0,575.0977526288649,2.70656743015013,-1483.6631629598176,0.0,-0.0014420179037449,0.0173083160523116,-752.2802242731108,0.0,5178.32042806489,-0.0226470327363458,-0.0031537125881144,0.8384266989342761,0.3249656982328387,9976.041739364138,-0.1374849321799846,0.1414922858790935,-138.6474947786729,-151.6831780374476,0.0023292102839886,6.384680421293952,-0.0134195503184721,-0.031788228714414,8.19779174680832e-05,2.696296961335728,-0.0580989448153004,-0.0013689178643856,-150.66734143898864,0.024146273894637,7.202235108114056,-0.0129094177188127,-0.110192069966875,0.3975794232554264,0.0,0.0,1454.4903746930063,0.000700497102604,4.573928333492565,-0.0013314882078644,5314.74930451979
0.0,519.7647625651666,2.899616614121986,-1381.5864515492544,0.0,-0.001430966462051,0.0140451300787108,-716.4150546246765,0.0,5247.13029774586,-0.0212308702884954,-0.0045517997462274,0.9027062558513376,0.3419605618438615,9976.050477791376,-0.1462013805042691,0.1228133934854702,-138.64764695797763,-151.4609938295597,0.0027970191125397,6.4740666916338725,-0.0145076625040317,-0.0305372424746714,0.0002944267391765,2.8866672028616382,-0.01702910473263,-0.0013620479147078,-150.78555676665718,0.0225239344649463,7.293349240789453,-0.012883649592331,-0.1075522336190846,0.3903588491082661,0.0,0.0,1356.8382078248214,0.0020757305098753,4.374451794495411,-0.0013167860936516,5384.484837582186
0.0,479.2563324921178,3.0938368611721025,-1282.5260730221298,0.0,-0.0014221639651503,0.0107025267218284,-689.0893016383238,0.0,5313.315727832584,-0.0198366844606607,-0.0060272962963992,0.9678658000818616,0.3560239135957468,9976.059863868682,-0.1425368067911092,0.0976549172157733,-138.64782167861568,-151.3333298739978,0.0033630982246023,6.571364134816159,-0.0155647340717307,-0.0295759837521758,0.0005621415581037,3.077734807201428,0.0217763788989629,-0.0013588864555951,-150.95178219603636,0.0209234328896676,7.360070033347766,-0.0128526091624489,-0.1040785743094078,0.383137642632418,0.0,0.0,1262.422732891344,0.0032999965030278,4.147833791696369,-0.0012891863213813,5468.423715295526
0.0,445.9936112944315,3.2906968744932987,-1180.2917995158484,6.275835591653042,-0.0014559225838945,0.0077912186840668,-693.1963808969153,-0.0073497155265445,5377.611528601604,-0.0189394747367977,-0.0075702671079612,1.0346913067669667,0.3738296657717464,9976.06990898927,-0.1529608465090509,0.0483671622636389,-138.6480196264247,-155.55179034568135,0.003625576571557,6.86457851029772,-0.0165834932768766,-0.028360195305476,0.0009242605186547,3.272306606931389,0.0544634867526011,-0.0014341251881876,-153.68089279510588,0.018942576999045,7.484890278907718,-0.0128169407768864,-0.1000339221599358,0.3745927623483847,0.0,0.0,1178.530795998567,0.0043639059970553,3.697871674133665,-0.0012501351317846,5874.289293068063
0.0,421.3593461928906,3.486110888685269,-1089.3768735405529,6.274863740024872,-0.00141324308973,0.0035528960638073,-606.4599723838627,-0.0083215671547144,5438.100238743728,-0.0164479212476345,-0.0091222323961299,1.100449723024752,0.3760839854891117,9976.08062392712,0.0030283150759062,0.036334068554115,-138.64824164729535,-139.7863393059175,0.0052363413434352,6.538505452731672,-0.0175570623235759,-0.0287207301106779,0.0012730112275595,3.4604164276858875,0.0797668831183277,-0.0013777858692145,-145.58841464550235,0.0184611242722594,7.44943013628251,-0.0127735182968065,-0.0948946118177026,0.3703266561341768,0.0,0.0,1090.0649766921272,0.0053512971119638,3.7284380917216393,-0.0012014744125503,5255.977849950142
0.0,417.4336698123257,3.6785191146466634,-1036.282853314837,6.274629550539288,-0.0013280234318284,0.001877005230478,-380.73279750931545,-0.0085557566402978,5493.729523070294,-0.0144730906223681,-0.0099436264759272,1.1662582822438683,0.3595259659530227,9976.09199196615,0.0135881170515294,0.0294761340291686,-138.6484833687671,-142.58358139265872,0.0057801489537483,6.530983477449353,-0.0184741352265017,-0.0268609310845517,0.001275376318558,3.6492508017849694,0.1247958848276532,-0.0012673780757989,-144.21369185167498,0.0174965008730805,7.247628942019082,-0.0127177531294405,-0.0889659632171649,0.3653167286274762,0.0,0.0,962.5182953291448,0.0073337668283008,3.831705864862665,-0.0011379221002405,5192.812452976886
0.0,408.2950192687357,3.867010312778993,-970.7826990545898,6.274937725561129,-0.0013271927832814,0.0021194838292503,-271.8285399305692,-0.0082475816184573,5546.919764458104,-0.0130119158326216,-0.0101305890817856,1.2322212283698215,0.3267357514981907,9976.104017437186,-0.0015601896902402,0.0287846732965666,-138.64873704826044,-146.79081519174383,0.0054391944255527,6.600592626440378,-0.0193281263710969,-0.0231873573439364,0.0020811083041474,3.8381285241107967,0.1615687745696859,-0.0012810563846646,-145.07463020062266,0.0160728386297204,6.930167179547692,-0.0126613859821125,-0.0823992033282217,0.3600014429690442,0.0,0.0,852.6060203387232,0.0099234132528735,4.009377356612694,-0.001050423511272,5253.982025274785
0.0,397.3197988811325,4.054711978556595,-895.6778693971227,6.2753155031134735,-0.0013390210994047,0.0023577541328076,-251.7449416047575,-0.0078698040661126,5595.573642606434,-0.0117307116973023,-0.0101909493288137,1.2985874051424686,0.2807667127456162,9976.116704544756,-0.0117574648156927,0.0292464765226718,-138.64899927415135,-148.57443707360747,0.0048759364108456,6.659854158491933,-0.020113595364962,-0.0194489264300316,0.0032784344891807,4.027864131439176,0.1925716804722131,-0.0013041829997047,-146.08002752383396,0.0146386940006038,6.542640300417866,-0.0126100012570146,-0.0753353948046077,0.3542168722735782,0.0,0.0,762.2354922097812,0.0122377523757572,4.204851883983241,-0.0009380371821482,5298.081302182938
0.0,399.2247148308043,4.243061390736404,-818.0910290055698,6.275654823748728,-0.0013391767316522,0.0022822269395071,-245.71564688717297,-0.0075304834308576,5637.710397643198,-0.0105708161454993,-0.0102576916238876,1.365399735616359,0.2231828558982111,9976.130057561517,0.0018441846615143,0.02962096566244,-138.64926993263606,-149.29249784159342,0.0043183086046783,6.705752038259888,-0.0208265873214121,-0.0162236597361625,0.0043468627520806,4.218461256653892,0.2114052273256061,-0.0013154730778091,-146.92854519653272,0.0131497707202604,6.110136004368514,-0.0125642716604067,-0.0679674531594124,0.3481804833428885,0.0,0.0,683.5983952490135,0.0139250005062347,4.401664852295427,-0.0008058807444628,5328.254607549056
0.0,439.5450261583365,4.432171162057272,-739.212680120161,6.2760897265275615,-0.0013283310878727,0.0023169536367469,-240.61412873780813,-0.0070955806520244,5669.69392383051,-0.0095143212747202,-0.0101453780733952,1.4326063111031202,0.1551461671608213,9976.144080544676,0.0469856210926086,0.029865014263735,-138.64954828052538,-149.7735340014234,0.0036884903915963,6.739511916543118,-0.0214651529812997,-0.0132463344716136,0.0052389616919852,4.410126260192322,0.2248008239988216,-0.0013210199753073,-147.47312209773503,0.0116769200267484,5.648982040677938,-0.0125244004039045,-0.0604892076617879,0.3421128399088383,0.0,0.0,613.2735254652223,0.0153398465580415,4.598677964931849,-0.0006589031796451,5350.229671069193
0.0,574.5874297926956,4.6212801916465525,-663.4447951524029,6.276836736268555,-0.0013313121485589,0.0030487599370321,-266.2045491694485,-0.0063485709110317,5780.092131945141,-0.0084654873813476,-0.0095090484646109,1.5001260136800565,0.0768849247578572,9976.15877676714,0.1060052003873616,0.0304622188035611,-138.64983082449714,-150.58856118720234,0.0027661706358394,6.823604419092388,-0.0220287527528437,-0.009776628212077,0.00645007423162,4.603111864679801,0.2333704904690528,-0.001335837336386,-147.92213701407667,0.0103742870959154,5.165049286544528,-0.0124923295107757,-0.052985084349324,0.3361936379979731,0.0,0.0,549.1670047998142,0.0170720852076784,4.801506927119379,-0.0004964368995194,5371.631471608193
0.0,659.2719838468447,4.805370464903855,-589.2119033415703,6.277941610941777,-0.0010749351301335,0.0051117899039291,-373.4769572544831,-0.0052436962378088,5128.649767546857,-0.0079642678016096,-0.0082056311942246,1.5663361384723555,0.0331959363957587,9976.17414909521,-0.0634814573620025,0.024109035911573,-138.6501108718898,-135.00967572830663,0.0008779619967984,6.139447917286919,-0.0225167818951779,-0.0050779101597458,0.0086148524422134,4.796569978757792,0.2626115511167247,-0.0010175621355785,-126.38946245646468,0.0085269638978393,4.999328643029459,-0.0124737287094648,-0.0450764002945669,0.3329562186673244,0.0,0.0,491.4387356840403,0.0190950955330758,4.951324108211363,-0.0003139695374799,4889.251836544554
0.0,475.08588102402825,4.974753964456135,-488.2784100316408,6.278425112334044,-0.0013095929842728,0.0049655860454441,-482.26223819341874,-0.0047601948455423,4984.354219811736,-0.0072191219394719,-0.0077503530836147,1.62871395211628,0.0242993944540124,9976.190154402708,-0.0189254625129169,0.026663085858895,-138.6503889772876,-131.6438792045657,5.252758245678059e-05,6.057450486678471,-0.0229199195103734,-0.0028140493645122,0.0115109314376618,4.971514691663268,0.2687573918649096,-0.0010637223148245,-136.93473344562463,0.0067622071202441,5.10885564291594,-0.0124708891007063,-0.0363471464205129,0.3352539281535949,0.0,0.0,454.9946947103905,0.0189399205550409,5.15669349913027,-0.0001217340841102,4912.707221161216
0.0,360.7594545267157,5.142994743747764,-402.62376134166766,6.278373719393411,-0.0011502679427526,0.0028721561390748,-424.2554134638968,-0.0048115877861751,4809.305014058951,-0.0059045921102857,-0.0081269236245566,1.6890353682516863,0.024233667937071,9976.206771580157,-0.0166012970317964,0.0254332482590727,-138.65067566639797,-133.17428406130335,0.0002458609324078,5.916759173679534,-0.0232336376674451,-0.0027607759543152,0.0096424469454462,5.13606205912942,0.2440497602106993,-0.0012036685151218,-137.93565558941955,0.0056061579724978,5.28430000457652,-0.0124697217946721,-0.0272822939867767,0.336652717939902,0.0,0.0,402.3181008610228,0.0171675059605667,5.322734162653472,5.8357380531563424e-05,4861.770285458983
0.0,306.3736323148321,5.304551537838742,-331.31762488528767,6.278491779668247,-0.0010847676527606,0.0012666785796486,-278.5767474971322,-0.0046935275113391,4719.708546133076,-0.0046884697899935,-0.0082043733373306,1.7476301708558315,0.0244621156104543,9976.223981972307,0.0272503446136123,0.0240791145509068,-138.650972432073,-134.0443319411552,0.0003348617594498,5.766811093985619,-0.0234562155114284,-0.0023491304024693,0.0048293164302218,5.29704320749782,0.2104495224054542,-0.0011719893490364,-132.95790004924498,0.0044045384128038,5.459148955646167,-0.0124663790239582,-0.0181584012636918,0.3373447116815129,0.0,0.0,336.4804062062389,0.0155157813494578,5.4821293712214825,0.0002205492365426,4705.262750773992
0.0,227.78116715684612,5.459848661628663,-257.27173218645027,6.278886312687002,-0.001115272716433,0.0004981645197453,-155.35836169480024,-0.0042989944925846,4588.431783570471,-0.0037157667932505,-0.0077617098792664,1.8046366081354257,0.0233536491491568,9976.241768944516,0.064290411175327,0.0240711073105291,-138.65127404604235,-131.57735292678765,8.48327679009051e-05,5.617489997564444,-0.0235884896394109,-0.0012677609564999,0.0014421672172256,5.454826443116647,0.1735989612998873,-0.0011129327707032,-132.4238508162127,0.0030345008208191,5.620817859048764,-0.0124642823915393,-0.009239481093865,0.3375916006625977,0.0,0.0,274.90211537832465,0.0141211509389036,5.646723313445732,0.0003680265326119,4596.931750731776
0.0,126.4037787158021,5.611679628172339,-182.96313294745727,6.27935692895285,-0.0010807406383438,-0.0001573377521863,-66.1277403461851,-0.0038283782267365,4472.082849927129,-0.0026535269585596,-0.007126003446457,1.8600982330556457,0.0229830917277447,9976.260116985157,0.0567940436053876,0.0233869402530235,-138.6515768634529,-130.1414118804911,-0.0001364432490033,5.466700386115827,-0.0236335250375231,-0.000249176021929,-0.0005950448954069,5.608108315260281,0.1235225604497814,-0.0011111228349815,-131.48605607210155,0.0018552798143248,5.782837623485676,-0.0124647801203057,-0.0007040193673271,0.337660822081157,0.0,0.0,216.22302725122347,0.0125848911747449,5.803682610253816,0.0005009365697499,4472.143875304966
0.0,36.638673213272966,5.760394121496597,-117.18223588368636,6.27979305256718,-0.001063551897502,-0.000939412324215,14.894397688261712,-0.0033922546124065,4359.11671805445,-0.0014880213572379,-0.006498662977375,1.9140852138113944,0.0224442977653582,9976.279010991062,0.0615713937122499,0.0230685293746533,-138.6518801347524,-129.09068949072602,-0.0002428670463163,5.32568512959251,-0.0235962446338456,0.0004216551793185,-0.003112180999861,5.757663211597799,0.0744914487666599,-0.0010867273234489,-130.57281769408573,0.0009163235858349,5.93879686775859,-0.0124667672740168,0.007261347582702,0.3376125279809512,0.0,0.0,153.30258254682568,0.0108452245565411,5.959936640286277,0.0006173907363661,4362.646931439609
0.0,-34.74109119979323,5.906107254355854,-57.79904443942084,6.28020194144041,-0.0010452196645869,-0.0016838409686127,93.82069377108245,-0.0029833657391759,4256.963493246645,-0.0004491273759519,-0.0058736251506579,1.9667019767235856,0.0221192772836903,9976.298436910896,0.0652376277979526,0.0226980409907485,-138.65218386172236,-128.40167060054443,-0.0003660389271263,5.194518642655964,-0.0234828891229282,0.0009753991084829,-0.0063345169321271,5.904292061964216,0.0253771995802188,-0.0010706386447465,-129.75909697928273,1.1213677364474038e-05,6.092923459294467,-0.0124698215407109,0.0145633789129302,0.3374100255394704,0.0,0.0,89.73634296892882,0.0089581068251991,6.112679490124819,0.0007155298604118,4259.192673540016
0.0,-96.15406617152388,6.048988609234256,-1.073706525036899,6.28060621517563,-0.0010198309489223,-0.0022746266833879,163.42793247000793,-0.0025790920039566,4150.7032809218845,0.0004531177101347,-0.0052116100122865,2.018007197983012,0.0217659747735931,9976.318381614024,0.0673664407639655,0.0223398353050696,-138.65248768645358,-127.57569665806928,-0.0005529572181044,5.060108594350472,-0.0233004859718176,0.001519637971381,-0.0097134914693809,6.048509288115582,-0.0229203962251389,-0.0010477814336461,-128.71986884837978,-0.0008564018477548,6.246917441063924,-0.0124744630860979,0.0211392844287648,0.3371083829170684,0.0,0.0,30.481752531589816,0.0070391417659652,6.266032363883483,0.0007945549637301,4154.70896401782
0.0,-151.473183835613,6.188978888187557,52.01907388172744,6.2809997704669085,-0.0010189082389486,-0.0027288524996322,219.4748365625518,-0.002185536712678,4062.3321003582505,0.0012905640568291,-0.0045276962116714,2.068054539105162,0.02147608963903,9976.338832184,0.0668421301299626,0.0220862908375199,-138.65279115682506,-127.17972949608512,-0.0007702503566303,4.945184549884834,-0.0230564630831752,0.0020195380246652,-0.0131673147878001,6.19002629515351,-0.0693279728560572,-0.001040775465944,-128.35495691477044,-0.0016095175053625,6.401305145804066,-0.0124811767786514,0.0269561034221159,0.3367528727509968,0.0,0.0,-24.50360083910937,0.0051259177603078,6.419167105976274,0.0008544199383134,4064.9635511304073
0.0,-198.78757208685616,6.327072074561364,99.45652529363316,6.281362895863947,-0.00100265716358,-0.00309072955774,263.34151212547306,-0.0018224113156388,3977.621075320089,0.0020623254986743,-0.0038669254128795,2.1169632100152853,0.0212321395082104,9976.359776907408,0.0619397422393694,0.0217972534239107,-138.65309420410722,-127.0035177992179,-0.0009940055660067,4.835458985283412,-0.022758548682613,0.002422017317957,-0.0168854981643214,6.329593115370713,-0.1133355594600887,-0.0010265305063993,-128.06433531106873,-0.0022475687552069,6.55234631245718,-0.0124901079841194,0.0319961340904804,0.3362214083669443,0.0,0.0,-76.26565264499457,0.0032229405874942,6.568284516828891,0.0008951843264549,3980.558469103066
0.0,-236.35544257651017,6.463349575891499,142.48496242196623,6.281685621197375,-0.0009920171865394,-0.0033647228204995,296.9287700314587,-0.0014996859822113,3898.2267837124487,0.0027706268708803,-0.0032567315076764,2.164807177083207,0.0209944452222648,9976.381204903775,0.0556712754442411,0.0215435222033997,-138.6533971517424,-126.7567431951086,-0.0012219696027155,4.73238219454204,-0.0224143592299245,0.0027267511954457,-0.0208494431965641,6.467351193148518,-0.158296437189419,-0.0010134729046526,-127.61664362592818,-0.0028458785628,6.6997854462815525,-0.0125012951669834,0.0362944529756676,0.3355518433557977,0.0,0.0,-124.78680958612276,0.0013889935484914,6.713961676764122,0.0009172868573242,3901.036262465868
