ay,vx,slip1,y,longslipRL,FxRR,az,signal,pitchrate,signal,RR,brake,longslipFL,RL,FR,yaw,FL,steeringangel,sideslipRR,vy,longslipRR,FxFR,slip,x,FxFL,sideslipRL,FyFR,FxRL,yawrate,rollrate,longslipFR,FyFL,pitch,FyRL,gas,ax,sideslipFR,FyRR,sideslipFL,roll
-0.1072571782351647,0.0,0.0,-138.6472273329127,2.808349639999672e-07,0.0466828417996951,1.4877731725295706,0.0,-2.3775753347015152e-08,0.0,1e-05,0.0,2.808349639999672e-07,1e-05,1e-05,-0.0130201565377619,1e-05,0.0,0.0,0.0,2.808349639999672e-07,0.0466599402084195,0.0,9975.981220894291,0.0466599392730695,0.0,0.0,0.0466828441670547,-3.1788466794521145e-07,-0.0001080008855989,2.808349639999672e-07,0.0,-3.921815721326774e-05,0.0,78.68055555555557,-0.3431306652622907,0.0,0.0,0.0,-1.2512815238071413e-07
0.0512574088933185,0.0084803266415314,0.0,-138.6472266153935,0.0125048836359712,1547.7810389653669,-0.0662155617865713,0.0,-0.0071726978455913,0.0,1.0821492871471718,0.0,-0.0006030460266187,1.0843085102226775,0.0135077245638275,-0.013020216233568,0.0139595587173891,8.315864276690332e-12,-0.0007722125224862,0.0002429550209704,0.0126572462534902,-45.75854227491614,0.0,9975.981249645403,-47.794902615775214,-0.0002269429029785,6.898529018625194,1538.6319078758793,-2.501495390054726e-06,-0.0049169062123139,-0.0005803651754477,19.28667828772842,-7.268270544982817e-05,5.691582182708809,30.379047678206675,1.849650456251019,-0.0002758147553805,17.23445923968894,-0.0008659353392535,-2.829531021062481e-05
0.2262384761736892,0.0299484315939139,0.0,-138.6472219980998,0.0151775111913369,2188.9042315080733,-0.0529532388447757,0.0,-0.0177176579778921,0.0,1.6178782395776128,0.0,-0.0007883273215758,1.6597031338777015,0.0875826872970673,-0.0130198178159173,0.0903487500213525,-7.556367305484527e-08,-0.0035728716879911,0.0013421037123822,0.0155116228959405,-143.0097267377067,0.0,9975.981447413158,-142.67254486668344,-0.0003460449907474,22.340638009453773,2160.194654011575,8.652055991586223e-05,-0.0084076170302595,-0.0008115126378487,141.68886754824734,-0.0002007637183987,22.92514364574704,12.58717050578576,2.506872249945797,-0.00018987288258,130.0402713417425,-0.0038202863058845,-9.870033572941896e-05
0.3036920225900856,0.0585818406946271,0.0,-138.64720040534385,0.0212438014128299,2866.258429106189,-0.0621409049365074,0.0,-0.0303478707367062,0.0,2.227991660958341,0.0,-0.0009892976355168,2.3213083152545844,0.190230272153429,-0.0130186647044879,0.1919924822090661,-4.0598920562991953e-07,-0.0060462945127431,0.0040595531143336,0.0215050281980636,-133.71604421716137,0.0,9975.981897713153,-135.04524636774855,0.003284417866587,-105.17067768146,2852.73437131276,9.938814077122172e-05,-0.0094237943665125,-0.0009771129991156,325.5984335580948,-0.0004456339607162,-66.09191975655382,6.028496932647517,3.3655742192379297,0.004539873623637,316.05942907372986,-0.0061654380239162,-0.0001896500543841
0.0762113832027341,0.0969583087880346,0.0,-138.64715657928463,0.031472221025398,3757.215973166128,-0.0571598961065557,0.0,-0.0450726336811087,0.0,2.8116610850352077,0.0,-0.0009905613417022,2.913807040424216,0.3312386492155473,-0.0130189206524596,0.3347454136622581,-1.0865396895121087e-07,-0.0102461530673105,0.0061987694703599,0.0315159868992353,-150.21951631865193,0.0,9975.982686137351,-151.66794242135873,0.0113929369828039,-515.9087844380061,3755.62831677272,-0.0001333862050289,-0.0111916416445016,-0.0009944288692431,564.7974043562868,-0.0008284836781348,-444.1583899627471,3.5975477220413192,4.45499846982819,0.0126884809694882,531.915952595467,-0.0116396474733788,-0.0002914964377145
0.126655439512974,0.1452857371659729,0.0,-138.6471063093849,0.0463311179342785,4324.111914461011,-0.0131889753621849,0.0,-0.0609672970424611,0.0,3.405921455042486,0.0,-0.0012015926696697,3.4632710642462494,0.5000697922561507,-0.0130205246211511,0.5034956156301291,-4.364647493180969e-07,-0.0221796530149318,0.0069977214846822,0.0467536467566296,-163.49805101356296,0.0,9975.9839159263,-163.8401621211159,0.0202644260696753,-1027.391518008704,4393.398963770239,-0.0001434581404718,-0.0138022902986999,-0.0011798263049943,1139.003557655221,-0.0013664992261251,-980.8407558639474,2.684077905087521,5.178920855760084,0.0213688068501837,1039.485967856971,-0.0242041801457266,-0.0004190908600789
0.0569852744470667,0.1981898696396046,0.0,-138.64705253378014,0.0697849406250405,4394.547800056927,0.0130110158704578,0.0,-0.0757845207097204,0.0,4.387171105327329,0.0,-0.0013820641373885,4.26132515806052,0.6810192588943584,-0.0130214940815451,0.6861687806459417,-5.942649878528655e-06,-0.0353264647808426,0.0081129530104173,0.073598136462015,-155.31934630567457,0.0,9975.985659357846,-159.34542792497746,0.0348862352283812,-1726.9007240589426,4485.223320329903,-6.085770743127659e-05,-0.0150457103488882,-0.0014153316342721,1803.5485140169524,-0.0020595363288376,-1621.390254340486,2.337592064974212,5.289151223092759,0.0361496195830397,1637.214001724438,-0.0347297621727033,-0.0005639068421509
0.0035606422738924,0.2506266921110768,0.0,-138.64699891469948,0.1074538798830295,4317.482132274622,-0.0562966226374056,0.0,-0.0878689505677188,0.0,5.801181106365515,0.0,-0.0014280321676771,5.47465942834679,0.8617919196487653,-0.0130215634033754,0.8663828132477687,-1.965058398175989e-05,-0.0472288934112345,0.0084118809466003,0.1171326384066341,-157.21285781363468,0.0,9975.987931699585,-156.53904455598973,0.0443563008412813,-2125.7210385620638,4406.746814703194,7.965884002461782e-05,-0.0165870198094776,-0.0014497510571764,2187.9997948158866,-0.0028859609537433,-1988.0099305596027,2.2084093417976822,5.220165036072419,0.0344890363487856,1937.0924306516272,-0.0352229182362407,-0.0007230139617613
0.0317094073315057,0.3042071043928437,0.0,-138.6469503906241,0.1538386602843796,4521.765673010038,-0.1478258773381731,0.0,-0.098242659549924,0.0,7.25441723398198,0.0,-0.0015157806478198,6.71042235813858,1.0398958170623145,-0.0130186701850314,1.043821078382458,-4.978639936233801e-05,-0.0504153875598933,0.0085817466692658,0.1721026325723781,-150.7487125792617,0.0,9975.99073126515,-154.36704716892365,0.0434690938545753,-2191.620705556388,4640.5109108377455,0.0004401236104797,-0.0175900134875945,-0.0015647309190047,2259.059200155527,-0.0038226437559706,-1759.1219797040158,2.156501644250568,5.513129983976596,0.035922458039206,1717.0024469037023,-0.0349881511219949,-0.0008949272860345
0.0078153546500013,0.3603820943593168,0.0,-138.64690752339334,0.2040986860779094,4676.785491073432,-0.2055774794899239,0.0,-0.1075432693411787,0.0,8.571940759815345,0.0,-0.0015568528622683,7.766037912443696,1.2243926181446654,-0.0130135227426037,1.2290724510913769,-9.53100975219464e-05,-0.0527522932645973,0.0086768007748039,0.2339113511188001,-153.82391973147824,0.0,9975.994081758334,-156.09518893972984,0.0456899453086544,-2235.1679339453203,4802.867587115677,0.0005389881602233,-0.0181213623318112,-0.0016437340170572,2264.397751623528,-0.0048571886840818,-1416.012327339072,2.130359576018723,5.710508852554615,0.0374842347424543,1384.2527704342424,-0.0357991444503478,-0.0010740370837567
-0.0079293091759126,0.4181489773323497,0.0,-138.64687206770466,0.2582881803079349,4761.851804771867,-0.2497814668994529,0.0,-0.1153599099638234,0.0,9.749654722874796,0.0,-0.0016023662525557,8.67256925136723,1.4126003251504815,-0.0130082800566142,1.417298255855776,-0.0001491400543692,-0.0524210161869807,0.0086276473830085,0.3018200088119294,-153.24062840217582,0.0,9975.998003641957,-156.0447864691658,0.0463541896149329,-2233.731175939097,4892.452178867844,0.000514709388841,-0.0181315828082872,-0.0016866074197968,2257.7632714487504,-0.005976958709513,-1135.3656306879252,2.1152939543188616,5.827300126117897,0.0375335091686949,1097.799926310288,-0.0361087281319746,-0.0012558043231214
-0.0199839711211406,0.4768818292241005,0.0,-138.64684523950086,0.3167300060650838,4818.153519346452,-0.2705707012953874,0.0,-0.1215865198632172,0.0,10.84088572673045,0.0,-0.0016101940876671,9.475074949771653,1.6040749652727009,-0.0130030605131671,1.608922631957224,-0.0002157056192121,-0.0497890384775853,0.0084798202937198,0.3770193405087348,-154.37844022333914,0.0,9976.00250903622,-157.28868571521255,0.0448098197573978,-2193.370789591312,4961.583628564039,0.0005313293294885,-0.0176021532422286,-0.0017217071666945,2213.8199107263868,-0.0071660855527689,-911.6100341454284,2.1053287645133274,5.909987583309103,0.0370874707883511,858.8266411417485,-0.035122292915816,-0.0014345844752811
-0.0362605147560454,0.5364383675594,0.0,-138.6468284701023,0.3789230937380606,4872.258435454582,-0.2685659315341504,0.0,-0.1262394619147527,0.0,11.86712321551362,0.0,-0.001570826466367,10.178883848546285,1.797310487247015,-0.0129977325776875,1.801775524932812,-0.0002955522346189,-0.0460121987992899,0.0081749122663957,0.4604892009957994,-151.91367340908425,0.0,9976.007606544312,-155.06921945976435,0.0421383259162801,-2125.1215572864457,5034.150409598704,0.0005257415205539,-0.0167009263227438,-0.0016935761067274,2132.6115393361783,-0.0084089144481393,-729.144390971088,2.097453244971376,5.996758657804745,0.0360810044379803,664.5405224521086,-0.0336675943235689,-0.0016058863820555
-0.0483457398915765,0.596893018303999,0.0,-138.64682346931409,0.4415941607214183,4934.265613035885,-0.2573941792483971,0.0,-0.1293396077493043,0.0,12.808898871186342,0.0,-0.0015406897920547,10.75695556793186,1.989740938785556,-0.0129927752182933,1.9940552814444328,-0.0003795029888315,-0.0418860283099781,0.0077228101279703,0.5494336585133517,-151.03289464695783,0.0,9976.013304855423,-154.4205696678938,0.0392823125274202,-2034.1757544367383,5116.188304971062,0.0004632731593928,-0.0154972282951094,-0.0016733650014683,2032.9368692304824,-0.0096895364398228,-585.7571188624001,2.09018164684814,6.093163454403051,0.034676490554725,512.9000123864615,-0.032117619620917,-0.0017665477779229
-0.0579201989779793,0.6583399739891681,0.0,-138.64683158236548,0.5045037124493812,5004.8588013358285,-0.2296460218641815,0.0,-0.1310823261525183,0.0,13.711435161525513,0.0,-0.0015189860981432,11.254535364408651,2.1822011520606197,-0.0129887027239111,2.1864983941372254,-0.0004557718070176,-0.0378267743485146,0.0071673187497806,0.6445319542183575,-150.23076572324595,0.0,9976.019613499264,-153.9821841444271,0.0367236039917767,-1932.2736139315,5205.219644520203,0.000355216419888,-0.0139590162516225,-0.0016578519777834,1925.1802074999944,-0.0109935927067362,-477.2576711257264,2.08292589188582,6.197798842290678,0.0331873901064935,397.48917839475473,-0.030472220379135,-0.0019133298477406
-0.0675819065689389,0.7208492646527312,0.0,-138.64685389758327,0.5674051032106036,5081.141357203067,-0.1908064509057276,0.0,-0.1315556153746518,0.0,14.587307464145994,0.0,-0.0014963303656129,11.689015941585067,2.3753247010126826,-0.0129859498454628,2.379690623373915,-0.0005104320773834,-0.0339908004589983,0.0065195299630186,0.7459189842335475,-149.64394847415363,0.0,9976.02654284764,-153.59671651676663,0.0344893716114248,-1827.330145226348,5297.019825167554,0.0002032356745926,-0.0121224396593007,-0.0016364396006679,1813.3436472973908,-0.0123080415192414,-396.0639952189741,2.075506420666335,6.307216031609897,0.0316232446903113,310.19944245709354,-0.0288015734370694,-0.0020430420627515
-0.0752538319088189,0.7844558393590476,0.0,-138.64689145125473,0.6299691780484111,5160.478227261474,-0.1443718027768371,0.0,-0.1308161019306183,0.0,15.439093248424529,0.0,-0.0014763860710185,12.06975913684587,2.569257502923126,-0.0129849401708284,2.573803010791255,-0.0005242021102388,-0.0303826601407443,0.0057885459061977,0.8534892954630434,-149.2933516931758,0.0,9976.03410374679,-153.38496307212185,0.0324750000104615,-1721.0355144194234,5388.932469272646,1.2269495610794006e-05,-0.0100340177655054,-0.001614956624058,1701.9542327377617,-0.0136205084005193,-334.6332831458352,2.067914767058429,6.418329986179394,0.0299718816918307,243.855982387086,-0.0271425465458424,-0.0021529739854051
-0.0809767837636055,0.849162969207105,0.0,-138.64694510326834,0.6918578970617506,5239.7593805938905,-0.0927446482421885,0.0,-0.1289190929025935,0.0,16.268038898599674,0.0,-0.00145967524546,12.403154583503095,2.764128693886521,-0.0129860151012516,2.7689389568099534,-0.0004727902921457,-0.0269496692726645,0.0049959546262433,0.9671721813737472,-149.07954306532517,0.0,9976.04230719096,-153.2501439004132,0.0305869455219886,-1614.7725608440744,5478.522709838308,-0.000209902760825,-0.0077338144668323,-0.0015940171742944,1591.8788569020674,-0.0149191675863734,-286.9923136400067,2.060200935643535,6.527810709721415,0.0282726582127934,192.7251539032436,-0.0254911022357669,-0.0022408173707648
