pitchrate,vy,RL,slip,FL,signal,rollrate,FyFL,x,longslipFL,slip1,ax,yawrate,FxRL,FyRL,FyRR,sideslipFL,sideslipFR,gas,FxFR,RR,y,longslipFR,steeringangel,roll,FyFR,yaw,brake,ay,FxRR,longslipRR,sideslipRR,az,FR,FxFL,pitch,vx,sideslipRL,longslipRL,signal
-2.3775753347224906e-08,0.0,1e-05,0.0,1e-05,0.0,-0.0001080008855989,0.0,4564.018298359632,2.808349639999672e-07,0.0,-0.3431306652622903,-3.1788466794528535e-07,0.0466828441670549,0.0,0.0,0.0,0.0,10.729166666666668,0.0466599402084196,1e-05,-4850.897164652041,2.808349639999672e-07,0.0,-1.2512815238127624e-07,0.0,-0.0342957201195726,0.0,-0.1072571782351639,0.0466828417996954,2.808349639999672e-07,0.0,1.4877731725295662,1e-05,0.0466599392730696,-3.9218157213248485e-05,0.0,0.0,2.808349639999672e-07,0.0
-0.0071726992989191,0.0002429550595765,1.0843085104833043,0.0,0.013959558540463,0.0,-0.0049169070171574,19.28668992787782,4564.0183271195,-0.0006030459982721,0.0,1.8496504524269235,-2.501513631808599e-06,1538.6319089146716,5.691584911514616,17.234463926003237,-0.0008659359744629,-0.0002758141952947,4.130056695718488,-45.75853934436751,1.0821492862600806,-4850.897164546333,-0.0005803651418275,0.0,-2.8295318894235186e-05,6.898517053658372,-0.0342957798154886,0.0,0.0512574097733815,1547.781042113167,0.0126572463008556,-0.0007722126776018,-0.0662153214831475,0.0135077235372194,-47.79490148057706,-7.268271119580988e-05,0.0084803266374004,-0.0002269429815789,0.0125048836592421,0.0943217684027206
-0.0177176592202564,0.0013421038778943,1.6597031312282764,0.0,0.0903487521819541,0.0,-0.0084076174639042,141.68891405228186,4564.018524940726,-0.0007883273147062,0.0,2.5068722554189065,8.652054617366271e-05,2160.194660847929,22.925147714078676,130.04028188356273,-0.0038202869473151,-0.000189873102941,1.6796344031135293,-143.0097308411693,1.6178782327934649,-4850.8971641373855,-0.0008115126330158,0.0,-9.870035038110624e-05,22.3406198275947,-0.0342953813980694,0.0,0.226238497566293,2188.904238464928,0.0155116229479329,-0.0035728718253729,-0.0529532694205198,0.0875826896486228,-142.67254785076796,-0.0002007637381622,0.029948431608553,-0.0003460450087117,0.0151775112400291,0.1887289920967281
-0.0303316135561764,0.0040549573380319,2.31725100037802,0.0,0.1919915853766773,0.0,-0.0091940642406626,324.97427505272964,4564.018975598024,-0.0009885059132936,0.0,3.361943890883912,9.995918491569584e-05,2852.267351903569,-66.61009955363218,315.4747262864767,-0.0060975561531356,0.0046036178311028,0.7647666403130308,-133.72238714837374,2.223940064325695,-4850.897152135001,-0.0009773627983195,0.0,-0.0001892787548239,-105.75819185142664,-0.0342942273200913,0.0,0.3224341418400767,2865.686406096276,0.0214785338725182,-0.0059832830366227,-0.0474474378241585,0.1902306729443641,-135.0250892964108,-0.0004456105324928,0.0585818711491727,0.0033392817365363,0.0212282431668227,0.283127172025676
-0.0442890685274765,0.0057672444822454,2.6915540331342576,0.0,0.3336851541982196,0.0,-0.0087568992032545,515.433359379784,4564.019764174598,-0.0009612080959415,0.0,4.366674516174997,-0.0001231970878208,3680.243665605236,-481.3801100742485,486.8143073220624,-0.0099716357739959,0.013800962956841,0.4103647269575901,-148.6289605222845,2.583381138376185,-4850.897126613312,-0.000977766851403,0.0,-0.0002773008951593,-552.9383654703685,-0.0342944488671571,0.0,-0.045037395190847,3696.053804249832,0.0293621687012852,-0.0087206482464553,-0.0093798302394875,0.3305096360570046,-149.8900848480249,-0.0008252880664133,0.0967604222221885,0.0124683417145433,0.0296705575010627,0.3774209278070616
-0.0576784744296204,0.0049836670327118,2.6155611493539355,0.0,0.4947509602132795,0.0,-0.0093432639489465,1025.4032897297202,4564.02098478894,-0.0011114535376599,0.0,4.889169999908769,-9.161450434770856e-05,4149.057841436133,-1025.6394616293992,963.8773073019084,-0.0219784524758686,0.0201773286311259,0.2633681416857769,-157.87390484639403,2.508830674431159,-4850.897114662762,-0.0011127202561653,0.0,-0.0003694561058041,-1042.0668649222268,-0.0342956836036143,0.0,-0.0253141504851766,4088.220076979823,0.0345548992884666,-0.0202224389652087,0.0366546298549591,0.4922255689860259,-157.57621301324772,-0.0013431985167925,0.1434022043900301,0.0193211972845109,0.0354932150262315,0.4715140908180685
-0.0684211024945757,0.0047534765558674,2.397616481781905,0.0,0.6622132431210027,0.0,-0.0078920813291562,1602.575685340145,4564.022690556871,-0.0011819987415199,0.0,4.847821642675905,1.643686252326076e-05,4076.427545996229,-1722.3383103775434,1655.3576685651944,-0.029057276592643,0.0325396152585084,0.2023663417965258,-147.0781091634994,2.4414792654157846,-4850.897124647967,-0.0012359542915654,0.0,-0.0004551521430203,-1625.2815681050802,-0.0342961694311461,0.0,-0.0754448456716174,4062.3332094485872,0.0382294391831611,-0.0295855276225357,0.0723197634045517,0.658628414748017,-151.32128188251343,-0.0019819610520664,0.1926538052644346,0.0313054846103677,0.0372344602984298,0.5653097996990915
-0.0753212572938563,0.0038215470921536,2.4026130728097965,0.0,0.8187769079405789,0.0,-0.0069732540798925,1963.8259807485772,4564.024881285111,-0.0012185528257687,0.0,4.627373710906177,3.70945819612128e-05,3877.967843247403,-2451.216133969232,2390.52401196432,-0.0312372813365065,0.0318716607231625,0.1803656037994823,-145.58053115302414,2.457201717472081,-4850.897157125595,-0.0012727582101792,0.0,-0.000529240219147,-2032.0798037512172,-0.0342955487809315,0.0,-0.0892561991468808,3855.8136979723454,0.0416348502463497,-0.0391023001066916,0.0837046576963892,0.8157315716025099,-143.47759528329632,-0.0027072974620908,0.240265166384879,0.0388075434368219,0.0403146677116159,0.6587105982030211
-0.0794457265493021,0.0031008069225901,2.3412040064791,0.0,0.9687556904195206,0.0,-0.0054620951474737,2018.981988326444,4564.027542149839,-0.0012342536685168,0.0,4.863970880680864,0.000139786234281,4032.895387286167,-2765.9098418352323,2699.993986898345,-0.029663798250765,0.0318384149134986,0.1705562210976717,-137.64348453697323,2.42348388588772,-4850.89721428793,-0.0012928317213952,0.0,-0.0005908609202956,-2061.826839586008,-0.0342948049849034,0.0,-0.072513279025936,4037.5307610271375,0.0426102266753205,-0.0357880824523262,0.065956176167441,0.966237883962388,-140.8996627290905,-0.0034846441112713,0.2876342035330554,0.0356738346779875,0.0404785942309099,0.7516185353137337
-0.0818624939987385,0.002279656899256,2.1350997589860925,0.0,1.1217955487820004,0.0,-0.0040092043009191,1988.368405014012,4564.0306872970805,-0.001206722278883,0.0,4.869079913690072,0.0001660551557395,4030.4447889777352,-2872.740457481585,2820.864328520869,-0.029611374944674,0.031664421541963,0.1617283970075777,-139.41477416763854,2.20419600132902,-4850.897295586438,-0.0012638634184967,0.0,-0.0006374643462421,-2061.209751753387,-0.0342930777352283,0.0,-0.081924691640658,4040.887523964888,0.0368033618721431,-0.0347072126461815,0.084758156574656,1.119969189178098,-139.7791995872706,-0.0042939104944029,0.3366934772658626,0.0342428441649977,0.0348519554701299,0.843935267552581
-0.0822922798250212,0.0014847352792021,2.030682853806468,0.0,1.268935083247838,0.0,-0.0024987604670799,1945.78608658284,4564.034318027192,-0.0011568657888872,0.0,4.651171906329804,0.0001552341883259,3838.601860913961,-2924.326526661461,2875.369235645377,-0.0287553414600673,0.0305165239343532,0.1581116528751062,-132.99366294051055,2.0647488949740898,-4850.897401790571,-0.0012126349296631,0.0,-0.0006692435659328,-2008.5299275749917,-0.0342915417092851,0.0,-0.0763681856738728,3859.774258565808,0.030934314352237,-0.0330088375766625,0.0922682150532912,1.2674850181444528,-134.3678119165954,-0.0051165828312761,0.3845805293387825,0.0329727625562967,0.029924785904655,0.935562163387038
-0.0808588277222912,0.000728718507737,2.030747225430604,0.0,1.4065724789520837,0.0,-0.0010423138842915,1863.530823278424,4564.038415051945,-0.0011072529256349,0.0,4.479194025013675,0.000143961480448,3699.574608090562,-2894.8912245793936,2843.475766114403,-0.027159296999796,0.0288413171378277,0.1581957719128251,-128.16021797933394,2.0470911220624823,-4850.897531646684,-0.0011484047724356,0.0,-0.0006861497087263,-1924.2158336479577,-0.0342900194420746,0.0,-0.0768950799112111,3700.30039862314,0.027607177992166,-0.0308111388794601,0.0856357914792789,1.4058495549215977,-129.3696309550941,-0.0059329761451886,0.4303446869462312,0.0309600686953113,0.0271091354276758,1.0264004096510335
-0.077983113009358,-9.17835781198692e-06,2.054241085769012,0.0,1.5374419520052702,0.0,0.0003415378205738,1758.155407360137,4564.042960628657,-0.0010729831313653,0.0,4.34361768994884,0.0001367914001086,3582.2592043180744,-2781.798667697117,2734.068886763462,-0.0253265231410655,0.0267929962591783,0.1586420555148134,-125.7299152373922,2.067597341703394,-4850.897684393462,-0.0011105399876866,0.0,-0.0006889343349171,-1813.9481363093416,-0.0342886303463993,0.0,-0.0696834030987821,3586.978641650001,0.0248452243670758,-0.0282459452555162,0.0842519745227163,1.5371801030823404,-126.6502119359554,-0.0067267977110305,0.4746215544192849,0.0282753931223818,0.0243457919813778,1.116351119881859
-0.0739792206178963,-0.0006820223714373,2.098518525548296,0.0,1.6631363188139088,0.0,0.001672097270808,1637.445348695488,4564.047940730917,-0.0010185454423179,0.0,4.224675869413509,0.0001207398687931,3480.255557919696,-2604.7124398975943,2561.6415097151885,-0.0232857127473535,0.0246339762849638,0.1591228695456858,-121.90194304120466,2.106018551781604,-4850.897859061467,-0.0010465139082991,0.0,-0.0006781162705313,-1690.5490715271974,-0.0342873393998797,0.0,-0.06591406932817,3483.851599231341,0.0227635454726575,-0.0253035142355898,0.0789663056200677,1.663440592000056,-122.90647501349106,-0.007485396415057,0.5175112242696919,0.0254216167547276,0.0223917721831004,1.2053154444739722
-0.0691751120520414,-0.0013163743393613,2.142377671339378,0.0,1.7834734212142709,0.0,0.0028474958646221,1510.3681511779369,4564.053343047573,-0.0009751214074125,0.0,4.097582409043324,0.0001060522187223,3374.872747528104,-2387.9669392821747,2346.2682422637017,-0.0212504052979347,0.0223321313544626,0.1591967034439492,-119.69509905779576,2.145756025367485,-4850.898054717808,-0.000996209265456,0.0,-0.0006547657671314,-1558.5523964451452,-0.0342862246825663,0.0,-0.0615288627923354,3377.540883345934,0.0206657167825365,-0.0223934703235227,0.0723283798240235,1.7842045187821318,-120.53024511229997,-0.0081993307817956,0.5592806984841586,0.0225395860432889,0.0203838039558915,1.2931946825454308
-0.0637960920928471,-0.0018860393329578,2.207332602247305,0.0,1.8981634504659024,0.0,0.003885784287967,1380.982545352794,4564.059155114431,-0.0009463991268421,0.0,3.972558124952586,0.0001034481885038,3271.220273258891,-2153.707705411748,2117.057964089568,-0.0191621995345568,0.0200422002512308,0.1595808684855687,-117.27671671586177,2.208177800624086,-4850.898270442357,-0.0009628329490594,0.0,-0.0006204939725867,-1422.158760456783,-0.0342851833033568,0.0,-0.0530192134778953,3273.652636033663,0.0192903260864668,-0.0197437411483246,0.0614994228869042,1.8992734138182163,-118.00871399217088,-0.0088618791874549,0.5996998050942607,0.0198561563052981,0.019051640550248,1.3798903954081716
-0.0580406353935314,-0.0023769718924086,2.2805550051890275,0.0,2.008455133840361,0.0,0.0048070979542309,1249.9484468832086,4564.0653642299785,-0.0009140843051966,0.0,3.855750667952997,9.843396114412608e-05,3175.3409421826577,-1917.878615225152,1886.9485551353723,-0.0170714578213628,0.0178114601768178,0.1598835439258917,-115.2037357678436,2.278811090088382,-4850.898505038292,-0.0009261859015367,0.0,-0.0005764570791753,-1286.2753654453534,-0.034284169685567,0.0,-0.0459857687107724,3177.419208358027,0.0181225506007757,-0.0172524863163405,0.0533544998736659,2.00989374456512,-115.83993089089968,-0.0094684326163373,0.638920698360253,0.0173654545964839,0.0179359049115527,1.4653045215288636
-0.0520600542229323,-0.0027995725915332,2.3605246517659038,0.0,2.1146317390552105,0.0,0.005584652392423,1120.3959239096605,4564.071958725209,-0.0008878200064824,0.0,3.746627481652265,8.761406489262692e-05,3086.448851787527,-1687.031305532123,1661.2286649590071,-0.015060692443988,0.0156170682575644,0.1601238007850695,-113.59350240452198,2.35658952076677,-4850.89875737952,-0.0008964404726886,0.0,-0.0005239910687545,-1151.4177904316657,-0.0342832433987626,0.0,-0.0390836865429319,3088.2092674592604,0.0172060286102963,-0.0149192122728581,0.0459019745286858,2.116308024861403,-114.11354033256328,-0.0100160707752283,0.6769941178342069,0.0150194353947039,0.0170587346034471,1.5493394928626347
-0.0459839034238412,-0.0031480316729839,2.4433635239578857,0.0,2.2172103036855995,0.0,0.0062203441885437,994.113141882664,4564.0789275787065,-0.0008644103700766,0.0,3.6392080213764784,7.69382670928321e-05,2999.696141903175,-1465.0714597394754,1444.5318511460578,-0.0131182847027497,0.0135169156625222,0.1602723183454917,-112.23742781622032,2.437546306499512,-4850.899026378553,-0.0008703576735007,0.0,-0.0004645295689706,-1019.1380947535127,-0.0342824264751388,0.0,-0.0315316551560522,3001.211404329072,0.0163983441348881,-0.0127563343333974,0.0408111163722022,2.2190626274207057,-112.62023758937056,-0.010503296219102,0.7139899923728843,0.0128361164193082,0.0162848199116818,1.631898352437603
