roll,vy,brake,pitch,gas,signal,FyRR,FxFR,rollrate,FL,sideslipFL,vx,RR,FxRL,sideslipRR,RL,longslipFR,steeringangel,signal,longslipFL,FyFL,FxFL,FyRL,FyFR,slip,yaw,slip1,FR,ay,az,sideslipFR,sideslipRL,FxRR,longslipRR,y,x,longslipRL,pitchrate,yawrate,ax
-0.0011881900039609,0.0072734445297571,0.0,-0.0059166347334098,0.7595281755261328,0.0,1182.2435942151048,-152.7513434819994,-0.0152081639014199,1.410930637470981,-0.0350783921051369,0.4176759845389644,8.626950983621764,4873.022874866965,-0.0506826882763297,7.628574024982439,-0.0016539906504885,0.0,0.958851077208406,-0.0015626403324372,2214.025600745978,-155.26996339255768,-1243.4225529742566,-2215.117128309532,0.0,-0.0342843196779893,0.0,1.4068675917040605,-0.0400323207307497,-0.2266972780599821,0.0368234767477047,0.0450403786024166,4750.36982030828,0.2614608045729567,-4850.897193580698,4564.035077051499,0.2223809289202421,-0.1121071020983024,0.0005214366556013,5.811308424648446
-0.0013344986842869,0.0068121741296101,0.0,-0.0070685347280448,0.7508440528290683,0.0,949.2920457954403,-153.87606821658684,-0.0141041502979658,1.6003906713717797,-0.0339644485089878,0.4762660243778762,9.374833302230003,4942.36488709662,-0.0480659579788784,8.107821799157447,-0.0016790019107949,0.0,1.0453744578613184,-0.001567423169035,2164.2877463181185,-156.42977503024167,-1022.5591511158908,-2168.5080289799057,0.0,-0.0342789920422996,0.0,1.5965368813541088,-0.05127945659681,-0.2481783792879597,0.036148125402575,0.0433682319956911,4810.71248089002,0.3173831776119852,-4850.897277678158,4564.039575878855,0.2631200840753077,-0.1174853809137865,0.0005451769266104,5.897091313022326
-0.0014681302314895,0.0062081357962082,0.0,-0.008266196467489,0.7434273021218321,0.0,754.1720791046653,-151.8212434964261,-0.0127222058639834,1.79135740683934,-0.0324594846232047,0.5356904201749477,10.060265211107144,5013.244533752538,-0.0444461824109089,8.500163601865967,-0.0016438527015297,0.0,1.1292849467900707,-0.0015275199164092,2078.3634259985306,-154.4505101181354,-839.833048383494,-2093.5956105627806,0.0,-0.0342734359378361,0.0,1.7882284363816898,-0.0663575914190176,-0.2500078197785874,0.034906423336742,0.040524181650782,4867.691901670285,0.3781117957143023,-4850.897387408503,4564.044664991407,0.3047481081866285,-0.1214272513974055,0.0005595553233474,5.984247555908883
-0.0015866184249883,0.0054736838133542,0.0,-0.0094959406001804,0.7363561712258639,0.0,596.5799299881292,-151.19105588956913,-0.0110952308591683,1.9820504955084983,-0.0308726433426739,0.5959978474543121,10.702036423410346,5091.859082249996,-0.0405944846157308,8.81715653067702,-0.001619635253406,0.0,1.210372811472079,-0.0014978900494769,1976.6272635977307,-153.96992231248012,-690.495571451204,-1997.5867366173225,0.0,-0.0342679068834506,0.0,1.979469595870724,-0.0762547305133073,-0.2361649214158953,0.0333812697519333,0.0374860399500517,4930.725340281074,0.4428425244067086,-4850.897524524874,4564.050352984777,0.3460140138670148,-0.1240487037803822,0.0005433805837827,6.07740430292456
-0.0016874545041888,0.0046534571389951,0.0,-0.0107450068242855,0.7292338305099552,0.0,473.27867325857056,-150.5424649247832,-0.0092227077030255,2.1729859693677622,-0.0292094578323127,0.6572667984370733,11.305048201726054,5175.755012849269,-0.0368593468240248,9.06361534801358,-0.0016004050351205,0.0,1.2884353744753825,-0.0014770521137592,1866.765852626252,-153.5478529424689,-573.7014703671683,-1892.6697792827488,0.0,-0.0342626865923385,0.0,2.1708853748717223,-0.0845358790156552,-0.2093931487598576,0.0317971782195595,0.0347058554764526,5000.720479584852,0.5106088387927804,-4850.897690368048,4564.056649118667,0.3852225340529914,-0.1254263466350634,0.0005002030498306,6.177775910315549
-0.0017685083853379,0.003755790800391,0.0,-0.012001077785694,0.7219484519893536,0.0,378.3563470347772,-149.9807649565176,-0.0071689911853765,2.3645909968696643,-0.0275516437448932,0.719553605419575,11.856053116158582,5261.162237112793,-0.0333831762077145,9.23151833938948,-0.0015744267176241,0.0,1.3632775200466682,-0.0014555693675983,1754.6829976598262,-153.08348948009623,-484.5208695924237,-1784.9449951776355,0.0,-0.0342580549838139,0.0,2.362936347334629,-0.0922333049700757,-0.1720628654865268,0.0301206158435924,0.0321936124874164,5075.38210335681,0.5799684820908876,-4850.897886081269,4564.063563348274,0.4207133924920819,-0.1255688287259884,0.0004296871640381,6.282006310471774
-0.0018282444175783,0.0027977976891147,0.0,-0.0132520312100126,0.7145135489418816,0.0,305.54329947966863,-149.7247338009381,-0.0049771532224935,2.5569500366661013,-0.0259041248034276,0.7828815272887449,12.35870221460812,5345.437933981892,-0.0301727917272939,9.3321990617516,-0.0015509466266065,0.0,1.4347121817990456,-0.0014379123033875,1642.9776485477412,-152.83557180522834,-416.46718850648654,-1675.9753250884312,0.0,-0.034254214828473,0.0,2.55568438901814,-0.0977523907113574,-0.1290018272397657,0.028393597215261,0.0298589710332158,5152.592914503145,0.65041435958616,-4850.898112699154,4564.071105993971,0.4519615297675612,-0.12454063157522,0.0003452425817956,6.386911316692421
-0.0018654631308578,0.0017961485645925,0.0,-0.0144867052556552,0.706982776426329,0.0,248.94696455064363,-149.59310768740443,-0.0026820788588547,2.750225975150442,-0.0242741903688213,0.847245113104769,12.82857852583867,5427.424167292923,-0.0271808086229838,9.38720326180168,-0.001529786818362,0.0,1.5025608102805854,-0.0014238711625952,1533.6395369405634,-152.67415824084205,-363.2537269337834,-1567.9841591759575,0.0,-0.0342512632981004,0.0,2.749327139847843,-0.1014085552007216,-0.0804773675165647,0.0266496314188171,0.027633978036793,5229.5584284100505,0.7223856512457034,-4850.898371081235,4564.0792874128165,0.4793857305204861,-0.1224322193859776,0.00025354830351,6.489873240681735
-0.0018793572787567,0.0007689207842734,0.0,-0.0156946563151618,0.6994133246336408,0.0,204.09620624319496,-149.55179934850227,-0.000326696613395,2.944466859389867,-0.0226641461713716,0.9126176160558036,13.269677461975007,5505.316057145925,-0.0243587019989373,9.405214635696108,-0.0015110602439402,0.0,1.5666538192549666,-0.0014134571834282,1426.6767920087389,-152.5726105993515,-320.2388826056846,-1461.9721518652393,0.0,-0.0342492497994017,0.0,2.9439216664726104,-0.1035773272409853,-0.0291712516889362,0.0249019494724261,0.0254701189257005,5304.878248507634,0.795752055144801,-4850.898661899818,4564.088117768227,0.5028473950616266,-0.1193080416132989,0.0001579666664548,6.589108794068796
-0.0018696006735328,-0.0002696839412748,0.0,-0.0168660835726125,0.6918514745089778,0.0,167.9054821396932,-149.60308322268537,0.0020399000413528,3.139696171230157,-0.0210868814311956,0.9789586216754737,13.682313585425142,5578.278267089312,-0.0216836816441046,9.392200210791149,-0.0014944970198396,0.0,1.6268310095787477,-0.0014055456388213,1323.169094778283,-152.53289408421716,-284.333841587629,-1358.3271916856172,0.0,-0.0342482099510702,0.0,3.139476063255477,-0.1041269310360119,0.0228258195662652,0.0231489247877131,0.0233408849319963,5378.39770973998,0.8701277654944558,-4850.898985661486,4564.09760684847,0.5221317645700012,-0.1152340089927158,6.013605326362268e-05,6.68402969818739
