slip,RL,yaw,FxFR,x,sideslipRL,pitchrate,pitch,sideslipFL,az,FyFR,signal,roll,signal,RR,FxFL,longslipRL,sideslipRR,steeringangel,longslipFL,FyRR,FxRL,vy,FR,longslipRR,yawrate,y,gas,slip1,rollrate,FxRR,longslipFR,brake,ay,FL,sideslipFR,vx,FyRL,FyFL,ax
0.0,1.1556121848371288,-0.0130183226955559,-96.37025409702272,9975.994075384016,0.0268682403629795,-0.046925666634222,-0.0039114941878411,-0.0229162139918008,0.0797479782823302,-1740.063872112038,0.0,-0.0002771298642107,0.0,1.153532916222225,-96.33605237877462,0.0112478943600557,-0.0266146378446616,-3.705533838727234e-06,-0.0007377025314946,2484.531701315121,1847.2893265385285,-0.001093974656341,0.8661843168490686,0.0112530815379924,3.838221156028419e-05,-138.64727644657356,0.0207933067729686,0.0,0.002222901085276,1843.233882299376,-0.0007543074233508,0.0,-0.0545364778233544,0.8660187279608402,0.0237904844317002,0.2677362300264135,-2523.107233122337,1697.5745649570736,2.21516710763881
0.0,1.1745429744619005,-0.0130180142456945,-92.588401643112,9975.996871382798,0.0243076657329698,-0.0409918610079572,-0.0043486982662166,-0.0208010567081932,0.0712019761635185,-1619.4069320874464,0.0,-0.0002502270898813,0.0,1.1715205604283077,-92.9629670174657,0.0100922714446406,-0.0241815289210403,3.859307701809949e-06,-0.0006984127223773,2368.9514919941093,1701.9579921711463,-0.0015734542748902,0.9220551134451888,0.0101139415342488,2.7269040413372328e-05,-138.64732655806898,0.0237387738235048,0.0,0.0030684257139678,1704.0931558667703,-0.0007021753089897,0.0,-0.0401488349038525,0.9213407571468792,0.0212458037718418,0.2891152173191226,-2395.930915471949,1588.0862888448328,2.046467644069666
0.0,1.1971426977188784,-0.0130177679204006,-91.29537541900436,9975.99987254241,0.0215562405586676,-0.03459289953886,-0.0047236285368901,-0.0180009909243148,0.066731891043889,-1466.5469350362537,0.0,-0.0002154510198422,0.0,1.1927039762477305,-91.3216073719626,0.0091437684884597,-0.0213905652611006,1.6410366529372304e-05,-0.0006679964576891,2181.320498499835,1593.8787027274789,-0.0019518823319254,0.9721561386639912,0.0091592625073894,2.4444446211452192e-05,-138.64738347222598,0.0263928761421351,0.0,0.0037797516146765,1594.7026549767102,-0.0006719609761263,0.0,-0.036408286303856,0.9712558709473752,0.0183874267672388,0.3090064440817199,-2207.2177017181816,1439.310194413481,1.9139532317578989
0.0,1.223268292073849,-0.0130175400776704,-89.88047536592678,9976.003065133857,0.0183918597027941,-0.02812215228547,-0.0050338848221586,-0.0151002980108442,0.0607555859695624,-1285.9947307500693,0.0,-0.0001744764479515,0.0,1.2178422462740872,-89.90080428402887,0.0083618579635109,-0.0182836194457545,3.3987151987879644e-05,-0.0006440377342086,1944.3054056838384,1492.4478890875523,-0.0022621207899802,1.0180424124481986,0.0083779812697548,2.0560923757990555e-05,-138.64744634659337,0.0287366604748314,0.0,0.0043422050453707,1493.5308066380398,-0.0006463168311887,0.0,-0.0267331268996635,1.0169411126666563,0.0153257068242129,0.327565267072306,-1962.1230181439655,1265.7920735760272,1.7887188345768747
0.0,1.2524801058985549,-0.0130173496320571,-89.16872018030267,9976.006436496067,0.0151587386135362,-0.021893820369863,-0.0052805476029885,-0.0122396138814848,0.0538324042726846,-1093.89320458694,0.0,-0.0001285931754678,0.0,1.2458742914116094,-89.06465385257712,0.0077330481158467,-0.0150600419734793,5.670981969124443e-05,-0.0006235364477462,1669.9704142709363,1404.3707173391626,-0.0024943590749151,1.0606320340785451,0.0077351090884493,1.8525092311619923e-05,-138.64751417935142,0.0308018916974732,0.0,0.0047656801131625,1404.6947382044475,-0.0006247094890597,0.0,-0.0208675097853028,1.059379585285032,0.0123675628687796,0.3449234831356588,-1684.4990837147222,1078.6548358080606,1.677018054045186
0.0,1.2908238042502072,-0.0130171834490192,-89.03853814856383,9976.0099754096,0.0118777565689941,-0.016167633200044,-0.0054674302339822,-0.0097683000048822,0.0400056408073998,-895.1140136491366,0.0,-8.036657258953785e-05,0.0,1.284238399475573,-88.92846407389752,0.007494764589521,-0.0121814091209397,8.393522761213742e-05,-0.0006147622545283,1391.4617452629986,1345.6667069196708,-0.0026169995795934,1.1006217240211953,0.0075036258702663,1.2160620619661238e-05,-138.64758604682163,0.0325546082655171,0.0,0.0048068526802585,1345.2408087130557,-0.0006131867411297,0.0,0.0030714654887389,1.0992998200537154,0.0094202658077643,0.3612428118056142,-1388.3909522930717,895.5665878485203,1.601295536106058
0.0,1.3339091161702727,-0.0130171084741902,-90.49744752399565,9976.013674491092,0.0092901718969768,-0.011254959803385,-0.0056013592389278,-0.0072535949795165,0.0342374467735897,-709.9245851579329,0.0,-3.2603432450039035e-05,0.0,1.3265201603930252,-90.20564605488262,0.0074325879754096,-0.0092492908970717,0.0001151442571741,-0.0006134979451143,1116.065520244832,1334.8036057835152,-0.0025311359559463,1.140339568600824,0.007409381356842,6.910762457984055e-06,-138.6476599620303,0.0332002720284062,0.0,0.0047310485383394,1334.6403681217696,-0.0006139558946758,0.0,0.0071068292023271,1.1391207094251825,0.0071813765666122,0.3771220660116856,-1110.0521391726195,717.1535465131278,1.5813964333789403
0.0,1.3771886182745592,-0.0130170109589054,-91.4566732660978,9976.017531086898,0.0067931516952469,-0.0072035283534338,-0.0056909323869003,-0.005297237437575,0.0298021674848549,-543.013066138607,0.0,1.3524659061058423e-05,0.0,1.3700491454348154,-91.12357740627336,0.007362727572682,-0.0069735140741991,0.0001475119538036,-0.0006122513806292,866.2113189894602,1319.9429303356865,-0.002441539659996,1.1809947684815865,0.0073443663602847,1.1265271743499135e-05,-138.6477350109695,0.0330940107307608,0.0,0.0045085675761844,1319.7903403507887,-0.0006113479229161,0.0,0.012951853498201,1.1797346362504482,0.0050587665231902,0.392766318907638,-857.3589726025086,552.5016715378794,1.556914186460735
0.0,1.42113553225875,-0.013016910243477,-92.472364333018,9976.021542881675,0.0048372967781372,-0.003962402121544,-0.0057445045985597,-0.0035645191637099,0.0263409546669526,-395.3191218919594,0.0,5.731782047204572e-05,0.0,1.4139319790376923,-92.08628228650832,0.0073121767857765,-0.0049206793923868,0.0001794225959806,-0.0006107105946396,648.6728544799932,1307.9940575000958,-0.0022921350101891,1.2223747805137504,0.00728350681755,9.39424734835526e-06,-138.64781086356217,0.0326825569333815,0.0,0.0042640461076819,1307.6443197574476,-0.0006099574090954,0.0,0.0148711075914391,1.221163541467817,0.0033888543578552,0.4081974971569997,-637.3827640127951,407.46599677156286,1.53619721357523
0.0,1.4653020933199268,-0.0130168047387063,-93.30962294623474,9976.025707847448,0.0031667816566307,-0.0014455620267458,-0.0057697283091972,-0.0022155221344405,0.0229586409282012,-269.5299205158552,0.0,9.821900916892158e-05,0.0,1.4583262323541026,-92.88352645284942,0.0072757736438449,-0.0033310434099608,0.0002090961110676,-0.0006107031681334,465.4586635727373,1295.948644388172,-0.0021318988323363,1.264372894649663,0.0072416788523178,1.1563959191063004e-05,-138.6478871381505,0.0321500640122494,0.0,0.0039396796493717,1295.435708402162,-0.0006096142062758,0.0,0.0175008299906057,1.2632069562368966,0.0019879630779202,0.4234264288442897,-453.1870639072042,283.08555353946946,1.516182498881694
0.0,1.5092247545032207,-0.0130166908737282,-93.96716802965967,9976.030024040476,0.0019025150919594,0.0004427122562866,-0.0057733123492131,-0.0011355318128694,0.0172398284454295,-165.07510476502927,0.0,0.0001356579778367,0.0,1.5025956498865711,-93.5145776806319,0.0072466509979855,-0.0020539763542045,0.000234818887187,-0.0006106394323817,317.30812383934017,1284.301115151075,-0.0019419004236073,1.3068602936528346,0.0072032307511446,1.0939453007518995e-05,-138.64796362845172,0.0315592516459025,0.0,0.0035727394866791,1283.5197023418395,-0.0006094094375944,0.0,0.0194444862680536,1.3057788285322771,0.000908152092881,0.4384667587745351,-302.9350338248187,180.5392884901177,1.497486345624064
0.0,1.5522901383651388,-0.0130165627936873,-94.4849776103915,9976.034489653028,0.0009641716882537,0.0017914563204013,-0.0057610653630049,-0.0003322899567395,0.0107477740610655,-80.66904305368541,0.0,0.0001689846130823,0.0,1.5465192218890822,-93.9834864528795,0.0072156118839411,-0.0011543933114044,0.0002553046956916,-0.0006101694445654,202.4782055498908,1273.0123141954284,-0.00173121061717,1.349732860831981,0.0071650611512789,1.5692466715284056e-05,-138.64804004590022,0.0309331308575312,0.0,0.0031300403705193,1272.064422498601,-0.0006092552836802,0.0,0.0226434431186844,1.3487528822142727,6.277602852110465e-05,0.4533314957384958,-187.35625828795824,98.76140301150112,1.4799485928674172
0.0,1.5947334007334093,-0.0130163822188811,-94.83458760563065,9976.039102990002,0.0003110351214864,0.0026975787181406,-0.0057378468877348,0.0003071677212852,0.0046045163852632,-15.820168035747166,0.0,0.0001978415474317,0.0,1.589477488584623,-94.34184635624256,0.0071751186618885,-0.000533948605745,0.0002689294682871,-0.000610009062859,119.07238380715184,1261.3077334033292,-0.0014953131664192,1.3928602682131226,0.0071195991187607,1.773112855303649e-05,-138.64811614007505,0.0302875165127283,0.0,0.0026859043819575,1260.5209874494196,-0.000608574634749,0.0,0.024678113251276,1.39196371852944,-0.0005234537819707,0.4680289992003272,-101.1133591055764,34.072971941743376,1.462536104542742
0.0,1.6363553957488102,-0.0130162522479837,-94.95473666417288,9976.0438623443,-0.0001325416861357,0.0032715491488349,-0.0057074807143873,0.0007442163821216,-0.0016983896967307,33.346960622645696,0.0,0.0002221993173807,0.0,1.6314695475094991,-94.46982860403251,0.0071172940817824,-7.460796755996039e-05,0.0002758966592597,-0.0006086899927362,58.5981475860478,1247.005679746592,-0.0012504513904706,1.435982798190533,0.0070597126133805,8.880147391205206e-06,-138.64819171278972,0.0296657954383681,0.0,0.0022285585269217,1246.1752090571115,-0.0006073038945858,0.0,0.0244696889092485,1.4352424318068926,-0.0009829580467805,0.4825456929445639,-40.15131379706676,-15.184023881635266,1.442740821232514
0.0,1.6774357579174246,-0.0130161972594132,-95.01160270662442,9976.048765856209,-0.0004433426161203,0.0035993182079993,-0.0056727889578046,0.0010669863924012,-0.0080818401916073,70.26870344667093,0.0,0.0002419232295769,0.0,1.6730368055405818,-94.5130977047726,0.0070608461668505,0.0002351754616347,0.0002751503806791,-0.0006075912170884,15.548266345492657,1233.848787176905,-0.001001693657979,1.4789454879129822,0.0070033761129616,3.368735002214062e-06,-138.6482666935341,0.0290662444362354,0.0,0.0017624303837392,1232.9452949365036,-0.0006064189196735,0.0,0.0249529356626404,1.4783612546484162,-0.0013006919847406,0.4968791329100228,2.6816849384268786,-51.392000794713184,1.4248725929856132
0.0,1.7156614748620085,-0.013016188612227,-95.27152256382816,9976.053811848618,-0.0006306245416429,0.003743441542876,-0.0056358707993672,0.0012953289136305,-0.0143468984772098,96.61187168155062,0.0,0.0002569784328085,0.0,1.7120965484257564,-94.7794340515396,0.0070270634206723,0.0004264006326886,0.0002653434231707,-0.0006092754625028,-13.68794892678773,1224.9881803365408,-0.0007531885929761,1.5218563757471122,0.0069717537051414,-9.143419038460642e-07,-138.64834103681304,0.028424124023165,0.0,0.0012956235268042,1224.3041668426736,-0.000607943515122,0.0,0.0246443274887938,1.5214101414383732,-0.0015165065452537,0.5110637793945331,31.601693050157863,-78.0427545790489,1.412610697017219
0.0,1.7525604147623872,-0.0130162205080868,-95.01073619720884,9976.05899896062,-0.0007174028834724,0.0037622386642617,-0.0055982538509525,0.0014523197527444,-0.0201402999865846,115.17126989886218,0.0,0.0002673979021199,0.0,1.7496646237072884,-94.5306242479685,0.0069620264835899,0.0005221911366442,0.0002461513995303,-0.0006069476299435,-31.86497225632041,1211.4182577204847,-0.0005098017213302,1.5646997936857685,0.0069089504632285,-4.98463361899358e-06,-138.64841475867584,0.0277714094874967,0.0,0.0008362461924301,1210.5474541894084,-0.0006056849804211,0.0,0.0239881408856382,1.564397595211532,-0.0016679747280861,0.5251007730787086,49.27496528343029,-97.0097718967444,1.3951568719754577
0.0,1.7891465757316256,-0.0130162866782364,-94.85364159725428,9976.064325590498,-0.000729972859305,0.0037031562689149,-0.0055609078427655,0.0015680336637372,-0.0252337151833685,128.10830551131272,0.0,0.0002733042193061,0.0,1.786927341264852,-94.39068768139305,0.0068974991379041,0.0005452411138109,0.0002174335588869,-0.0006048284597634,-41.46659777987904,1199.625840938135,-0.0002740705949531,1.6071688777822364,0.0068458357729143,-7.889884099536105e-06,-138.64848790198414,0.0271354751468095,0.0,0.000392444547439,1198.6934621732632,-0.0006035841609641,0.0,0.0231020188270708,1.607000989538451,-0.0017697368078422,0.5389819831921738,58.08368263849085,-110.5914825481178,1.3800639300923323
0.0,1.825458893040872,-0.0130163796111907,-94.65896503313613,9976.069790231197,-0.0006894446890476,0.0036018212623979,-0.0055244105522648,0.0016552999098291,-0.0297789522500382,137.06915412541315,0.0,0.000274885164156,0.0,1.8239371945237448,-94.22022922823628,0.0068350786809197,0.000516028882786,0.0001792196666499,-0.0006034548212759,-44.52255264945898,1187.5926120488546,-4.9366158876634086e-05,1.6492061885761673,0.0067859746009511,-1.04847042764223e-05,-138.6485605427029,0.0265061222937122,0.0,-2.999635109046653e-05,1186.6900643801612,-0.0006022445976063,0.0,0.0219298050126952,1.6491658310191115,-0.0018421782768769,0.5527115090222584,60.26184188128824,-120.50033137754951,1.3649724965598955
0.0,1.8613788827318785,-0.01301649900158,-94.43145617386364,9976.075391387863,-0.0006112595397072,0.003483835540534,-0.0054890361915947,0.001726630100572,-0.0336076369937675,143.46650782825284,0.0,0.0002723854864955,0.0,1.8605491299437351,-94.02183144612708,0.0067686836110764,0.0004528625768678,0.0001318972026483,-0.0006019697349866,-42.89801776350199,1175.6613103483676,0.0001620089454711,1.690804072317414,0.0067231362504783,-1.3112890361624458e-05,-138.64863278452378,0.0258786082073847,0.0,-0.000425592807939,1174.8167387437352,-0.0006008344268134,0.0,0.0204876124764301,1.6908859129054954,-0.0018975593264897,0.5662938363645692,57.58339285216127,-128.00403880170722,1.350185239148164
0.0,1.8970046810199857,-0.0130166437616157,-94.19007968287198,9976.081127598269,-0.0005099809914217,0.0033672466458709,-0.0054548457896641,0.0017913015627704,-0.0367770999442072,148.31099246058528,0.0,0.0002660962313549,0.0,1.8968387241243616,-93.81409058002818,0.0067023376142287,0.0003674927904373,7.599364156103513e-05,-0.0006004522260913,-38.06425884411168,1163.9128298413334,0.0003577356113121,1.73194106538573,0.0066608773843525,-1.5565390302029585e-05,-138.6487047544096,0.0252555127368779,0.0,-0.0007904080785403,1163.1327490484484,-0.0005993958615016,0.0,0.0188350081219231,1.7321368085419064,-0.0019445704597788,0.5797307938130521,51.53512620432702,-134.11857423743538,1.335741484873615
0.0,1.9323411224064424,-0.0130168123810629,-93.94279381995835,9976.08699742296,-0.0003953962046697,0.0032635912012721,-0.0054217574893217,0.0018547464176367,-0.0393008338293424,152.34719565171264,0.0,0.0002563443002705,0.0,1.9327982212466197,-93.60420115930252,0.0066356883022605,0.0002698561730913,1.2202061219553152e-05,-0.000598902859298,-31.15032459216017,1152.2723505158056,0.0005359794279123,1.7726084383317704,0.0065986286979137,-1.7909295715706992e-05,-138.6487766007475,0.0246367805383803,0.0,-0.0011210252947631,1151.5618668230277,-0.0005979291666663,0.0,0.0170198077052138,1.7729090063405315,-0.0019893980392379,0.5930247914332042,43.30850094452763,-139.5527400603011,1.3215053599426676
0.0,1.96740684568851,-0.0130170037925479,-93.69749617007558,9976.09299944166,-0.0002746877821573,0.0031795349027024,-0.0053896017763931,0.0019203607480096,-0.0412146961304834,156.08150212054736,0.0,0.0002434871030816,0.0,1.9684382323764744,-93.39864985451248,0.0065690819851263,0.0001671459979722,-5.861443164480849e-05,-0.0005973542575565,-23.04143981757014,1140.7640451196733,0.0006952942163582,1.812802983249616,0.0065366209521953,-2.0121865533570084e-05,-138.64884848805048,0.0240231251252043,0.0,-0.0014147893444067,1140.1279888233923,-0.0005964716092223,0.0,0.0150629247276182,1.813198575123921,-0.0020356331395051,0.6061777322216139,33.78196376761479,-144.78230129948366,1.3074734646312556
0.0,2.002218628231681,-0.0130172162222211,-93.45764658508016,9976.099132251638,-0.00015333356096,0.0031181283394132,-0.0053581633667514,0.0019897285028444,-0.0425691030110177,159.83263384148844,0.0,0.0002279038954121,0.0,2.003770204986171,-93.2002885755318,0.0065028609389625,6.39650940576991e-05,-0.0001354751796182,-0.0005958256838478,-14.368544570471716,1129.384365010283,0.0008345101772731,1.852527011053607,0.0064751167221318,-2.2129158725762844e-05,-138.64892059428212,0.0234151061712339,0.0,-0.0016698343318649,1128.8271287059338,-0.0005950399523602,0.0,0.0130130262608681,1.8530068201152208,-0.0020851937034754,0.6191912983731847,23.62238127813148,-150.09831857750478,1.2936198032014188
0.0,2.036787602853697,-0.0130174475628117,-93.22533954337936,9976.105394465843,-3.4737315002577994e-05,0.0030798635873907,-0.0053272113340896,0.0020632663716595,-0.0434189268301085,163.77844364162334,0.0,0.0002099895352489,0.0,2.038800928249368,-93.01065466493549,0.0064371659558372,-3.635371960453773e-05,-0.0002172791889702,-0.0005943183031051,-5.577505084640853,1118.131534630838,0.0009528817543503,1.891786492938073,0.0064141799891511,-2.392560201900133e-05,-138.64899310699738,0.0228130495097245,0.0,-0.001884864838295,1117.656500106775,-0.0005936337387443,0.0,0.0109020840976736,1.892339220124647,-0.0021387612997239,0.6320670588143081,13.305543167500032,-155.65412843693778,1.2799263308555653
0.0,2.071120987580775,-0.0130176962071611,-92.99937635784836,9976.111784712004,7.748448002231498e-05,0.0030646781268702,-0.0052965155484314,0.002144720878766,-0.0440129221424484,168.04640420995065,0.0,0.0001901383658679,0.0,2.0735369127142387,-92.83159807466924,0.0063721734089673,-0.000133083729539,-0.0003028024171642,-0.0005928481537963,3.058039425653151,1107.0111771208278,0.0010500350268229,1.930588013112756,0.0063538944120004,-2.5695400053480788e-05,-138.64906621949422,0.0222171378293124,0.0,-0.002061881870421,1106.6169350685502,-0.0005922247891584,0.0,0.0087911137438735,1.9312064022677733,-0.0021986684167704,0.644806505531826,3.1872719145491777,-161.5950988633133,1.26637952957047
0.0,2.1052536589818653,-0.0130179667892381,-92.7834869630502,9976.118301632898,0.000183284889488,0.0030710338057059,-0.0052658497071783,0.0022295507279548,-0.0443411867365505,172.84769047748625,0.0,0.0001687156236045,0.0,2.10801137903503,-92.65352865971344,0.0063095937095206,-0.0002238855713052,-0.0003906078934289,-0.0005913904304777,11.38800755740418,1096.0813353592073,0.001126518053349,1.9689357281728463,0.0062959635039466,-2.829419080797884e-05,-138.64914012473267,0.0216272896892397,0.0,-0.0022023474285987,1095.7733175868923,-0.0005908676284817,0.0,0.0067929795723036,1.9696186491646503,-0.0022666835617695,0.657411195042532,-6.472318703755279,-168.01564442129904,1.253100084338302
0.0,2.1392925249426327,-0.0130182643042488,-92.60791086631804,9976.12494391263,0.0002845843110068,0.0030922299032656,-0.0052350324047588,0.0023125856048525,-0.044202934960574,178.013631378318,0.0,0.0001460992909798,0.0,2.142326123316315,-92.50813508897978,0.0062539824048987,-0.0003071696701968,-0.0004792140504499,-0.0005901847869592,19.184946146809235,1086.3590247819282,0.0011836170312315,2.006864186777197,0.0062448168822533,-3.0807455482469075e-05,-138.64921500525568,0.0210317091984154,0.0,-0.0023044432740051,1086.133805226581,-0.0005898175917103,0.0,0.0048361085263104,2.0076008170863444,-0.0023346887879632,0.6698895561519559,-15.705648990974606,-174.57814455637345,1.241231230650726
0.0,2.173097743195095,-0.0130185811144642,-92.43136270420403,9976.131710335005,0.0003784076621223,0.0031245016627726,-0.0052039409013528,0.0023952473137786,-0.043778683969625,183.24173116979787,0.0,0.0001226671547491,0.0,2.1763480789697067,-92.36085046821442,0.0061969624899872,-0.0003858815148699,-0.0005674477199112,-0.0005889673693909,26.47727832361068,1076.4889298791134,0.0012217076057075,2.0444107860696588,0.0061921020184615,-3.225233836081424e-05,-138.64929103694865,0.0204292362433821,0.0,-0.0023695154959115,1076.343667631142,-0.0005886812943567,0.0,0.0029616503067874,2.0451818227330274,-0.0024010294974025,0.6822477103956033,-24.433145407404457,-181.16525139668343,1.2291700321365833
0.0,2.206693778109598,-0.0130189084358902,-92.26399256729133,9976.138599694554,0.0004655123723644,0.0031655186628295,-0.0051724765863715,0.0024768202641775,-0.0430938546658777,188.4680229176323,0.0,9.878051564357812e-05,0.0,2.2101032556249054,-92.22403855765324,0.0061399612861902,-0.0004593712986211,-0.0006540250198806,-0.0005877355412728,33.3149722331425,1066.7651751707474,0.0012414202568852,2.0815796346168542,0.0061391915615053,-3.3072501659708936e-05,-138.64936839168965,0.0198286493612141,0.0,-0.0023991263106125,1066.6981651424835,-0.000587521207136,0.0,0.0011722089822132,2.082369999924559,-0.002466995219882,0.694486326811274,-32.57607896743645,-187.73828995246652,1.217267556083767
