signal,FR,roll,FxRL,longslipFR,slip1,ay,vx,az,sideslipFR,FyFR,FyRL,yaw,pitch,longslipRL,FxRR,FxFL,pitchrate,steeringangel,y,brake,RL,vy,sideslipRR,gas,sideslipFL,yawrate,FL,FxFR,longslipFL,signal,x,rollrate,sideslipRL,FyRR,slip,ax,RR,FyFL,longslipRR
0.0,1e-05,-1.2512815238071413e-07,0.0466828441670547,2.808349639999672e-07,0.0,-0.1072571782351647,0.0,1.4877731725295706,0.0,0.0,0.0,-0.0130201565377619,-3.921815721326774e-05,2.808349639999672e-07,0.0466828417996951,0.0466599392730695,-2.3775753347015152e-08,0.0,-138.6472273329127,0.0,1e-05,0.0,0.0,75.10416666666667,0.0,-3.1788466794521145e-07,1e-05,0.0466599402084195,2.808349639999672e-07,0.0,9975.981220894291,-0.0001080008855989,0.0,0.0,0.0,-0.3431306652622907,1e-05,0.0,2.808349639999672e-07
0.0,0.0135077245638275,-2.829531021062481e-05,1538.6319078758793,-0.0005803651754477,0.0,0.0512574088933185,0.0084803266415314,-0.0662155617865713,-0.0002758147553805,6.898529018625194,5.691582182708809,-0.013020216233568,-7.268270544982817e-05,0.0125048836359712,1547.7810389653669,-47.794902615775214,-0.0071726978455913,8.315864276690332e-12,-138.6472266153935,0.0,1.0843085102226775,0.0002429550209704,-0.0007722125224862,28.997521837004403,-0.0008659353392535,-2.501495390054726e-06,0.0139595587173891,-45.75854227491614,-0.0006030460266187,0.0,9975.981249645403,-0.0049169062123139,-0.0002269429029785,17.23445923968894,0.0,1.849650456251019,1.0821492871471718,19.28667828772842,0.0126572462534902
0.0,0.0875826872970673,-9.870033572941896e-05,2160.194654011575,-0.0008115126378487,0.0,0.2262384761736892,0.0299484315939139,-0.0529532388447757,-0.00018987288258,22.340638009453773,22.92514364574704,-0.0130198178159173,-0.0002007637183987,0.0151775111913369,2188.9042315080733,-142.67254486668344,-0.0177176579778921,-7.556367305484527e-08,-138.6472219980998,0.0,1.6597031338777015,0.0013421037123822,-0.0035728716879911,12.01308965827134,-0.0038202863058845,8.652055991586223e-05,0.0903487500213525,-143.0097267377067,-0.0007883273215758,0.0,9975.981447413158,-0.0084076170302595,-0.0003460449907474,130.0402713417425,0.0,2.506872249945797,1.6178782395776128,141.68886754824734,0.0155116228959405
0.0,0.190230272153429,-0.0001896500543841,2852.73437131276,-0.0009771129991156,0.0,0.3036920225900856,0.0585818406946271,-0.0621409049365074,0.004539873623637,-105.17067768146,-66.09191975655382,-0.0130186647044879,-0.0004456339607162,0.0212438014128299,2866.258429106189,-135.04524636774855,-0.0303478707367062,-4.0598920562991953e-07,-138.64720040534385,0.0,2.3213083152545844,0.0040595531143336,-0.0060462945127431,5.751458499163899,-0.0061654380239162,9.938814077122172e-05,0.1919924822090661,-133.71604421716137,-0.0009892976355168,0.0,9975.981897713153,-0.0094237943665125,0.003284417866587,316.05942907372986,0.0,3.3655742192379297,2.227991660958341,325.5984335580948,0.0215050281980636
0.0,0.3312386492155473,-0.0002914964377145,3755.62831677272,-0.0009944288692431,0.0,0.0762113832027341,0.0969583087880346,-0.0571598961065557,0.0126884809694882,-515.9087844380061,-444.1583899627471,-0.0130189206524596,-0.0008284836781348,0.031472221025398,3757.215973166128,-151.66794242135873,-0.0450726336811087,-1.0865396895121087e-07,-138.64715657928463,0.0,2.913807040424216,0.0061987694703599,-0.0102461530673105,3.429785086194711,-0.0116396474733788,-0.0001333862050289,0.3347454136622581,-150.21951631865193,-0.0009905613417022,0.0,9975.982686137351,-0.0111916416445016,0.0113929369828039,531.915952595467,0.0,4.45499846982819,2.8116610850352077,564.7974043562868,0.0315159868992353
0.0,0.5000697922561507,-0.0004190908600789,4393.398963770239,-0.0011798263049943,0.0,0.126655439512974,0.1452857371659729,-0.0131889753621849,0.0213688068501837,-1027.391518008704,-980.8407558639474,-0.0130205246211511,-0.0013664992261251,0.0463311179342785,4324.111914461011,-163.8401621211159,-0.0609672970424611,-4.364647493180969e-07,-138.6471063093849,0.0,3.4632710642462494,0.0069977214846822,-0.0221796530149318,2.5565155887413185,-0.0242041801457266,-0.0001434581404718,0.5034956156301291,-163.49805101356296,-0.0012015926696697,0.0,9975.9839159263,-0.0138022902986999,0.0202644260696753,1039.485967856971,0.0,5.178920855760084,3.405921455042486,1139.003557655221,0.0467536467566296
0.0,0.6810192588943584,-0.0005639068421509,4485.223320329903,-0.0014153316342721,0.0,0.0569852744470667,0.1981898696396046,0.0130110158704578,0.0361496195830397,-1726.9007240589426,-1621.390254340486,-0.0130214940815451,-0.0020595363288376,0.0697849406250405,4394.547800056927,-159.34542792497746,-0.0757845207097204,-5.942649878528655e-06,-138.64705253378014,0.0,4.26132515806052,0.0081129530104173,-0.0353264647808426,2.224818619749305,-0.0347297621727033,-6.085770743127659e-05,0.6861687806459417,-155.31934630567457,-0.0013820641373885,0.0,9975.985659357846,-0.0150457103488882,0.0348862352283812,1637.214001724438,0.0,5.289151223092759,4.387171105327329,1803.5485140169524,0.073598136462015
0.0,0.8617919196487653,-0.0007230139617613,4406.746814703194,-0.0014497510571764,0.0,0.0035606422738924,0.2506266921110768,-0.0562966226374056,0.0344890363487856,-2125.7210385620638,-1988.0099305596027,-0.0130215634033754,-0.0028859609537433,0.1074538798830295,4317.482132274622,-156.53904455598973,-0.0878689505677188,-1.965058398175989e-05,-138.64699891469948,0.0,5.47465942834679,0.0084118809466003,-0.0472288934112345,2.101076418234324,-0.0352229182362407,7.965884002461782e-05,0.8663828132477687,-157.21285781363468,-0.0014280321676771,0.0,9975.987931699585,-0.0165870198094776,0.0443563008412813,1937.0924306516272,0.0,5.220165036072419,5.801181106365515,2187.9997948158866,0.1171326384066341
0.0,1.0398958170623145,-0.0008949272860345,4640.5109108377455,-0.0015647309190047,0.0,0.0317094073315057,0.3042071043928437,-0.1478258773381731,0.035922458039206,-2191.620705556388,-1759.1219797040158,-0.0130186701850314,-0.0038226437559706,0.1538386602843796,4521.765673010038,-154.36704716892365,-0.098242659549924,-4.978639936233801e-05,-138.6469503906241,0.0,6.71042235813858,0.0085817466692658,-0.0504153875598933,2.0511701767623167,-0.0349881511219949,0.0004401236104797,1.043821078382458,-150.7487125792617,-0.0015157806478198,0.0,9975.99073126515,-0.0175900134875945,0.0434690938545753,1717.0024469037023,0.0,5.513129983976596,7.25441723398198,2259.059200155527,0.1721026325723781
0.0,1.2243926181446654,-0.0010740370837567,4802.867587115677,-0.0016437340170572,0.0,0.0078153546500013,0.3603820943593168,-0.2055774794899239,0.0374842347424543,-2235.1679339453203,-1416.012327339072,-0.0130135227426037,-0.0048571886840818,0.2040986860779094,4676.785491073432,-156.09518893972984,-0.1075432693411787,-9.53100975219464e-05,-138.64690752339334,0.0,7.766037912443696,0.0086768007748039,-0.0527522932645973,2.0257644030753386,-0.0357991444503478,0.0005389881602233,1.2290724510913769,-153.82391973147824,-0.0015568528622683,0.0,9975.994081758334,-0.0181213623318112,0.0456899453086544,1384.2527704342424,0.0,5.710508852554615,8.571940759815345,2264.397751623528,0.2339113511188001
0.0,1.4126003251504815,-0.0012558043231214,4892.452178867844,-0.0016866074197968,0.0,-0.0079293091759126,0.4181489773323497,-0.2497814668994529,0.0375335091686949,-2233.731175939097,-1135.3656306879252,-0.0130082800566142,-0.005976958709513,0.2582881803079349,4761.851804771867,-156.0447864691658,-0.1153599099638234,-0.0001491400543692,-138.64687206770466,0.0,8.67256925136723,0.0086276473830085,-0.0524210161869807,2.0109696490020394,-0.0361087281319746,0.000514709388841,1.417298255855776,-153.24062840217582,-0.0016023662525557,0.0,9975.998003641957,-0.0181315828082872,0.0463541896149329,1097.799926310288,0.0,5.827300126117897,9.749654722874796,2257.7632714487504,0.3018200088119294
0.0,1.6040749652727009,-0.0014345844752811,4961.583628564039,-0.0017217071666945,0.0,-0.0199839711211406,0.4768818292241005,-0.2705707012953874,0.0370874707883511,-2193.370789591312,-911.6100341454284,-0.0130030605131671,-0.0071660855527689,0.3167300060650838,4818.153519346452,-157.28868571521255,-0.1215865198632172,-0.0002157056192121,-138.64684523950086,0.0,9.475074949771653,0.0084798202937198,-0.0497890384775853,2.001104105827951,-0.035122292915816,0.0005313293294885,1.608922631957224,-154.37844022333914,-0.0016101940876671,0.0,9976.00250903622,-0.0176021532422286,0.0448098197573978,858.8266411417485,0.0,5.909987583309103,10.84088572673045,2213.8199107263868,0.3770193405087348
0.0,1.797310487247015,-0.0016058863820555,5034.150409598704,-0.0016935761067274,0.0,-0.0362605147560454,0.5364383675594,-0.2685659315341504,0.0360810044379803,-2125.1215572864457,-729.144390971088,-0.0129977325776875,-0.0084089144481393,0.3789230937380606,4872.258435454582,-155.06921945976435,-0.1262394619147527,-0.0002955522346189,-138.6468284701023,0.0,10.178883848546285,0.0081749122663957,-0.0460121987992899,1.9932652442332,-0.0336675943235689,0.0005257415205539,1.801775524932812,-151.91367340908425,-0.001570826466367,0.0,9976.007606544312,-0.0167009263227438,0.0421383259162801,664.5405224521086,0.0,5.996758657804745,11.86712321551362,2132.6115393361783,0.4604892009957994
0.0,1.989740938785556,-0.0017665477779229,5116.188304971062,-0.0016733650014683,0.0,-0.0483457398915765,0.596893018303999,-0.2573941792483971,0.034676490554725,-2034.1757544367383,-585.7571188624001,-0.0129927752182933,-0.0096895364398228,0.4415941607214183,4934.265613035885,-154.4205696678938,-0.1293396077493043,-0.0003795029888315,-138.64682346931409,0.0,10.75695556793186,0.0077228101279703,-0.0418860283099781,1.9860071318151384,-0.032117619620917,0.0004632731593928,1.9940552814444328,-151.03289464695783,-0.0015406897920547,0.0,9976.013304855423,-0.0154972282951094,0.0392823125274202,512.9000123864615,0.0,6.093163454403051,12.808898871186342,2032.9368692304824,0.5494336585133517
0.0,2.1822011520606197,-0.0019133298477406,5205.219644520203,-0.0016578519777834,0.0,-0.0579201989779793,0.6583399739891681,-0.2296460218641815,0.0331873901064935,-1932.2736139315,-477.2576711257264,-0.0129887027239111,-0.0109935927067362,0.5045037124493812,5004.8588013358285,-153.9821841444271,-0.1310823261525183,-0.0004557718070176,-138.64683158236548,0.0,11.254535364408651,0.0071673187497806,-0.0378267743485146,1.978756337966527,-0.030472220379135,0.000355216419888,2.1864983941372254,-150.23076572324595,-0.0015189860981432,0.0,9976.019613499264,-0.0139590162516225,0.0367236039917767,397.48917839475473,0.0,6.197798842290678,13.711435161525513,1925.1802074999944,0.6445319542183575
0.0,2.3753247010126826,-0.0020430420627515,5297.019825167554,-0.0016364396006679,0.0,-0.0675819065689389,0.7208492646527312,-0.1908064509057276,0.0316232446903113,-1827.330145226348,-396.0639952189741,-0.0129859498454628,-0.0123080415192414,0.5674051032106036,5081.141357203067,-153.59671651676663,-0.1315556153746518,-0.0005104320773834,-138.64685389758327,0.0,11.689015941585067,0.0065195299630186,-0.0339908004589983,1.9713386918387863,-0.0288015734370694,0.0002032356745926,2.379690623373915,-149.64394847415363,-0.0014963303656129,0.0,9976.02654284764,-0.0121224396593007,0.0344893716114248,310.19944245709354,0.0,6.307216031609897,14.587307464145994,1813.3436472973908,0.7459189842335475
0.0,2.569257502923126,-0.0021529739854051,5388.932469272646,-0.001614956624058,0.0,-0.0752538319088189,0.7844558393590476,-0.1443718027768371,0.0299718816918307,-1721.0355144194234,-334.6332831458352,-0.0129849401708284,-0.0136205084005193,0.6299691780484111,5160.478227261474,-153.38496307212185,-0.1308161019306183,-0.0005242021102388,-138.64689145125473,0.0,12.06975913684587,0.0057885459061977,-0.0303826601407443,1.9637477096446057,-0.0271425465458424,1.2269495610794006e-05,2.573803010791255,-149.2933516931758,-0.0014763860710185,0.0,9976.03410374679,-0.0100340177655054,0.0324750000104615,243.855982387086,0.0,6.418329986179394,15.439093248424529,1701.9542327377617,0.8534892954630434
0.0,2.764128693886521,-0.0022408173707648,5478.522709838308,-0.0015940171742944,0.0,-0.0809767837636055,0.849162969207105,-0.0927446482421885,0.0282726582127934,-1614.7725608440744,-286.9923136400067,-0.0129860151012516,-0.0149191675863734,0.6918578970617506,5239.7593805938905,-153.2501439004132,-0.1289190929025935,-0.0004727902921457,-138.64694510326834,0.0,12.403154583503095,0.0049959546262433,-0.0269496692726645,1.9560341252290216,-0.0254911022357669,-0.000209902760825,2.7689389568099534,-149.07954306532517,-0.00145967524546,0.0,9976.04230719096,-0.0077338144668323,0.0305869455219886,192.7251539032436,0.0,6.527810709721415,16.268038898599674,1591.8788569020674,0.9671721813737472
0.0,2.9600019343489707,-0.0023047739299128,5563.942152224442,-0.0015740614710935,0.0,-0.0817778248570742,0.9149431323750428,-0.0395255402740561,0.0265382128690297,-1509.747132967084,-248.86036763626143,-0.0129894780656841,-0.0161928753859288,0.753586386645568,5317.413461535116,-153.23472097803446,-0.1259547958536742,-0.000333850607028,-138.64701550296675,0.0,12.705711091761383,0.0041655838004613,-0.0236509243128128,1.9482700824422363,-0.0238681792113987,-0.0004640973312776,2.965157850431332,-148.97734827394177,-0.0014481224200555,0.0,9976.051164001665,-0.0052835433029269,0.0287722251578372,155.899155227746,0.0,6.633621400187062,17.085441940003818,1484.5450871463747,1.08768243558628
0.0,3.156871427953967,-0.0023436157793514,5644.449981570811,-0.0015558634073564,0.0,-0.078775417512426,0.9817556606822742,0.0167871550901744,0.0247912341998176,-1406.702088146346,-217.4710116603886,-0.0129957541799877,-0.0174315255738465,0.8159645583327811,5393.913128341022,-153.28880457368444,-0.122011584871472,-8.773672873173754e-05,-138.64710288736526,0.0,12.993620750577342,0.0033510258417382,-0.0203977701605511,1.9405069168156683,-0.0222828339171918,-0.0007695435540456,3.162598965079105,-148.93536561472123,-0.0014392911877192,0.0,9976.060684605103,-0.0027254888587724,0.0270737976113375,131.85096961049925,0.0,6.735182721214616,17.90126406988364,1380.3961915424998,1.215826433157589
0.0,3.3547145771475577,-0.0023564884009543,5719.532343504192,-0.001539464750712,0.0023736086538472,-0.0753052580823903,1.0495618265605398,0.0718434276500604,0.0230245616824212,-1305.8385921075396,-191.2321956431641,-0.0130053520465731,-0.0186256109915433,0.878617828913675,5468.847977245652,-153.36373633904972,-0.1171462140674494,0.0003439025919913,-138.64720706405618,0.0,13.265886963259442,0.0025797849877087,-0.0171956961328174,1.9327620039477167,-0.0207417750945535,-0.0011204191543797,3.361269345311696,-148.98538206151886,-0.0014327853300274,0.0,9976.070879016072,-0.0001059076209137,0.0254769885913377,112.70840216235467,0.0023736086538472,6.832383277921257,18.70597683268605,1280.149255723948,1.35086427682245
0.0,3.5535813031546897,-0.0023431369820127,5788.559503803814,-0.0015263180870073,0.001583093741781,-0.0718499082549133,1.118311061636633,0.124820128313369,0.0212688703744467,-1207.36852151034,-168.8819525198832,-0.0130185925613895,-0.0197663474016338,0.9415284660886356,5540.8614620929175,-153.43261465367428,-0.1114401976885309,0.0010603227045814,-138.647327701472,0.0,13.52611436087193,0.0018588139802416,-0.0141193919110321,1.9250637587350887,-0.0192339007388812,-0.0014920940867572,3.561096711287316,-149.18521103775817,-0.0014284077542688,0.0,9976.081756779677,0.0025073357715179,0.0239264615048777,95.46474455854286,0.001583093741781,6.923759645104899,19.495766427168117,1183.5753312041006,1.4923435333191897
0.0,3.7535172969109314,-0.0023040507720545,5850.9264090154265,-0.00151471932179,0.0009251120712213,-0.0686999505975154,1.1879405238250282,0.1746496354218161,0.0195351782203724,-1111.726572211363,-149.45603373561687,-0.0130355630394493,-0.0208458164890839,1.0048173827314095,5608.840831811544,-153.52621109312463,-0.1049830172519627,0.0019549786449142,-138.64746446414128,0.0,13.77868372401024,0.0011850385350654,-0.0112343688780504,1.917446283535908,-0.0177629688631844,-0.0018630342639462,3.762012016686446,-149.46214794858426,-0.0014254852313652,0.0,9976.093326846516,0.0050373773128931,0.0223755602205765,79.23024289542931,0.0009251120712213,7.008194592062217,20.26890469946676,1090.769054660469,1.6399138207665198
0.0,3.954515977864257,-0.0022404942001626,5905.931542766295,-0.001505089189034,0.0003718673349166,-0.0680354766764412,1.2583768830693052,0.2207893423919201,0.0178291668517343,-1019.2331652262856,-135.31389823069867,-0.0130561258639537,-0.0218570136320925,1.0686978569705905,5671.980914197761,-153.60094755367624,-0.0978668515586032,0.0029391995023164,-138.64761706519442,0.0,14.02793709129522,0.0005495884582024,-0.0085970249387739,1.909943391233184,-0.0163389665475497,-0.0022080363777381,3.9639244719419233,-149.819906429626,-0.0014231928793274,0.0,9976.105597465224,0.0074021170891079,0.0207793694595851,63.89750171233026,0.0003718673349166,7.084699164779288,21.024345084833456,1001.4879431563954,1.793243162819198
0.0,4.156572228233149,-0.0021545898934856,5953.255539493444,-0.001496004913775,6.2830806398898105,-0.0667433299821676,1.3295378898700012,0.262096337220409,0.0161559937023189,-929.5031346686887,-124.41442547096976,-0.013079856776339,-0.022793858228025,1.1334677835195135,5729.53327549416,-153.64116356604035,-0.0901847993211784,0.0039366419819622,-138.6477853737578,0.0,14.278089713948978,-6.368616129211711e-05,-0.0062622875083346,1.9025865320416604,-0.0149700686944788,-0.0024984336480389,4.166701630900132,-150.23953777276702,-0.0014215844465935,0.0,9976.118576089504,0.0095225299544306,0.0190911321621787,49.68726249617747,-0.0001046672897758,7.15261978728422,21.76125301866738,916.4292968524444,1.9519790021358312
0.0,4.359624791612454,-0.0020490170276542,5992.796652315935,-0.0014867580893474,6.282673608688,-0.0646462286136559,1.4013357723470643,0.297222915623484,0.0145283702318506,-842.973789211159,-114.26548284160316,-0.0131061221880338,-0.0236512216482111,1.1994483050589655,5780.923588917798,-153.69659423642787,-0.0820343919799594,0.0049152912228893,-138.64796928753964,0.0,14.532656197185256,-0.000649100414984,-0.0042287880074222,1.8954008100972324,-0.0136569174299213,-0.0027209815878557,4.37023188797822,-150.65597325642378,-0.0014219491565562,0.0,9976.132269315323,0.0113576284018481,0.0173241116110684,36.804804657727615,-0.0005116984915863,7.211779040720619,22.4792617773347,835.4728425283588,2.1157457299582707
0.0,4.563502267887426,-0.001927214197081,6023.279014914648,-0.0014800169779953,6.282337794988274,-0.0601678534152365,1.4736753349553258,0.3201596990821239,0.0129500523273877,-759.7183826104782,-104.02005042276814,-0.0131342192496127,-0.0244251704237185,1.2669459213366987,5825.697414122659,-153.85624345947866,-0.0735699026638386,0.0063285391918433,-138.64816858149055,0.0,14.795051846412756,-0.0011894089590897,-0.0025093351777955,1.8884117567838643,-0.0125124480879571,-0.0028697654392053,4.574571138395516,-151.2404234682235,-0.0014235827951068,0.0,9976.146682832154,0.0127661775357316,0.0155225161111915,25.374010643771456,-0.0008475121913114,7.260435391407455,23.178217909204022,760.775745892298,2.2841721830122776
