yaw,gas,ax,RL,FxRL,az,FyRR,sideslipRR,FxFR,slip1,longslipRL,signal,signal,pitchrate,roll,FxRR,FyRL,longslipRR,sideslipFL,x,FR,rollrate,FyFR,FyFL,brake,steeringangel,yawrate,vx,sideslipRL,ay,RR,slip,pitch,longslipFL,FxFL,y,sideslipFR,vy,FL,longslipFR
-0.0342796888500783,0.8912523215679857,6.824854585424477,12.366530779680527,5707.7529506889405,0.0763969669112237,112.18097803209731,-0.0170848218904196,-149.01090341536272,0.0014839508689799,0.8003380020525868,0.0,7.883597839907682,-0.1152119735483401,-0.0022566883287236,5467.107384583139,-203.39877270887644,1.2647660707039146,-0.0202922328504348,4564.107930627824,3.351369027457304,0.0016850770040948,-1296.051660494173,1260.1440404718928,0.0,0.0,-0.0010163699576308,1.0493655506894406,0.0249676313695541,-0.0900643326861678,17.72315777297746,0.0014839508689799,-0.0185331663645052,-0.0014224468692284,-153.0969662333772,-4850.899094019407,0.022666627477239,0.0016408516216885,3.356910001601216,-0.0015251108404256
-0.0342916947254512,0.8836081329836334,6.914136547657816,12.482231720899676,5774.243818741088,0.1295665182037423,95.06239752496408,-0.0141029418121695,-149.2272172055781,0.0006111658129907,0.8445758087952143,0.0,7.959394798220647,-0.1092787509133983,-0.0022246476347854,5538.399707736739,-181.077521172814,1.3851104671811385,-0.0187330912083308,4564.118800508745,3.5496706184286784,0.0044376836446169,-1196.798750253529,1161.1614392750478,0.0,0.0,-0.0013534009845841,1.1180311391170117,0.023292269904733,-0.0874534597242132,18.34542183002481,0.0006111658129907,-0.0196533061194511,-0.0014174542892425,-153.18211539957616,-4850.89945610928,0.0208905565664934,0.0007659288542136,3.555971860032935,-0.0015107154123622
-0.0343071089040969,0.8760513562762884,6.996389271545415,12.582097610368036,5833.833644048349,0.1794631565276766,79.193587990292,-0.0113096059022959,-149.51090959144935,6.283059363844301,0.8866037811602966,0.0,7.996206644843832,-0.1026007465376702,-0.0021655629247259,5605.701288808614,-161.53232241171537,1.508316114171925,-0.017215219531102,4564.130361167554,3.748963012242975,0.0070916047690119,-1100.4157208083286,1065.8871640789312,0.0,0.0,-0.0016944200912906,1.1875556801638807,0.0216253376454298,-0.084853820192543,18.938713238311003,-0.000125943335285,-0.0207099401172876,-0.0014136567487004,-153.26049465572814,-4850.89985057532,0.0191367719732976,-7.018195918172179e-05,3.756088105493488,-0.0014984374387307
-0.0343258747363158,0.8686146165360411,7.070630217461502,12.670600745447862,5885.966459687283,0.2252264360684336,64.29383219110277,-0.0087445991114791,-149.88370686028904,6.282436242155431,0.9264799371741532,0.0,7.993853075371124,-0.0952735129737288,-0.0020808146958572,5668.15285501838,-144.0095374083039,1.633748392244861,-0.0157491347103686,4564.142620635389,3.9492443417137566,0.0095764121770381,-1007.1653270271016,974.3542478002566,0.0,0.0,-0.0020225858106257,1.2578646560027738,0.0199414238985069,-0.0821484247067244,19.50167599560499,-0.0007490650241553,-0.021696143357175,-0.0014117197471204,-153.33981641056016,-4850.900277347321,0.0174131143545274,-0.0008680785752689,3.9571655113852913,-0.0014874349829664
-0.0343477770265478,0.8613296177219418,7.135936159843941,12.752339029012624,5929.983135780614,0.2660390748134099,50.392534248671815,-0.0064266107575537,-150.28159808512203,6.281913042986994,0.9643858007604488,0.0,7.952345617584608,-0.0873946302286116,-0.0019724149070828,5724.962662792993,-127.97454893180394,1.7607734702638864,-0.0143409217697935,4564.1555861404895,4.150470274331904,0.011836885481245,-916.7297076546092,887.1856961475934,0.0,0.0,-0.0023218230960787,1.328874236343542,0.0182315139158619,-0.078459280739793,20.03352675536584,-0.0012722641925923,-0.0226059593002572,-0.0014107249580251,-153.42890589467834,-4850.900736322406,0.0157273819104185,-0.0016234255407567,4.159120055479687,-0.001477289075926
-0.0343724519658343,0.854226048993804,7.191932109289882,12.83174222147065,5965.685445432347,0.3038599987681457,37.59374262238983,-0.0043693060978311,-150.72841503617036,6.281480432717737,1.0006012979181325,0.0,7.871887574991495,-0.0790774462048033,-0.0018429607501013,5775.534129318242,-113.07592689303767,1.8887515066774665,-0.0130066394932473,4564.1692640266665,4.3525565826599175,0.0137945767744234,-830.2172387000185,804.3266198120867,0.0,0.0,-0.0025803525723709,1.4004925117332077,0.0164897584292784,-0.0745986557817046,20.5337967152465,-0.0017048744618489,-0.0234344607337902,-0.0014114656606258,-153.55216109196044,-4850.90122730076,0.0141326951591933,-0.0023285523149194,4.361857570598903,-0.0014669435977661
-0.0343994358350633,0.8473394873492579,7.235825020625778,12.913768853838569,5989.96138091144,0.3214090119515218,26.14299973999426,-0.0026414424298241,-151.36758723957536,6.281131867433341,1.0354357166636017,0.0,7.75287303104365,-0.0705050772335982,-0.0016966576813311,5819.405584581249,-100.32014499904952,2.017011122910448,-0.0118552101662291,4564.183659675047,4.555418148926052,0.0152186427563987,-748.1244530869986,728.8344866093197,0.0,0.0,-0.0027830690579758,1.4726153435275384,0.014761437641667,-0.0701304483032114,21.001926363366312,-0.0020534397462445,-0.0241782233095812,-0.0014114336825293,-153.70994492329902,-4850.901749985185,0.0125578304118563,-0.0029736408379953,4.5654992493025,-0.0014569339085174
-0.0344279089116684,0.8407596355222804,7.262945668950146,13.01089232562376,5996.7201007437925,0.32465480537603,16.455656791278162,-0.001308517692108,-152.09859513937985,6.28087401977397,1.0704995279593463,0.0,7.595884918917044,-0.0618304649606611,-0.0015392136950205,5854.855306219258,-89.06068407606782,2.1440649172031407,-0.0107225931058038,4564.19877725462,4.759241980405725,0.0161227191114766,-668.934813223309,659.9205282274488,0.0,0.0,-0.0028819350922833,1.5450969427100691,0.0130166123618024,-0.0590165078686776,21.433749321325312,-0.0023112874056162,-0.0248355664331316,-0.0014104213253512,-153.65456664998172,-4850.902303820386,0.0110597481481879,-0.0035296345805278,4.7696717184757045,-0.0014475423603903
-0.0344567435079472,0.8345906975861912,7.270216557870485,13.13247143762702,5989.714462371763,0.3267593119563303,8.754683270230949,-0.0003166012497485,-152.6565810248225,6.280698362356179,1.1074347064788013,0.0,7.401692166305345,-0.0532046036324792,-0.0013744269797098,5874.713383556852,-78.16868680789031,2.2687400761702925,-0.0096298321759238,4564.214619300185,4.963859988682905,0.0167237750549337,-594.7298769040412,594.571288048411,0.0,0.0,-0.0028701615491536,1.6177549947516412,0.0112503154176201,-0.0493854380471399,21.82919001773565,-0.0024869448234068,-0.0254063622591375,-0.0014072610893105,-153.50370104903192,-4850.902888002306,0.0097158510776872,-0.0039899706963042,4.974006952393383,-0.0014366763239427
-0.0344849914725849,0.8288676770214958,7.262690848930623,13.276902646259527,5973.529256710344,0.3201619307041398,2.660712217699332,0.0004845742939602,-153.00113553643052,6.280591195042461,1.1464145783879125,0.0,7.17124592921248,-0.0446869526954592,-0.0012054005692346,5880.242682438317,-67.3511783849129,2.3917690238842706,-0.0085737773727757,4564.231186543935,5.168766859208952,0.0169982950164167,-526.2328054017429,533.0257771844944,0.0,0.0,-0.002777946747345,1.6904151002730337,0.0094848903997239,-0.0400033122570836,22.195674292914767,-0.0025941121371252,-0.0258914458854871,-0.0014028713684662,-153.36530177240317,-4850.903501666409,0.0084805607479991,-0.0043593242169173,5.178235332289257,-0.0014250371922276
-0.0345120069096238,0.8235339953030143,7.244592081686966,13.440218370985864,5950.774990096916,0.3059422877134036,-2.266467197902989,0.0011503991975655,-153.2208987887086,6.280540023337331,1.1872116058271525,0.0,6.90567493319099,-0.0363470661187753,-0.001035476565584,5875.866751314012,-56.67046854371009,2.5133900889171934,-0.0075543443080534,4564.248478242611,5.373610012125375,0.0169385721543383,-462.2888046171113,474.3943214336672,0.0,0.0,-0.002632565006057,1.762947926011884,0.0077641372251403,-0.0312904879379661,22.53858685074422,-0.0026452838422546,-0.0262922673957204,-0.0013976953461423,-153.2254642587849,-4850.904143945255,0.0073255381046425,-0.004644280465513,5.382215557748994,-0.001413474076118
-0.0345373560093342,0.8185131344823633,7.218347079199002,13.620055865453372,5922.653712313139,0.2851461867497872,-6.281490862437599,0.001694588250557,-153.38174308880178,6.28053504635471,1.2297735602285012,0.0,6.606279944844865,-0.0282615823184855,-0.0008678928394923,5864.431383747706,-46.32506732142636,2.6334301260546704,-0.0065910668074144,4564.26649259735,5.578206320132813,0.0165663942644882,-402.13042892818834,418.6097281421572,0.0,0.0,-0.0024502600564696,1.835259509574575,0.0061259543534145,-0.0230699364744006,22.860873486667185,-0.0026502608248762,-0.0266110276873838,-0.0013917956616855,-153.08058075648648,-4850.904813986695,0.0062508051946208,-0.0048502701196155,5.585857074390836,-0.0014026419861872
-0.0345607194634513,0.8137500916607026,7.185069870466955,13.815748212263523,5889.231888592295,0.2507317514551359,-9.493564571574352,0.0021137491822443,-153.54271215215363,6.280569186012961,1.2742664681086933,0.0,6.274527400675359,-0.0205152258480749,-0.0007056727186168,5847.20631043907,-36.51665695757282,2.751617511779943,-0.0056953887819313,4564.285227008631,5.7824646118571685,0.0158818370771644,-345.7404619269452,366.13148834634615,0.0,0.0,-0.0022390273794008,1.9072734794763568,0.0046031860216746,-0.0162802088402989,23.16447167276171,-0.0026161211666245,-0.0268506972451578,-0.0013868895474817,-152.99132598338403,-4850.905510945104,0.0052561675156021,-0.0049805251659658,5.78909328979626,-0.0013932569295483
-0.0345817902056804,0.8092452235336848,7.1408239625017895,14.030938395414877,5845.6447178895405,0.2120225394943745,-11.835438163139306,0.0023672962616699,-153.6445875762281,6.280640068899652,1.3215218048894688,0.0,5.912042224475766,-0.0132254054482137,-0.0005525572841029,5824.670831329176,-27.475876472821295,2.867467353719718,-0.0048852782824907,4564.3046781270605,5.986389440655363,0.0147899401159963,-292.65190682841256,317.769098455987,0.0,0.0,-0.0019921987397441,1.9789032272054516,0.0032267648227531,-0.0075494026486908,23.449446544564086,-0.0025452382799341,-0.0270153676295746,-0.0013790454696985,-152.80258643750372,-4850.906233935235,0.0043267211118465,-0.0050310620686575,5.991926376511109,-0.0013826690379459
-0.0346001219663073,0.8050328880105516,7.08621414069233,14.273383835846197,5792.80119851705,0.1581560075598637,-13.200384749839108,0.0024400111966401,-153.53694764009109,6.2807435990593605,1.2851237870913386,0.0,5.520599868455489,-0.0064653288205229,-0.0004117519181602,5794.614366534816,-19.179755579601487,2.8135489233222097,-0.0041053467529474,4564.32484166112,6.189459290729219,0.0134847272594204,-243.48815687114015,272.721226623776,0.0,0.0,-0.0016964541034738,2.0500446258360285,0.0019449518474348,0.001845576448519,23.713266653377836,-0.0024417081202256,-0.0271099669461445,-0.0013683051160948,-152.4011280272823,-4850.906981991103,0.0035092658441829,-0.0050022671156026,6.193683265974323,-0.0013709870039366
-0.0346153219270296,0.8011460413713488,7.0210754092977865,14.541868288045103,5735.636451841711,0.1056161986924411,-13.622736900859588,0.0023939087169183,-153.21501089469547,6.280868931704219,1.2511778430260017,0.0,5.102117617076029,-0.0002700038285683,-0.0002846597981593,5752.903215608117,-11.612334005987924,2.7240088498199686,-0.003370111230211,4564.3457122645,6.391702203701156,0.0120543162035543,-199.18098754283477,229.87000940104105,0.0,0.0,-0.0013742105830887,2.1205861732917635,0.0007662642231442,0.008558855863977,23.96145124563618,-0.0023163754753676,-0.0271400842145853,-0.0013598037339939,-151.97574757948416,-4850.90775419198,0.0027816180434432,-0.0049102677085856,6.39449527895802,-0.0013583939936971
-0.0346272879725518,0.7975474490651502,6.950363211485589,14.828995429365836,5677.338818687114,0.0506754437259458,-13.44518698530481,0.0023050174841598,-152.96967754302156,6.281008199906135,1.2228676584993987,0.0,4.658645196192655,0.0053619977523774,-0.0001725633880043,5703.652737062361,-4.787614751996308,2.6401376810852417,-0.0027128392643987,4564.367283614861,6.592880118948111,0.0105037288647302,-158.3870253920074,190.1725518706372,0.0,0.0,-0.0010524336963364,2.190447270883604,-0.000299022886147,0.0145060955131229,24.202224109701252,-0.0021771072734512,-0.0271113394804731,-0.0013539344568648,-151.7090283598211,-4850.908549728889,0.0020984340073827,-0.0047679745029466,6.594330541166945,-0.0013497697894661
-0.0346360882245508,0.7941524315317002,6.877605272279032,15.128355744724736,5619.5902450478325,-0.0041961283588608,-12.942531335614389,0.0021943922665429,-152.66375769996853,6.28115917426047,1.198823491439461,0.0,4.192354733498209,0.0104207609101795,-7.640750653939912e-05,5650.961856012178,1.2417576618678856,2.5620912534976705,-0.0021164470977514,4564.389548842267,6.79293048036529,0.0088823598223619,-120.38696215159456,153.93422726982752,0.0,0.0,-0.0007407916325928,2.2595910348572428,-0.0012337365034631,0.0201235858355273,24.440262906510352,-0.0020261329191163,-0.0270294209727809,-0.0013448409687965,-151.40984062602377,-4850.909367831648,0.00146965267424,-0.0045779054636899,6.793156426163812,-0.0013392037438933
-0.0346418435826294,0.7908725886448723,6.8061534137455055,15.398345726945816,5563.22041140628,-0.0612326606749083,-12.25597702660462,0.0020657449207124,-152.2670761980298,6.281320333053926,1.17283735704144,0.0,3.7055301194427614,0.0150041216609216,3.2337158253205505e-06,5597.177723414031,6.452991679690872,2.484519063536565,-0.0015573952743438,4564.412500907356,6.9916868047286815,0.0072101232373322,-84.95137373705404,120.49590115994768,0.0,0.0,-0.00044245169213,2.328014347842677,-0.0020418053533831,0.0255503936904558,24.64080267247024,-0.0018649741256605,-0.0268995888124121,-0.0013352704722302,-151.02907175665192,-4850.910207732072,0.0008844811680947,-0.0043416462817605,6.990798938686348,-0.0013288978741366
