signal,yawrate,sideslipFR,x,gas,sideslipRR,slip,y,FL,longslipRL,roll,FxFL,ay,yaw,sideslipRL,slip1,brake,vx,sideslipFL,RR,longslipRR,FxRR,pitch,az,FxRL,longslipFL,longslipFR,ax,pitchrate,FR,FyFR,FyRR,vy,FyFL,FyRL,signal,steeringangel,rollrate,RL,FxFR
0.0,-3.1788466794528535e-07,0.0,4564.018298359632,32.1875,0.0,0.0,-4850.897164652041,1e-05,2.808349639999672e-07,-1.2512815238127624e-07,0.0466599392730696,-0.1072571782351639,-0.0342957201195726,0.0,0.0,0.0,0.0,0.0,1e-05,2.808349639999672e-07,0.0466828417996954,-3.9218157213248485e-05,1.4877731725295662,0.0466828441670549,2.808349639999672e-07,2.808349639999672e-07,-0.3431306652622903,-2.3775753347224906e-08,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001080008855989,1e-05,0.0466599402084196
0.0,-2.501513631808599e-06,-0.0002758141952947,4564.0183271195,12.419211743377245,-0.0007722126776018,0.0,-4850.897164546333,0.013959558540463,0.0125048836592421,-2.8295318894235186e-05,-47.79490148057706,0.0512574097733815,-0.0342957798154886,-0.0002269429815789,0.0,0.0,0.0084803266374004,-0.0008659359744629,1.0821492862600806,0.0126572463008556,1547.781042113167,-7.268271119580988e-05,-0.0662153214831475,1538.6319089146716,-0.0006030459982721,-0.0005803651418275,1.8496504524269235,-0.0071726992989191,0.0135077235372194,6.898517053658372,17.234463926003237,0.0002429550595765,19.28668992787782,5.691584911514616,0.0199996666683333,0.0,-0.0049169070171574,1.0843085104833043,-45.75853934436751
0.0,8.652054617366271e-05,-0.000189873102941,4564.018524940726,5.12411948836373,-0.0035728718253729,0.0,-4850.8971641373855,0.0903487521819541,0.0151775112400291,-9.870035038110624e-05,-142.67254785076796,0.226238497566293,-0.0342953813980694,-0.0003460450087117,0.0,0.0,0.029948431608553,-0.0038202869473151,1.6178782327934649,0.0155116229479329,2188.904238464928,-0.0002007637381622,-0.0529532694205198,2160.194660847929,-0.0007883273147062,-0.0008115126330158,2.5068722554189065,-0.0177176592202564,0.0875826896486228,22.3406198275947,130.04028188356273,0.0013421038778943,141.68891405228186,22.925147714078676,0.0399973333866661,0.0,-0.0084076174639042,1.6597031312282764,-143.0097308411693
0.0,9.938846600590508e-05,0.0045398710449359,4564.018975598172,2.4269972973580844,-0.0060462942861637,0.0,-4850.897152129177,0.1919924840802111,0.0212438014522375,-0.0001896500698494,-135.0452454907042,0.3036920741805654,-0.0342942282855102,0.0032844182443548,0.0,0.0,0.0585818407665621,-0.0061654399758784,2.22799165023222,0.021505028245282,2866.258436408024,-0.0004456339924699,-0.0621409015719837,2852.7343781518143,-0.0009892976383768,-0.0009771130165446,3.365574223914715,-0.0303478719267782,0.1902302754082313,-105.17060895902068,316.0594297066287,0.0040595536858499,325.59850928723023,-66.09192863373893,0.0599910004049913,0.0,-0.0094237940251302,2.3213083074582053,-133.7160448131883
0.0,-0.0001333848364594,0.0126884860808265,4564.019764776292,1.4166334559534974,-0.0102461527971049,0.0,-4850.8971250859295,0.3347454140030965,0.0314722210419008,-0.0002914964417351,-151.66794221286358,0.0762114284338026,-0.0342944842242507,0.0113929374904914,0.0,0.0,0.0969583089040398,-0.011639642195456,2.81166106631985,0.0315159869383478,3757.2159839564847,-0.000828483721826,-0.0571598930855985,3755.628312343691,-0.000990561343961,-0.0009944288494215,4.45499847458934,-0.0450726348741584,0.3312386550137135,-515.9087609877957,531.9159332351235,0.0061987708933125,564.7974085227373,-444.1584232271037,0.0799786683732683,0.0,-0.0111916400883152,2.9138070389199364,-150.21951475229534
0.0,-0.0001434581480277,0.0213687864665752,4564.020995356358,1.0257677923099044,-0.0221796552554078,0.0,-4850.89710098988,0.503495608713931,0.0463311179332331,-0.0004190908637137,-163.84016655637785,0.1266553319044624,-0.0342960881859726,0.0202644246861872,0.0,0.0,0.1452857373913867,-0.0242042113844486,3.405921460542518,0.0467536471596229,4324.111866946578,-0.001366499290462,-0.0131890766471641,4393.39900034095,-0.0012015930279786,-0.0011798270208603,5.178920820751954,-0.0609672993093753,0.5000697709348905,-1027.3916377865942,1039.486036217684,0.0069977213080826,1139.003829387609,-980.840723581199,0.0999583385413566,0.0,-0.0138022911314341,3.46327104875588,-163.4980920660197
0.0,-5.5074726233161886e-05,0.0365159386611807,4564.022739539725,0.8715336807032795,-0.0349320448826907,0.0,-4850.897084409306,0.6862645678654162,0.06942979589879,-0.0005626686220094,-159.5545489142462,0.0403432367034828,-0.0342970412023023,0.0352028139784957,0.0,0.0,0.1981923300933296,-0.0342741513157042,4.361360975802891,0.0731175816194859,4399.510599841011,-0.002059322287958,0.0237105598035571,4480.373738819036,-0.001374090344639,-0.0014187834170761,5.287715881904382,-0.0757092730628749,0.6808926414421961,-1732.986727565296,1633.2760146046196,0.0080747461064401,1796.016199921621,-1627.8516140853862,0.1199280129588891,0.0,-0.0147114013564416,4.239703841290336,-155.01283425268127
0.0,7.930977101116935e-05,0.0345101354579684,4564.025012496504,0.8130800294340524,-0.0465535476955467,0.0,-4850.897080990302,0.8661129587720946,0.1041136076627735,-0.0007152983015186,-155.69562685519364,-0.0283907608616401,-0.0342970385948628,0.0443363390194442,0.0,0.0,0.2506250387867474,-0.0347688227689981,5.611598340884672,0.1128081241294047,4313.794447402129,-0.0028829001716213,-0.0399574565653571,4393.019122207425,-0.0014043070479337,-0.0014488879001501,5.209747313531379,-0.0873464835077765,0.8611888310699705,-2136.295788039557,1947.7034728201231,0.0080762336733913,2166.7433614975694,-2018.1297065723995,0.1398856946750655,0.0,-0.015670631941119,5.317142219350621,-157.1933805426281
0.0,0.0004088469008931,0.035689431786906,4564.02781162621,0.7874134566560411,-0.0489530732031735,0.0,-4850.897097127116,1.041830019729264,0.1433103025940716,-0.0008740719935147,-153.6562200923184,-0.0037013542304934,-0.034294349889725,0.0432029360904337,0.0,0.0,0.3040756357721812,-0.0343126194091963,6.793147266410013,0.1595800860759663,4508.158230606549,-0.0038100524214982,-0.1293456807327324,4620.142046992765,-0.0014887829224396,-0.0015460048206455,5.495178008109157,-0.0968933204452175,1.0380067862230886,-2191.4081840209487,1765.3535915005668,0.0079312737985921,2232.198594590965,-1828.6162726942664,0.1598293879383454,0.0,-0.0159411673971778,6.297362790892397,-149.65701873575597
0.0,0.0005135574633103,0.03698619898429,4564.031159719567,0.771007171976636,-0.0508751036017381,0.0,-4850.897133799803,1.2249554230081303,0.1820023514149491,-0.0010328946824854,-154.9397668010104,-0.0337082710488566,-0.0342895167801781,0.0448890639264161,0.0,0.0,0.3600786900695958,-0.0348914098187404,7.768082445812269,0.2086384934675292,4662.7906103665255,-0.004825538423103,-0.1971691116789925,4781.406870494231,-0.0015185424221381,-0.0016157359749415,5.695592941373424,-0.105169503667442,1.2205205513580626,-2225.243384420512,1456.0654627701624,0.0076877967400043,2227.569412155163,-1517.8660992513842,0.179757098396022,0.0,-0.0158031384891941,7.025074777175058,-153.0524989624372
0.0,0.0005214366556013,0.0368234767477047,4564.035077051499,0.7595281755261328,-0.0506826882763297,0.0,-4850.897193580698,1.410930637470981,0.2223809289202421,-0.0011881900039609,-155.26996339255768,-0.0400323207307497,-0.0342843196779893,0.0450403786024166,0.0,0.0,0.4176759845389644,-0.0350783921051369,8.626950983621764,0.2614608045729567,4750.36982030828,-0.0059166347334098,-0.2266972780599821,4873.022874866965,-0.0015626403324372,-0.0016539906504885,5.811308424648446,-0.1121071020983024,1.4068675917040605,-2215.117128309532,1182.2435942151048,0.0072734445297571,2214.025600745978,-1243.4225529742566,0.1996668332936563,0.0,-0.0152081639014199,7.628574024982439,-152.7513434819994
0.0,0.0005451769266104,0.036148125402575,4564.039575878855,0.7508440528290683,-0.0480659579788784,0.0,-4850.897277678158,1.6003906713717797,0.2631200840753077,-0.0013344986842869,-156.42977503024167,-0.05127945659681,-0.0342789920422996,0.0433682319956911,0.0,0.0,0.4762660243778762,-0.0339644485089878,9.374833302230003,0.3173831776119852,4810.71248089002,-0.0070685347280448,-0.2481783792879597,4942.36488709662,-0.001567423169035,-0.0016790019107949,5.897091313022326,-0.1174853809137865,1.5965368813541088,-2168.5080289799057,949.2920457954403,0.0068121741296101,2164.2877463181185,-1022.5591511158908,0.2195566016743496,0.0,-0.0141041502979658,8.107821799157447,-153.87606821658684
0.0,0.0005595553233474,0.034906423336742,4564.044664991407,0.7434273021218321,-0.0444461824109089,0.0,-4850.897387408503,1.79135740683934,0.3047481081866285,-0.0014681302314895,-154.4505101181354,-0.0663575914190176,-0.0342734359378361,0.040524181650782,0.0,0.0,0.5356904201749477,-0.0324594846232047,10.060265211107144,0.3781117957143023,4867.691901670285,-0.008266196467489,-0.2500078197785874,5013.244533752538,-0.0015275199164092,-0.0016438527015297,5.984247555908883,-0.1214272513974055,1.7882284363816898,-2093.5956105627806,754.1720791046653,0.0062081357962082,2078.3634259985306,-839.833048383494,0.2394244145778387,0.0,-0.0127222058639834,8.500163601865967,-151.8212434964261
0.0,0.0005433805837827,0.0333812697519333,4564.050352984777,0.7363561712258639,-0.0405944846157308,0.0,-4850.897524524874,1.9820504955084983,0.3460140138670148,-0.0015866184249883,-153.96992231248012,-0.0762547305133073,-0.0342679068834506,0.0374860399500517,0.0,0.0,0.5959978474543121,-0.0308726433426739,10.702036423410346,0.4428425244067086,4930.725340281074,-0.0094959406001804,-0.2361649214158953,5091.859082249996,-0.0014978900494769,-0.001619635253406,6.07740430292456,-0.1240487037803822,1.979469595870724,-1997.5867366173225,596.5799299881292,0.0054736838133542,1976.6272635977307,-690.495571451204,0.2592682852393897,0.0,-0.0110952308591683,8.81715653067702,-151.19105588956913
0.0,0.0005002030498306,0.0317971782195595,4564.056649118667,0.7292338305099552,-0.0368593468240248,0.0,-4850.897690368048,2.1729859693677622,0.3852225340529914,-0.0016874545041888,-153.5478529424689,-0.0845358790156552,-0.0342626865923385,0.0347058554764526,0.0,0.0,0.6572667984370733,-0.0292094578323127,11.305048201726054,0.5106088387927804,5000.720479584852,-0.0107450068242855,-0.2093931487598576,5175.755012849269,-0.0014770521137592,-0.0016004050351205,6.177775910315549,-0.1254263466350634,2.1708853748717223,-1892.6697792827488,473.27867325857056,0.0046534571389951,1866.765852626252,-573.7014703671683,0.279086229288473,0.0,-0.0092227077030255,9.06361534801358,-150.5424649247832
0.0,0.0004296871640381,0.0301206158435924,4564.063563348274,0.7219484519893536,-0.0333831762077145,0.0,-4850.897886081269,2.3645909968696643,0.4207133924920819,-0.0017685083853379,-153.08348948009623,-0.0922333049700757,-0.0342580549838139,0.0321936124874164,0.0,0.0,0.719553605419575,-0.0275516437448932,11.856053116158582,0.5799684820908876,5075.38210335681,-0.012001077785694,-0.1720628654865268,5261.162237112793,-0.0014555693675983,-0.0015744267176241,6.282006310471774,-0.1255688287259884,2.362936347334629,-1784.9449951776355,378.3563470347772,0.003755790800391,1754.6829976598262,-484.5208695924237,0.2988762649471984,0.0,-0.0071689911853765,9.23151833938948,-149.9807649565176
0.0,0.0003452425817956,0.028393597215261,4564.071105993971,0.7145135489418816,-0.0301727917272939,0.0,-4850.898112699154,2.5569500366661013,0.4519615297675612,-0.0018282444175783,-152.83557180522834,-0.0977523907113574,-0.034254214828473,0.0298589710332158,0.0,0.0,0.7828815272887449,-0.0259041248034276,12.35870221460812,0.65041435958616,5152.592914503145,-0.0132520312100126,-0.1290018272397657,5345.437933981892,-0.0014379123033875,-0.0015509466266065,6.386911316692421,-0.12454063157522,2.55568438901814,-1675.9753250884312,305.54329947966863,0.0027977976891147,1642.9776485477412,-416.46718850648654,0.3186364132284919,0.0,-0.0049771532224935,9.3321990617516,-149.7247338009381
