longslipRL,yaw,sideslipRL,roll,x,longslipRR,FxRL,yawrate,brake,signal,FyRL,longslipFR,az,slip,rollrate,FyFR,RR,FR,vy,sideslipFR,slip1,gas,pitch,FL,ax,vx,y,FyRR,ay,steeringangel,sideslipFL,pitchrate,sideslipRR,longslipFL,FyFL,RL,FxRR,FxFL,signal,FxFR
2.808349639999672e-07,-0.0130201565377619,0.0,-1.2512815238071413e-07,9975.981220894291,2.808349639999672e-07,0.0466828441670547,-3.1788466794521145e-07,0.0,0.0,0.0,2.808349639999672e-07,1.4877731725295706,0.0,-0.0001080008855989,0.0,1e-05,1e-05,0.0,0.0,0.0,25.034722222222225,-3.921815721326774e-05,1e-05,-0.3431306652622907,0.0,-138.6472273329127,0.0,-0.1072571782351647,0.0,0.0,-2.3775753347015152e-08,0.0,2.808349639999672e-07,0.0,1e-05,0.0466828417996951,0.0466599392730695,0.0,0.0466599402084195
0.0125048836359712,-0.013020216233568,-0.0002269429029785,-2.829531021062481e-05,9975.981249645403,0.0126572462534902,1538.6319078758793,-2.501495390054726e-06,0.0,0.0,5.691582182708809,-0.0005803651754477,-0.0662155617865713,0.0,-0.0049169062123139,6.898529018625194,1.0821492871471718,0.0135077245638275,0.0002429550209704,-0.0002758147553805,0.0,9.656160060638385,-7.268270544982817e-05,0.0139595587173891,1.849650456251019,0.0084803266415314,-138.6472266153935,17.23445923968894,0.0512574088933185,8.315864276690332e-12,-0.0008659353392535,-0.0071726978455913,-0.0007722125224862,-0.0006030460266187,19.28667828772842,1.0843085102226775,1547.7810389653669,-47.794902615775214,0.0,-45.75854227491614
0.0151775111913369,-0.0130198178159173,-0.0003460449907474,-9.870033572941896e-05,9975.981447413158,0.0155116228959405,2160.194654011575,8.652055991586223e-05,0.0,0.0,22.92514364574704,-0.0008115126378487,-0.0529532388447757,0.0,-0.0084076170302595,22.340638009453773,1.6178782395776128,0.0875826872970673,0.0013421037123822,-0.00018987288258,0.0,3.9759577932409984,-0.0002007637183987,0.0903487500213525,2.506872249945797,0.0299484315939139,-138.6472219980998,130.0402713417425,0.2262384761736892,-7.556367305484527e-08,-0.0038202863058845,-0.0177176579778921,-0.0035728716879911,-0.0007883273215758,141.68886754824734,1.6597031338777015,2188.9042315080733,-142.67254486668344,0.0,-143.0097267377067
0.0212438014128299,-0.0130186647044879,0.003284417866587,-0.0001896500543841,9975.981897713153,0.0215050281980636,2852.73437131276,9.938814077122172e-05,0.0,0.0,-66.09191975655382,-0.0009771129991156,-0.0621409049365074,0.0,-0.0094237943665125,-105.17067768146,2.227991660958341,0.190230272153429,0.0040595531143336,0.004539873623637,0.0,1.872920430456396,-0.0004456339607162,0.1919924822090661,3.3655742192379297,0.0585818406946271,-138.64720040534385,316.05942907372986,0.3036920225900856,-4.0598920562991953e-07,-0.0061654380239162,-0.0303478707367062,-0.0060462945127431,-0.0009892976355168,325.5984335580948,2.3213083152545844,2866.258429106189,-135.04524636774855,0.0,-133.71604421716137
0.031472221025398,-0.0130189206524596,0.0113929369828039,-0.0002914964377145,9975.982686137351,0.0315159868992353,3755.62831677272,-0.0001333862050289,0.0,0.0,-444.1583899627471,-0.0009944288692431,-0.0571598961065557,0.0,-0.0111916416445016,-515.9087844380061,2.8116610850352077,0.3312386492155473,0.0061987694703599,0.0126884809694882,0.0,1.0811081843653394,-0.0008284836781348,0.3347454136622581,4.45499846982819,0.0969583087880346,-138.64715657928463,531.915952595467,0.0762113832027341,-1.0865396895121087e-07,-0.0116396474733788,-0.0450726336811087,-0.0102461530673105,-0.0009905613417022,564.7974043562868,2.913807040424216,3757.215973166128,-151.66794242135873,0.0,-150.21951631865193
0.0459637192545705,-0.0130205045835012,0.0206900244846931,-0.0004172035436195,9975.98391592235,0.0462689651730544,4384.695268678362,-0.0001352281619465,0.0,0.0,-989.2098942175426,-0.0011807713530611,0.0057525193144192,0.0,-0.0132419377207343,-1035.955148574824,3.3710648964936976,0.4999995967396631,0.0069475747758866,0.0218595075174239,0.0,0.7706449451039826,-0.00136621442407,0.5035174434820876,5.172905017784794,0.1452840523078271,-138.64710642340268,1031.5077939177793,0.1014442950819866,-4.498498554767486e-07,-0.0236156244750753,-0.0608587377430285,-0.0216675352640216,-0.0011939739748901,1129.05112336385,3.432328729217576,4327.820747724523,-163.89541863369834,0.0,-163.24267925871715
0.0653720889549457,-0.0130212110471858,0.0348941129150806,-0.0005505530351746,9975.985659084334,0.0677165112941961,4468.495651037223,-2.72437864116033e-05,0.0,0.0,-1663.4206664124763,-0.0014203362838722,0.0363468780708057,0.0,-0.0134271482571037,-1749.0835056595424,4.064169750399572,0.6798378845419424,0.007497875712481,0.0362384392779644,0.0,0.6460541365733713,-0.0020546062727029,0.6856337991653843,5.291945512164431,0.1981578019144677,-138.64705577086957,1634.2957433591553,-0.0106179596161069,-6.239930309191982e-06,-0.0335775305807928,-0.074916345364254,-0.0343661907482036,-0.0013414566386721,1756.5189062511483,4.001647057318918,4414.334701133962,-158.43871930302635,0.0,-154.9428572280422
0.0913230201602607,-0.0130212625594785,0.0435161674754108,-0.0006862746392432,9975.987931031965,0.0974944652132171,4373.469806486242,4.3529800041071656e-05,0.0,0.0,-2123.0869175216303,-0.0014054598035936,-0.0089118489603991,0.0,-0.0135932427754875,-2122.680691346239,4.932637593804587,0.8594710731527173,0.0071547733115152,0.0339963202489472,0.0,0.5984570000665914,-0.0028647267538591,0.863358525866778,5.1839839799396215,0.2505712380157929,-138.647012030281,2045.7546958215853,-0.050625096040242,-1.9114541782226247e-05,-0.0339429453951282,-0.0855006792900276,-0.0445986228708425,-0.0013831809265196,2133.2884078644684,4.722352042342442,4286.424873357805,-155.39160141044374,0.0,-155.62078904290902
0.1187155309045947,-0.0130192331679132,0.0418450934725474,-0.0008203185208886,9975.990726791017,0.1312675986643341,4557.900768167106,0.0003238626521078,0.0,0.0,-2031.572834555798,-0.0015118243008549,-0.0889589165221386,0.0,-0.0132069308313286,-2173.262055920602,5.741664215907885,1.032174875686117,0.0067447535751156,0.0349864739232992,0.0,0.5776122306625676,-0.0037664093669791,1.0363655151313071,5.432918643576711,0.3035268922577334,-138.6469791282696,1948.5271625726973,-0.0432926085355221,-4.445564916844651e-05,-0.0331853988551026,-0.0937556467093716,-0.0457061990489429,-0.0014303093551263,2181.6814648966238,5.341019252450312,4460.611479515619,-151.2258658112739,0.0,-148.22578317224722
0.1431701023472967,-0.01301497125109,0.0421289591395128,-0.0009497904311123,9975.99406590797,0.1643510349201412,4729.16315614474,0.000498566888396,0.0,0.0,-1777.413393689086,-0.0015527508655445,-0.1511409886569194,0.0,-0.0127183690321908,-2188.724033373936,6.350302971229651,1.2115713317634569,0.0061414588958443,0.0356807877678384,0.0,0.5631734491170869,-0.0047433573882035,1.2148756986399094,5.643561576472816,0.3589459821944658,-138.64695830902946,1684.7042747404105,-0.0644661186917668,-8.222573639918258e-05,-0.0338206126848091,-0.1007453715007146,-0.0479076333934554,-0.0014716421064048,2175.528981441641,5.7329856083958735,4622.360378720573,-153.31921402907312,0.0,-151.7649592112849
0.1661533494786233,-0.0130093365636752,0.0415989470603812,-0.0010725819824889,9975.997969314943,0.1981974747499898,4831.116326290088,0.0006132990529261,0.0,0.0,-1514.848714442866,-0.0015964722783463,-0.1883102642521681,0.0,-0.0118399333796421,-2169.124646136881,6.856312976124348,1.394534900442287,0.0054589480813039,0.0354492087717087,0.0,0.5522534892102553,-0.0057838118130797,1.3973133533734243,5.771420724076335,0.4160708749236982,-138.64695150547016,1424.556505508737,-0.0680794785751789,-0.0001265190401564,-0.0336711789103884,-0.1065697258435855,-0.0483691072841038,-0.0015059523579019,2155.0441134509715,6.005315706348063,4718.307463955415,-153.90244061265432,0.0,-151.95784780380848
0.1886600277817677,-0.013002545199588,0.039607576394572,-0.0011842322877573,9976.002450281609,0.2341144924412798,4905.590792431168,0.0007300423222144,0.0,0.0,-1279.9565133154597,-0.0016164340142416,-0.2076351752096672,0.0,-0.0105649016288498,-2118.87169000247,7.31626061930572,1.581636425328381,0.0047306252239709,0.0346036907662563,0.0,0.5436482455743865,-0.0068759745443599,1.58336957339613,5.863099530546948,0.4742738855996967,-138.64695924350357,1184.9825334413677,-0.0726713093620571,-0.000173472489968,-0.0325887794518219,-0.1112014357697365,-0.0466432156177101,-0.0015194651894673,2100.490316344469,6.22068798222071,4787.272232649276,-155.33505668550458,0.0,-153.46056408238076
0.2108500763213071,-0.0129948335328509,0.0368837585463429,-0.0012814795873405,9976.00751828581,0.2729344481584127,4976.389077910189,0.0007955781810588,0.0,0.0,-1070.225024058337,-0.0015760082633983,-0.2126199941845418,0.0,-0.008999819310346,-2040.8720220458,7.741727224767216,1.771513412179636,0.0039473044802734,0.0332922999293281,0.0,0.5361928187740638,-0.0080079343953103,1.7721739166063737,5.952484597163635,0.5333603167505823,-138.6469822284791,975.8431567057512,-0.079249768060499,-0.0002160265400549,-0.0310864737782331,-0.1146557380393409,-0.0435015745335351,-0.0014773782557603,2015.2038601116144,6.38736358945012,4850.67791668303,-153.83764779029798,0.0,-151.7516478675357
0.2313772378777202,-0.0129866879909472,0.0339632725540099,-0.0013620172501294,9976.013182222006,0.313422614192995,5050.559215366093,0.0008295284693901,0.0,0.0,-900.0809874418687,-0.0015547506316318,-0.2033815838032951,0.0,-0.007264833624907,-1944.6279412871295,8.131174625309985,1.961124311982333,0.0030878767918191,0.0317566837211944,0.0,0.5291083783177525,-0.0091682031918921,1.960985284586872,6.043459729941799,0.5933375962842418,-138.64702117260032,796.1171032310176,-0.0913591766698907,-0.0002420470554738,-0.0295022995044975,-0.1169824782920447,-0.0399638441269037,-0.0014515731636345,1912.7818905542797,6.501465820883524,4916.595538389591,-153.55163258438654,0.0,-151.4304958071781
0.2484700185086215,-0.0129781643579919,0.031004147672937,-0.0014247384409512,9976.019451209151,0.3543883136025638,5128.550212129926,0.0008743167602581,0.0,0.0,-765.5600339642918,-0.0015348341547424,-0.1826046415590738,0.0,-0.0054485345711665,-1839.415459439156,8.483702999832088,2.151221165279797,0.002128178807998,0.0301232351956391,0.0,0.5220526137597593,-0.0103457098565301,2.150163637674227,6.138947226382825,0.6542435258906631,-138.64707713830046,650.554274756032,-0.100140833036785,-0.0002420430408323,-0.0279369802710654,-0.1182176776281106,-0.0366953738674415,-0.0014346051690472,1805.503436018897,6.56040839950513,4985.866475006783,-153.13194539832028,0.0,-150.92358428498926
0.2611892801820544,-0.0129690763993456,0.0281773670330494,-0.0014689027529916,9976.026334756712,0.3951767132578017,5207.83652006959,0.0009394120186273,0.0,0.0,-660.1391653892429,-0.0015121278347357,-0.1515042143064559,0.0,-0.003564190624683,-1731.69229432544,8.799270498648587,2.3421178245552965,0.001097025571946,0.0284779729502838,0.0,0.5149046380709393,-0.0115296974886627,2.3400398136426777,6.23664453661275,0.716111751239838,-138.64715108689282,536.7884802242003,-0.1060123597034462,-0.0002052126986302,-0.0263670865606895,-0.1183875756863058,-0.0337867724339571,-0.0014175123472375,1697.0124083411347,6.5648958943982,5057.766496176851,-152.70536699769065,0.0,-150.54937821081748
0.2685181046378925,-0.0129592522867415,0.0254988767265105,-0.0014940111890819,9976.033842594336,0.4347845852498185,5285.745062702131,0.0010204371211437,0.0,0.0,-578.38843220712,-0.0014913832502881,-0.1154993167673684,0.0,-0.0016453796028093,-1624.4501315104328,9.071582188858414,2.533831496669572,1.423262703705453e-05,0.0268005708794747,0.0,0.5076493975660463,-0.0127095592302698,2.53066109790472,6.3350181718973815,0.7789578166335682,-138.64724372390887,448.9044493303461,-0.1101708952773601,-0.0001178514961622,-0.0248214408572332,-0.117504110948587,-0.0311839920570772,-0.0014037478279425,1589.8649346067273,6.513556611712775,5131.523222777338,-152.41418133292277,0.0,-150.3493575352362
0.2705581474438465,-0.0129485018631027,0.0229302598243651,-0.0014998435231717,9976.041984454208,0.4731549654376612,5361.147656851482,0.001122817996306,0.0,0.0,-514.6964404441185,-0.0014739932709961,-0.0738600864334919,0.0,0.0002847721565735,-1518.6589298991953,9.30943598865747,2.72645875064109,-0.0010995729649971,0.0251266621462741,0.0,0.5003223826938623,-0.0138750778599325,2.722120353133281,6.431340601007721,0.8427732437440112,-138.64735554955658,380.5595337735316,-0.1125396260633792,3.4181702818187576e-05,-0.023291916637471,-0.1156284495460402,-0.0288222024485749,-0.0013930650506977,1485.0406796651932,6.42151310908067,5205.014504564617,-152.21593753324294,0.0,-150.2639441673668
0.267324099356363,-0.0129366156579034,0.0204283442651211,-0.0014864865629388,9976.05076986914,0.5102036892664344,5433.182738268821,0.0012459002128189,0.0,0.0,-463.9829456245904,-0.0014591761262601,-0.0292118326153353,0.0,0.0021894054663185,-1415.2861598638715,9.51900738150318,2.920059342753605,-0.0022331226546536,0.0234518274886927,0.0,0.4929638726702223,-0.0150166565364341,2.9144752833690446,6.524436466546242,0.9075341218387852,-138.64748689972703,326.44872219066946,-0.1138078686743776,0.0002623329759942,-0.0217958024417406,-0.1128188205276034,-0.0266495738182712,-0.0013852900484125,1383.2690813188776,6.298848013731005,5276.92913712462,-152.07100848500343,0.0,-150.28217596572387
0.2587354236304339,-0.0129233609644291,0.0179694972419644,-0.0014543634186493,9976.06020803746,0.5456407096849893,5500.802671056773,0.0013945918388945,0.0,0.0,-422.4937270412657,-0.001446664625039,0.0165669857339455,0.0,0.0040382225417186,-1314.415013942071,9.702627109979272,3.114648374272442,-0.0033708773312868,0.0217938666469822,0.0,0.485612945530834,-0.0161252736716601,3.1077315272001504,6.613335778086285,0.9732032982843264,-138.6476379696875,282.764628774717,-0.1135594006285761,0.0005740201452516,-0.0203226985610336,-0.1091338458741607,-0.0246312999830846,-0.0013798051222938,1284.91616753286,6.152131112364734,5346.674613133093,-151.9742507671357,0.0,-150.3550266910366
0.2447478513920171,-0.0129084678272294,0.0155430982044333,-0.0014042272101793,9976.070307728509,0.579002716355422,5563.525382726802,0.0015714410438147,0.0,0.0,-387.6600802585694,-0.00143648346266,0.0620626780937071,-0.0043717632054101,0.0057959045836826,-1216.4035781437435,9.860348646234026,3.310222476739404,-0.0045023521252441,0.0201490568322954,6.278813543974176,0.478295504618641,-0.017192531712789,3.3018912898434705,6.6977164312957,1.0397380244468128,-138.64780880941632,246.9431395042856,-0.1122151236707168,0.0009842498638302,-0.0188858925648372,-0.1046395358313442,-0.022753400803304,-0.0013760345758004,1189.8523986396087,5.986893064249449,5414.339403380602,-151.9387510660888,0.0,-150.5177145346828
0.2253767922040446,-0.0128916248370667,0.0131529993507452,-0.0013371336553741,9976.08107723852,0.6097679314146247,5620.968049212735,0.001781874821626,0.0,0.0,-357.7367781119567,-0.0014275840088576,0.1060958123891784,-0.0051081587570927,0.0074373364956032,-1121.1943164779289,9.99184549660871,3.5067941336477104,-0.0056134330711235,0.0185347653509315,6.2780771484224935,0.4710342998356448,-0.0182107353292763,3.496940202532417,6.776604718586484,1.107089047143853,-138.64799933924678,217.2261065926316,-0.1092673799288442,0.0015286997699716,-0.0174777672262425,-0.0994090703409503,-0.0210085681420347,-0.0013729842396204,1098.565339083943,5.808055662271407,5478.772786606144,-151.9158259258459,0.0,-150.75498751284806
0.2006810852596462,-0.0128724926569449,0.0108071583522534,-0.0012544037749085,9976.092524307656,0.6374479571096318,5672.763479956666,0.0020257388961646,0.0,0.0,-331.8897333249833,-0.0014200283336481,0.1477532193805699,-0.0057306348650913,0.0089322825251338,-1029.371558571095,10.09741962338725,3.704339127997447,-0.0066952205105017,0.0169586399158106,6.277454672314495,0.4638552524850041,-0.0191729499257254,3.692838440844564,6.84927421769142,1.1751983749560686,-138.6482093405477,192.37733303412165,-0.1061703465208774,0.0021549717624366,-0.0161002251827513,-0.0935208536898237,-0.019394877161888,-0.0013709401092014,1010.39681659387,5.619832703414758,5539.239991505732,-151.9179923728608,0.0,-151.0247984020495
0.1703751303158349,-0.012850694335309,0.0084832525662814,-0.0011577376321643,9976.104656048294,0.6611537272518496,5718.532605033745,0.0023143950297754,0.0,0.0,-312.8927391604232,-0.0014136487649547,0.1869369324438482,-0.0062596211871527,0.0102337733242774,-940.6491231367094,10.17352876817866,3.902809984863012,-0.007750651875453,0.0154181609240659,6.276925685992434,0.4567819681994709,-0.0200729960286584,3.889516123607428,6.915053086529055,1.2440014498836391,-138.6484385494062,171.59854306599618,-0.1046055860345166,0.0028137503842593,-0.0147631947990283,-0.0870435929439818,-0.0179370217515396,-0.0013694300430648,925.8814948587244,5.42209325533491,5595.133963305142,-151.90490599022712,0.0,-151.35173975680797
