FxRR,rollrate,sideslipFR,sideslipRR,yaw,FL,sideslipFL,slip1,FxFL,longslipRL,RL,x,signal,ay,longslipRR,FxFR,longslipFL,y,FR,yawrate,steeringangel,az,slip,ax,FyFL,sideslipRL,FyRR,FyRL,vx,gas,brake,pitch,vy,roll,RR,FyFR,signal,FxRL,longslipFR,pitchrate
5081.160370590915,-0.0121104106954392,0.0316194410659425,-0.0339903562350442,-0.0342612138024811,2.379658719436476,-0.0288051640297231,0.0,-153.59292138899494,0.5674074687861196,11.689109161691771,4564.063618009096,0.4599634651360572,-0.0673753199921092,0.7459178140543963,-149.64771233141082,-0.001496393072408,-4850.897755210249,2.3753572458800507,0.0002137256367666,0.0,-0.190806771472992,0.0,6.307216494154471,1813.526803416584,0.0344897679917313,310.19537595161387,-396.0683186740368,0.720849260196554,1.5546677725321485,0.0,-0.0123080406626897,0.0065290009212912,-0.002042673098241,14.587214572422036,-1827.158872910398,0.0,5297.000620788342,-0.0016363549561916,-0.1315555822983539
5160.50456180469,-0.0100206890868518,0.0299700543546517,-0.0303828808946757,-0.0342600880265558,2.573766092744146,-0.0271441610740302,0.0,-153.38197572019783,0.629974338450123,12.069900118687295,4564.071176401833,0.4884348405096212,-0.0750854083945441,0.853485902620763,-149.29615739478334,-0.0014764235240142,-4850.897953497941,2.5692949826828047,2.4726121484867285e-05,0.0,-0.1443719315493413,0.0,6.418330463723212,1702.089662693867,0.0324747397552784,243.8551750073716,-334.63294505418924,0.7844558397805889,1.5470794705675837,0.0,-0.0136205071959916,0.0057998198112513,-0.0021524766550227,15.438952660622856,-1720.907256155661,0.0,5388.905653601449,-0.0016149046917067,-0.1308160665406567
5239.793594219746,-0.007720800384852,0.0282745847248033,-0.0269510465455393,-0.0342610309653754,2.768899615263237,-0.0254890069321627,0.0,-153.24912883602028,0.6918676706273872,12.403359816362286,4564.079376852273,0.5164464976208782,-0.0809113798330288,0.9671648328984238,-149.08037974268677,-0.0014596714479775,-4850.89818153428,2.7641684157722843,-0.0001962664430317,0.0,-0.0927445633152812,0.0,6.527811044056454,1591.9032475886718,0.0305855491991539,192.7292180180815,-286.9846484317804,0.849162973750222,1.5393668729212029,0.0,-0.0149191660442521,0.0050082398554038,-0.0022401867180254,16.267834228713845,-1614.7457913453582,0.0,5478.487834451277,-0.0015940192945018,-0.1289190618421648
5317.4550642195845,-0.0052735333992064,0.0265456574748487,-0.0236541025671414,-0.0342643578409502,2.96512051646434,-0.0238606636211384,0.0,-153.23718041879016,0.7536030830284662,12.70599735318147,4564.088230165244,0.543966117479201,-0.0818987979963557,1.0876687869801058,-148.97497549237187,-0.0014480767935275,-4850.898440210467,2.960039301190823,-0.0004508008639039,0.0,-0.0395251045897494,0.0,6.633621182269296,1484.3811555717075,0.0287690630762082,155.9095200661452,-248.84225914543248,0.9149431387150372,1.5316031964861951,0.0,-0.0161928736056888,0.0041773118667324,-0.0023040269628064,17.085156513019456,-1509.8931068033833,0.0,5563.899654216959,-0.0015741281253363,-0.1259547800717333
5393.960570128907,-0.0027222306040593,0.024806096231857,-0.0204034455884285,-0.034270513386682,3.162570601159401,-0.022268071077777,0.0,-153.29582664197935,0.8159908148936809,12.994002557629903,4564.097746758824,0.570961624354616,-0.0791678772879679,1.2158035852246565,-148.92755753176277,-0.0014391814317292,-4850.898730005513,3.1568996040240536,-0.0007589143957566,0.0,0.0167881282575246,0.0,6.735182805243088,1379.964188310553,0.027068187649012,131.87120856748302,-217.4392160891993,0.9817556649034872,1.523840172875658,0.0,-0.0174315237974583,0.0033597727860299,-0.0023428023347828,17.90088317221173,-1407.0933937841698,0.0,5644.401941512677,-0.0015560024661756,-0.1220116012804285
5468.896036089715,-0.0001144179520866,0.023053528626015,-0.0172045519521326,-0.0342800346276401,3.361259500932815,-0.0207131012781091,0.0023758405933256,-153.37881088325136,0.8786562211087139,13.266372032648682,4564.107936648578,0.5974012256787418,-0.0761060238781442,1.3508290837858947,-148.96994011705965,-0.0014326447547868,-4850.899050969583,3.3547235308483856,-0.0011158311050817,0.0,0.0718452674168124,0.0023758405933256,6.832382223094877,1279.2982881262149,0.0254682549170718,112.74238747908416,-191.18392843796613,1.0495618233276236,1.5160953219521696,0.0,-0.01862560961658,0.0025821035993091,-0.0023557019104782,18.705492852072528,-1306.618897071151,0.0,5719.483429391247,-0.0015396792088383,-0.1171462773629276
5540.902198246998,0.0024781299262013,0.0213199211424118,-0.0141327191637139,-0.0342932896522442,3.5611224770644854,-0.0191835170803568,0.001573779083717,-153.46193860377414,0.941581052770407,13.526697267175036,4564.118809382738,0.6232534522321013,-0.0734598606414811,1.4922926588026824,-149.15512133010105,-0.001428197697309,-4850.899403022979,3.55355343953342,-0.001499686781818,0.0,0.1248268563880497,0.001573779083717,6.9237570952356,1181.9446965276315,0.0239133184415487,95.51755487495409,-168.81373832323433,1.1183110398505829,1.5083971183625786,0.0,-0.0197663471047965,0.0018483597496606,-0.0023425398664698,19.495184903083743,-1208.8671223701313,0.0,5788.517740668569,-0.0015266804978239,-0.1114403494012588
5608.860966941083,0.0049756331749334,0.0196017300215475,-0.0112537687412027,-0.0343104428853746,3.762098180317296,-0.0176974030727506,0.0008977807781205,-153.5736483849419,1.004884586415986,13.779337185518193,4564.130373913991,0.6484871985715539,-0.0712665518998528,1.6398444781828514,-149.41953445271125,-0.0014251653264421,-4850.899786104494,3.753428978643548,-0.0018913417430894,0.0,0.1746559173555689,0.0008977807781205,7.008187944497293,1088.2961290836158,0.022356400496077,79.3096444232453,-149.36318667865606,1.1879404669063445,1.5007796809738134,0.0,-0.0208458182936497,0.0011525144170597,-0.0023039153909854,20.268252826867048,-1114.0211756034782,0.0,5850.905354009897,-0.0015151504596342,-0.1049832790363238
5671.959922549381,0.0072987160780731,0.0179069924403616,-0.0086227426317122,-0.0343314399402889,3.9640915713713194,-0.0162625649678119,0.0003218497886309,-153.65604093636003,1.0687759819682234,14.028598268762106,4564.142638491855,0.6730717636502762,-0.0713797187858085,1.7931559120082463,-149.76098982283574,-0.0014227919221732,-4850.900200196111,3.95434757131866,-0.0022649006380746,0.0,0.2207986302123911,0.0003218497886309,7.084696974703982,998.3333858448318,0.0207539110347554,64.00972391665726,-135.19422279966693,1.2583767778295358,1.4932768410622923,0.0,-0.0218570188643115,0.0004865719267785,-0.0022411995358418,21.02368548762061,-1022.1691620396756,0.0,5905.952116757982,-0.0015054634380894,-0.0978672632839465
5729.444865916919,0.0093726138915981,0.016241073478863,-0.0062929799599189,-0.0343559270462198,4.166965514726202,-0.0148865019330522,6.283005576397814,-153.7057543705919,1.1335462423772438,14.278645597011806,4564.155610568409,0.6969768915814518,-0.0706793167684955,1.9518806762468248,-150.17319888544077,-0.0014212495306605,-4850.900645402761,4.156305195764278,-0.0025902462543815,0.0,0.2621027777625054,-0.000179730781772,7.152616597774962,912.781441531102,0.0190606633580344,49.83236239239535,-124.26408683190364,1.3295377437893283,1.4859199915110384,0.0,-0.0227938683276022,-0.00016357809478,-0.002156582823974,21.760698390723963,-932.9391907648252,0.0,5953.344233031669,-0.0014965082953258,-0.0901853444908628
5780.738986090147,0.011160701985089,0.0146188603187196,-0.0042619425960813,-0.0343833261031378,4.370603973018417,-0.0135677166285632,6.282572959866228,-153.77421790868675,1.199507316372199,14.532935182338116,4564.169296738302,0.7201728124955888,-0.0690126660570651,2.1156519175066566,-150.57784185295534,-0.0014218074195178,-4850.901121820753,4.359249792776105,-0.0028526259864794,0.0,0.2971707551858973,-0.0006123473133579,7.211776583774603,831.451819688695,0.0172910773893939,36.97566583200964,-114.09054732366866,1.4013355866353006,1.4787342646568835,0.0,-0.0236512378056497,-0.0007902480904391,-0.0020527693829065,22.478983666746927,-846.7621186886539,0.0,5992.981850079139,-0.0014870625969948,-0.0820349726932483
5825.388660001346,0.0125243545812433,0.0130764501754318,-0.0025414798841362,-0.0344129819104141,4.575070266888355,-0.0123853628666718,6.282210975378582,-153.9560295153792,1.266956647347333,14.794810624038746,4564.183702693219,0.7426302834401963,-0.0652831099742586,2.284108534885424,-151.13634235840254,-0.0014235503423367,-4850.901629393561,4.562996048028198,-0.0030467987038375,0.0,0.3202245670974517,-0.0009743318010036,7.260467659975356,755.9440500310291,0.0154889028952593,25.55663523623718,-103.83234799567715,1.4736752220980645,1.4717450282188336,0.0,-0.0244251870917087,-0.0013764197984167,-0.0019331808887985,23.17845291043329,-764.2545553279568,0.0,6023.626762480536,-0.001480429593792,-0.0735693282277795
5862.351596094133,0.0133421896946294,0.0116113067404123,-0.0011948563420858,-0.0344441190696041,4.780242082973312,-0.0112655302754693,6.281929665527678,-153.9971259276572,1.3368616168561689,15.072920291243376,4564.198833054433,0.764320629269402,-0.0561320749701102,2.456324717920965,-151.8322654220737,-0.0014232250858456,-4850.902167762845,4.767760126527132,-0.0031535970861819,0.0,0.3259800911165563,-0.0012556416519083,7.293113274655974,686.8353924285861,0.0137173464144387,15.853857031019292,-93.39776486616913,1.5464277435439695,1.4650237639991297,0.0,-0.0251136641971644,-0.0018909422649133,-0.0018031089145114,23.856560070209657,-686.5574240329806,0.0,6037.948595946019,-0.0014718394669218,-0.0649787787863998
5884.629870284345,0.0138534069642788,0.0102546945134977,-0.0001965098777749,-0.0344757880567645,4.985777515237009,-0.0101853509812827,6.2817253047036585,-153.89254539217842,1.411254105604487,15.37850038548306,4564.214690915408,0.7852157834699994,-0.0468935847815059,2.63081607419695,-152.36283202054457,-0.0014203888221904,-4850.90273629767,4.973406103665528,-0.0031646544743239,0.0,0.3272404625586225,-0.0014600024759275,7.305729800005561,621.8272351827824,0.011950951869244,8.10006070161601,-82.78255157059922,1.6194133241792756,1.458691775225425,0.0,-0.0257162897832349,-0.002321792043302,-0.0016666596159882,24.51100612810581,-613.4348338295476,0.0,6036.613211916888,-0.0014606397855915,-0.0564146385708296
5891.799362846713,0.0140853649518835,0.0090060758594565,0.0006175566937382,-0.0345071346233084,5.191311056866302,-0.0091559077083578,6.281590572738357,-153.77375458460807,1.4906632459020068,15.711697345857957,4564.231277510858,0.8052883288693642,-0.0374892855497467,2.808329900098189,-152.6694373425142,-0.0014158146156164,-4850.903334225482,5.179435276916147,-0.0031007576743919,0.0,0.3214631675585677,-0.0015947344412299,7.301919064590602,561.2437871164682,0.0101994986803237,1.9465951283169751,-72.07559745128299,1.6924459412350208,1.4528149877008316,0.0,-0.0262337498146844,-0.002664151307713,-0.0015266103304406,25.14727524388146,-545.3134685682377,0.0,6024.647142399671,-0.0014497021498869,-0.0479442753197629
5888.343391527576,0.0140050625614568,0.0078288711885563,0.0013132475994434,-0.0345375445875027,5.396580489458674,-0.0081389952023601,6.2815161626515215,-153.47120625806338,1.5713693131466129,16.04447444708463,4564.248592479883,0.8245115381696916,-0.0285727061791577,2.9857882870196506,-152.67384757616475,-0.0014082644733371,-4850.903960687503,5.385388606853514,-0.0029860899589727,0.0,0.3103145372883755,-0.0016691445280647,7.287015493493799,503.57967230761705,0.0084881949874514,-3.0921213661256752,-61.44369237416667,1.7653871986358334,1.4473449115920516,0.0,-0.0266670911707643,-0.0029188017011345,-0.0013859034477619,25.746128979035905,-481.6276446623853,0.0,6005.4344505698855,-0.0014364163964838,-0.0395565033732127
5877.263417234251,0.0136191912094019,0.006711094451501,0.0019035366964778,-0.034566611301939,5.6013238347041066,-0.0071553761984751,6.28149230029044,-153.3842498682312,1.6495924219489353,16.352871270747258,4564.266634374507,0.8428594142520747,-0.0199116793697318,3.1594884199326594,-152.85698813696533,-0.0014043712669412,-4850.9046148103225,5.5908979612860765,-0.0028373912026182,0.0,0.2874840516884204,-0.0016930068891463,7.26369049364923,447.8989733548789,0.0068464281847396,-7.300409182996629,-51.05455356547517,1.8381398516305776,1.442197493135673,0.0,-0.027016988163193,-0.003090202397908,-0.0012477618075184,26.289199504785408,-420.8464604893071,0.0,5980.486103203411,-0.0014279626251332,-0.0312935567903975
5859.913968045902,0.0129907207325423,0.0056868752892607,0.0023887402177582,-0.0345940509359024,5.805704358782704,-0.0062298025172981,6.281509755544922,-153.27636874893153,1.7312565289691313,16.67717113403388,4564.285400842884,0.8603067301930694,-0.0128347438479326,3.335022721091798,-152.97803127637542,-0.0013975908738707,-4850.905295737959,5.796107182650516,-0.0026645379882375,0.0,0.2593951394233929,-0.001675551634664,7.232503843000274,394.8385597184568,0.0053207719723722,-10.790543390813776,-41.17072629854367,1.9106161002080504,1.4373303213224964,0.0,-0.027285909757566,-0.0031847386309621,-0.0011148344353115,26.81994820142768,-363.6825062275056,0.0,5950.436599005633,-0.0014171255786747,-0.0233438775916866
5836.983894452163,0.0120245538507042,0.0047277125328289,0.0027381197769658,-0.0346196519330221,6.009722491043171,-0.0053861730686098,6.281562507315421,-153.19303536759506,1.8165368348895763,17.019663864422313,4564.304888766144,0.8768290689355875,-0.0054480027216874,3.512442517789454,-153.08486041924618,-0.0013911432477715,-4850.906002632963,6.000971568398268,-0.0024706460358931,0.0,0.2183611817492505,-0.0016227998641655,7.191984498703276,345.23167236707826,0.0039570163317303,-13.55378820724105,-32.040227015106936,1.9827375076337344,1.4327146579902588,0.0,-0.0274776194305547,-0.0032051856692223,-0.0009899291132064,27.34131145391244,-310.1108841125255,0.0,5912.842244425898,-0.001407767633479,-0.0158298737521406
5807.09224519115,0.0108275996170168,0.0038606206372872,0.0029149732694081,-0.0346431295438124,6.212785270108115,-0.0045915393862493,6.281647191497402,-152.782540986777,1.7776294671519466,17.38659898340668,4564.325094173265,0.8924028625552142,0.0034476130026941,3.4684344233667024,-152.94250346141217,-0.0013767428739763,-4850.906734613433,6.20501075030961,-0.0022414958003356,0.0,0.165642176879991,-0.0015381156821834,7.140172245167653,299.3053261631917,0.0027232645602077,-15.43849078864169,-23.778806670506903,2.0544029119784915,1.4283822404542963,0.0,-0.0275970236611269,-0.0031506708504009,-0.0008762054953014,27.85063448218423,-259.9182591713801,0.0,5864.233578835597,-0.0013934915923084,-0.0088458238675079
5765.412875401601,0.0095356075059872,0.0030957260182013,0.0029640908976863,-0.0346641571085909,6.414976028193856,-0.003830134224039,6.281754919271285,-152.45540448951033,1.7459298002938757,17.77895582904747,4564.346011981503,0.9070054310623769,0.0098561236543601,3.395141066224158,-152.67159631545843,-0.0013720702139021,-4850.907490807712,6.408308384437635,-0.0019878408827255,0.0,0.1133613947632062,-0.0014303879083014,7.076294123184454,255.6301824560656,0.0016013705361385,-16.398294753286155,-16.341699376876413,2.125489881211003,1.424388696731146,0.0,-0.027649750133058,-0.0030332677704632,-0.0007749444369284,28.350087329400825,-214.3268383408554,0.0,5809.327877739821,-0.0013839232694286,-0.0024336484325402
5715.532578611717,0.0081411232648323,0.0023838718365621,0.0029661469316607,-0.0346826411638257,6.616241555843552,-0.0031405668881967,6.281876951391677,-152.2252204960971,1.7198701212201504,18.190333950833956,4564.367636007811,0.9206150206801934,0.0152016752283448,3.327372635236483,-152.42450498371653,-0.0013644968134616,-4850.90827044235,6.610604704305891,-0.0017358538617021,0.0,0.0583127434150058,-0.001308355787909,7.005845740328685,214.7000100080884,0.0005896619093343,-16.733474437576493,-9.682962651480802,2.19590459800711,1.4207102526083288,0.0,-0.0276414643989083,-0.0028675146387288,-0.0006871851227426,28.846700995007744,-172.56372041482533,0.0,5752.1860296050245,-0.001375030629631,0.0034118437131653
5661.8026910253,0.0066836156224403,0.0017206786076536,0.0029432372219252,-0.0346986711987253,6.816508380198354,-0.002521001186304,6.282010004113077,-151.92122998335762,1.6982315509737975,18.615098636444397,4564.389959412772,0.9332108415373006,0.0203070422181933,3.2653118107456973,-152.10078432954327,-0.0013550137907035,-4850.909072809598,6.811771780840017,-0.001496388217786,0.0,0.0017472826007388,-0.0011753030665097,6.933007278877025,177.26354068536838,-0.0002965834567529,-16.714223695672832,-3.817185299250885,2.265601542388477,1.4172602161838763,0.0,-0.0275778985846388,-0.0026581691626368,-0.0006137595088112,29.34533611949911,-133.57776040658604,0.0,5694.990440017145,-0.001363863391667,0.0086779819454729
5606.848835902125,0.0052118710864284,0.0011207325379905,0.0028983003289295,-0.0347123857585876,7.015735754767365,-0.0019508735996475,6.282152687726332,-151.63993544774596,1.680177927435193,19.04962824811683,4564.412975102583,0.9447731047145176,0.0249740676528703,3.208983665200895,-151.76909775067244,-0.0013460769746839,-4850.909897206222,7.011786576042045,-0.0012715820850661,0.0,-0.0547390375062646,-0.0010326194532548,6.860038234287751,142.93745423615076,-0.0010479182752945,-16.48049050691642,1.2205157990087785,2.334567954345564,1.4139512618926495,0.0,-0.027464912921666,-0.0024065576687398,-0.0005550236170059,29.848815023715098,-97.4646024951195,0.0,5638.873290414225,-0.0013543193313948,0.0133536472527826
5551.985762184607,0.0037634197659277,0.0005850043266738,0.0028305199987317,-0.0347239442162314,7.213941264277135,-0.001423122538154,6.282301829177077,-151.39069861418673,1.665081441057102,19.491475672175365,4564.43667596602,0.9552830585838364,0.0287701581193845,3.158222940500356,-151.45903634367463,-0.0013377262966,-4850.910742963755,7.210693677679845,-0.0010640282318711,0.0,-0.1098835116688084,-0.0008834780025095,6.788230411944061,111.20359936853032,-0.0016642709600609,-16.090252175148276,5.42099137741781,2.4028096196931434,1.410719229554409,0.0,-0.027308434964867,-0.0021187182558666,-0.0005109026349465,30.358870529804587,-64.45582284988565,0.0,5584.541379320179,-0.0013454610449407,0.0174360819334655
