pitchrate,az,signal,brake,sideslipFL,steeringangel,pitch,longslipFL,yawrate,vx,RL,FL,vy,FxRR,y,ay,FyFR,FxFR,yaw,FxFL,FyRL,FyFL,rollrate,FxRL,x,ax,gas,FR,longslipFR,FyRR,longslipRL,sideslipRR,slip1,longslipRR,sideslipFR,sideslipRL,roll,slip,signal,RR
-0.0459839034238412,0.0408111163722022,0.0,0.0,-0.0131182847027497,0.0,-0.010503296219102,-0.0008644103700766,7.69382670928321e-05,0.7139899923728843,2.4433635239578857,2.2172103036855995,-0.0031480316729839,3001.211404329072,-4850.899026378553,-0.0315316551560522,-1019.1380947535127,-112.23742781622032,-0.0342824264751388,-112.62023758937056,-1465.0714597394754,994.113141882664,0.0062203441885437,2999.696141903175,4564.0789275787065,3.6392080213764784,0.1602723183454917,2.2190626274207057,-0.0008703576735007,1444.5318511460578,0.0162848199116818,-0.0127563343333974,0.0,0.0163983441348881,0.0135169156625222,0.0128361164193082,-0.0004645295689706,0.0,1.4322365874065934,2.437546306499512
-0.039890279717345,0.0351468691466312,0.0,0.0,-0.01125657479455,0.0,-0.0109295952747396,-0.0008436407876863,6.675778888734126e-05,0.7498815515485153,2.528557475009868,2.316268984205121,-0.0034209540617268,2913.4374279216386,-4850.8993109091,-0.0240808183570426,-890.738484800799,-110.93245933239328,-0.0342817134355496,-111.1757075924626,-1255.2288733349938,871.5503133916934,0.0067104271518455,2912.3027510183488,4564.086259957159,3.5309386092536434,0.160485728923623,2.318246371423701,-0.0008475795811322,1239.8484250188533,0.0156557922428458,-0.010770836685411,0.0,0.0157376433986734,0.0115215318062207,0.0108283459296129,-0.0003995099801598,0.0,1.5108711598120046,2.5211519070371526
-0.0338752095847317,0.0310073642812152,0.0,0.0,-0.0094981425596904,0.0,-0.0112953154713412,-0.0008254695193598,5.707264057984661e-05,0.7847292481826206,2.614498112408731,2.4121701724004785,-0.0036211031875684,2832.645295482411,-4850.899609859816,-0.0169595425090885,-767.0379908429646,-109.91085366487891,-0.0342810996264516,-110.02466944305924,-1060.3086097153923,753.4666420157148,0.0070552690461626,2831.793316384548,4564.093945088016,3.4305640342442576,0.1606725584538789,2.414232094125409,-0.0008276097411526,1049.8760396452162,0.0151168054752373,-0.008967869686228,0.0,0.015170820559518,0.0096420063508111,0.0089979341716606,-0.0003303907762587,0.0,1.5893546463604895,2.60583274924008
-0.0280189069406991,0.0276306097092426,0.0,0.0,-0.007851125356495,0.0,-0.0116016974556153,-0.000810237466668,4.844778720253079e-05,0.8185960542689971,2.700717833157828,2.505255158082973,-0.003750374586564,2757.4155264405413,-4850.89992216979,-0.009949445958052,-648.9646080244771,-109.12032285937067,-0.0342805772370318,-109.09831864873574,-881.252213040064,640.9118407712223,0.0072597607210074,2756.8320634703214,4564.10197292023,3.336618837479131,0.1607888844614923,2.5073618699182307,-0.000811031361091,875.608030083272,0.0146654977549385,-0.0073432642647275,0.0,0.0146933609707895,0.0078912843688858,0.0073417591814571,-0.0002586000681466,0.0,1.6676791987687964,2.6910825335420285
-0.0223862849418491,0.0248051124195405,0.0,0.0,-0.0063216678181004,0.0,-0.0118506993087759,-0.000797221292241,4.0831469745246616e-05,0.8515439319688634,2.7866094377446364,2.5958501057533057,-0.0038116072662189,2686.94949809662,-4850.900246821006,-0.0032864069115084,-537.1142980898105,-108.48039439813418,-0.0342801353503899,-108.33204499373667,-718.7868953840338,534.263912668823,0.007330144776488,2686.6656236023905,4564.110334027644,3.248283409038246,0.1608187419976068,2.597967514033651,-0.0007968989888658,717.7116280855489,0.0142794280966965,-0.0058884154508469,0.0,0.0142831246212764,0.0062749133556607,0.0058526990107086,-0.0001855076187471,0.0,1.7458369846469546,2.776284319570349
-0.0170283218371844,0.0222386926777505,0.0,0.0,-0.004914934782385,0.0,-0.0120448498245693,-0.0007858801107705,3.399345869354455e-05,0.8836296024451407,2.871773536761037,2.684235161010517,-0.0038086209780703,2620.7673394294484,-4850.900582850554,0.0029633528377958,-432.158921280698,-107.97796760092066,-0.0342797651640009,-107.71050891941418,-572.7493307504858,434.1723486566371,0.007274230410601,2620.756234365259,4564.119019567313,3.164963128862293,0.1607621129612947,2.6863302172322565,-0.0007846868933623,575.9872916339093,0.0139417391623238,-0.0045929604066798,0.0,0.0139231451872779,0.0047958122491558,0.004521668991063,-0.0001124131761091,0.0,1.8238201882815075,2.861018310559363
-0.011983976589701,0.0195797584904777,0.0,0.0,-0.0036317692158513,0.0,-0.0121871173908495,-0.0007761173836547,2.7835077014658963e-05,0.9149052092981228,2.9558951960392084,2.7706469974029835,-0.0037456849107622,2558.818700007208,-4850.900929354385,0.0087576373202351,-334.4083516820892,-107.60009245390872,-0.0342794595623835,-107.22100170700456,-442.4333416615953,340.91487957518507,0.0071014225345669,2559.065227192966,4564.128021227328,3.0866563307062087,0.1606236285190075,2.772690191537511,-0.0007741945423329,449.6670622041893,0.0136360172222589,-0.0034465687652797,0.0,0.0135971808377318,0.0034542212657389,0.0033397178135209,-4.05289599351306e-05,0.0,1.9016210114170768,2.944951914227168
-0.0072810313461302,0.0164010386468632,0.0,0.0,-0.0024724785205583,0.0,-0.0122807998743052,-0.0007677348280913,2.2098404449110048e-05,0.9454152361523024,3.039028599404384,2.8552799028761044,-0.0036278980875313,2500.6340434114973,-4850.901285492392,0.0140161884564446,-244.2070563037921,-107.30070748194731,-0.0342792129511404,-106.82393605078067,-327.1538410291945,254.75421454771583,0.0068218306355881,2501.101731009818,4564.137331185916,3.012879450040319,0.1604166066913632,2.857243629952163,-0.0007651999563706,338.0385240722454,0.0133708594110468,-0.002439152819172,0.0,0.0133137632358638,0.0022477389582869,0.0022973691542036,2.903115431109303e-05,0.0,1.9792316740361835,3.028118999853138
-0.0029587240031878,0.0070991235738651,0.0,0.0,-0.0014493739677198,0.0,-0.0123294941877463,-0.0007609091237931,1.705735295442493e-05,0.9752054422834884,3.1207814428187675,2.938345593899472,-0.0034591652920141,2446.4497883632903,-4850.901650488709,0.0186231801207437,-161.49503878183614,-107.09735606644396,-0.0342790215830149,-106.54538359706734,-226.68943362004427,176.19104628703494,0.0064057722319646,2447.5149826292527,4564.146942067961,2.9443007815642197,0.1601420655921127,2.9401945444287545,-0.0007579044380623,240.73485665961215,0.0131481592834211,-0.0015811622760101,0.0,0.0130675159741485,0.0011585459227173,0.0014105458464219,9.511182696028767e-05,0.0,2.056644415137241,3.1104198816101354
0.000934973494782,-0.0040319406414111,0.0,0.0,-0.0005481875073472,0.0,-0.0123372961309089,-0.0007548786815283,1.8704880641216284e-05,1.0043463199313225,3.2010320390068525,3.0201509495559176,-0.0032357530903616,2398.7244301434184,-4850.90202358615,0.0254486538415378,-85.89209995517028,-107.04378496828112,-0.0342788481233523,-106.38882284449036,-141.43345023429325,105.8371346117204,0.0058630744231529,2399.7085149851187,4564.156847063936,2.88286150616301,0.1597546061383217,3.0218689123276485,-0.0007522194607119,159.02531882573183,0.0129551278307145,-0.0008930825693197,6.27996311124389,0.0128542531650981,0.0001985674230969,0.0006653181412659,0.0001562209244872,-0.0032221959356958,2.133851493510649,3.1917409022675067
0.0043813522826787,-0.0149800999439234,0.0,0.0,0.0002799130927085,0.0,-0.0123086307694612,-0.0007499081139571,1.7463598755120075e-05,1.0328785746412357,3.2804002208285805,3.1008565162664348,-0.0029582118620818,2352.7181045213124,-4850.902404013137,0.0301732789268814,-19.453338080960936,-106.97176103946144,-0.0342786560580951,-106.2786745252161,-70.31474186358072,41.67480721687197,0.0052979971818064,2353.6302522592464,4564.167039990173,2.823249609922704,0.1592850443453497,3.1024675631930285,-0.0007464093062245,92.6019568315552,0.0127822826476088,-0.0003378322571457,6.280320783859679,0.0126602969716514,-0.0005984000672077,5.7925404657246105e-05,0.0002117693936577,-0.0028645233199074,2.21084518851291,3.271430590275492
0.0074011667763502,-0.0262914451306597,0.0,0.0,0.0009819689120042,0.0,-0.0122478639868678,-0.000744959685444,2.6724756693581865e-06,1.060825105243596,3.358745454561784,3.180559607037185,-0.0026466934359334,2308.192758079216,-4850.902791126745,0.0320306549036347,38.87208876272373,-106.87303132077642,-0.0342785557294708,-106.16731678773044,-12.231576289169295,-15.8089142744333,0.0046889844606455,2309.2822910390546,4564.177514921326,2.7658219534383672,0.1587743890957224,3.1819710132874954,-0.0007414368654976,37.053746123505896,0.012613464143419,0.0001555942738011,6.280689901967432,0.0124800842318869,-0.0013057690415606,-0.0004381976055575,0.000261442209491,-0.0024954052121546,2.2876178008386843,3.350062112855087
0.0100131920199478,-0.037956245736833,0.0,0.0,0.0015785049191491,0.0,-0.0121591580760835,-0.0007404627036357,-1.3178159714819656e-05,1.0882088542270096,3.435889358081784,3.2592662566034702,-0.0023170744077452,2265.414000781173,-4850.903184491117,0.0333450068126546,90.5334826787421,-106.78119704205108,-0.0342786202043079,-106.04046263755704,35.37381960984612,-65.94321248372067,0.0040334381878496,2266.680294424382,4564.188266151303,2.710673867724671,0.1582365975355667,3.26045104352506,-0.0007368247639064,-10.05134738077208,0.0124467941498931,0.0005729024380477,6.281055633656398,0.0123082155043071,-0.0019206824058267,-0.0008548631965497,0.0003047585468259,-0.0021296735231881,2.3641616532907164,3.4277306343426672
0.0122415358208092,-0.0499110651763912,0.0,0.0,0.0020960779343732,0.0,-0.0120464695007576,-0.0007358714284145,-2.335877351756747e-05,1.1150524622689986,3.511709633725175,3.3369923849201544,-0.0019749301922433,2224.316167004031,-4850.903583773542,0.034743761604596,135.57652841601168,-106.6751148813722,-0.0342788125296799,-105.8977885939626,74.43602846114202,-109.61655914526854,0.0033543023749874,2225.685191334481,4564.199288201245,2.657596572678887,0.1576762510266982,3.337964576062683,-0.0007326339606614,-48.94490903481394,0.0122817640775745,0.0009082722052548,6.281413820205094,0.0121416489516997,-0.0024425343200518,-0.0011957072544353,0.0003413566596314,-0.0017714869744923,2.440469091547548,3.504329222160023
0.0141250707917525,-0.0627706114200591,0.0,0.0,0.0025603686843421,0.0,-0.0119134214882292,-0.0007316518241954,-2.6807069039833887e-05,1.1413778094857492,3.586174386857795,3.413725464643353,-0.0016256866424577,2184.771421394486,-4850.903988695386,0.0347780691749366,175.23026071094503,-106.50770449234142,-0.0342790720675812,-105.72977391914851,105.28481435270268,-148.24297123794975,0.0026969364620586,2186.1885139628266,4564.210575813274,2.60678434766209,0.1570952854685197,3.414558839143572,-0.0007285156620476,-80.43538038182122,0.0121180662915138,0.0011783784898004,6.281760783193006,0.0119782556339914,-0.0029069577955711,-0.00144930538728,0.0003712629540489,-0.0014245239865806,2.516532484928942,3.5797079266034104
0.0157011398193177,-0.0759817527989799,0.0,0.0,0.0029930269687241,0.0,-0.0117632667093853,-0.0007275888899763,-2.473999172814086e-05,1.1672053369269078,3.659255980011443,3.489501739943344,-0.0012807431672809,2146.6286329957084,-4850.904399070644,0.0338855971446519,209.5268569632293,-106.26160239296158,-0.0342793284467836,-105.55276155467462,128.7305945750902,-183.27589386810675,0.0020355351450294,2148.0911394012805,4564.222123938187,2.557816198546023,0.1564958898446163,3.490188473533936,-0.000724276227541,-104.85400711791094,0.0119553108560001,0.001369085139977,6.28208800038492,0.0118173542116285,-0.0032915491605063,-0.0016417108207616,0.0003946163798633,-0.0010973067946664,2.592344227158947,3.653823247759576
0.0170023016700589,-0.0880007705995144,0.0,0.0,0.0033507623851807,0.0,-0.011598881913296,-0.0007237311844234,-3.000422415856968e-05,1.1925540246878803,3.730976311135961,3.5643393706334225,-0.0009477144971332,2109.7524143977853,-4850.904814828579,0.0331581397385381,239.10971103107784,-105.98284346761083,-0.03427959524664,-105.32622392360564,146.30013323848482,-214.7250954039639,0.0013621597198837,2111.212760630267,4564.23392771929,2.510702899835829,0.1558803723701804,3.5648008452623423,-0.0007202288709005,-122.0592272502995,0.0117923731275676,0.0014896185454708,6.282390802416458,0.0116590423346654,-0.0036258291296404,-0.0017789726836508,0.0004112647642538,-0.000794504763128,2.667896737126515,3.72664297781054
0.0180538968853807,-0.0986330136343122,0.0,0.0,0.0036250014497676,0.0,-0.0114228804674405,-0.0007198086457412,-4.310631736305482e-05,1.2174406084181673,3.801408168938166,3.6382170165913785,-0.0006208333729299,2074.087835925792,-4850.905235901779,0.0325858872536737,264.67078221109034,-105.71748663622672,-0.0342799651693962,-105.06769972064149,157.97538998694876,-240.8440357490937,0.0007072188699005,2075.46475365202,4564.24598247436,2.4651713179375205,0.1552526009236422,3.6384057246133104,-0.0007166258529513,-133.58749079983332,0.0116295116256949,0.0015680381858136,6.282675807859266,0.0115040739244064,-0.0039060362618133,-0.0018486587834437,0.0004212596843849,-0.0005094993203205,2.743182459643611,3.798157229995829
0.0188903994593164,-0.1078194245441313,0.0,0.0,0.003856380570599,0.0,-0.011237579315984,-0.0007154849236876,-5.445145343058354e-05,1.2418654088300178,3.8703525889574864,3.7110537630965057,-0.0002990283394808,2036.696644687381,-4850.905662180021,0.0316164120438523,286.0724400281537,-105.3882741675708,-0.0342804626592781,-104.732190171767,164.04838944952465,-262.44333976042856,8.358432925034523e-05,2038.0275891602496,4564.25828362991,2.417731154215089,0.1546412322434295,3.710998390343408,-0.0007125126011525,-140.72294062515186,0.0114481338548768,0.0016067843444291,6.282945246904602,0.011329096637906,-0.0041289706892867,-0.0018650739193278,0.0004248758359241,-0.0002400602749839,2.8181938662007195,3.868120173719754
0.0195399758976504,-0.115854019563426,0.0,0.0,0.0040556571041157,0.0,-0.0110449564360209,-0.0007113107255816,-6.079502145183703e-05,1.265827014495439,3.938036136997269,3.782785139068556,1.1272766234290531e-05,2000.8467972346812,-4850.906093590437,0.0302727293350988,303.792694900502,-105.06865254326556,-0.0342810457209065,-104.41717480373676,165.68975181341077,-280.812161188481,-0.0005070468638165,2002.1237805266685,4564.270826528969,2.372367565117884,0.1540602284758251,3.782530100096632,-0.0007085128932348,-143.84407071943576,0.0112735747509648,0.0016040210688769,9.912824180338392e-06,0.0111628060621803,-0.0043114278887373,-0.0018452448851471,0.0004224340274491,9.912824180338392e-06,2.892923455719696,3.936810191559963
0.0200207422727927,-0.1223570625418285,0.0,0.0,0.0042257326154175,0.0,-0.0108467802574447,-0.0007071978166406,-6.401077867181035e-05,1.2893442181659802,4.004486845621701,3.853445309068904,0.0003061018712881,1966.3696488022056,-4850.906530118726,0.0286834529025008,318.5281960966084,-104.74170026129076,-0.0342816729332561,-104.11506729429648,163.83404979649669,-296.620559185636,-0.0010584486938961,1967.564620487288,4564.283606651307,2.328796083680671,0.153480196453198,3.853022226128316,-0.0007045812621273,-143.37695685660606,0.0111028071913367,0.0015677057736373,0.0002386796989587,0.0110013428509887,-0.0044620533579834,-0.0017934142595197,0.0004142953053864,0.0002386796989587,2.967363755303861,4.004240545123673
0.0203492091391635,-0.1273003792403239,0.0,0.0,0.0043705497000428,0.0,-0.0106446471370102,-0.0007031854478239,-6.592299172711294e-05,1.312434177079848,4.069765590340269,3.923063629021175,0.0005828370219186,1933.137534269572,-4850.906971785342,0.0267141699854439,330.76853095714165,-104.41244709311064,-0.0342823243196918,-103.82402082156,158.9797562975454,-310.28517739069537,-0.0015639469519175,1934.236864243942,4564.296619650144,2.28685166594046,0.1528919638725768,3.92249157193706,-0.0007007846312677,-140.02265809425018,0.0109354963808564,0.0015066000942988,0.0004455953347706,0.0108432781982175,-0.0045845024842124,-0.0017119159663491,0.0004008907835595,0.0004455953347706,3.0415073209852914,4.070443208523207
