pitchrate,az,signal,brake,sideslipFL,steeringangel,pitch,longslipFL,yawrate,vx,RL,FL,vy,FxRR,y,ay,FyFR,FxFR,yaw,FxFL,FyRL,FyFL,rollrate,FxRL,x,ax,gas,FR,longslipFR,FyRR,longslipRL,sideslipRR,slip1,longslipRR,sideslipFR,sideslipRL,roll,slip,signal,RR
-2.3775753347224906e-08,1.4877731725295662,0.0,0.0,0.0,0.0,-3.9218157213248485e-05,2.808349639999672e-07,-3.1788466794528535e-07,0.0,1e-05,1e-05,0.0,0.0466828417996954,-4850.897164652041,-0.1072571782351639,0.0,0.0466599402084196,-0.0342957201195726,0.0466599392730696,0.0,0.0,-0.0001080008855989,0.0466828441670549,4564.018298359632,-0.3431306652622903,10.729166666666668,1e-05,2.808349639999672e-07,0.0,2.808349639999672e-07,0.0,0.0,2.808349639999672e-07,0.0,0.0,-1.2512815238127624e-07,0.0,0.0,1e-05
-0.0071726992989191,-0.0662153214831475,0.0,0.0,-0.0008659359744629,0.0,-7.268271119580988e-05,-0.0006030459982721,-2.501513631808599e-06,0.0084803266374004,1.0843085104833043,0.013959558540463,0.0002429550595765,1547.781042113167,-4850.897164546333,0.0512574097733815,6.898517053658372,-45.75853934436751,-0.0342957798154886,-47.79490148057706,5.691584911514616,19.28668992787782,-0.0049169070171574,1538.6319089146716,4564.0183271195,1.8496504524269235,4.130056695718488,0.0135077235372194,-0.0005803651418275,17.234463926003237,0.0125048836592421,-0.0007722126776018,0.0,0.0126572463008556,-0.0002758141952947,-0.0002269429815789,-2.8295318894235186e-05,0.0,0.0799986666733333,1.0821492862600806
-0.0177176592202564,-0.0529532694205198,0.0,0.0,-0.0038202869473151,0.0,-0.0002007637381622,-0.0007883273147062,8.652054617366271e-05,0.029948431608553,1.6597031312282764,0.0903487521819541,0.0013421038778943,2188.904238464928,-4850.8971641373855,0.226238497566293,22.3406198275947,-143.0097308411693,-0.0342953813980694,-142.67254785076796,22.925147714078676,141.68891405228186,-0.0084076174639042,2160.194660847929,4564.018524940726,2.5068722554189065,1.6796344031135293,0.0875826896486228,-0.0008115126330158,130.04028188356273,0.0151775112400291,-0.0035728718253729,0.0,0.0155116229479329,-0.000189873102941,-0.0003460450087117,-9.870035038110624e-05,0.0,0.1599893335466646,1.6178782327934649
-0.0303316135561764,-0.0474474378241585,0.0,0.0,-0.0060975561531356,0.0,-0.0004456105324928,-0.0009885059132936,9.995918491569584e-05,0.0585818711491727,2.31725100037802,0.1919915853766773,0.0040549573380319,2865.686406096276,-4850.897152135001,0.3224341418400767,-105.75819185142664,-133.72238714837374,-0.0342942273200913,-135.0250892964108,-66.61009955363218,324.97427505272964,-0.0091940642406626,2852.267351903569,4564.018975598024,3.361943890883912,0.7647666403130308,0.1902306729443641,-0.0009773627983195,315.4747262864767,0.0212282431668227,-0.0059832830366227,0.0,0.0214785338725182,0.0046036178311028,0.0033392817365363,-0.0001892787548239,0.0,0.2399640016199652,2.223940064325695
-0.0442890685274765,-0.0093798302394875,0.0,0.0,-0.0099716357739959,0.0,-0.0008252880664133,-0.0009612080959415,-0.0001231970878208,0.0967604222221885,2.6915540331342576,0.3336851541982196,0.0057672444822454,3696.053804249832,-4850.897126613312,-0.045037395190847,-552.9383654703685,-148.6289605222845,-0.0342944488671571,-149.8900848480249,-481.3801100742485,515.433359379784,-0.0087568992032545,3680.243665605236,4564.019764174598,4.366674516174997,0.4103647269575901,0.3305096360570046,-0.000977766851403,486.8143073220624,0.0296705575010627,-0.0087206482464553,0.0,0.0293621687012852,0.013800962956841,0.0124683417145433,-0.0002773008951593,0.0,0.3199146734930733,2.583381138376185
-0.0576784744296204,0.0366546298549591,0.0,0.0,-0.0219784524758686,0.0,-0.0013431985167925,-0.0011114535376599,-9.161450434770856e-05,0.1434022043900301,2.6155611493539355,0.4947509602132795,0.0049836670327118,4088.220076979823,-4850.897114662762,-0.0253141504851766,-1042.0668649222268,-157.87390484639403,-0.0342956836036143,-157.57621301324772,-1025.6394616293992,1025.4032897297202,-0.0093432639489465,4149.057841436133,4564.02098478894,4.889169999908769,0.2633681416857769,0.4922255689860259,-0.0011127202561653,963.8773073019084,0.0354932150262315,-0.0202224389652087,0.0,0.0345548992884666,0.0201773286311259,0.0193211972845109,-0.0003694561058041,0.0,0.3998333541654266,2.508830674431159
-0.0684211024945757,0.0723197634045517,0.0,0.0,-0.029057276592643,0.0,-0.0019819610520664,-0.0011819987415199,1.643686252326076e-05,0.1926538052644346,2.397616481781905,0.6622132431210027,0.0047534765558674,4062.3332094485872,-4850.897124647967,-0.0754448456716174,-1625.2815681050802,-147.0781091634994,-0.0342961694311461,-151.32128188251343,-1722.3383103775434,1602.575685340145,-0.0078920813291562,4076.427545996229,4564.022690556871,4.847821642675905,0.2023663417965258,0.658628414748017,-0.0012359542915654,1655.3576685651944,0.0372344602984298,-0.0295855276225357,0.0,0.0382294391831611,0.0325396152585084,0.0313054846103677,-0.0004551521430203,0.0,0.4797120518355567,2.4414792654157846
-0.0753212572938563,0.0837046576963892,0.0,0.0,-0.0312372813365065,0.0,-0.0027072974620908,-0.0012185528257687,3.70945819612128e-05,0.240265166384879,2.4026130728097965,0.8187769079405789,0.0038215470921536,3855.8136979723454,-4850.897157125595,-0.0892561991468808,-2032.0798037512172,-145.58053115302414,-0.0342955487809315,-143.47759528329632,-2451.216133969232,1963.8259807485772,-0.0069732540798925,3877.967843247403,4564.024881285111,4.627373710906177,0.1803656037994823,0.8157315716025099,-0.0012727582101792,2390.52401196432,0.0403146677116159,-0.0391023001066916,0.0,0.0416348502463497,0.0318716607231625,0.0388075434368219,-0.000529240219147,0.0,0.5595427787002621,2.457201717472081
-0.0794457265493021,0.065956176167441,0.0,0.0,-0.029663798250765,0.0,-0.0034846441112713,-0.0012342536685168,0.000139786234281,0.2876342035330554,2.3412040064791,0.9687556904195206,0.0031008069225901,4037.5307610271375,-4850.89721428793,-0.072513279025936,-2061.826839586008,-137.64348453697323,-0.0342948049849034,-140.8996627290905,-2765.9098418352323,2018.981988326444,-0.0054620951474737,4032.895387286167,4564.027542149839,4.863970880680864,0.1705562210976717,0.966237883962388,-0.0012928317213952,2699.993986898345,0.0404785942309099,-0.0357880824523262,0.0,0.0426102266753205,0.0318384149134986,0.0356738346779875,-0.0005908609202956,0.0,0.6393175517533816,2.42348388588772
-0.0818624939987385,0.084758156574656,0.0,0.0,-0.029611374944674,0.0,-0.0042939104944029,-0.001206722278883,0.0001660551557395,0.3366934772658626,2.1350997589860925,1.1217955487820004,0.002279656899256,4040.887523964888,-4850.897295586438,-0.081924691640658,-2061.209751753387,-139.41477416763854,-0.0342930777352283,-139.7791995872706,-2872.740457481585,1988.368405014012,-0.0040092043009191,4030.4447889777352,4564.0306872970805,4.869079913690072,0.1617283970075777,1.119969189178098,-0.0012638634184967,2820.864328520869,0.0348519554701299,-0.0347072126461815,0.0,0.0368033618721431,0.031664421541963,0.0342428441649977,-0.0006374643462421,0.0,0.7190283935840883,2.20419600132902
-0.0822922798250212,0.0922682150532912,0.0,0.0,-0.0287553414600673,0.0,-0.0051165828312761,-0.0011568657888872,0.0001552341883259,0.3845805293387825,2.030682853806468,1.268935083247838,0.0014847352792021,3859.774258565808,-4850.897401790571,-0.0763681856738728,-2008.5299275749917,-132.99366294051055,-0.0342915417092851,-134.3678119165954,-2924.326526661461,1945.78608658284,-0.0024987604670799,3838.601860913961,4564.034318027192,4.651171906329804,0.1581116528751062,1.2674850181444528,-0.0012126349296631,2875.369235645377,0.029924785904655,-0.0330088375766625,0.0,0.030934314352237,0.0305165239343532,0.0329727625562967,-0.0006692435659328,0.0,0.7986673331746252,2.0647488949740898
-0.0808588277222912,0.0856357914792789,0.0,0.0,-0.027159296999796,0.0,-0.0059329761451886,-0.0011072529256349,0.000143961480448,0.4303446869462312,2.030747225430604,1.4065724789520837,0.000728718507737,3700.30039862314,-4850.897531646684,-0.0768950799112111,-1924.2158336479577,-128.16021797933394,-0.0342900194420746,-129.3696309550941,-2894.8912245793936,1863.530823278424,-0.0010423138842915,3699.574608090562,4564.038415051945,4.479194025013675,0.1581957719128251,1.4058495549215977,-0.0011484047724356,2843.475766114403,0.0271091354276758,-0.0308111388794601,0.0,0.027607177992166,0.0288413171378277,0.0309600686953113,-0.0006861497087263,0.0,0.8782264066973985,2.0470911220624823
-0.077983113009358,0.0842519745227163,0.0,0.0,-0.0253265231410655,0.0,-0.0067267977110305,-0.0010729831313653,0.0001367914001086,0.4746215544192849,2.054241085769012,1.5374419520052702,-9.17835781198692e-06,3586.978641650001,-4850.897684393462,-0.0696834030987821,-1813.9481363093416,-125.7299152373922,-0.0342886303463993,-126.6502119359554,-2781.798667697117,1758.155407360137,0.0003415378205738,3582.2592043180744,4564.042960628657,4.34361768994884,0.1586420555148134,1.5371801030823404,-0.0011105399876866,2734.068886763462,0.0243457919813778,-0.0282459452555162,0.0,0.0248452243670758,0.0267929962591783,0.0282753931223818,-0.0006889343349171,0.0,0.9576976583113548,2.067597341703394
-0.0739792206178963,0.0789663056200677,0.0,0.0,-0.0232857127473535,0.0,-0.007485396415057,-0.0010185454423179,0.0001207398687931,0.5175112242696919,2.098518525548296,1.6631363188139088,-0.0006820223714373,3483.851599231341,-4850.897859061467,-0.06591406932817,-1690.5490715271974,-121.90194304120466,-0.0342873393998797,-122.90647501349106,-2604.7124398975943,1637.445348695488,0.001672097270808,3480.255557919696,4564.047940730917,4.224675869413509,0.1591228695456858,1.663440592000056,-0.0010465139082991,2561.6415097151885,0.0223917721831004,-0.0253035142355898,0.0,0.0227635454726575,0.0246339762849638,0.0254216167547276,-0.0006781162705313,0.0,1.0370731409575589,2.106018551781604
-0.0691751120520414,0.0723283798240235,0.0,0.0,-0.0212504052979347,0.0,-0.0081993307817956,-0.0009751214074125,0.0001060522187223,0.5592806984841586,2.142377671339378,1.7834734212142709,-0.0013163743393613,3377.540883345934,-4850.898054717808,-0.0615288627923354,-1558.5523964451452,-119.69509905779576,-0.0342862246825663,-120.53024511229997,-2387.9669392821747,1510.3681511779369,0.0028474958646221,3374.872747528104,4564.053343047573,4.097582409043324,0.1591967034439492,1.7842045187821318,-0.000996209265456,2346.2682422637017,0.0203838039558915,-0.0223934703235227,0.0,0.0206657167825365,0.0223321313544626,0.0225395860432889,-0.0006547657671314,0.0,1.116344917153892,2.145756025367485
-0.0637960920928471,0.0614994228869042,0.0,0.0,-0.0191621995345568,0.0,-0.0088618791874549,-0.0009463991268421,0.0001034481885038,0.5996998050942607,2.207332602247305,1.8981634504659024,-0.0018860393329578,3273.652636033663,-4850.898270442357,-0.0530192134778953,-1422.158760456783,-117.27671671586177,-0.0342851833033568,-118.00871399217088,-2153.707705411748,1380.982545352794,0.003885784287967,3271.220273258891,4564.059155114431,3.972558124952586,0.1595808684855687,1.8992734138182163,-0.0009628329490594,2117.057964089568,0.019051640550248,-0.0197437411483246,0.0,0.0192903260864668,0.0200422002512308,0.0198561563052981,-0.0006204939725867,0.0,1.1955050597887935,2.208177800624086
-0.0580406353935314,0.0533544998736659,0.0,0.0,-0.0170714578213628,0.0,-0.0094684326163373,-0.0009140843051966,9.843396114412608e-05,0.638920698360253,2.2805550051890275,2.008455133840361,-0.0023769718924086,3177.419208358027,-4850.898505038292,-0.0459857687107724,-1286.2753654453534,-115.2037357678436,-0.034284169685567,-115.83993089089968,-1917.878615225152,1249.9484468832086,0.0048070979542309,3175.3409421826577,4564.0653642299785,3.855750667952997,0.1598835439258917,2.00989374456512,-0.0009261859015367,1886.9485551353723,0.0179359049115527,-0.0172524863163405,0.0,0.0181225506007757,0.0178114601768178,0.0173654545964839,-0.0005764570791753,0.0,1.2745456529139678,2.278811090088382
-0.0520600542229323,0.0459019745286858,0.0,0.0,-0.015060692443988,0.0,-0.0100160707752283,-0.0008878200064824,8.761406489262692e-05,0.6769941178342069,2.3605246517659038,2.1146317390552105,-0.0027995725915332,3088.2092674592604,-4850.89875737952,-0.0390836865429319,-1151.4177904316657,-113.59350240452198,-0.0342832433987626,-114.11354033256328,-1687.031305532123,1120.3959239096605,0.005584652392423,3086.448851787527,4564.071958725209,3.746627481652265,0.1601238007850695,2.116308024861403,-0.0008964404726886,1661.2286649590071,0.0170587346034471,-0.0149192122728581,0.0,0.0172060286102963,0.0156170682575644,0.0150194353947039,-0.0005239910687545,0.0,1.3534587925359682,2.35658952076677
