FxFL,FL,sideslipFR,slip1,RR,y,roll,ay,signal,pitchrate,sideslipFL,pitch,FyRL,longslipRR,sideslipRL,ax,yawrate,FyFR,signal,longslipFL,vy,gas,brake,rollrate,sideslipRR,FxRL,slip,longslipRL,x,FyFL,az,RL,yaw,vx,FR,steeringangel,FxFR,FyRR,longslipFR,FxRR
-153.69659423642787,4.37023188797822,0.0145283702318506,6.282673608688,22.4792617773347,-138.64796928753964,-0.0020490170276542,-0.0646462286136559,0.0,-0.0820343919799594,-0.0136569174299213,-0.0236512216482111,-114.26548284160316,2.1157457299582707,0.0173241116110684,7.211779040720619,-0.0027209815878557,-842.973789211159,0.0,-0.0014219491565562,-0.000649100414984,1.3745674765227918,0.0,0.0113576284018481,-0.0042287880074222,5992.796652315935,-0.0005116984915863,1.1994483050589655,9976.132269315323,835.4728425283588,0.297222915623484,14.532656197185256,-0.0131061221880338,1.4013357723470643,4.359624791612454,0.0049152912228893,-150.65597325642378,36.804804657727615,-0.0014867580893474,5780.923588917798
-153.85624345947866,4.574571138395516,0.0129500523273877,6.282337794988274,23.178217909204022,-138.64816858149055,-0.001927214197081,-0.0601678534152365,0.0,-0.0735699026638386,-0.0125124480879571,-0.0244251704237185,-104.02005042276814,2.2841721830122776,0.0155225161111915,7.260435391407455,-0.0028697654392053,-759.7183826104782,0.0,-0.0014235827951068,-0.0011894089590897,1.3675784233618242,0.0,0.0127661775357316,-0.0025093351777955,6023.279014914648,-0.0008475121913114,1.2669459213366987,9976.146682832154,760.775745892298,0.3201596990821239,14.795051846412756,-0.0131342192496127,1.4736753349553258,4.563502267887426,0.0063285391918433,-151.2404234682235,25.374010643771456,-0.0014800169779953,5825.697414122659
-153.86148626989038,4.779576435321043,0.0114368059669211,6.282089616199753,23.85545622884425,-138.64838269637232,-0.001794428048279,-0.0489485582499362,0.0,-0.0649797922983532,-0.0114408192007773,-0.0251136574835887,-93.5881474503534,2.4563236016233305,0.0137502633561236,7.293056922815624,-0.0029165620171822,-680.2560728814285,0.0,-0.0014231970733143,-0.0016434339197556,1.3608580501280838,0.0,0.0136403024990519,-0.0011631106211511,6037.352569201706,-0.0010956909798332,1.33695483247024,9976.161821250877,693.5353235747478,0.326040729965305,15.074078791418744,-0.0131632721656968,1.546427321758162,4.768433169440614,0.0082033206090278,-151.95721755295975,15.669948373473757,-0.0014712917254813,5862.848827921174
-153.72256507432758,4.984889242479296,0.0100617717244659,6.28192867133567,24.50847439499823,-138.64861072713242,-0.0016546068016739,-0.037547088306406,0.0,-0.0564150633668501,-0.0103766508018264,-0.0257162898279421,-82.96910132388527,2.630677494073748,0.0119829246570945,7.305699651699149,-0.0028481062593284,-605.4440740900267,0.0,-0.0014204569548756,-0.0019922344042272,1.354526415516113,0.0,0.014224742588117,-0.0001649544849445,6035.757528962616,-0.0012566358439156,1.4115298379402998,9976.177687650772,630.1766172678286,0.3272272647765798,15.381098102234484,-0.0131921481467095,1.6194123755062,4.974293955549763,0.0101501337343643,-152.5254465575033,7.9145275389641725,-0.0014605177212555,5885.439137170348
-153.58592946568945,5.19016213822791,0.0088218291790311,6.281841658736004,25.1426698657802,-138.64885167691142,-0.0015104124065878,-0.0271527189837026,0.0,-0.0479444782519672,-0.0093386678065651,-0.0262337526703398,-72.2524707855177,2.807953943910224,0.0102285612014519,7.301902436518366,-0.0026921795897114,-536.6450959143392,0.0,-0.0014161967749766,-0.0022388918616515,1.3486492828799863,0.0,0.0145342814748457,0.0006460537840322,6023.5070992258325,-0.0013436484435816,1.491222196547166,9976.194283254685,570.1708573602695,0.3214776357062305,15.716348025226376,-0.0132198291725038,1.6924447410460317,5.180577577704929,0.0118543840588791,-152.86123266351038,1.7661684094265402,-0.0014497395346127,5892.941533210758
-153.27736001630183,5.395168273704727,0.0076661213972299,6.281811810627644,25.738769622671587,-138.64910460681344,-0.0013648541322473,-0.0183259795931141,0.0,-0.0395566229851339,-0.0083008883677074,-0.0266670955228576,-61.59298471143304,2.9850582297023176,0.0085087487441103,7.287009628424883,-0.0024828530286227,-473.1762259142128,0.0,-0.0014087981410644,-0.0023964611061347,1.343178818326453,0.0,0.0145164386257837,0.0013328029643926,6003.973722868339,-0.0013734965519423,1.5723342354330443,9976.211607686915,512.1978494271125,0.3103354664857992,16.05185495413121,-0.0132456315554531,1.7653858965081328,5.3867931330518335,0.0131450619833459,-152.87028404605277,-3.2474885987541517,-0.0014362261759429,5889.830953676594
-153.20355800525903,5.5996684852050365,0.0065786661052254,6.281824934658196,26.27836865988328,-138.64936868971785,-0.0012213807882072,-0.0104703110957882,0.0,-0.0312936250174531,-0.0072872580666071,-0.0270169934410178,-51.14500360948341,3.1582656936472606,0.0068512317769168,7.263686649636814,-0.0022441871027626,-413.2387870420532,0.0,-0.0014051168723436,-0.002478260730897,1.3380311892527608,0.0,0.0141654198212144,0.0019069232433681,5978.681021830781,-0.001360372521391,1.651109157883928,9976.229659482036,455.6201870494219,0.2875075975078081,16.363714153708525,-0.0132691647229904,1.8381384922457635,5.592545297829093,0.0139321310193415,-153.03872557313267,-7.398337833639127,-0.0014274468548255,5879.104025576196
-153.11839979107873,5.803845172833018,0.0055935436672514,6.281869276233499,26.80490962957375,-138.64964320758995,-0.0010829612685283,-0.0051905064108701,0.0,-0.0233441926481747,-0.0063225512689438,-0.0272859156856566,-41.164613153295896,3.33314938340957,0.0053026158852733,7.232675220781707,-0.0019920002245669,-357.4502831538273,0.0,-0.0013985038286618,-0.0024972068040715,1.3331639612132784,0.0,0.0135361957506605,0.0023688664429109,5948.290967577109,-0.0013160309460878,1.7334855627289445,9976.24843626953,401.12514193879593,0.258297257127252,16.692215366024307,-0.0132902249128326,1.9106146769456287,5.79795872383409,0.0141469369126571,-153.13296728336223,-10.792879975963295,-0.001416224184239,5862.09684610984
-153.07121916004692,6.007715983454534,0.0046823959910259,6.281937190959074,27.32131740272121,-138.64992753661963,-0.0009528128662773,0.0006518431523911,0.0,-0.01583222161574,-0.0054310022699117,-0.0274776409503849,-31.90336049271609,3.5097413772208665,0.0039106510385266,7.191850370722777,-0.001734619033962,-305.74440199674035,0.0,-0.0013921601288034,-0.0024615428487567,1.328549198565791,0.0,0.012525805922069,0.0026871584909061,5910.209352162665,-0.001248116220512,1.8199337328500091,9976.2679349097,349.59916037950296,0.2182240738241274,17.039698948655115,-0.0133087362801352,1.982735462446921,6.002974790298233,0.0137365545752154,-153.20683453723908,-13.41891001443693,-0.0014067091371265,5839.472506014818
-152.7162994870962,6.210694591579913,0.0038743917302311,6.282023919825846,27.824867285533628,-138.65022108211653,-0.0008345307325442,0.0070254541062454,0.0,-0.0088472506866101,-0.0045770086813633,-0.0275970640279524,-23.471149888846995,3.463143115124465,0.0026397159888981,7.140056548536631,-0.0014629834875081,-257.951090304585,0.0,-0.001378374574174,-0.0023758689864193,1.324218560533968,0.0,0.0112399158373372,0.0028293012394726,5861.22525996806,-0.0011613873537401,1.7824875057741512,9976.288151402125,301.2245336872186,0.1656686276527613,17.41245879270855,-0.0133246001230664,2.054399450999095,6.2070870061869785,0.0126251953140731,-153.00546917951397,-15.133588716508635,-0.0013916900841131,5809.940966167327
-152.44195429440836,6.412883575764179,0.003181622568646,6.282118839654598,28.31785795836021,-138.65052334576856,-0.0007298334042757,0.0101515200015782,0.0,-0.0024347027351697,-0.0037434569514744,-0.0276498022616872,-15.830271959935022,3.388960451540908,0.0014766820985716,7.076251265706997,-0.0011945710628766,-215.43816206806977,0.0,-0.001373604412236,-0.002258831073873,1.3202248642198504,0.0,0.0098162693213394,0.0028380931676675,5806.170235734849,-0.0010664675249879,1.7516639636125948,9976.30908064233,254.43865438861616,0.113370678132868,17.811266919973697,-0.0133377351014544,2.125485529861514,6.41037846052842,0.0107592466235737,-152.68401991583264,-15.894649435715795,-0.001382296275493,5768.52713682783
-152.2790835390118,6.614259704021428,0.002526702281786,6.282211993702649,28.80779252647422,-138.65083402421973,-0.0006401964668472,0.0118301606142877,0.0,0.003410835962498,-0.0029973083571783,-0.0276415267044164,-8.949962324169121,3.3203686627129043,0.0004224666792555,7.005850865182028,-0.0009616671820913,-176.9405317934373,0.0,-0.0013664347624993,-0.002130837710141,1.3165452564305753,0.0,0.0082470586924734,0.0027976576125478,5749.088512648871,-0.0009733134769368,1.7264374138486045,9976.330716434522,210.23587279352796,0.0583301685703236,18.22930462125819,-0.0133483628449448,2.1959000141253364,6.612560529177612,0.0083555035592101,-152.36909519638235,-16.00924222189228,-0.0013731938906737,5718.65616479098
-152.0451948788334,6.814727810908748,0.001905390712465,6.282302647149824,29.30002022316596,-138.651152916028,-0.0005668233687363,0.0137038588028774,0.0,0.0086769955415511,-0.0023362928284636,-0.0275779708901457,-2.861110967105133,3.257606585506301,-0.0005040992452685,6.933029193739471,-0.0007743370493377,-140.79146892396315,0.0,-0.0013568944980239,-0.0019942298941846,1.3130941746008689,0.0,0.0065839829228634,0.0027344003676751,5692.149085712189,-0.0008826600297623,1.705523774857449,9976.353051925857,169.97538074027057,0.0017721059752665,18.66046139706768,-0.0133569118904797,2.2655970780942565,6.813527540155283,0.0057239859823832,-151.98330627616622,-15.765400346230196,-0.0013619093284169,5664.697930225055
-151.80702404278003,7.014232075254581,0.0013340613568617,6.2823935773599535,29.797802929371123,-138.65147978409712,-0.0005102831621489,0.0158325092662811,0.0,0.0133527519441963,-0.001737932727154,-0.0274649946549974,2.382572768812829,3.200746466064209,-0.0012899109748131,6.860073588482993,-0.0006301091305318,-106.88564550197964,0.0,-0.0013477520102173,-0.0018433444401225,1.3097845954191938,0.0,0.0048935176268561,0.0026550948149331,5636.470981052896,-0.0007917298196328,1.6880356569510222,9976.376080007056,133.4637665724577,-0.0547129785424692,19.100676664619307,-0.0133638278158084,2.3345637495269504,7.013266996275448,0.003029387089554,-151.59838863323262,-15.323909519325168,-0.0013524990289885,5609.310144951591
-151.59956533498493,7.212769245494186,0.0008214356374436,6.282485443251396,30.30324482660605,-138.651814358865,-0.0004705389563518,0.0176529162271503,0.0,0.0174353471558256,-0.0011873997398559,-0.0273085248168634,6.754678717547913,3.149656664477523,-0.0019321390798149,6.788265689118367,-0.0005264106581287,-75.58673852220484,0.0,-0.0013392316265887,-0.0016768278186645,1.3065522022910396,0.0,0.0032295454743155,0.0025616557969158,5582.728100334793,-0.0006998639281903,1.673308921976747,9976.399793551824,100.0432079664145,-0.1098575004180975,19.54712840560485,-0.0133695251890504,2.402805740869836,7.211842600784012,0.000338178450988,-151.25061079461346,-14.761241107537574,-0.0013440195389795,5553.857513519176
