RR,FxRL,pitch,ax,roll,vy,ay,x,y,sideslipFL,FyFL,longslipFR,FxFL,pitchrate,longslipFL,yaw,slip1,gas,sideslipFR,sideslipRR,RL,FyFR,az,signal,yawrate,FR,longslipRL,FxFR,FxRR,sideslipRL,FyRL,brake,steeringangel,FL,longslipRR,FyRR,signal,rollrate,slip,vx
1e-05,0.0466828441670549,-3.9218157213248485e-05,-0.3431306652622903,-1.2512815238127624e-07,0.0,-0.1072571782351639,4564.018298359632,-4850.897164652041,0.0,0.0,2.808349639999672e-07,0.0466599392730696,-2.3775753347224906e-08,2.808349639999672e-07,-0.0342957201195726,0.0,21.458333333333336,0.0,0.0,1e-05,0.0,1.4877731725295662,0.0,-3.1788466794528535e-07,1e-05,2.808349639999672e-07,0.0466599402084196,0.0466828417996954,0.0,0.0,0.0,0.0,1e-05,2.808349639999672e-07,0.0,0.0,-0.0001080008855989,0.0,0.0
1.0821492862600806,1538.6319089146716,-7.268271119580988e-05,1.8496504524269235,-2.8295318894235186e-05,0.0002429550595765,0.0512574097733815,4564.0183271195,-4850.897164546333,-0.0008659359744629,19.28668992787782,-0.0005803651418275,-47.79490148057706,-0.0071726992989191,-0.0006030459982721,-0.0342957798154886,0.0,8.27463421933996,-0.0002758141952947,-0.0007722126776018,1.0843085104833043,6.898517053658372,-0.0662153214831475,0.0,-2.501513631808599e-06,0.0135077235372194,0.0125048836592421,-45.75853934436751,1547.781042113167,-0.0002269429815789,5.691584911514616,0.0,0.0,0.013959558540463,0.0126572463008556,17.234463926003237,0.1572029473378677,-0.0049169070171574,0.0,0.0084803266374004
1.6178782327934649,2160.194660847929,-0.0002007637381622,2.5068722554189065,-9.870035038110624e-05,0.0013421038778943,0.226238497566293,4564.018524940726,-4850.8971641373855,-0.0038202869473151,141.68891405228186,-0.0008115126330158,-142.67254785076796,-0.0177176592202564,-0.0007883273147062,-0.0342953813980694,0.0,3.4018769456621465,-0.000189873102941,-0.0035728718253729,1.6597031312282764,22.3406198275947,-0.0529532694205198,0.0,8.652054617366271e-05,0.0875826896486228,0.0151775112400291,-143.0097308411693,2188.904238464928,-0.0003460450087117,22.925147714078676,0.0,0.0,0.0903487521819541,0.0155116229479329,130.04028188356273,0.3145483201612135,-0.0084076174639042,0.0,0.029948431608553
2.22799165023222,2852.7343781518143,-0.0004456339924699,3.365574223914715,-0.0001896500698494,0.0040595536858499,0.3036920741805654,4564.018975598172,-4850.897152129177,-0.0061654399758784,325.59850928723023,-0.0009771130165446,-135.0452454907042,-0.0303478719267782,-0.0009892976383768,-0.0342942282855102,0.0,1.5958819968489946,0.0045398710449359,-0.0060462942861637,2.3213083074582053,-105.17060895902068,-0.0621409015719837,0.0,9.938846600590508e-05,0.1902302754082313,0.0212438014522375,-133.7160448131883,2866.258436408024,0.0032844182443548,-66.09192863373893,0.0,0.0,0.1919924840802111,0.021505028245282,316.0594297066287,0.4718786200427933,-0.0094237940251302,0.0,0.0585818407665621
2.8114124764126958,3755.605533223142,-0.0008284823043604,4.454168671534273,-0.0002914658927626,0.0061987708933125,0.0932431886868312,4564.019764776292,-4850.8971250859295,-0.011639642195456,564.7974085227373,-0.0009944288494215,-151.66794221286358,-0.0450712174086301,-0.000990561343961,-0.0342944841351589,0.0,0.9133455483922291,0.0126884860808265,-0.0102461527971049,2.9135584490127813,-515.9087609877957,-0.0534503892097848,0.0,-0.0001332957446442,0.3312386550137135,0.0314701343154939,-150.21951475229534,3757.192643286356,0.0113929374904914,-444.1589982545115,0.0,0.0,0.3347454140030965,0.0315137817194294,531.9164924523759,0.6290348796784361,-0.0111610911158699,0.0,0.0969583089040398
3.2814918205636845,4365.856461451918,-0.0013651296429115,5.160643523690912,-0.0004128637552885,0.006774310199914,0.0563552564888004,4564.020995247212,-4850.897101693635,-0.0230164747033051,1108.82890962666,-0.0011802041024813,-163.5216038659691,-0.0605955530124083,-0.0011798596939791,-0.0342959999065667,0.0,0.6431306944605265,0.0221967115804668,-0.0211934274889734,3.356792918512044,-1050.7479119433565,0.0141122638372347,0.0,-0.0001181557910009,0.499705952568938,0.0450330250294437,-162.81130107175215,4326.343062849377,0.0209525162222961,-1004.2800262949568,0.0,0.0,0.5033579879711515,0.0450485727264627,1016.7347931307444,0.7858568180301141,-0.0125846701903795,0.0,0.1452540627965003
3.788850754358295,4460.059607527929,-0.0020480081981098,5.2853327135203765,-0.0005383833470648,0.0069981337125778,-0.0208523084460967,4564.022737799672,-4850.897091892092,-0.0332990901540438,1737.3252677557928,-0.0013969121139555,-157.68464713312073,-0.0741123621612005,-0.0013337469792499,-0.0342965882938937,0.0,0.5335898782670878,0.0355448113780457,-0.0339446113001248,3.759318762863889,-1740.1939533667098,0.0412420059705987,0.0,-2.7356869422401223e-05,0.678804863984352,0.0611762659782333,-154.6160443503414,4407.4783015822695,0.0343666522069032,-1683.4230477238827,0.0,0.0,0.6838505204617669,0.0627157140351647,1649.8510569766938,0.9421829994984856,-0.0124852558958521,0.0,0.1979655099910519
4.434043405190375,4354.957309904564,-0.0028467797900708,5.175645851633068,-0.0006622185757984,0.0065538871780951,-0.0641999331825105,4564.025007625053,-4850.89710190928,-0.033188736198389,2105.305328588082,-0.0013955690044126,-154.85209780868828,-0.0840743489929324,-0.0013508030536595,-0.0342966712873191,0.0,0.491433758684125,0.0338239135430153,-0.0431972402640357,4.273877255062635,-2112.4516305844863,0.0100677117134701,0.0,4.462718724350079e-05,0.8566725464482007,0.0815659768960332,-154.75994228357413,4287.277895255042,0.0428310844988538,-2213.6124456074203,0.0,0.0,0.8608640014066761,0.0862511717098,2128.5384274038747,1.0978509970050352,-0.0122479179083891,0.0,0.2502815003786569
5.036713614007326,4512.882937617543,-0.0037302698382427,5.378856890010109,-0.0007814256409268,0.0059746998923762,-0.0583191601994314,4564.027799376795,-4850.897135340884,-0.0327148575534945,2152.7879022725747,-0.0014684755467416,-150.07639624155257,-0.0915980701473976,-0.0014044402612932,-0.0342949984230305,0.0,0.4728303634840587,0.0342569665697822,-0.0436894236421805,4.680046377889634,-2154.41474564033,-0.0523132124159674,0.0,0.0002610509472763,1.028135506881262,0.1016102524881229,-147.4409246127101,4415.638295001832,0.0405353453230095,-2187.963833189895,0.0,0.0,1.031755306753115,0.1123606988675665,2099.840924062293,1.2526975588562228,-0.0116046165181569,0.0,0.3029903360134601
5.4570383358116805,4672.676429716091,-0.004681069982298,5.586212688425959,-0.0008933814125547,0.0052829466780625,-0.0832628398152712,4564.031129402,-4850.897193437528,-0.0330052700903569,2143.038711561859,-0.0015178473148567,-151.8345476382872,-0.0977598512980884,-0.0014329484494512,-0.0342912616538497,0.0,0.4597947383560534,0.0349430075901849,-0.0454771546032867,4.900960230742437,-2162.791608018388,-0.1125637743156168,0.0,0.0004694376340685,1.204198921083786,0.1180618860932491,-150.4341383550416,4579.913410307601,0.0403944818215302,-2001.6996483591524,0.0,0.0,1.2072769569033517,0.1365534898306734,1894.1189678423257,1.4065587792543015,-0.0108705022894657,0.0,0.3578362413900714
5.780388965262802,4785.103087275728,-0.0056873693793119,5.722730561947857,-0.0009977447863946,0.0044036793335163,-0.0860038085005474,4564.035017541432,-4850.897278766561,-0.0328670319139651,2117.2303313860352,-0.001552352890593,-152.4709168271039,-0.1028172298376478,-0.0014676235890253,-0.0342853176277981,0.0,0.4493701150011577,0.0344867270640492,-0.0467837668308255,5.016552083016485,-2138.762026431863,-0.1466588273433159,0.0,0.0006966985202387,1.3845828586863067,0.1318460513997885,-151.19061842800755,4680.126334404865,0.0388262592952017,-1780.814036780794,0.0,0.0,1.3863792057325457,0.1599430011821987,1665.118857391815,1.5592702723117302,-0.0100265102959455,0.0,0.4144192835354486
6.07095788058368,4868.859421656111,-0.0067383344398936,5.823303498999742,-0.0010914007529233,0.0035268955654352,-0.0857029295526444,4564.039477777927,-4850.8973925954615,-0.0317779685338366,2063.186586415361,-0.0015721961954206,-154.17569473221656,-0.1068018285635964,-0.0014874627691984,-0.0342771789989985,0.0,0.4408130399915428,0.0335528368170351,-0.0457440997732846,5.07393839115522,-2082.291156012558,-0.1661128642774242,0.0,0.0009060966422131,1.5690573265921386,0.1434402921099234,-152.60859433405344,4754.805604921104,0.0363978550502617,-1553.3821797424157,0.0,0.0,1.5692339236397836,0.1840484283533211,1440.663800229686,1.7106673494183895,-0.0087695549641413,0.0,0.4721727041517195
6.334405656272719,4943.486649343125,-0.0078234132215943,5.9181989285351015,-0.0011711077493316,0.002602420763514,-0.0978624151397064,4564.0445204207645,-4850.897535297769,-0.0302441072294104,1976.694997053091,-0.0015316043372811,-152.8908902874035,-0.1097543718150653,-0.0014409203159757,-0.0342670155773805,0.0,0.4332729492776133,0.0322245055397161,-0.0433909883433666,5.090880034578474,-2003.106459568213,-0.1742895048013237,0.0,0.0011074689874773,1.757055706239377,0.1533341514196279,-151.50844428614843,4824.826436764191,0.0332824197264679,-1341.728697881265,0.0,0.0,1.7556691706460517,0.2095228925930879,1218.7826429689487,1.8605851998030984,-0.0073059625719734,0.0,0.5308805447863265
6.567589363180678,5019.061815420015,-0.008932606745935,6.011144664444212,-0.0012357174724084,0.0015811395157523,-0.1034102863601491,4564.05015488038,-4850.897708098879,-0.0286985692678998,1875.142367490224,-0.0015112927523166,-152.91725051360984,-0.1117268893866468,-0.0014214724033842,-0.034254870683077,0.0,0.4260991132550743,0.0306314370247056,-0.0406885468325896,5.06591422553589,-1905.732277648855,-0.1691101099196491,0.0,0.0012991208376325,1.945231793640824,0.160509405875273,-151.40101811252802,4894.030782095319,0.029879126206013,-1154.8114769121505,0.0,0.0,1.9422290122824304,0.2352784645455939,1027.718638376088,2.0088590741232872,-0.0057524132797518,0.0,0.5905225161179096
6.769686454113424,5094.472934234893,-0.0100562337173635,6.104922194945105,-0.0012842136245221,0.0005114429457481,-0.1099446019100063,4564.056390472153,-4850.897911954627,-0.0271171130280391,1768.5167020370438,-0.0014934644898522,-152.60961949234868,-0.1127404536400149,-0.0014059615256052,-0.0342408529276703,0.0,0.4190186812258188,0.0290334298279903,-0.0379404840012731,4.997021901054508,-1800.2276907220862,-0.1530120857908374,0.0,0.0014878755639647,2.1340953868500585,0.1633893836149818,-150.9895143417274,4964.249523086868,0.0266411659812873,-1005.0923605028134,0.0,0.0,2.1295432995014942,0.260174086353953,871.2531351745803,2.1553244709090515,-0.0041016501572969,0.0,0.6510967702412709
6.942090894503377,5169.319131179183,-0.011184800168893,6.199028526455658,-0.0013160563182627,-0.0006272782795203,-0.1191065896655095,4564.063236544121,-4850.898147719712,-0.0255797772865299,1660.786841854999,-0.0014732170547488,-152.2298131877873,-0.1128113435340348,-0.0013901103073864,-0.0342248236836645,0.0,0.4119230642374734,0.0274153286216647,-0.0354843179623793,4.888991077110468,-1693.987957054909,-0.1278743718109231,0.0,0.0017030529173338,2.3238983992211755,0.1614419309319896,-150.71919138874102,5035.534821772061,0.0235242515210404,-891.6944383672875,0.0,0.0,2.3176981085091,0.2837122415081091,746.2748550456503,2.2998173256802863,-0.0024379109296625,0.0,0.7126064611950063
7.085783614654152,5242.991423028806,-0.0123089603422216,6.292753900705431,-0.0013314878314465,-0.0018474287098428,-0.1276233470098695,4564.0707024428,-4850.898416465093,-0.0240927352663549,1555.989429573818,-0.0014559682047642,-151.9377860583629,-0.1119548754166717,-0.0013778851611151,-0.0342063571076019,0.0,0.404774701545417,0.0257816613080022,-0.0334344578988237,4.746477572435085,-1587.883797213508,-0.095659518276532,0.0,0.001974922236426,2.514690994349164,0.1542527155429937,-150.64779641039794,5107.451777488881,0.0204397334453071,-808.6368748140846,0.0,0.0,2.5066230845532336,0.3054384739890229,649.1494033848007,2.442174202548106,-0.0008208213163309,0.0,0.775053122320826
