,allando_v_chirp_a1_v10,allando_v_chirp_a1_v100,allando_v_chirp_a1_v105,allando_v_chirp_a1_v110,allando_v_chirp_a1_v115,allando_v_chirp_a1_v120,allando_v_chirp_a1_v125,allando_v_chirp_a1_v130,allando_v_chirp_a1_v135,allando_v_chirp_a1_v140,allando_v_chirp_a1_v15,allando_v_chirp_a1_v20,allando_v_chirp_a1_v25,allando_v_chirp_a1_v30,allando_v_chirp_a1_v35,allando_v_chirp_a1_v40,allando_v_chirp_a1_v45,allando_v_chirp_a1_v5,allando_v_chirp_a1_v50,allando_v_chirp_a1_v55,allando_v_chirp_a1_v60,allando_v_chirp_a1_v65,allando_v_chirp_a1_v70,allando_v_chirp_a1_v75,allando_v_chirp_a1_v80,allando_v_chirp_a1_v85,allando_v_chirp_a1_v90,allando_v_chirp_a1_v95,allando_v_chirp_a3_v10,allando_v_chirp_a3_v100,allando_v_chirp_a3_v105,allando_v_chirp_a3_v110,allando_v_chirp_a3_v115,allando_v_chirp_a3_v120,allando_v_chirp_a3_v125,allando_v_chirp_a3_v130,allando_v_chirp_a3_v135,allando_v_chirp_a3_v140,allando_v_chirp_a3_v15,allando_v_chirp_a3_v20,allando_v_chirp_a3_v25,allando_v_chirp_a3_v30,allando_v_chirp_a3_v35,allando_v_chirp_a3_v40,allando_v_chirp_a3_v45,allando_v_chirp_a3_v5,allando_v_chirp_a3_v50,allando_v_chirp_a3_v55,allando_v_chirp_a3_v60,allando_v_chirp_a3_v65,allando_v_chirp_a3_v70,allando_v_chirp_a3_v75,allando_v_chirp_a3_v80,allando_v_chirp_a3_v85,allando_v_chirp_a3_v90,allando_v_chirp_a3_v95,allando_v_chirp_a5_v10,allando_v_chirp_a5_v100,allando_v_chirp_a5_v105,allando_v_chirp_a5_v110,allando_v_chirp_a5_v115,allando_v_chirp_a5_v120,allando_v_chirp_a5_v125,allando_v_chirp_a5_v130,allando_v_chirp_a5_v135,allando_v_chirp_a5_v140,allando_v_chirp_a5_v15,allando_v_chirp_a5_v20,allando_v_chirp_a5_v25,allando_v_chirp_a5_v30,allando_v_chirp_a5_v35,allando_v_chirp_a5_v40,allando_v_chirp_a5_v45,allando_v_chirp_a5_v5,allando_v_chirp_a5_v50,allando_v_chirp_a5_v55,allando_v_chirp_a5_v60,allando_v_chirp_a5_v65,allando_v_chirp_a5_v70,allando_v_chirp_a5_v75,allando_v_chirp_a5_v80,allando_v_chirp_a5_v85,allando_v_chirp_a5_v90,allando_v_chirp_a5_v95
allando_v_chirp_a1_v90,0.943102,0.976450,0.960480,0.968124,0.961920,0.962201,0.958999,0.960573,0.962792,0.964567,0.950296,0.952642,0.958006,0.957593,0.960773,0.961503,0.962876,0.917049,0.964082,0.962783,0.972212,0.970597,0.973363,0.965197,0.973513,0.985374,1.000000,0.973378,0.951582,0.954000,0.954222,0.942273,0.947971,0.941969,0.942251,0.940179,0.942115,0.942882,0.953667,0.948806,0.946938,0.950873,0.949992,0.952447,0.949278,0.928104,0.951101,0.950487,0.950652,0.953380,0.951895,0.954334,0.946351,0.953029,0.963852,0.972028,0.938680,0.958391,0.946084,0.944103,0.934428,0.940616,0.933817,0.935261,0.932961,0.933611,0.941197,0.949889,0.945366,0.943545,0.945698,0.947238,0.947288,0.919919,0.946521,0.944731,0.942753,0.946903,0.946016,0.946362,0.947643,0.940472,0.945725,0.955830
allando_v_chirp_a1_v95,0.937079,0.987094,0.966303,0.970906,0.968098,0.965064,0.963340,0.963181,0.974090,0.968638,0.944623,0.946921,0.954387,0.952467,0.955265,0.956320,0.958916,0.908751,0.956481,0.955674,0.962554,0.963236,0.966058,0.962878,0.964211,0.970966,0.973378,1.000000,0.943652,0.971883,0.962729,0.947552,0.949392,0.947782,0.943668,0.944788,0.943508,0.949916,0.948380,0.944540,0.943542,0.946120,0.946557,0.947944,0.947827,0.920137,0.948800,0.945570,0.946903,0.946510,0.946752,0.948708,0.945029,0.946016,0.951350,0.953389,0.933096,0.943840,0.959496,0.955225,0.941098,0.941546,0.938019,0.936506,0.936067,0.934190,0.935201,0.940827,0.940931,0.940347,0.941919,0.942698,0.943933,0.912805,0.943376,0.941725,0.940357,0.942628,0.940412,0.940876,0.941383,0.938034,0.938468,0.943447
allando_v_chirp_a3_v10,0.965422,0.950705,0.937274,0.949431,0.943461,0.941682,0.938938,0.940921,0.940644,0.945985,0.963118,0.960787,0.964398,0.962220,0.962984,0.962455,0.963528,0.936893,0.964804,0.962617,0.966308,0.962049,0.963770,0.956209,0.958483,0.948007,0.951582,0.943652,1.000000,0.945071,0.949304,0.938163,0.945755,0.939223,0.938168,0.935932,0.939354,0.937752,0.979430,0.971370,0.967164,0.966732,0.965858,0.965160,0.964809,0.956488,0.964834,0.965015,0.963608,0.962468,0.961671,0.961372,0.953406,0.955511,0.947086,0.949844,0.971828,0.943839,0.937097,0.938454,0.930349,0.938864,0.934373,0.934289,0.930303,0.930371,0.970417,0.966147,0.964786,0.960090,0.960080,0.960400,0.961477,0.950550,0.960489,0.959635,0.958327,0.958159,0.954774,0.952717,0.955310,0.947562,0.948035,0.941780
allando_v_chirp_a3_v100,0.923757,0.967458,0.949204,0.954801,0.952013,0.948573,0.948452,0.947196,0.957040,0.953885,0.930935,0.935178,0.942328,0.938320,0.941924,0.941986,0.944262,0.888850,0.941288,0.941378,0.948544,0.946527,0.948874,0.947208,0.948544,0.950736,0.954000,0.971883,0.945071,1.000000,0.988369,0.971755,0.973459,0.970267,0.967078,0.966465,0.965659,0.972568,0.953994,0.955156,0.956430,0.959598,0.961204,0.961621,0.962176,0.911674,0.964422,0.962815,0.966017,0.968350,0.967924,0.970947,0.969184,0.971183,0.974704,0.977628,0.937849,0.965689,0.978881,0.975460,0.962334,0.963390,0.959920,0.959100,0.958244,0.956334,0.947082,0.954919,0.958839,0.958896,0.960829,0.960776,0.961827,0.910097,0.960907,0.960654,0.960108,0.963820,0.963534,0.962301,0.963752,0.960554,0.961411,0.964671
allando_v_chirp_a3_v105,0.924816,0.970850,0.951071,0.960217,0.952163,0.952282,0.949985,0.950334,0.956033,0.956497,0.932236,0.936805,0.942513,0.940953,0.944541,0.945139,0.945853,0.890728,0.945800,0.947003,0.955540,0.950386,0.952243,0.946893,0.951342,0.947562,0.954222,0.962729,0.949304,0.988369,1.000000,0.974786,0.981393,0.972260,0.973304,0.970122,0.970837,0.973396,0.954727,0.956761,0.958029,0.961598,0.962749,0.963216,0.963476,0.914630,0.965457,0.966841,0.970247,0.975392,0.971810,0.974381,0.969448,0.974630,0.972457,0.979029,0.939417,0.966386,0.975679,0.978274,0.961880,0.970119,0.961903,0.964757,0.960747,0.961909,0.949446,0.956331,0.960221,0.960263,0.962348,0.962158,0.963600,0.913302,0.962797,0.963034,0.963949,0.968774,0.968690,0.965464,0.967139,0.962567,0.964547,0.963772
allando_v_chirp_a3_v110,0.915215,0.952000,0.970353,0.958467,0.956005,0.953198,0.954310,0.952597,0.955438,0.957029,0.927474,0.933472,0.935708,0.933174,0.934331,0.934633,0.941236,0.882657,0.936834,0.938787,0.944350,0.944416,0.944473,0.941702,0.943021,0.939239,0.942273,0.947552,0.938163,0.971755,0.974786,1.000000,0.978652,0.977513,0.973996,0.973514,0.972542,0.973959,0.943283,0.950805,0.953139,0.952664,0.953245,0.954485,0.953961,0.906828,0.956766,0.958048,0.963989,0.964331,0.965678,0.964796,0.962853,0.964098,0.963317,0.965049,0.930135,0.957074,0.962383,0.961449,0.976511,0.967835,0.965801,0.963790,0.962796,0.964292,0.939795,0.946852,0.954229,0.955007,0.954287,0.953712,0.956903,0.905620,0.956063,0.954672,0.955925,0.958934,0.958040,0.958757,0.958634,0.956128,0.956046,0.955975
allando_v_chirp_a3_v115,0.920097,0.959621,0.956067,0.970910,0.958638,0.959068,0.953538,0.955074,0.955127,0.958120,0.931354,0.936533,0.939325,0.936516,0.939836,0.940020,0.944084,0.888671,0.943018,0.950354,0.955627,0.948105,0.948460,0.943765,0.945908,0.941634,0.947971,0.949392,0.945755,0.973459,0.981393,0.978652,1.000000,0.979073,0.982799,0.975000,0.977807,0.976542,0.947544,0.953463,0.956049,0.956023,0.956538,0.957236,0.957535,0.912010,0.959607,0.960970,0.969241,0.972588,0.966844,0.967984,0.963751,0.966486,0.964015,0.970935,0.934399,0.960265,0.964361,0.967116,0.964889,0.980631,0.967371,0.971275,0.963686,0.967354,0.943412,0.949234,0.957524,0.957895,0.957419,0.957630,0.959807,0.910332,0.958702,0.958639,0.959970,0.966849,0.966424,0.960394,0.962013,0.959892,0.959628,0.958683
allando_v_chirp_a3_v120,0.916065,0.950601,0.954264,0.957900,0.973228,0.965953,0.956751,0.953811,0.956658,0.957202,0.933293,0.935248,0.937929,0.933081,0.937004,0.935070,0.942884,0.884013,0.937594,0.941729,0.945736,0.945520,0.946411,0.944229,0.941831,0.941629,0.941969,0.947782,0.939223,0.970267,0.972260,0.977513,0.979073,1.000000,0.987631,0.978382,0.975394,0.976658,0.944966,0.953008,0.954363,0.953713,0.952927,0.955449,0.954752,0.908904,0.958228,0.957053,0.963045,0.964151,0.965375,0.965524,0.963742,0.962398,0.963386,0.963697,0.930887,0.958304,0.963077,0.960479,0.966065,0.967482,0.982011,0.976266,0.965799,0.965181,0.941125,0.947730,0.956560,0.955764,0.955186,0.953807,0.958017,0.907312,0.956626,0.954289,0.955792,0.959561,0.959246,0.959328,0.960018,0.958262,0.955398,0.957589
allando_v_chirp_a3_v125,0.914139,0.953213,0.951605,0.961497,0.966891,0.971576,0.954278,0.955631,0.954744,0.957279,0.930469,0.934408,0.935204,0.929615,0.934819,0.932731,0.941065,0.881567,0.936286,0.945002,0.947814,0.942581,0.942215,0.941688,0.939712,0.938949,0.942251,0.943668,0.938168,0.967078,0.973304,0.973996,0.982799,0.987631,1.000000,0.977716,0.978786,0.976842,0.941648,0.950608,0.953775,0.951310,0.949982,0.951967,0.950862,0.906141,0.954406,0.955094,0.964302,0.965081,0.961368,0.961996,0.960791,0.960283,0.960878,0.964438,0.929555,0.956831,0.961123,0.961471,0.961986,0.970800,0.976176,0.980852,0.964334,0.968588,0.937856,0.944328,0.954778,0.955874,0.953278,0.952292,0.955340,0.904466,0.954255,0.952902,0.955463,0.962288,0.960637,0.956306,0.957295,0.956820,0.954048,0.956710
allando_v_chirp_a3_v130,0.911178,0.949195,0.951700,0.954654,0.956778,0.955647,0.969934,0.963720,0.964282,0.958651,0.938965,0.932051,0.934117,0.930152,0.932307,0.932883,0.938261,0.879611,0.934731,0.937106,0.943597,0.941725,0.942343,0.938358,0.939934,0.939574,0.940179,0.944788,0.935932,0.966465,0.970122,0.973514,0.975000,0.978382,0.977716,1.000000,0.986611,0.984211,0.940382,0.954631,0.952115,0.950740,0.950186,0.952785,0.951637,0.903392,0.955391,0.954687,0.959489,0.961759,0.962058,0.961025,0.957744,0.959643,0.961160,0.961643,0.928515,0.958244,0.962935,0.961506,0.963889,0.966733,0.968598,0.967887,0.979399,0.975836,0.936950,0.944269,0.958317,0.954945,0.953374,0.953165,0.956533,0.901055,0.955424,0.955182,0.954853,0.958915,0.958917,0.958744,0.958166,0.954094,0.954924,0.957414
allando_v_chirp_a3_v135,0.912682,0.951835,0.950952,0.958275,0.954952,0.956912,0.967012,0.971185,0.964614,0.960409,0.936594,0.934146,0.935267,0.932123,0.933788,0.933895,0.939467,0.881186,0.937188,0.942005,0.947346,0.942349,0.942273,0.938348,0.940511,0.939426,0.942115,0.943508,0.939354,0.965659,0.970837,0.972542,0.977807,0.975394,0.978786,0.986611,1.000000,0.986373,0.941884,0.956643,0.953060,0.952742,0.952047,0.953542,0.952375,0.905461,0.956156,0.956440,0.961407,0.963713,0.961771,0.960711,0.957500,0.959179,0.959846,0.963035,0.930159,0.958964,0.962484,0.962278,0.964612,0.969817,0.967732,0.970243,0.977637,0.979830,0.938572,0.945225,0.959787,0.956064,0.955658,0.955604,0.957130,0.903404,0.956253,0.957290,0.956900,0.963545,0.961124,0.958590,0.959120,0.955556,0.956189,0.958360
allando_v_chirp_a3_v140,0.913204,0.953586,0.953366,0.955989,0.955942,0.954706,0.964010,0.961624,0.969497,0.962865,0.933593,0.935046,0.936085,0.932960,0.936047,0.936009,0.938421,0.880234,0.936166,0.938276,0.944807,0.942753,0.943062,0.940535,0.941637,0.939799,0.942882,0.949916,0.937752,0.972568,0.973396,0.973959,0.976542,0.976658,0.976842,0.984211,0.986373,1.000000,0.943060,0.957767,0.954491,0.952770,0.953548,0.955018,0.954070,0.905249,0.956299,0.955728,0.959958,0.962122,0.961749,0.962513,0.959739,0.960995,0.960857,0.963787,0.930930,0.960835,0.967582,0.967159,0.967177,0.970092,0.968555,0.969332,0.975744,0.974587,0.939261,0.946184,0.959767,0.957800,0.956492,0.957524,0.959416,0.903438,0.958108,0.956899,0.956465,0.961675,0.960904,0.960710,0.960792,0.957023,0.957838,0.959585
allando_v_chirp_a3_v15,0.962222,0.952610,0.938155,0.946930,0.945604,0.941463,0.939233,0.939577,0.943203,0.946552,0.959205,0.958741,0.962788,0.959095,0.961492,0.958463,0.959489,0.927945,0.957676,0.954713,0.959784,0.955664,0.959363,0.958751,0.959759,0.951655,0.953667,0.948380,0.979430,0.953994,0.954727,0.943283,0.947544,0.944966,0.941648,0.940382,0.941884,0.943060,1.000000,0.977594,0.971587,0.970170,0.971482,0.967908,0.969196,0.948218,0.967390,0.965381,0.964741,0.963525,0.961299,0.963524,0.961435,0.962487,0.955816,0.956910,0.967904,0.952982,0.945774,0.944202,0.941834,0.943202,0.940292,0.939865,0.936832,0.936284,0.976321,0.974550,0.969966,0.964163,0.964523,0.965022,0.965434,0.943420,0.964818,0.963156,0.961318,0.960660,0.958532,0.954343,0.957406,0.955769,0.956383,0.951950
allando_v_chirp_a3_v20,0.949064,0.949397,0.942338,0.949830,0.949531,0.947110,0.952470,0.951751,0.953750,0.953560,0.961993,0.959572,0.959529,0.956939,0.958228,0.956357,0.958432,0.920335,0.956427,0.953274,0.957401,0.954674,0.956593,0.953285,0.953033,0.947207,0.948806,0.944540,0.971370,0.955156,0.956761,0.950805,0.953463,0.953008,0.950608,0.954631,0.956643,0.957767,0.977594,1.000000,0.979826,0.975577,0.973360,0.971458,0.970121,0.941189,0.970568,0.969069,0.966861,0.966423,0.964986,0.966007,0.960671,0.960613,0.956079,0.957297,0.962312,0.952549,0.948300,0.946256,0.944054,0.948800,0.947443,0.948003,0.951701,0.950431,0.970216,0.973263,0.978178,0.970300,0.968278,0.967235,0.967784,0.936635,0.966349,0.965896,0.962490,0.962871,0.958621,0.956405,0.958395,0.953104,0.953457,0.952011
allando_v_chirp_a3_v25,0.945172,0.949286,0.943193,0.949884,0.948857,0.947286,0.946432,0.945576,0.947531,0.953276,0.953219,0.964708,0.961594,0.956559,0.959115,0.955858,0.959822,0.916643,0.955990,0.954399,0.956223,0.953126,0.954823,0.953398,0.951995,0.946151,0.946938,0.943542,0.967164,0.956430,0.958029,0.953139,0.956049,0.954363,0.953775,0.952115,0.953060,0.954491,0.971587,0.979826,1.000000,0.980413,0.978008,0.974252,0.973536,0.937970,0.973635,0.971629,0.971921,0.967851,0.966545,0.967158,0.963636,0.962403,0.957260,0.957848,0.958730,0.953061,0.949801,0.947775,0.946233,0.950085,0.947959,0.950095,0.946772,0.946656,0.965786,0.971713,0.976615,0.978997,0.970225,0.968958,0.969879,0.933179,0.968965,0.967249,0.965000,0.964629,0.961012,0.957143,0.959198,0.956508,0.954582,0.952954
allando_v_chirp_a3_v30,0.946101,0.952317,0.942701,0.950320,0.948063,0.945388,0.945940,0.944987,0.946935,0.950923,0.952241,0.955479,0.969510,0.966877,0.964329,0.961873,0.963415,0.917123,0.962681,0.958512,0.960012,0.955701,0.960966,0.954517,0.955794,0.948777,0.950873,0.946120,0.966732,0.959598,0.961598,0.952664,0.956023,0.953713,0.951310,0.950740,0.952742,0.952770,0.970170,0.975577,0.980413,1.000000,0.989022,0.981941,0.978917,0.939278,0.979906,0.978265,0.975730,0.971787,0.968774,0.972202,0.965737,0.965942,0.959968,0.962130,0.958892,0.955643,0.951199,0.951010,0.944520,0.950283,0.947206,0.947647,0.947259,0.946268,0.964531,0.970172,0.974469,0.973745,0.980616,0.977010,0.974666,0.935854,0.972522,0.973092,0.969162,0.969704,0.962616,0.959824,0.963561,0.956827,0.957016,0.954445
allando_v_chirp_a3_v35,0.949882,0.952242,0.942795,0.948969,0.945824,0.942886,0.944030,0.942983,0.946447,0.950433,0.950757,0.955376,0.968228,0.967693,0.966731,0.963453,0.962152,0.915854,0.961075,0.957514,0.958964,0.954616,0.959569,0.958849,0.958587,0.947903,0.949992,0.946557,0.965858,0.961204,0.962749,0.953245,0.956538,0.952927,0.949982,0.950186,0.952047,0.953548,0.971482,0.973360,0.978008,0.989022,1.000000,0.985292,0.984156,0.939924,0.980110,0.978819,0.976761,0.972028,0.969075,0.972605,0.970546,0.969887,0.960775,0.962560,0.958321,0.956322,0.951623,0.951004,0.946046,0.950309,0.945876,0.946435,0.946018,0.945185,0.964587,0.970661,0.974557,0.973174,0.980533,0.981539,0.976707,0.936436,0.975848,0.973272,0.971307,0.969674,0.964470,0.960208,0.963961,0.961541,0.961171,0.955339
allando_v_chirp_a3_v40,0.942837,0.952513,0.942609,0.950210,0.947507,0.945922,0.945943,0.945647,0.948418,0.951938,0.949306,0.952764,0.961877,0.962034,0.968782,0.967774,0.964771,0.913513,0.963171,0.958658,0.960439,0.956088,0.960374,0.953544,0.954593,0.950704,0.952447,0.947944,0.965160,0.961621,0.963216,0.954485,0.957236,0.955449,0.951967,0.952785,0.953542,0.955018,0.967908,0.971458,0.974252,0.981941,0.985292,1.000000,0.988801,0.938476,0.984636,0.981076,0.979023,0.974958,0.972210,0.973575,0.967115,0.966594,0.964449,0.964513,0.956985,0.957873,0.953089,0.952171,0.946048,0.950979,0.948554,0.948429,0.947328,0.947084,0.963849,0.968902,0.973622,0.972525,0.975569,0.977241,0.982300,0.935276,0.978614,0.974696,0.972113,0.971641,0.965433,0.962196,0.964305,0.958295,0.958247,0.957685
allando_v_chirp_a3_v45,0.947105,0.952066,0.941844,0.950654,0.946948,0.944360,0.944598,0.943820,0.947069,0.952785,0.947117,0.951652,0.960367,0.960579,0.965817,0.967405,0.967164,0.913141,0.963965,0.958627,0.960097,0.954704,0.959283,0.958721,0.958452,0.948068,0.949278,0.947827,0.964809,0.962176,0.963476,0.953961,0.957535,0.954752,0.950862,0.951637,0.952375,0.954070,0.969196,0.970121,0.973536,0.978917,0.984156,0.988801,1.000000,0.935775,0.987228,0.983725,0.980045,0.975935,0.972640,0.973418,0.972172,0.970850,0.962624,0.962213,0.957018,0.955403,0.952836,0.951528,0.947824,0.951563,0.948473,0.948051,0.946662,0.945801,0.964345,0.967557,0.971111,0.971126,0.974013,0.976311,0.980518,0.932586,0.982269,0.976901,0.975882,0.971036,0.967759,0.961560,0.964100,0.963019,0.962544,0.955879
allando_v_chirp_a3_v5,0.950550,0.925560,0.915040,0.925159,0.921451,0.919981,0.915300,0.916523,0.918038,0.921462,0.948454,0.944832,0.948996,0.948159,0.948424,0.946368,0.944359,0.959222,0.943886,0.942909,0.942331,0.937811,0.941134,0.932248,0.932976,0.927022,0.928104,0.920137,0.956488,0.911674,0.914630,0.906828,0.912010,0.908904,0.906141,0.903392,0.905461,0.905249,0.948218,0.941189,0.937970,0.939278,0.939924,0.938476,0.935775,1.000000,0.934825,0.933610,0.934182,0.929474,0.926382,0.927745,0.920640,0.920534,0.916449,0.916973,0.959520,0.909771,0.900530,0.901042,0.896178,0.902767,0.899433,0.899387,0.894129,0.896774,0.945342,0.936186,0.933210,0.928979,0.929426,0.930820,0.932118,0.973871,0.928578,0.925344,0.926181,0.924929,0.918624,0.915200,0.918003,0.912255,0.910291,0.907722
allando_v_chirp_a3_v50,0.942186,0.953236,0.943140,0.951963,0.949463,0.947373,0.948038,0.947910,0.948710,0.954623,0.948605,0.951512,0.960775,0.958481,0.961978,0.962165,0.970303,0.912709,0.965853,0.960109,0.960944,0.957375,0.959675,0.956823,0.955092,0.952633,0.951101,0.948800,0.964834,0.964422,0.965457,0.956766,0.959607,0.958228,0.954406,0.955391,0.956156,0.956299,0.967390,0.970568,0.973635,0.979906,0.980110,0.984636,0.987228,0.934825,1.000000,0.986765,0.982595,0.977560,0.976925,0.974895,0.972996,0.968943,0.967671,0.964933,0.956061,0.958657,0.957042,0.955090,0.949476,0.954370,0.952307,0.952015,0.950982,0.950474,0.963254,0.966459,0.971336,0.971718,0.974611,0.974332,0.978079,0.931757,0.980043,0.980596,0.976724,0.973690,0.967796,0.965721,0.965807,0.964032,0.961307,0.960148
allando_v_chirp_a3_v55,0.940631,0.953188,0.943311,0.952829,0.947676,0.946051,0.945441,0.945793,0.946269,0.954595,0.946557,0.950182,0.957688,0.960707,0.960622,0.963262,0.965832,0.912728,0.970938,0.961390,0.964855,0.959958,0.962114,0.953144,0.958453,0.946973,0.950487,0.945570,0.965015,0.962815,0.966841,0.958048,0.960970,0.957053,0.955094,0.954687,0.956440,0.955728,0.965381,0.969069,0.971629,0.978265,0.978819,0.981076,0.983725,0.933610,0.986765,1.000000,0.983297,0.981611,0.978743,0.978972,0.968855,0.972697,0.963387,0.965271,0.957011,0.959662,0.954562,0.955248,0.947192,0.955962,0.950948,0.951952,0.950117,0.949206,0.961756,0.964186,0.970927,0.970554,0.973010,0.973585,0.975695,0.931768,0.977212,0.977493,0.977637,0.973924,0.968354,0.966970,0.968892,0.960524,0.964282,0.956652
allando_v_chirp_a3_v60,0.941623,0.955337,0.948680,0.958516,0.951897,0.953399,0.947695,0.950237,0.948654,0.952286,0.946914,0.950496,0.958065,0.955872,0.959163,0.957681,0.964114,0.910749,0.960505,0.968393,0.966299,0.959894,0.959662,0.958372,0.956777,0.949720,0.950652,0.946903,0.963608,0.966017,0.970247,0.963989,0.969241,0.963045,0.964302,0.959489,0.961407,0.959958,0.964741,0.966861,0.971921,0.975730,0.976761,0.979023,0.980045,0.934182,0.982595,0.983297,1.000000,0.985878,0.980687,0.977872,0.976502,0.973524,0.968141,0.967522,0.954239,0.958944,0.956610,0.957041,0.952246,0.961654,0.955911,0.958440,0.951597,0.956169,0.960828,0.964173,0.969533,0.970530,0.970792,0.970759,0.974069,0.932418,0.973771,0.971323,0.974645,0.979025,0.974008,0.968024,0.966534,0.967541,0.962424,0.959523
allando_v_chirp_a3_v65,0.937316,0.957033,0.945710,0.959555,0.949214,0.950848,0.946894,0.947640,0.947600,0.951497,0.942117,0.945852,0.951131,0.951965,0.952354,0.954710,0.955083,0.906083,0.957316,0.959108,0.971110,0.960523,0.962340,0.952948,0.959379,0.948071,0.953380,0.946510,0.962468,0.968350,0.975392,0.964331,0.972588,0.964151,0.965081,0.961759,0.963713,0.962122,0.963525,0.966423,0.967851,0.971787,0.972028,0.974958,0.975935,0.929474,0.977560,0.981611,0.985878,1.000000,0.985341,0.984083,0.976139,0.979333,0.970188,0.973820,0.952050,0.964118,0.958075,0.961357,0.952435,0.965319,0.957242,0.959168,0.954306,0.957030,0.961376,0.965196,0.969009,0.967592,0.968844,0.969247,0.971746,0.928739,0.971485,0.969759,0.972015,0.976492,0.979602,0.972103,0.972306,0.966814,0.968593,0.961016
allando_v_chirp_a3_v70,0.934748,0.953525,0.947513,0.952876,0.950105,0.947093,0.948857,0.947047,0.948347,0.953464,0.941641,0.944349,0.950027,0.950486,0.950632,0.952469,0.956151,0.902374,0.957273,0.954428,0.962538,0.970029,0.966280,0.956032,0.960013,0.949957,0.951895,0.946752,0.961671,0.967924,0.971810,0.965678,0.966844,0.965375,0.961368,0.962058,0.961771,0.961749,0.961299,0.964986,0.966545,0.968774,0.969075,0.972210,0.972640,0.926382,0.976925,0.978743,0.980687,0.985341,1.000000,0.988033,0.978951,0.979440,0.971525,0.970490,0.948802,0.963829,0.958881,0.957911,0.953654,0.959973,0.957133,0.955769,0.955018,0.954053,0.958388,0.961838,0.967158,0.965972,0.966993,0.966218,0.969562,0.924562,0.969044,0.967792,0.968150,0.969782,0.971443,0.980572,0.975516,0.968143,0.968202,0.962137
allando_v_chirp_a3_v75,0.936846,0.955271,0.947298,0.952761,0.951392,0.946400,0.947606,0.944652,0.948615,0.953379,0.941238,0.944394,0.951288,0.952618,0.952589,0.955155,0.952865,0.904257,0.957058,0.951060,0.962733,0.964659,0.970886,0.955654,0.961548,0.949198,0.954334,0.948708,0.961372,0.970947,0.974381,0.964796,0.967984,0.965524,0.961996,0.961025,0.960711,0.962513,0.963524,0.966007,0.967158,0.972202,0.972605,0.973575,0.973418,0.927745,0.974895,0.978972,0.977872,0.984083,0.988033,1.000000,0.978494,0.982810,0.971571,0.974676,0.951380,0.965975,0.958937,0.959534,0.953275,0.961328,0.956311,0.955941,0.954629,0.952692,0.959742,0.963950,0.968446,0.967432,0.970457,0.969638,0.971290,0.926516,0.969687,0.968961,0.967773,0.969418,0.970722,0.976332,0.981649,0.966066,0.970098,0.962328
allando_v_chirp_a3_v80,0.940535,0.949079,0.943571,0.947935,0.946902,0.944554,0.942461,0.941302,0.944318,0.947742,0.935380,0.940327,0.947628,0.944779,0.946402,0.944301,0.952019,0.896668,0.944417,0.948229,0.952294,0.953115,0.953287,0.968856,0.958928,0.949751,0.946351,0.945029,0.953406,0.969184,0.969448,0.962853,0.963751,0.963742,0.960791,0.957744,0.957500,0.959739,0.961435,0.960671,0.963636,0.965737,0.970546,0.967115,0.972172,0.920640,0.972996,0.968855,0.976502,0.976139,0.978951,0.978494,1.000000,0.982674,0.974349,0.969252,0.943954,0.960332,0.958531,0.954312,0.955834,0.955861,0.954995,0.953983,0.950947,0.951063,0.955708,0.961994,0.962374,0.962759,0.965245,0.965790,0.965832,0.918441,0.967468,0.964607,0.966576,0.966429,0.968333,0.968030,0.967548,0.981270,0.969686,0.964370
allando_v_chirp_a3_v85,0.939439,0.952330,0.945241,0.948922,0.945703,0.942870,0.943830,0.941062,0.944663,0.949779,0.935418,0.940489,0.946301,0.947072,0.946414,0.949192,0.948090,0.897643,0.950181,0.945997,0.957744,0.956163,0.958539,0.959168,0.971981,0.948998,0.953029,0.946016,0.955511,0.971183,0.974630,0.964098,0.966486,0.962398,0.960283,0.959643,0.959179,0.960995,0.962487,0.960613,0.962403,0.965942,0.969887,0.966594,0.970850,0.920534,0.968943,0.972697,0.973524,0.979333,0.979440,0.982810,0.982674,1.000000,0.974137,0.976578,0.945301,0.968010,0.959349,0.958503,0.956147,0.960248,0.954279,0.954331,0.953649,0.952016,0.955845,0.963587,0.963925,0.962870,0.966316,0.967117,0.966654,0.918956,0.967506,0.965667,0.966181,0.966809,0.970436,0.970931,0.973073,0.972501,0.981753,0.964600
allando_v_chirp_a3_v90,0.924702,0.952034,0.941754,0.946903,0.945733,0.944402,0.944363,0.942706,0.945814,0.948033,0.933192,0.936545,0.942465,0.938389,0.943662,0.941616,0.948915,0.893112,0.940768,0.943701,0.949060,0.948402,0.948837,0.950484,0.950310,0.972183,0.963852,0.951350,0.947086,0.974704,0.972457,0.963317,0.964015,0.963386,0.960878,0.961160,0.959846,0.960857,0.955816,0.956079,0.957260,0.959968,0.960775,0.964449,0.962624,0.916449,0.967671,0.963387,0.968141,0.970188,0.971525,0.971571,0.974349,0.974137,1.000000,0.986596,0.939023,0.974888,0.964825,0.959615,0.954352,0.956744,0.955012,0.954295,0.952336,0.953583,0.950097,0.963422,0.959756,0.959362,0.961308,0.962930,0.963701,0.913546,0.963375,0.961180,0.961081,0.964360,0.964397,0.965178,0.964063,0.965319,0.963699,0.981846
