Feature,Saliency
sideslipFL,0.040857316460460424
FxFL,0.0425620450793455
sideslipFR,0.04364890535362065
brake,0.04251126401747266
RR,0.042017411751051746
FyFR,0.04220565462795397
longslipRR,0.04193666631666323
RL,0.042791292847444616
FyRL,0.04147961153648794
yawrate,0.04264326409126321
steeringangel,0.04394989895323912
slip1,0.04190309772578379
az,0.03951081090296308
x,0.04297019758572181
ax,0.04073301167227328
yaw,0.046325778122991323
pitch,0.045061587588861585
FxFR,0.04139476898126304
FxRL,0.042963341887419425
vx,0.04363725559475521
y,0.040894119146590434
FyRR,0.04058825542839865
pitchrate,0.04015424040456613
vy,0.0425245452982684
longslipFR,0.04285764888239404
FxRR,0.04042939282953739
rollrate,0.04236109104628364
signal,0.04162068967707455
ay,0.04227542799587051
slip,0.04131926658252875
longslipFL,0.044237044950326286
gas,0.04024028064062198
FL,0.04460213519632816
FyFL,0.044178077718243
sideslipRR,0.04238648572936654
longslipRL,0.041076454877232514
FR,0.04247172192359964
sideslipRL,0.04336390496852497
roll,0.041084145195782185
signal.1,0.04231493974414965
