Feature,Saliency
steeringangel,0.014012309208434695
gas,0.014803708014369477
yaw,0.012923677986171762
yawrate,0.013195388536024396
ax,0.011949988015528237
RL,0.015032979429677306
FxFR,0.01332171942825274
slip,0.014226504996518738
brake,0.01363817347252431
FxRL,0.013996000653908899
y,0.015690432670886538
pitch,0.014543788393937229
FL,0.013184836848051332
FR,0.01464087899477731
vy,0.014192977213367288
sideslipFR,0.015830592492767165
FyFL,0.014162775576031501
longslipRR,0.012089936539442056
RR,0.013472281214143593
ay,0.01526922624630277
FyFR,0.014736647695480358
signal,0.013901742631874402
x,0.013462314477822344
vx,0.011873458150494983
sideslipRR,0.011074294348266752
sideslipFL,0.011750558224559341
FyRR,0.01354394743352064
sideslipRL,0.012990267462252328
az,0.013466996725626467
FyRL,0.013848002782781674
FxFL,0.015768860303935418
longslipRL,0.011652527904343082
rollrate,0.014790631712198124
longslipFR,0.015872250743476406
slip1,0.01197888105837462
pitchrate,0.014400919038009653
longslipFL,0.014868560759212068
FxRR,0.014063202602777719
signal.1,0.01413559442118553
roll,0.015920804617399836
