Feature,Saliency
pitchrate,0.010771430666661926
x,0.014372136702554094
FyRR,0.017868840109763875
FyFR,0.008592093208183845
longslipRL,0.009313844014993973
signal,0.012089747586287558
RR,0.014208978067876564
FR,0.010462878375417657
FxRR,0.011185179800829954
RL,0.012255419977009296
signal.1,0.009248744010821812
gas,0.008901342076973783
pitch,0.009658393605301777
FyFL,0.011891204786176482
brake,0.013594890530738566
az,0.010482635691813711
yaw,0.008715615219747027
ax,0.012988477143355541
FL,0.017939588468935754
longslipFR,0.015661969884402223
sideslipFL,0.016318516340106726
slip,0.009661850364257893
ay,0.011181803568938954
y,0.01353084161463711
sideslipRL,0.008705678783978025
slip1,0.016965778208234243
FxFR,0.012955464681403505
FxFL,0.013228983954629965
FxRL,0.013154997567956647
roll,0.012948779544482628
vy,0.01738066127937701
yawrate,0.009654568281904276
sideslipFR,0.013068043581572257
vx,0.013606093203028044
rollrate,0.013587696814081736
FyRL,0.014927242701459262
longslipFL,0.015397947281599045
sideslipRR,0.01141536574707263
steeringangel,0.01215165493906372
longslipRR,0.013877355370722298
