,allando_v_chirp_a1_v10,allando_v_chirp_a1_v100,allando_v_chirp_a1_v105,allando_v_chirp_a1_v110,allando_v_chirp_a1_v115,allando_v_chirp_a1_v120,allando_v_chirp_a1_v125,allando_v_chirp_a1_v130,allando_v_chirp_a1_v135,allando_v_chirp_a1_v140,allando_v_chirp_a1_v15,allando_v_chirp_a1_v20,allando_v_chirp_a1_v25,allando_v_chirp_a1_v30,allando_v_chirp_a1_v35,allando_v_chirp_a1_v40,allando_v_chirp_a1_v45,allando_v_chirp_a1_v5,allando_v_chirp_a1_v50,allando_v_chirp_a1_v55,allando_v_chirp_a1_v60,allando_v_chirp_a1_v65,allando_v_chirp_a1_v70,allando_v_chirp_a1_v75,allando_v_chirp_a1_v80,allando_v_chirp_a1_v85,allando_v_chirp_a1_v90,allando_v_chirp_a1_v95,allando_v_chirp_a3_v10,allando_v_chirp_a3_v100,allando_v_chirp_a3_v105,allando_v_chirp_a3_v110,allando_v_chirp_a3_v115,allando_v_chirp_a3_v120,allando_v_chirp_a3_v125,allando_v_chirp_a3_v130,allando_v_chirp_a3_v135,allando_v_chirp_a3_v140,allando_v_chirp_a3_v15,allando_v_chirp_a3_v20,allando_v_chirp_a3_v25,allando_v_chirp_a3_v30,allando_v_chirp_a3_v35,allando_v_chirp_a3_v40,allando_v_chirp_a3_v45,allando_v_chirp_a3_v5,allando_v_chirp_a3_v50,allando_v_chirp_a3_v55,allando_v_chirp_a3_v60,allando_v_chirp_a3_v65,allando_v_chirp_a3_v70,allando_v_chirp_a3_v75,allando_v_chirp_a3_v80,allando_v_chirp_a3_v85,allando_v_chirp_a3_v90,allando_v_chirp_a3_v95,allando_v_chirp_a5_v10,allando_v_chirp_a5_v100,allando_v_chirp_a5_v105,allando_v_chirp_a5_v110,allando_v_chirp_a5_v115,allando_v_chirp_a5_v120,allando_v_chirp_a5_v125,allando_v_chirp_a5_v130,allando_v_chirp_a5_v135,allando_v_chirp_a5_v140,allando_v_chirp_a5_v15,allando_v_chirp_a5_v20,allando_v_chirp_a5_v25,allando_v_chirp_a5_v30,allando_v_chirp_a5_v35,allando_v_chirp_a5_v40,allando_v_chirp_a5_v45,allando_v_chirp_a5_v5,allando_v_chirp_a5_v50,allando_v_chirp_a5_v55,allando_v_chirp_a5_v60,allando_v_chirp_a5_v65,allando_v_chirp_a5_v70,allando_v_chirp_a5_v75,allando_v_chirp_a5_v80,allando_v_chirp_a5_v85,allando_v_chirp_a5_v90,allando_v_chirp_a5_v95
allando_v_chirp_a5_v105,0.933396,0.979335,0.965097,0.966231,0.964143,0.962400,0.962155,0.963310,0.970875,0.967968,0.943187,0.948533,0.952282,0.949273,0.951944,0.951018,0.956578,0.900576,0.951861,0.952876,0.959327,0.958941,0.958799,0.959073,0.958698,0.964644,0.967014,0.981126,0.961074,0.995707,0.992839,0.981726,0.982001,0.978947,0.977691,0.980317,0.979625,0.985200,0.969376,0.971952,0.971348,0.971916,0.971229,0.973695,0.973019,0.926394,0.977042,0.973653,0.975425,0.976265,0.977424,0.977506,0.977322,0.976679,0.981131,0.982928,0.959659,0.985370,1.000000,0.997206,0.985104,0.986151,0.982580,0.981964,0.981113,0.980776,0.971225,0.975654,0.977959,0.978802,0.978325,0.978733,0.979854,0.929382,0.980493,0.980430,0.978885,0.982503,0.982901,0.982526,0.981728,0.981829,0.980868,0.984387
allando_v_chirp_a5_v110,0.932897,0.981610,0.964789,0.969644,0.962261,0.963337,0.961477,0.964121,0.970441,0.967901,0.942228,0.947473,0.952340,0.950959,0.952104,0.952290,0.955080,0.902285,0.954016,0.954861,0.963881,0.959282,0.960764,0.954836,0.959052,0.959961,0.966705,0.978252,0.963306,0.994492,0.995871,0.982307,0.985832,0.977904,0.979601,0.980802,0.981544,0.985985,0.969286,0.972060,0.971099,0.973340,0.972217,0.974549,0.973261,0.928920,0.976677,0.976215,0.977975,0.981155,0.978435,0.979900,0.975073,0.977648,0.978205,0.983844,0.961950,0.985451,0.997206,1.000000,0.984644,0.990022,0.982056,0.984053,0.982025,0.983062,0.972778,0.975461,0.978234,0.979223,0.979894,0.979959,0.981147,0.932618,0.981280,0.981382,0.980990,0.985747,0.986688,0.983604,0.983985,0.980449,0.982143,0.981865
allando_v_chirp_a5_v115,0.932454,0.966299,0.982232,0.970077,0.968936,0.965824,0.967468,0.968079,0.971989,0.971945,0.940148,0.947892,0.948539,0.945834,0.946723,0.945281,0.950745,0.897594,0.946717,0.948672,0.955528,0.955232,0.955594,0.958554,0.958614,0.955478,0.958458,0.963813,0.957165,0.982505,0.982926,0.995758,0.985901,0.984093,0.981812,0.984366,0.984505,0.988304,0.965667,0.970566,0.970956,0.969149,0.969616,0.969567,0.970324,0.924142,0.971742,0.969658,0.972982,0.973546,0.974654,0.975481,0.977530,0.977334,0.973962,0.976314,0.956851,0.980532,0.985104,0.984644,1.000000,0.989673,0.987141,0.985567,0.985878,0.985903,0.967967,0.971220,0.976797,0.977489,0.975749,0.976389,0.976750,0.927532,0.977963,0.976649,0.976611,0.978507,0.980419,0.979447,0.979847,0.981623,0.980938,0.978456
allando_v_chirp_a5_v120,0.934725,0.972714,0.971264,0.981285,0.969524,0.971905,0.967120,0.970245,0.970847,0.972490,0.944610,0.950709,0.952164,0.950757,0.951773,0.952084,0.956179,0.904078,0.955300,0.960112,0.968443,0.962101,0.962659,0.957804,0.960909,0.956544,0.962948,0.964351,0.964035,0.983868,0.989259,0.988438,0.996356,0.984909,0.988328,0.985676,0.987646,0.988939,0.968298,0.973895,0.973391,0.972797,0.971760,0.973794,0.973333,0.929806,0.976147,0.976839,0.982289,0.985403,0.980758,0.981504,0.977573,0.979553,0.975734,0.981078,0.962457,0.983148,0.986151,0.990022,0.989673,1.000000,0.989179,0.992080,0.987087,0.989871,0.972176,0.973455,0.979955,0.980636,0.978933,0.979041,0.980854,0.934420,0.981353,0.981366,0.982379,0.987793,0.989739,0.984663,0.985328,0.983533,0.983647,0.980188
allando_v_chirp_a5_v125,0.927677,0.962897,0.967459,0.969074,0.982190,0.977307,0.966812,0.967092,0.969139,0.969490,0.944021,0.947096,0.948115,0.943624,0.946801,0.944579,0.952939,0.897809,0.948259,0.952321,0.957174,0.955703,0.956444,0.955409,0.952940,0.953610,0.955521,0.959696,0.956776,0.978899,0.980210,0.984988,0.985564,0.996706,0.993100,0.985981,0.984331,0.986658,0.964195,0.971098,0.970186,0.968657,0.965845,0.969324,0.968045,0.924230,0.972259,0.970314,0.974993,0.974972,0.975092,0.975639,0.973996,0.972719,0.972497,0.973833,0.957209,0.977854,0.982580,0.982056,0.987141,0.989179,1.000000,0.996441,0.985995,0.985811,0.966606,0.968772,0.976539,0.976701,0.974292,0.973460,0.976433,0.929063,0.976250,0.975558,0.976007,0.980122,0.980308,0.978651,0.979493,0.978904,0.976346,0.976654
allando_v_chirp_a5_v130,0.927464,0.965957,0.966146,0.973105,0.977580,0.980991,0.966655,0.970894,0.969992,0.971696,0.943603,0.948622,0.948222,0.944199,0.947635,0.945447,0.953915,0.897776,0.949408,0.956764,0.961024,0.955985,0.955490,0.954435,0.953079,0.953587,0.957239,0.958412,0.957654,0.978424,0.982874,0.984519,0.989173,0.992737,0.996686,0.986297,0.987861,0.988023,0.963485,0.971656,0.971500,0.968981,0.966237,0.970018,0.968404,0.924867,0.972559,0.971395,0.978391,0.978517,0.975170,0.974975,0.973676,0.973059,0.972991,0.975956,0.957879,0.978142,0.981964,0.984053,0.985567,0.992080,0.996441,1.000000,0.986255,0.990035,0.966835,0.968316,0.976929,0.978000,0.974626,0.973873,0.976882,0.929513,0.976852,0.976182,0.977698,0.983563,0.983372,0.978184,0.978519,0.979298,0.976719,0.977233
allando_v_chirp_a5_v135,0.923520,0.961603,0.965131,0.965231,0.965902,0.964675,0.981992,0.977865,0.978057,0.971819,0.947738,0.944901,0.946374,0.943756,0.944460,0.944686,0.949489,0.893748,0.947008,0.947168,0.955358,0.954687,0.954243,0.949738,0.952320,0.951559,0.954679,0.957541,0.953813,0.977260,0.979565,0.982741,0.982105,0.982051,0.981312,0.996802,0.994397,0.993534,0.959829,0.974562,0.968520,0.968352,0.965982,0.968699,0.967039,0.920219,0.971531,0.969320,0.971327,0.973050,0.974207,0.974005,0.970784,0.971806,0.970854,0.973192,0.953933,0.978373,0.981113,0.982025,0.985878,0.987087,0.985995,0.986255,1.000000,0.995786,0.963814,0.965855,0.978642,0.975551,0.975001,0.974270,0.975710,0.923934,0.975811,0.977266,0.974735,0.979468,0.979735,0.979279,0.978791,0.975128,0.976605,0.976362
allando_v_chirp_a5_v140,0.923894,0.963981,0.966385,0.969959,0.965284,0.969121,0.977497,0.981341,0.977075,0.971370,0.947115,0.945405,0.946073,0.943469,0.944498,0.943708,0.949772,0.894899,0.946667,0.952964,0.958448,0.954059,0.953168,0.949940,0.951503,0.951787,0.956126,0.956474,0.954665,0.976567,0.981296,0.984222,0.986025,0.981559,0.985772,0.993823,0.996871,0.993059,0.959794,0.973971,0.968616,0.967849,0.965501,0.968363,0.966198,0.921740,0.970472,0.969134,0.975483,0.975906,0.973086,0.972729,0.970651,0.971141,0.971094,0.974642,0.955032,0.977756,0.980776,0.983062,0.985903,0.989871,0.985811,0.990035,0.995786,1.000000,0.964179,0.965846,0.978579,0.975955,0.974171,0.973522,0.975242,0.926018,0.975137,0.975864,0.975918,0.982936,0.981789,0.977529,0.977132,0.975716,0.975339,0.976100
allando_v_chirp_a5_v15,0.969850,0.965109,0.955765,0.961409,0.957109,0.955809,0.952863,0.954882,0.957950,0.961937,0.969526,0.971283,0.973199,0.972368,0.973126,0.971956,0.972992,0.949088,0.971334,0.968497,0.974045,0.969752,0.972351,0.969519,0.970141,0.963473,0.966963,0.960391,0.993939,0.974751,0.977005,0.969051,0.972948,0.967443,0.966594,0.966200,0.967737,0.969767,0.995997,0.992600,0.988878,0.988644,0.988507,0.988916,0.988238,0.974105,0.987697,0.986682,0.985390,0.984570,0.982211,0.984651,0.981831,0.981754,0.975718,0.978074,0.996181,0.978001,0.971225,0.972778,0.967967,0.972176,0.966606,0.966835,0.963814,0.964179,1.000000,0.995999,0.993229,0.990497,0.989663,0.990123,0.990673,0.976823,0.989910,0.988107,0.987245,0.986861,0.985093,0.981495,0.983673,0.981263,0.980856,0.975867
allando_v_chirp_a5_v20,0.967649,0.964747,0.954709,0.958786,0.956029,0.954091,0.951856,0.953203,0.957428,0.959870,0.966889,0.968644,0.969785,0.967486,0.969270,0.966223,0.967322,0.937534,0.963619,0.962241,0.969117,0.965280,0.968414,0.968556,0.969871,0.970312,0.972732,0.962351,0.988847,0.977428,0.977511,0.968871,0.972038,0.968089,0.966492,0.966619,0.967563,0.970358,0.995557,0.990781,0.986976,0.986016,0.986301,0.986386,0.984868,0.961784,0.984059,0.981326,0.981724,0.981929,0.979682,0.982924,0.982672,0.983337,0.983324,0.984794,0.987102,0.985872,0.975654,0.975461,0.971220,0.973455,0.968772,0.968316,0.965855,0.965846,0.995999,1.000000,0.993967,0.991018,0.989665,0.990984,0.990165,0.962796,0.989279,0.986575,0.985073,0.985625,0.985628,0.982610,0.984422,0.984013,0.984220,0.984522
allando_v_chirp_a5_v25,0.959853,0.964819,0.960276,0.964314,0.962428,0.961323,0.964758,0.965727,0.968428,0.968836,0.970756,0.971676,0.969791,0.967494,0.968718,0.966283,0.968739,0.934394,0.965890,0.964578,0.970169,0.967959,0.968968,0.965869,0.966032,0.962624,0.965468,0.960959,0.986336,0.977895,0.979446,0.975952,0.978342,0.975434,0.974743,0.979136,0.980007,0.981961,0.990872,0.996486,0.991659,0.987778,0.986520,0.988019,0.985948,0.958604,0.986892,0.984722,0.984956,0.984157,0.983478,0.984791,0.981707,0.981304,0.977801,0.979595,0.985391,0.982394,0.977959,0.978234,0.976797,0.979955,0.976539,0.976929,0.978642,0.978579,0.993229,0.993967,1.000000,0.995454,0.991916,0.991733,0.992764,0.959732,0.991268,0.990044,0.987718,0.989429,0.987791,0.985824,0.986728,0.983744,0.982914,0.980865
allando_v_chirp_a5_v30,0.957002,0.965491,0.960497,0.964896,0.962111,0.962260,0.960695,0.962287,0.965604,0.967872,0.964849,0.976009,0.971928,0.968516,0.969690,0.966500,0.969950,0.930439,0.966624,0.966304,0.969676,0.966541,0.968115,0.965613,0.965079,0.962283,0.965340,0.961264,0.983639,0.978143,0.979737,0.976264,0.978836,0.975103,0.975580,0.975770,0.976688,0.979595,0.987870,0.991730,0.996281,0.988926,0.987768,0.988240,0.986577,0.955137,0.987561,0.985348,0.986344,0.983588,0.982074,0.983703,0.981076,0.980294,0.977357,0.979338,0.983041,0.982058,0.978802,0.979223,0.977489,0.980636,0.976701,0.978000,0.975551,0.975955,0.990497,0.991018,0.995454,1.000000,0.993140,0.992909,0.993230,0.956159,0.992428,0.990612,0.989002,0.990326,0.988021,0.984807,0.985938,0.983873,0.982077,0.980502
allando_v_chirp_a5_v35,0.957361,0.966431,0.958751,0.962907,0.960156,0.959052,0.959405,0.960293,0.963605,0.965552,0.963513,0.967357,0.978638,0.976767,0.973604,0.970240,0.971960,0.929477,0.970451,0.966846,0.970599,0.966849,0.970940,0.966528,0.967329,0.962838,0.966341,0.961766,0.983520,0.978677,0.980602,0.974379,0.976978,0.972952,0.971797,0.973898,0.974921,0.977196,0.987342,0.989213,0.988494,0.996373,0.994391,0.991345,0.989286,0.955198,0.990308,0.988129,0.986744,0.983923,0.982042,0.985895,0.982458,0.981962,0.977735,0.980244,0.982195,0.982832,0.978325,0.979894,0.975749,0.978933,0.974292,0.974626,0.975001,0.974171,0.989663,0.989665,0.991916,0.993140,1.000000,0.998325,0.995643,0.955528,0.994392,0.994006,0.990471,0.991951,0.987501,0.984874,0.987507,0.983757,0.983434,0.980719
allando_v_chirp_a5_v40,0.958235,0.966578,0.958460,0.962478,0.958822,0.957700,0.958381,0.959122,0.963751,0.965458,0.962249,0.966986,0.976438,0.976863,0.975742,0.972542,0.971806,0.929121,0.969952,0.966626,0.970941,0.966418,0.970316,0.968230,0.968818,0.964804,0.967919,0.962585,0.982950,0.979329,0.980616,0.973783,0.976636,0.971770,0.970627,0.972985,0.974084,0.977335,0.987900,0.988284,0.987890,0.993945,0.995754,0.992666,0.991437,0.955627,0.989917,0.988039,0.986819,0.984372,0.981513,0.985581,0.983829,0.983452,0.979596,0.981814,0.982516,0.984439,0.978733,0.979959,0.976389,0.979041,0.973460,0.973873,0.974270,0.973522,0.990123,0.990984,0.991733,0.992909,0.998325,1.000000,0.996912,0.955864,0.995950,0.993726,0.991130,0.991754,0.988660,0.984896,0.987477,0.985412,0.985011,0.982718
allando_v_chirp_a5_v45,0.955594,0.967008,0.959352,0.964346,0.961673,0.960428,0.959723,0.960549,0.964789,0.967254,0.962311,0.966734,0.972388,0.972777,0.977453,0.975364,0.974105,0.928486,0.972238,0.968997,0.972559,0.968438,0.971691,0.966458,0.967157,0.963819,0.967100,0.962789,0.983932,0.979788,0.981625,0.975534,0.978665,0.974612,0.973666,0.974909,0.975687,0.978965,0.987402,0.989196,0.988052,0.991256,0.991572,0.996223,0.993532,0.955154,0.992041,0.990368,0.988692,0.986025,0.983778,0.987025,0.982254,0.982259,0.979235,0.981371,0.983537,0.984057,0.979854,0.981147,0.976750,0.980854,0.976433,0.976882,0.975710,0.975242,0.990673,0.990165,0.992764,0.993230,0.995643,0.996912,1.000000,0.956112,0.998108,0.995560,0.992545,0.993731,0.989590,0.986346,0.988694,0.984438,0.984370,0.982679
allando_v_chirp_a5_v5,0.961572,0.943168,0.934003,0.942238,0.937364,0.936512,0.929436,0.933135,0.935036,0.938972,0.961708,0.960135,0.961762,0.962564,0.962076,0.960835,0.959381,0.972417,0.959452,0.958188,0.960154,0.955032,0.957097,0.948972,0.949515,0.942151,0.945974,0.937352,0.974867,0.938772,0.942501,0.935278,0.940776,0.934947,0.934577,0.931283,0.933711,0.934914,0.970737,0.965676,0.960693,0.961423,0.960590,0.960453,0.957862,0.993356,0.957284,0.958118,0.957916,0.954929,0.951258,0.953613,0.946469,0.946723,0.940628,0.943320,0.988943,0.937820,0.929382,0.932618,0.927532,0.934420,0.929063,0.929513,0.923934,0.926018,0.976823,0.962796,0.959732,0.956159,0.955528,0.955864,0.956112,0.999999,0.953665,0.951534,0.951670,0.952582,0.947328,0.943273,0.946034,0.940216,0.939432,0.935432
allando_v_chirp_a5_v50,0.956838,0.967015,0.959434,0.964525,0.960893,0.959757,0.959118,0.960213,0.963863,0.968094,0.960693,0.965751,0.971000,0.971155,0.975060,0.974806,0.975931,0.927132,0.973312,0.969002,0.972431,0.967498,0.970305,0.968817,0.969000,0.963558,0.966570,0.962738,0.983009,0.980030,0.981660,0.975716,0.978864,0.973911,0.973078,0.974602,0.975603,0.978412,0.987088,0.987990,0.987569,0.990020,0.991220,0.993926,0.995908,0.952101,0.993922,0.991881,0.988964,0.986273,0.983636,0.986150,0.984446,0.984204,0.979225,0.981229,0.982012,0.983864,0.980493,0.981280,0.977963,0.981353,0.976250,0.976852,0.975811,0.975137,0.989910,0.989279,0.991268,0.992428,0.994392,0.995950,0.998108,0.953665,1.000000,0.997006,0.995025,0.993708,0.990740,0.986110,0.988148,0.986772,0.986910,0.982775
allando_v_chirp_a5_v55,0.953200,0.965921,0.957771,0.963877,0.959123,0.958388,0.959800,0.960640,0.962697,0.967474,0.959692,0.963121,0.970436,0.969005,0.970480,0.970948,0.975995,0.925298,0.973671,0.967607,0.971903,0.967356,0.969621,0.966063,0.966325,0.961654,0.964440,0.961285,0.981708,0.978951,0.981124,0.974746,0.978364,0.972529,0.971886,0.975165,0.976197,0.977501,0.984465,0.987280,0.985689,0.990077,0.988521,0.991014,0.992085,0.949728,0.995941,0.992186,0.987575,0.985731,0.984066,0.985470,0.982392,0.981788,0.977664,0.979400,0.980226,0.982788,0.980430,0.981382,0.976649,0.981366,0.975558,0.976182,0.977266,0.975864,0.988107,0.986575,0.990044,0.990612,0.994006,0.993726,0.995560,0.951534,0.997006,1.000000,0.994689,0.993472,0.989928,0.986589,0.987980,0.985117,0.985387,0.981570
allando_v_chirp_a5_v60,0.953464,0.965953,0.957690,0.965100,0.958880,0.959561,0.956797,0.959838,0.960585,0.966301,0.957091,0.961654,0.966995,0.966490,0.967254,0.967333,0.973190,0.924397,0.972024,0.969343,0.971966,0.965395,0.967091,0.966225,0.966095,0.958913,0.962297,0.959260,0.980801,0.977661,0.981317,0.974862,0.979617,0.972615,0.973723,0.973412,0.975690,0.976245,0.983300,0.984390,0.984027,0.986444,0.987121,0.987691,0.990658,0.949138,0.991476,0.992004,0.989397,0.986717,0.982602,0.983715,0.982747,0.982197,0.975651,0.978113,0.979597,0.980854,0.978885,0.980990,0.976611,0.982379,0.976007,0.977698,0.974735,0.975918,0.987245,0.985073,0.987718,0.989002,0.990471,0.991130,0.992545,0.951670,0.995025,0.994689,1.000000,0.993965,0.991869,0.985024,0.986403,0.986278,0.985494,0.979203
allando_v_chirp_a5_v65,0.952240,0.971348,0.961617,0.971774,0.963432,0.966634,0.962291,0.966818,0.965783,0.967259,0.960222,0.963108,0.969066,0.967971,0.969667,0.968073,0.972826,0.924496,0.970962,0.976262,0.978170,0.969989,0.970012,0.966397,0.966650,0.963218,0.967242,0.962890,0.981746,0.981281,0.986427,0.979089,0.985986,0.977267,0.980815,0.979117,0.982054,0.981329,0.982864,0.985760,0.984421,0.987801,0.986208,0.988843,0.987605,0.950279,0.990101,0.989916,0.994825,0.992251,0.985866,0.986097,0.983424,0.982814,0.979813,0.982855,0.979397,0.984075,0.982503,0.985747,0.978507,0.987793,0.980122,0.983563,0.979468,0.982936,0.986861,0.985625,0.989429,0.990326,0.991951,0.991754,0.993731,0.952582,0.993708,0.993472,0.993965,1.000000,0.995446,0.988271,0.988219,0.987124,0.985107,0.982860
allando_v_chirp_a5_v70,0.949749,0.969839,0.960312,0.969687,0.960526,0.962821,0.959365,0.962108,0.962836,0.965364,0.953475,0.958389,0.960653,0.960888,0.961694,0.962115,0.964362,0.918021,0.964300,0.967328,0.978170,0.969152,0.969653,0.966175,0.969364,0.961376,0.967059,0.961051,0.978407,0.981749,0.987363,0.978845,0.986269,0.976623,0.979719,0.978562,0.980572,0.981047,0.980995,0.982546,0.981609,0.981945,0.982788,0.983483,0.984657,0.943641,0.985043,0.986378,0.990316,0.995180,0.987860,0.988605,0.985732,0.987509,0.980583,0.985094,0.975207,0.987182,0.982901,0.986688,0.980419,0.989739,0.980308,0.983372,0.979735,0.981789,0.985093,0.985628,0.987791,0.988021,0.987501,0.988660,0.989590,0.947328,0.990740,0.989928,0.991869,0.995446,1.000000,0.991987,0.992035,0.990536,0.990710,0.984411
allando_v_chirp_a5_v75,0.946097,0.966685,0.961962,0.963606,0.960246,0.958140,0.960862,0.959591,0.962982,0.965167,0.952701,0.956108,0.959499,0.960957,0.959865,0.961188,0.963106,0.914055,0.964853,0.961917,0.972146,0.979332,0.975635,0.966726,0.971380,0.963581,0.967718,0.961097,0.976676,0.979969,0.984146,0.978422,0.980067,0.975439,0.974491,0.977921,0.977045,0.979571,0.978087,0.980599,0.978449,0.979607,0.978485,0.980402,0.979441,0.940669,0.982607,0.984673,0.984584,0.988402,0.995935,0.992581,0.984508,0.987764,0.980771,0.983263,0.971500,0.988136,0.982526,0.983604,0.979447,0.984663,0.978651,0.978184,0.979279,0.977529,0.981495,0.982610,0.985824,0.984807,0.984874,0.984896,0.986346,0.943273,0.986110,0.986589,0.985024,0.988271,0.991987,1.000000,0.996112,0.989201,0.990352,0.984735
allando_v_chirp_a5_v80,0.947514,0.966923,0.961418,0.964077,0.961087,0.958088,0.959660,0.958685,0.962510,0.965500,0.952372,0.956186,0.961113,0.962706,0.960728,0.962605,0.962398,0.916251,0.965569,0.959787,0.972235,0.974378,0.980011,0.965131,0.971913,0.961347,0.967825,0.961371,0.977355,0.980506,0.984478,0.978064,0.980658,0.976364,0.974529,0.977154,0.976715,0.979451,0.979985,0.981553,0.979505,0.982504,0.981519,0.982454,0.981905,0.943065,0.983285,0.985604,0.983474,0.988666,0.991983,0.996339,0.983659,0.988562,0.979274,0.983943,0.974230,0.988295,0.981728,0.983985,0.979847,0.985328,0.979493,0.978519,0.978791,0.977132,0.983673,0.984422,0.986728,0.985938,0.987507,0.987477,0.988694,0.946034,0.988148,0.987980,0.986403,0.988219,0.992035,0.996112,1.000000,0.988007,0.991577,0.983197
allando_v_chirp_a5_v85,0.952595,0.963799,0.960160,0.963191,0.959754,0.959463,0.955307,0.956822,0.959487,0.962805,0.948519,0.955202,0.958699,0.956957,0.957525,0.955876,0.963653,0.912437,0.957180,0.961962,0.966513,0.966888,0.964911,0.980326,0.971539,0.963884,0.962626,0.959535,0.972664,0.979811,0.981129,0.977273,0.979817,0.975678,0.975901,0.974023,0.974773,0.977419,0.979941,0.978375,0.978924,0.978398,0.981294,0.978192,0.982035,0.938012,0.982345,0.979337,0.985015,0.984210,0.985352,0.984260,0.996262,0.989456,0.981577,0.980207,0.969386,0.983784,0.981829,0.980449,0.981623,0.983533,0.978904,0.979298,0.975128,0.975716,0.981263,0.984013,0.983744,0.983873,0.983757,0.985412,0.984438,0.940216,0.986772,0.985117,0.986278,0.987124,0.990536,0.989201,0.988007,1.000000,0.991631,0.985603
allando_v_chirp_a5_v90,0.950403,0.964503,0.959090,0.960912,0.955970,0.954664,0.955384,0.955572,0.958897,0.963390,0.947124,0.952472,0.956152,0.957400,0.955454,0.958118,0.959129,0.910941,0.960467,0.955065,0.968363,0.966176,0.968447,0.968460,0.980715,0.961074,0.966913,0.959198,0.972208,0.979366,0.982403,0.975801,0.978101,0.972178,0.971717,0.973895,0.974418,0.976892,0.979143,0.977368,0.975692,0.977396,0.979452,0.977722,0.981351,0.936127,0.980213,0.981738,0.980189,0.985412,0.985369,0.987204,0.987144,0.996202,0.979578,0.983774,0.968930,0.988277,0.980868,0.982143,0.980938,0.983647,0.976346,0.976719,0.976605,0.975339,0.980856,0.984220,0.982914,0.982077,0.983434,0.985011,0.984370,0.939432,0.986910,0.985387,0.985494,0.985107,0.990710,0.990352,0.991577,0.991631,1.000000,0.983916
allando_v_chirp_a5_v95,0.938020,0.964474,0.956909,0.959047,0.957532,0.957199,0.956903,0.957429,0.960860,0.963190,0.946220,0.950836,0.954241,0.951419,0.956239,0.953596,0.959792,0.908564,0.952331,0.955053,0.961367,0.961358,0.960268,0.963337,0.962001,0.981515,0.976743,0.963435,0.965123,0.980975,0.980321,0.974214,0.975655,0.972955,0.972889,0.974380,0.974651,0.977275,0.974677,0.974738,0.973326,0.974320,0.973522,0.977153,0.974435,0.933419,0.978557,0.973839,0.976971,0.978001,0.979104,0.978977,0.981023,0.980233,0.996612,0.991900,0.964336,0.994532,0.984387,0.981865,0.978456,0.980188,0.976654,0.977233,0.976362,0.976100,0.975867,0.984522,0.980865,0.980502,0.980719,0.982718,0.982679,0.935432,0.982775,0.981570,0.979203,0.982860,0.984411,0.984735,0.983197,0.985603,0.983916,1.000000
